county,office,district,party,candidate,votes,election_day,mail,provisional
Adams,Registered Voters,,,,71181,0,0,0
Adams,Ballots Cast,,,,23217,16443,6718,56
Adams,Ballots Cast - Blank,,,,1,0,1,0
Adams,Justice of the Supreme Court,,REP,CAROLYN CARLUCCIO,13640,11496,2123,21
Adams,Justice of the Supreme Court,,DEM,DANIEL MCCAFFERY,9206,4664,4508,34
Adams,Justice of the Supreme Court,,,Write-ins,14,10,4,0
Adams,Justice of the Supreme Court,,,Overvotes,10,7,3,0
Adams,Justice of the Supreme Court,,,Undervotes,347,266,80,1
Adams,Judge of the Superior Court,,REP,MARIA BATTISTA,12394,10459,1916,19
Adams,Judge of the Superior Court,,REP,HARRY F SMAIL JR,11727,9932,1780,15
Adams,Judge of the Superior Court,,DEM,JILL BECK,9106,4534,4540,32
Adams,Judge of the Superior Court,,DEM,TIMIKA LANE,7708,3589,4089,30
Adams,Judge of the Superior Court,,,Write-ins,16,9,7,0
Adams,Judge of the Superior Court,,,Overvotes,28,18,10,0
Adams,Judge of the Superior Court,,,Undervotes,5455,4345,1094,16
Adams,Judge of the Commonwealth Court,,REP,MEGAN MARTIN,13843,11741,2080,22
Adams,Judge of the Commonwealth Court,,DEM,MATT WOLF,8860,4334,4495,31
Adams,Judge of the Commonwealth Court,,,Write-ins,12,9,3,0
Adams,Judge of the Commonwealth Court,,,Overvotes,7,3,4,0
Adams,Judge of the Commonwealth Court,,,Undervotes,495,356,136,3
Adams,County Commissioner,,REP,RANDY PHIEL,12566,10420,2125,21
Adams,County Commissioner,,REP,JIM MARTIN,12586,10611,1954,21
Adams,County Commissioner,,DEM,MARTY QUALLY,8785,4363,4391,31
Adams,County Commissioner,,DEM,ROBERT ALBERT SMITH,7691,3848,3814,29
Adams,County Commissioner,,,Write-ins,78,56,22,0
Adams,County Commissioner,,,Overvotes,196,72,124,0
Adams,County Commissioner,,,Undervotes,4532,3516,1006,10
Adams,Prothonotary,,REP,BEVERLY BOYD,16521,12707,3783,31
Adams,Prothonotary,,,Write-ins,263,165,95,3
Adams,Prothonotary,,,Overvotes,2,2,0,0
Adams,Prothonotary,,,Undervotes,6431,3569,2840,22
Adams,Register and Recorder,,REP,KAREN HEFLIN,18039,13959,4047,33
Adams,Register and Recorder,,,Write-ins,278,171,105,2
Adams,Register and Recorder,,,Overvotes,2,1,1,0
Adams,Register and Recorder,,,Undervotes,4898,2312,2565,21
Adams,District Attorney,,REP,BRIAN SINNETT,17752,13744,3975,33
Adams,District Attorney,,,Write-ins,347,232,112,3
Adams,District Attorney,,,Overvotes,1,0,1,0
Adams,District Attorney,,,Undervotes,5117,2467,2630,20
Adams,Coroner,,REP,FRANCIS DUTROW,18209,14038,4136,35
Adams,Coroner,,,Write-ins,221,142,76,3
Adams,Coroner,,,Overvotes,3,2,1,0
Adams,Coroner,,,Undervotes,4784,2261,2505,18
Adams,Controller,,REP,TAMMY MYERS,17767,13768,3965,34
Adams,Controller,,,Write-ins,255,158,95,2
Adams,Controller,,,Overvotes,3,2,1,0
Adams,Controller,,,Undervotes,5192,2515,2657,20
Adams,Magisterial District Judge,District 51-3-03,DAR,TONY J LITTLE,5035,3685,1344,6
Adams,Magisterial District Judge,District 51-3-03,,Write-ins,52,41,11,0
Adams,Magisterial District Judge,District 51-3-03,,Overvotes,0,0,0,0
Adams,Magisterial District Judge,District 51-3-03,,Undervotes,969,644,323,2
Adams,Council Member,Abbottstown,REP,HANNA CARBAUGH,96,82,14,0
Adams,Council Member,Abbottstown,REP,DALE REICHERT,93,82,11,0
Adams,Council Member,Abbottstown,REP,AUSTIN R WERTZ,51,37,14,0
Adams,Council Member,Abbottstown,,Write-ins,49,46,3,0
Adams,Council Member,Abbottstown,,Overvotes,0,0,0,0
Adams,Council Member,Abbottstown,,Undervotes,128,98,30,0
Adams,Tax Collector,Abbottstown,,Write-ins,11,11,0,0
Adams,Tax Collector,Abbottstown,,Overvotes,0,0,0,0
Adams,Tax Collector,Abbottstown,,Undervotes,128,104,24,0
Adams,School Director,Conewago Valley Region I,REP,DAVID T MECKLEY,532,459,73,0
Adams,School Director,Conewago Valley Region I,REP,MEREDITH MILLER,530,462,68,0
Adams,School Director,Conewago Valley Region I,DEM,ANDREW SIPE,444,270,174,0
Adams,School Director,Conewago Valley Region I,DEM,MELANIE SAUTER,325,180,145,0
Adams,School Director,Conewago Valley Region I,,Write-ins,7,7,0,0
Adams,School Director,Conewago Valley Region I,,Overvotes,4,4,0,0
Adams,School Director,Conewago Valley Region I,,Undervotes,310,246,64,0
Adams,Superior Court Retention - Jack Panella,,,Yes,11619,7212,4383,24
Adams,Superior Court Retention - Jack Panella,,,No,6691,5397,1282,12
Adams,Superior Court Retention - Jack Panella,,,Overvotes,19,9,10,0
Adams,Superior Court Retention - Jack Panella,,,Undervotes,4888,3825,1043,20
Adams,Superior Court Retention - Victor P. Stabile,,,Yes,11084,8084,2979,21
Adams,Superior Court Retention - Victor P. Stabile,,,No,6714,4456,2242,16
Adams,Superior Court Retention - Victor P. Stabile,,,Overvotes,2,0,2,0
Adams,Superior Court Retention - Victor P. Stabile,,,Undervotes,5417,3903,1495,19
Adams,Magisterial District Judge,District 51-3-04,DAR,MARK BEAUCHAT,6227,4583,1632,12
Adams,Magisterial District Judge,District 51-3-04,,Write-ins,72,59,13,0
Adams,Magisterial District Judge,District 51-3-04,,Overvotes,4,3,1,0
Adams,Magisterial District Judge,District 51-3-04,,Undervotes,1721,1172,536,13
Adams,Council Member,4yr Arendtsville,REP,JAY JOHNSON,174,144,29,1
Adams,Council Member,4yr Arendtsville,REP,CHRISTINE M SWARTZ,172,145,26,1
Adams,Council Member,4yr Arendtsville,,Write-ins,73,51,22,0
Adams,Council Member,4yr Arendtsville,,Overvotes,0,0,0,0
Adams,Council Member,4yr Arendtsville,,Undervotes,409,324,83,2
Adams,Council Member,2yr Arendtsville,REP,MADELINE D KUHN,167,140,26,1
Adams,Council Member,2yr Arendtsville,REP,JOHN MENGES,166,139,26,1
Adams,Council Member,2yr Arendtsville,,Write-ins,6,2,4,0
Adams,Council Member,2yr Arendtsville,,Overvotes,0,0,0,0
Adams,Council Member,2yr Arendtsville,,Undervotes,75,51,24,0
Adams,Tax Collector,Arendtsville,,Write-ins,9,6,3,0
Adams,Tax Collector,Arendtsville,,Overvotes,0,0,0,0
Adams,Tax Collector,Arendtsville,,Undervotes,198,160,37,1
Adams,School Director,at Large 4yr Upper Adams Area,REP,NEIL WEIGLE,1456,1247,208,1
Adams,School Director,at Large 4yr Upper Adams Area,REP,HEATHER YOUNG-COVER,1247,1086,160,1
Adams,School Director,at Large 4yr Upper Adams Area,REP,LOREN W LUSTIG,1253,1101,151,1
Adams,School Director,at Large 4yr Upper Adams Area,DAR,MARYA DJALAL,1030,794,233,3
Adams,School Director,at Large 4yr Upper Adams Area,DAR,TRICIA PLANK,1168,925,240,3
Adams,School Director,at Large 4yr Upper Adams Area,DEM,DEB STECKLER,762,456,302,4
Adams,School Director,at Large 4yr Upper Adams Area,DEM,SARAH LITTLE,688,402,282,4
Adams,School Director,at Large 4yr Upper Adams Area,DEM,DENISE M VAN ESSEN,586,310,273,3
Adams,School Director,at Large 4yr Upper Adams Area,,Write-ins,67,58,9,0
Adams,School Director,at Large 4yr Upper Adams Area,,Overvotes,15,15,0,0
Adams,School Director,at Large 4yr Upper Adams Area,,Undervotes,2718,2021,692,5
Adams,School Director,at Large 2yr Upper Adams Area,DAR,KAY E HOLLABAUGH,1783,1382,397,4
Adams,School Director,at Large 2yr Upper Adams Area,,Write-ins,34,31,3,0
Adams,School Director,at Large 2yr Upper Adams Area,,Overvotes,0,0,0,0
Adams,School Director,at Large 2yr Upper Adams Area,,Undervotes,381,270,110,1
Adams,Mayor,Bendersville,REP,OWEN MCKINNEY,107,101,6,0
Adams,Mayor,Bendersville,,Write-ins,2,2,0,0
Adams,Mayor,Bendersville,,Overvotes,0,0,0,0
Adams,Mayor,Bendersville,,Undervotes,13,11,1,1
Adams,Council Member,4yr Bendersville,DEM,SCOTT HOWELL,77,69,7,1
Adams,Council Member,4yr Bendersville,REP,JAMES C BERGOLIOS,71,67,4,0
Adams,Council Member,4yr Bendersville,DEM,ERIC S PELC,69,61,7,1
Adams,Council Member,4yr Bendersville,DEM,DANIEL A KUHN,46,38,7,1
Adams,Council Member,4yr Bendersville,,Write-ins,40,40,0,0
Adams,Council Member,4yr Bendersville,,Overvotes,0,0,0,0
Adams,Council Member,4yr Bendersville,,Undervotes,185,181,3,1
Adams,Council Member,2yr Bendersville,REP,CHELSEA MOORE,92,87,5,0
Adams,Council Member,2yr Bendersville,,Write-ins,10,10,0,0
Adams,Council Member,2yr Bendersville,,Overvotes,0,0,0,0
Adams,Council Member,2yr Bendersville,,Undervotes,20,17,2,1
Adams,Tax Collector,Bendersville,,Write-ins,5,5,0,0
Adams,Tax Collector,Bendersville,,Overvotes,0,0,0,0
Adams,Tax Collector,Bendersville,,Undervotes,117,109,7,1
Adams,Supervisor,Berwick,REP,SCOTT KENNEDY,272,234,38,0
Adams,Supervisor,Berwick,REP,WILLIAM J GREEN JR,252,222,30,0
Adams,Supervisor,Berwick,LIB,CHRISTOPHER ADLER,208,175,33,0
Adams,Supervisor,Berwick,,Write-ins,15,12,3,0
Adams,Supervisor,Berwick,,Overvotes,6,6,0,0
Adams,Supervisor,Berwick,,Undervotes,271,185,84,2
Adams,Tax Collector,Berwick,REP,SHELBY JENKINS,419,358,61,0
Adams,Tax Collector,Berwick,,Write-ins,11,8,3,0
Adams,Tax Collector,Berwick,,Overvotes,0,0,0,0
Adams,Tax Collector,Berwick,,Undervotes,82,51,30,1
Adams,Auditor,6yr Berwick,,Write-ins,34,30,4,0
Adams,Auditor,6yr Berwick,,Overvotes,0,0,0,0
Adams,Auditor,6yr Berwick,,Undervotes,478,387,90,1
Adams,Auditor,4yr Berwick,,Write-ins,18,16,2,0
Adams,Auditor,4yr Berwick,,Overvotes,0,0,0,0
Adams,Auditor,4yr Berwick,,Undervotes,494,401,92,1
Adams,Auditor,2yr Berwick,,Write-ins,13,11,2,0
Adams,Auditor,2yr Berwick,,Overvotes,0,0,0,0
Adams,Auditor,2yr Berwick,,Undervotes,499,406,92,1
Adams,School Director,Conewago Valley Region III,DAR,APRIL SWOPE,1592,1057,531,4
Adams,School Director,Conewago Valley Region III,DAR,WILLIAM GETZ,1368,866,496,6
Adams,School Director,Conewago Valley Region III,,Write-ins,246,188,58,0
Adams,School Director,Conewago Valley Region III,,Overvotes,0,0,0,0
Adams,School Director,Conewago Valley Region III,,Undervotes,1616,1009,603,4
Adams,Council Member,Biglerville,REP,JANET GLIEM,156,127,29,0
Adams,Council Member,Biglerville,DEM,ROBERT ALBERT SMITH,107,73,34,0
Adams,Council Member,Biglerville,DEM,MELINDA WARREN ELNAGGAR,98,65,33,0
Adams,Council Member,Biglerville,,Write-ins,11,10,1,0
Adams,Council Member,Biglerville,,Overvotes,0,0,0,0
Adams,Council Member,Biglerville,,Undervotes,306,253,53,0
Adams,Council Member,Bonneauville,REP,MICHAEL L SHANEBROOK,217,191,26,0
Adams,Council Member,Bonneauville,REP,MARY JANE PATZMAN,206,185,21,0
Adams,Council Member,Bonneauville,,Write-ins,33,24,9,0
Adams,Council Member,Bonneauville,,Overvotes,0,0,0,0
Adams,Council Member,Bonneauville,,Undervotes,760,612,148,0
Adams,Auditor,6yr Bonneauville,DEM,MICHELLE DENESE STUDY,192,149,43,0
Adams,Auditor,6yr Bonneauville,,Write-ins,12,12,0,0
Adams,Auditor,6yr Bonneauville,,Overvotes,3,2,1,0
Adams,Auditor,6yr Bonneauville,,Undervotes,97,90,7,0
Adams,Auditor,4yr Bonneauville,,Write-ins,19,13,6,0
Adams,Auditor,4yr Bonneauville,,Overvotes,0,0,0,0
Adams,Auditor,4yr Bonneauville,,Undervotes,285,240,45,0
Adams,Auditor,2yr Bonneauville,DEM,KAREN PEARCE,155,113,42,0
Adams,Auditor,2yr Bonneauville,,Write-ins,9,9,0,0
Adams,Auditor,2yr Bonneauville,,Overvotes,0,0,0,0
Adams,Auditor,2yr Bonneauville,,Undervotes,140,131,9,0
Adams,School Director,at Large 4yr Littlestown Area,DAR,NICK LOVELL,1846,1372,472,2
Adams,School Director,at Large 4yr Littlestown Area,REP,DANIELLE BRENNEMAN,1678,1422,255,1
Adams,School Director,at Large 4yr Littlestown Area,REP,DUANE SULLIVAN,1624,1388,235,1
Adams,School Director,at Large 4yr Littlestown Area,REP,MARY E BRENNEMAN,1661,1412,249,0
Adams,School Director,at Large 4yr Littlestown Area,REP,FRED A MILLER,1626,1373,253,0
Adams,School Director,at Large 4yr Littlestown Area,DEM,YANCY D UNGER,1278,717,558,3
Adams,School Director,at Large 4yr Littlestown Area,DEM,LINDSEY KRESS,1154,610,541,3
Adams,School Director,at Large 4yr Littlestown Area,DEM,CASEY DELL,1109,567,539,3
Adams,School Director,at Large 4yr Littlestown Area,DEM,BENJAMIN PAUL,808,377,429,2
Adams,School Director,at Large 4yr Littlestown Area,,Write-ins,99,81,16,2
Adams,School Director,at Large 4yr Littlestown Area,,Overvotes,40,30,10,0
Adams,School Director,at Large 4yr Littlestown Area,,Undervotes,3087,2206,873,8
Adams,School Director,at Large 2yr Littlestown Area,REP,JANELL R RESSLER,1788,1536,251,1
Adams,School Director,at Large 2yr Littlestown Area,DEM,WENDY M LOGUE,1193,608,582,3
Adams,School Director,at Large 2yr Littlestown Area,,Write-ins,9,9,0,0
Adams,School Director,at Large 2yr Littlestown Area,,Overvotes,2,1,1,0
Adams,School Director,at Large 2yr Littlestown Area,,Undervotes,210,157,52,1
Adams,Supervisor,Butler,DAR,VICTOR WOERNER,518,377,140,1
Adams,Supervisor,Butler,,Write-ins,8,8,0,0
Adams,Supervisor,Butler,,Overvotes,0,0,0,0
