county,office,district,party,candidate,votes,election_day,mail,provisional
Columbia,State Senate,27,REP,Lynda J. Schlegel Culver,5282,,,
Columbia,State Senate,27,DEM,Patricia L. Lawton,3584,,,
Luzerne,State Senate,27,REP,Lynda J. Schlegel Culver,3628,,,
Luzerne,State Senate,27,DEM,Patricia L. Lawton,2443,,,
Montour,State Senate,27,REP,Lynda J. Schlegel Culver,1911,,,
Montour,State Senate,27,DEM,Patricia L. Lawton,1165,,,
Northumberland,State Senate,27,REP,Lynda J. Schlegel Culver,9739,,,
Northumberland,State Senate,27,DEM,Patricia L. Lawton,2888,,,
Snyder,State Senate,27,REP,Lynda J. Schlegel Culver,4442,,,
Snyder,State Senate,27,DEM,Patricia L. Lawton,1315,,,
