candidate,office,district,party,county,votes,winner
"KNOWLES, JERRY",State House,124,REP,Berks,1394,
"MACKEY, BILL",State House,124,DEM,Berks,618,
"KNOWLES, JERRY",State House,124,REP,Schuylkill,5616,
"MACKEY, BILL",State House,124,DEM,Schuylkill,2392,
"KNOWLES, JERRY",State House,124,REP,,7010,TRUE
"MACKEY, BILL",State House,124,DEM,,3010,
