candidate,office,district,party,county,votes,winner
"WRIGHT, GAYLE M.",State Representative,2,DEM,Erie,3081,True
"CAPPABIANCA, LINDA",State Representative,2,WRT,Erie,2499,
"MUMAU, DAVID B.",State Representative,2,REP,Erie,758,
"MORSCHHAUSER, ROBERT",State Representative,2,WRT,Erie,60,
