county,office,district,party,candidate,votes
Columbia,JUDGE OF THE SUPERIOR COURT,,REP,BRANDON NEUMAN,6612
Columbia,JUDGE OF THE SUPERIOR COURT,,DEM,MARIA BATTISTA,9541
Columbia,JUDGE OF THE SUPERIOR COURT,,,DANIEL WASSMER,385
Columbia,JUDGE OF THE SUPERIOR COURT,,WI,Write-in,19
Columbia,JUDGE OF THE COMMONWEALTH COURT,,REP,STELLA TSAI,6681
Columbia,JUDGE OF THE COMMONWEALTH COURT,,DEM,MATT WOLFORD,9745
Columbia,JUDGE OF THE COMMONWEALTH COURT,,WI,Write-in,13
Columbia,JUDGE OF THE COURT OF COMMON PLEAS 26TH JUDICIAL DISTRICT,,DEM,DAVID C. JAMES,8676
Columbia,JUDGE OF THE COURT OF COMMON PLEAS 26TH JUDICIAL DISTRICT,,REP,ANTHONY J. MCDONALD,7993
Columbia,JUDGE OF THE COURT OF COMMON PLEAS 26TH JUDICIAL DISTRICT,,WI,Write-in,17
Columbia,SHERIFF,,REP,TIMOTHY T. CHAMBERLAIN,10756
Columbia,SHERIFF,,DEM,KRISTIE L. ROSPENDOWSKI,5943
Columbia,SHERIFF,,WI,Write-in,16
Columbia,SCHOOL DIRECTOR BENTON AREA,REGION I,REP,MICHAEL VOGT,285
Columbia,SCHOOL DIRECTOR BENTON AREA,REGION I,WI,Matt Goode,2
Columbia,SCHOOL DIRECTOR BENTON AREA,REGION I,WI,Write-in,19
Columbia,SCHOOL DIRECTOR BENTON AREA,REGION II,REP,WILLIAM A. PASUKINIS,573
Columbia,SCHOOL DIRECTOR BENTON AREA,REGION II,WI,Write-in,11
Columbia,SCHOOL DIRECTOR BENTON AREA,REGION III,REP,CARL E. OSBORG,477
Columbia,SCHOOL DIRECTOR BENTON AREA,REGION III,WI,Write-in,14
Columbia,SCHOOL DIRECTOR BERWICK AREA,,,NANCY HIXSON,1273
Columbia,SCHOOL DIRECTOR BERWICK AREA,,,TONI L. PHILLIPS,1657
Columbia,SCHOOL DIRECTOR BERWICK AREA,,,KEITH D. HESS,1738
Columbia,SCHOOL DIRECTOR BERWICK AREA,,,ROBERT CROOP JR,1638
Columbia,SCHOOL DIRECTOR BERWICK AREA,,,JANET L. HUNSINGER,1642
Columbia,SCHOOL DIRECTOR BERWICK AREA,,WI,Write-in,226
Columbia,SCHOOL DIRECTOR BERWICK AREA,,,KRISTINA BIRDSALL CULVER,1093
Columbia,SCHOOL DIRECTOR BERWICK AREA,,,JEFF TAYLOR,1760
Columbia,SCHOOL DIRECTOR BERWICK AREA,,,Write-in,27
Columbia,SCHOOL DIRECTOR BLOOMSBURG AREA,,,SAM BIDLEMAN,2837
Columbia,SCHOOL DIRECTOR BLOOMSBURG AREA,,,JONATHAN JONES,2432
Columbia,SCHOOL DIRECTOR BLOOMSBURG AREA,,,BEN SIMMONS,2039
Columbia,SCHOOL DIRECTOR BLOOMSBURG AREA,,,MISTY CHAPMAN,2190
