county,office,district,party,candidate,votes,election_day,mail,provisional
Centre,Ballots Cast,,,,44305,32102,12059,144
Centre,Judge of the Superior Court,,,BRANDON NEUMAN,24868,15873,8893,102
Centre,Judge of the Superior Court,,,MARIA BATTISTA,17915,15117,2766,32
Centre,Judge of the Superior Court,,,DANIEL WASSMER,885,627,250,8
Centre,Judge of the Superior Court,,,Write-ins,19,14,5,0
Centre,Judge of the Commonwealth Court,,,STELLA TSAI,25400,16266,9025,109
Centre,Judge of the Commonwealth Court,,,MATT WOLFORD,18297,15365,2900,32
Centre,Judge of the Commonwealth Court,,,Write-ins,21,17,4,0
Centre,District Attorney,,,BERNIE CANTORNA,32737,22271,10348,118
Centre,District Attorney,,,Write-ins,1009,888,121,0
Centre,Jury Commissioner,,,SHELLEY L THOMPSON,25159,16179,8874,106
Centre,Jury Commissioner,,,HOPE P MILLER,18476,15422,3019,35
Centre,Jury Commissioner,,,Write-ins,24,15,9,0
Centre,District Judge,49-1-01,,DONALD M HAHN,2387,1637,741,9
Centre,District Judge,49-1-01,,Write-ins,25,22,3,0
Centre,District Judge,49-3-02,,KELLEY GILLETTE-WALKER,8975,6756,2197,22
Centre,District Judge,49-3-02,,Write-ins,145,127,18,0
Centre,District Judge,49-3-05,,STEVEN F LACHMAN,2450,1822,618,10
Centre,District Judge,49-3-05,,Write-ins,22,19,3,0
Centre,Mayor BELLEFONTE BOROUGH,,,GENE D JOHNSON,1740,1336,398,6
Centre,Mayor BELLEFONTE BOROUGH,,,Write-ins,32,18,14,0
Centre,Mayor CENTRE HALL BOROUGH,,,Write-ins,41,33,7,1
Centre,Mayor HOWARD BOROUGH,,,DEBORAH SIMONCEK,222,200,22,0
Centre,Mayor HOWARD BOROUGH,,,Write-ins,3,3,0,0
Centre,Mayor MILESBURG BOROUGH,,,BROOKE CHRISTIAN,282,226,56,0
Centre,Mayor MILESBURG BOROUGH,,,Write-ins,11,11,0,0
Centre,Mayor MILLHEIM BOROUGH,,,NICKELAUS ENGLE,201,163,37,1
Centre,Mayor MILLHEIM BOROUGH,,,Write-ins,15,13,2,0
Centre,Mayor PHILIPSBURG BOROUGH,,,JOHN M STRENO,450,377,73,0
Centre,Mayor PHILIPSBURG BOROUGH,,,Write-ins,39,33,6,0
Centre,Mayor PORT MATILDA BOROUGH,,,GREG HARPSTER,117,107,10,0
Centre,Mayor PORT MATILDA BOROUGH,,,Write-ins,14,12,2,0
Centre,Mayor SNOW SHOE BOROUGH,,,WILLIAM DUDISH,162,140,22,0
Centre,Mayor SNOW SHOE BOROUGH,,,Write-ins,16,14,2,0
Centre,Mayor STATE COLLEGE BOROUGH,,,EZRA NANES,4864,3474,1369,21
Centre,Mayor STATE COLLEGE BOROUGH,,,Write-ins,121,99,22,0
Centre,Mayor UNIONVILLE BOROUGH,,,DONALD WILLIAM CARL,61,51,10,0
Centre,Mayor UNIONVILLE BOROUGH,,,Write-ins,2,2,0,0
Centre,Mayor UNIONVILLE BOROUGH,,,AUTUMN HANLEY,136,111,25,0
Centre,Mayor UNIONVILLE BOROUGH,,,EMILY HERR,157,148,9,0
Centre,Mayor UNIONVILLE BOROUGH,,,CHRIS AIKENS,134,129,5,0
Centre,Mayor UNIONVILLE BOROUGH,,,Write-ins,29,22,7,0
Centre,Mayor UNIONVILLE BOROUGH,,,CHYVONNE RHOADS,312,239,73,0
