county,office,district,party,candidate,votes,election_day,mail,provisional
Westmoreland,Registered Voters,,,,250316,,,
Westmoreland,Ballots Cast,,,,106535,78573,27684,278
Westmoreland,Ballots Cast Blank,,,,15,11,4,0
Westmoreland,Judicial Retention Election - CHRISTINE DONOHUE,,,Yes,54490,34463,19849,178
Westmoreland,Judicial Retention Election - CHRISTINE DONOHUE,,,No,48564,41247,7223,94
Westmoreland,Judicial Retention Election - KEVIN M DOUGHERTY,,,Yes,54358,34394,19786,178
Westmoreland,Judicial Retention Election - KEVIN M DOUGHERTY,,,No,48239,40904,7242,93
Westmoreland,Judicial Retention Election - DAVID WECHT,,,Yes,54839,34619,20042,178
Westmoreland,Judicial Retention Election - DAVID WECHT,,,No,48021,40885,7044,92
Westmoreland,Judicial Retention Election - ALICE BECK DUBOW,,,Yes,53643,34275,19204,164
Westmoreland,Judicial Retention Election - ALICE BECK DUBOW,,,No,43418,36680,6649,89
Westmoreland,Judicial Retention Election - MICHAEL H WOJCIK,,,Yes,54297,34859,19275,163
Westmoreland,Judicial Retention Election - MICHAEL H WOJCIK,,,No,42603,35980,6538,85
Westmoreland,Judicial Retention Election - TIMOTHY A KRIEGER,,,Yes,61672,45819,15676,177
Westmoreland,Judicial Retention Election - TIMOTHY A KRIEGER,,,No,33271,23600,9602,69
Westmoreland,Judicial Retention Election - SCOTT O MEARS JR,,,Yes,62775,43808,18795,172
Westmoreland,Judicial Retention Election - SCOTT O MEARS JR,,,No,31952,25287,6591,74
Westmoreland,Judicial Retention Election - HARRY F SMAIL JR,,,Yes,63453,46634,16645,174
Westmoreland,Judicial Retention Election - HARRY F SMAIL JR,,,No,31990,23154,8763,73
Westmoreland,Judge of the Superior Court,,,MARIA BATTISTA,54424,46176,8148,100
Westmoreland,Judge of the Superior Court,,,BRANDON NEUMAN,45373,27110,18103,160
Westmoreland,Judge of the Superior Court,,,DANIEL WASSMER,2095,1473,613,9
Westmoreland,Judge of the Superior Court,,,Write-ins,64,48,16,0
Westmoreland,Judge of the Commonwealth Court,,,MATT WOLFORD,54923,46402,8418,103
Westmoreland,Judge of the Commonwealth Court,,,STELLA TSAI,46033,27491,18377,165
Westmoreland,Judge of the Commonwealth Court,,,Write-ins,74,52,22,0
Westmoreland,Judge of the Court of Common Pleas,,,MATT SCHIMIZZI,82538,60847,21469,222
Westmoreland,Judge of the Court of Common Pleas,,,Write-ins,692,444,242,6
Westmoreland,Judge of the Court of Common Pleas,,,MEGAN A LOUGHNER,82343,61190,20936,217
Westmoreland,Judge of the Court of Common Pleas,,,Write-ins,603,336,264,3
Westmoreland,Judge of the Court of Common Pleas,,,JOHN ACKERMAN,84769,63028,21519,222
Westmoreland,Judge of the Court of Common Pleas,,,Write-ins,946,606,339,1
Westmoreland,District Attorney,,,NICOLE ZICCARELLI,81738,61357,20165,216
Westmoreland,District Attorney,,,Write-ins,1096,645,447,4
Westmoreland,Prothonotary/Clerk of Courts,,,GINA OBARTO,82513,61498,20795,220
Westmoreland,Prothonotary/Clerk of Courts,,,Write-ins,566,315,247,4
Westmoreland,"Recorder of Deeds, Register of Wills, and Clerk of the Orphans' Court",,,KATIE PECARCHIK,84356,62595,21552,209
Westmoreland,"Recorder of Deeds, Register of Wills, and Clerk of the Orphans' Court",,,Write-ins,629,362,264,3
Westmoreland,Magisterial District Judge,MDJ10-1-03,,WAYNE P VLASIC,1885,1334,549,2
Westmoreland,Magisterial District Judge,MDJ10-1-03,,JIMI QUATTRO,1251,1037,213,1
Westmoreland,Magisterial District Judge,MDJ10-1-03,,Write-ins,3,2,1,0
Westmoreland,Belle Vernon Area School District School Director at Large 4 Year term,,,JACK L CURRAN,2197,1530,664,3
Westmoreland,Belle Vernon Area School District School Director at Large 4 Year term,,,ADAM R SPITZNAGEL,1986,1373,610,3
Westmoreland,Belle Vernon Area School District School Director at Large 4 Year term,,,MICHELLE CALLAWAY-RODRIGUEZ,1885,1289,592,4
Westmoreland,Belle Vernon Area School District School Director at Large 4 Year term,,,WILLIAM HRACH,1836,1278,556,2
Westmoreland,Belle Vernon Area School District School Director at Large 4 Year term,,,Write-ins,52,31,21,0
Westmoreland,Burrell School District School Director at Large 4 Year Term,,,NIKKI WATSON,2452,1860,589,3
Westmoreland,Burrell School District School Director at Large 4 Year Term,,,TIMOTHY J VINKOVICH,2092,1538,551,3
Westmoreland,Burrell School District School Director at Large 4 Year Term,,,RICK KACZOR,2078,1531,545,2
Westmoreland,Burrell School District School Director at Large 4 Year Term,,,JEAN D SCHAGER,2041,1485,554,2
Westmoreland,Burrell School District School Director at Large 4 Year Term,,,Write-ins,88,60,28,0
Westmoreland,Derry Area School Director at Large 4 Year Term,,,JOSH CAMPBELL,2370,1784,583,3
Westmoreland,Derry Area School Director at Large 4 Year Term,,,NANCY FINDISH,2330,1709,616,5
Westmoreland,Derry Area School Director at Large 4 Year Term,,,STEVE FRYE,2291,1712,574,5
Westmoreland,Derry Area School Director at Large 4 Year Term,,,CHAD MCINTIRE,2252,1934,315,3
Westmoreland,Derry Area School Director at Large 4 Year Term,,,MARK GALIMBERTI,1768,1072,689,7
Westmoreland,Derry Area School Director at Large 4 Year Term,,,Write-ins,224,197,25,2
Westmoreland,Derry Area School Director at Large 2 Year Term,,,CLINT MCCHESNEY,2967,2376,585,6
Westmoreland,Derry Area School Director at Large 2 Year Term,,,Write-ins,86,58,27,1
Westmoreland,Franklin Regional School District School Director at Large 4 Year Term,,,DEBRA WOHLIN,4700,3184,1504,12
Westmoreland,Franklin Regional School District School Director at Large 4 Year Term,,,KEVIN KURIMSKY,4670,3156,1505,9
Westmoreland,Franklin Regional School District School Director at Large 4 Year Term,,,SHANNON M VENDITTI,4594,3114,1468,12
Westmoreland,Franklin Regional School District School Director at Large 4 Year Term,,,AMY SHERIDAN,4536,2497,2024,15
Westmoreland,Franklin Regional School District School Director at Large 4 Year Term,,,BILL CSASZAR,4234,3259,963,12
Westmoreland,Franklin Regional School District School Director at Large 4 Year Term,,,Write-ins,66,39,24,3
Westmoreland,Greater Latrobe School District School Director at Large 4 Year Term,,,MERLE D MUSICK,4493,3619,870,4
Westmoreland,Greater Latrobe School District School Director at Large 4 Year Term,,,YELAYNA ROSSI,4354,3602,749,3
Westmoreland,Greater Latrobe School District School Director at Large 4 Year Term,,,ANDREW REPKO,4199,3291,905,3
Westmoreland,Greater Latrobe School District School Director at Large 4 Year Term,,,PATRICK S CARNEY,4195,3464,727,4
Westmoreland,Greater Latrobe School District School Director at Large 4 Year Term,,,HEIDI KOZAR,4162,2517,1630,15
Westmoreland,Greater Latrobe School District School Director at Large 4 Year Term,,,RHONDA A LAUGHLIN,4034,2437,1583,14
Westmoreland,Greater Latrobe School District School Director at Large 4 Year Term,,,JOSHUA CUNNINGHAM,3792,2311,1469,12
Westmoreland,Greater Latrobe School District School Director at Large 4 Year Term,,,THOMAS B LONG,3588,2117,1459,12
Westmoreland,Greater Latrobe School District School Director at Large 4 Year Term,,,Write-ins,43,29,14,0
Westmoreland,Greensburg-Salem School District School Director at Large 4 Year Term,,,LYNN JOBE,4863,3519,1335,9
Westmoreland,Greensburg-Salem School District School Director at Large 4 Year Term,,,HEATHER SHEARER,3839,2740,1094,5
Westmoreland,Greensburg-Salem School District School Director at Large 4 Year Term,,,EMILY MILLER,3828,2756,1066,6
Westmoreland,Greensburg-Salem School District School Director at Large 4 Year Term,,,CRAIG SHRUM,3648,2616,1027,5
Westmoreland,Greensburg-Salem School District School Director at Large 4 Year Term,,,Write-ins,142,85,57,0
Westmoreland,Hempfield Area School District School Director at Large 4 Year Term,,,LINDSAY STEVENS,9346,6635,2692,19
Westmoreland,Hempfield Area School District School Director at Large 4 Year Term,,,SCOTT E LEARN,8621,6084,2523,14
Westmoreland,Hempfield Area School District School Director at Large 4 Year Term,,,JERRY RADEBAUGH,8128,5775,2338,15
Westmoreland,Hempfield Area School District School Director at Large 4 Year Term,,,DANIEL GRAFT,7885,5555,2312,18
Westmoreland,Hempfield Area School District School Director at Large 4 Year Term,,,Write-ins,314,153,157,4
Westmoreland,Jeannette City School Director at Large 4 Year Jeannette City School District,,,MARCIE WERNER,1216,874,339,3
Westmoreland,Jeannette City School Director at Large 4 Year Jeannette City School District,,,B J BORTZ,1209,939,268,2
Westmoreland,Jeannette City School Director at Large 4 Year Jeannette City School District,,,TIMOTHY CARNEY,1071,823,246,2
Westmoreland,Jeannette City School Director at Large 4 Year Jeannette City School District,,,TIMOTHY MORTIMORE,1012,777,231,4
Westmoreland,Jeannette City School Director at Large 4 Year Jeannette City School District,,,Write-ins,35,27,8,0
