county,office,district,party,candidate,votes,election_day,mail,provisional
Northampton,Registered Voters,,,,229230,,,
Northampton,Ballots Cast,,,,92224,61339,30542,343
Northampton,Ballots Cast Blank,,,,18,13,3,2
Northampton,Judge of the Superior Court,,DEM,BRANDON NEUMAN,51431,29210,21980,241
Northampton,Judge of the Superior Court,,REP,MARIA BATTISTA,35979,28561,7335,83
Northampton,Judge of the Superior Court,,LBR,DANIEL WASSMER,1709,993,708,8
Northampton,Judge of the Superior Court,,,Write-ins,39,32,7,0
Northampton,Judge of the Commonwealth Court,,DEM,STELLA TSAI,52363,29617,22495,251
Northampton,Judge of the Commonwealth Court,,REP,MATT WOLFORD,36349,28726,7540,83
Northampton,Judge of the Commonwealth Court,,,Write-ins,44,38,6,0
Northampton,Judge of the Court of Common Pleas,,DEM,JEREMY CLARK,53545,30468,22826,251
Northampton,Judge of the Court of Common Pleas,,REP,JAMES FULLER,35425,28122,7223,80
Northampton,Judge of the Court of Common Pleas,,,Write-ins,52,33,19,0
Northampton,Judge of the Court of Common Pleas,,DEM,TARA ZRINSKI,53129,30295,22581,253
Northampton,Judge of the Court of Common Pleas,,REP,TOM GIOVANNI,36129,28624,7426,79
Northampton,Judge of the Court of Common Pleas,,,Write-ins,54,36,18,0
Northampton,COUNTY COUNCIL - AT-LARGE,,DEM,LORI VARGO HEFFNER,50211,28672,21334,205
Northampton,COUNTY COUNCIL - AT-LARGE,,DEM,DAVID HOLLAND,50069,28344,21508,217
Northampton,COUNTY COUNCIL - AT-LARGE,,DEM,JASON BOULETTE,48791,28073,20525,193
Northampton,COUNTY COUNCIL - AT-LARGE,,DEM,THERESA FADEM,48627,27776,20646,205
Northampton,COUNTY COUNCIL - AT-LARGE,,DEM,NADEEM QAYYUM,45247,26220,18838,189
Northampton,COUNTY COUNCIL - AT-LARGE,,REP,SAM ELIAS,35461,28214,7182,65
Northampton,COUNTY COUNCIL - AT-LARGE,,REP,JOHN P. GOFFREDO,34997,27957,6981,59
Northampton,COUNTY COUNCIL - AT-LARGE,,REP,DANIEL CAMPO,34791,27926,6799,66
Northampton,COUNTY COUNCIL - AT-LARGE,,REP,JOHN BROWN,34674,27754,6856,64
Northampton,COUNTY COUNCIL - AT-LARGE,,REP,JUAN E. MARTINEZ,33166,26862,6241,63
Northampton,COUNTY COUNCIL - AT-LARGE,,,Write-ins,255,175,79,1
Northampton,Magisterial District Judge,03-2-06,DEM/REP,DANIEL G. CORPORA,3152,2034,1108,10
Northampton,Magisterial District Judge,03-2-06,,Write-ins,21,17,4,0
Northampton,Magisterial District Judge,03-2-05,DEM/REP,ROBERT C. WEBER,2133,1568,557,8
Northampton,Magisterial District Judge,03-2-05,,Write-ins,17,7,10,0
Northampton,Magisterial District Judge,03-2-08,DEM/REP,JOHN C. CAPOBIANCO,5995,3359,2611,25
Northampton,Magisterial District Judge,03-2-08,,Write-ins,39,25,14,0
Northampton,Magisterial District Judge,03-3-02,REP,ROBERT KEMMERER,4194,3223,962,9
Northampton,Magisterial District Judge,03-3-02,DEM,ELLEN S. KINGSLEY,2879,1396,1470,13
Northampton,Magisterial District Judge,03-3-02,,Write-ins,1,1,0,0
Northampton,School Director - AT-LARGE - Bethlehem Area School District,,DEM,SILAGH WHITE,16810,9907,6827,76
Northampton,School Director - AT-LARGE - Bethlehem Area School District,,DEM/REP,MICHAEL E. FACCINETTO,15520,9396,6065,59
Northampton,School Director - AT-LARGE - Bethlehem Area School District,,DEM/REP,SHANNON L. PATRICK,15282,9039,6184,59
Northampton,School Director - AT-LARGE - Bethlehem Area School District,,REP,HEATHER L. CHRISTEIN,8169,6170,1976,23
Northampton,School Director - AT-LARGE - Bethlehem Area School District,,,Write-ins,139,90,46,3
Northampton,School Director - REGION I - Bethlehem Area School District,,DEM,WINSTON ALOZIE,3195,2203,969,23
Northampton,School Director - REGION I - Bethlehem Area School District,,REP,MICHAEL KASTELNIK,775,583,187,5
Northampton,School Director - REGION I - Bethlehem Area School District,,,Write-ins,2,2,0,0
Northampton,School Director - REGION I - Easton Area School District,,DEM/REP,BRIAN SNYDER,5232,2453,2752,27
Northampton,School Director - REGION I - Easton Area School District,,,Write-ins,68,43,25,0
Northampton,School Director - REGION II - Easton Area School District,,DEM,SHANDEKA M. GREENFIELD,2590,1845,734,11
Northampton,School Director - REGION II - Easton Area School District,,DEM,JOSHUA DAVIS,2441,1791,645,5
Northampton,School Director - REGION II - Easton Area School District,,,Write-ins,51,39,12,0
Northampton,School Director - REGION III - Easton Area School District,,DEM,MEG SAYAGO,4849,2792,2041,16
Northampton,School Director - REGION III - Easton Area School District,,DEM/REP,EDWARD KEEGAN,3757,2389,1361,7
Northampton,School Director - REGION III - Easton Area School District,,REP,SHAUN JENSEN,2784,2050,728,6
Northampton,School Director - REGION III - Easton Area School District,,,Write-ins,117,97,19,1
