county,office,district,party,candidate,votes,election_day,mail,provisional
Schuylkill,Registered Voters,,,,91714,,,
Schuylkill,Ballots Cast,,,,36286,29316,6906,64
Schuylkill,Ballots Cast Blank,,,,16,12,3,1
Schuylkill,Judge of the Superior Court,,DEM,Brandon Neuman,12208,8171,4009,28
Schuylkill,Judge of the Superior Court,,REP,Maria Battista,22117,19604,2483,30
Schuylkill,Judge of the Superior Court,,LBR,Daniel Wassmer,843,620,222,1
Schuylkill,Judge of the Superior Court,,,Write-ins,37,35,1,1
Schuylkill,Judge of the Commonwealth Court,,DEM,Stella Tsai,12554,8401,4122,31
Schuylkill,Judge of the Commonwealth Court,,REP,Matt Wolford,22557,19951,2576,30
Schuylkill,Judge of the Commonwealth Court,,,Write-ins,40,37,2,1
Schuylkill,Judge of the Court of Common Pleas,,DEM/REP,Andrew AJ Serina,29752,24044,5656,52
Schuylkill,Judge of the Court of Common Pleas,,,Write-ins,332,280,51,1
Schuylkill,Sheriff,,DEM/REP,Shawn Butler,30623,24886,5682,55
Schuylkill,Sheriff,,,Write-ins,469,371,96,2
Schuylkill,District Attorney,,DEM/REP,Michael O'Pake,29848,24174,5619,55
Schuylkill,District Attorney,,,Write-ins,516,411,103,2
Schuylkill,Magisterial District Judge,21-3-04 21-3-04,DEM,Tim Seip,2650,1734,906,10
Schuylkill,Magisterial District Judge,21-3-04 21-3-04,REP,Christian Lengel,5820,5194,615,11
Schuylkill,Magisterial District Judge,21-3-04 21-3-04,,Write-ins,54,50,4,0
Schuylkill,City Mayor Pottsville,,DEM,Andy Wollyung,1399,947,446,6
Schuylkill,City Mayor Pottsville,,REP,Tom Smith,1942,1688,247,7
Schuylkill,City Mayor Pottsville,,,Write-ins,7,5,2,0
Schuylkill,Mayor Ashland,,DEM,Antimo Brooklyn Esposito,220,185,35,0
Schuylkill,Mayor Ashland,,REP,Lorenda Kutz,280,235,44,1
Schuylkill,Mayor Ashland,,,Write-ins,22,20,2,0
Schuylkill,Mayor Frackville,,DEM/REP,"John M. Morgan, Jr.",874,710,164,0
Schuylkill,Mayor Frackville,,,Write-ins,46,38,8,0
Schuylkill,Mayor Gilberton,,DEM,Lloyd George,30,22,8,0
Schuylkill,Mayor Gilberton,,REP,Edward J. Martofel,24,19,5,0
Schuylkill,Mayor Gilberton,,,Write-ins,110,90,20,0
Schuylkill,Mayor Girardville,,,Write-ins,141,125,16,0
Schuylkill,Mayor Gordon,,REP,George D. Brocious,187,160,27,0
Schuylkill,Mayor Gordon,,,Write-ins,3,2,1,0
Schuylkill,Mayor Middleport,,DEM,Kevin Dempsey,68,51,17,0
Schuylkill,Mayor Middleport,,,Write-ins,4,4,0,0
Schuylkill,Mayor Minersville,,REP,Sean Palmer,595,475,120,0
Schuylkill,Mayor Minersville,,,Write-ins,46,30,16,0
Schuylkill,Mayor New Philadelphia,,,Write-ins,42,28,14,0
Schuylkill,Mayor Palo Alto,,DEM,"John Deatrich, Jr.",164,140,24,0
Schuylkill,Mayor Palo Alto,,,Write-ins,13,10,3,0
Schuylkill,Mayor Port Carbon,,DEM/REP,Jim McBreen,373,297,76,0
Schuylkill,Mayor Port Carbon,,,Write-ins,30,23,7,0
Schuylkill,Mayor Saint Clair,,DEM,David Linkchorst,264,196,67,1
Schuylkill,Mayor Saint Clair,,REP,Richard E. Tomko,511,423,88,0
Schuylkill,Mayor Saint Clair,,,Write-ins,7,7,0,0
Schuylkill,Mayor Shenandoah,,DEM,Leo Pietkiewicz,297,239,58,0
Schuylkill,Mayor Shenandoah,,REP,Bob Cook,315,278,36,1
Schuylkill,Mayor Shenandoah,,,Write-ins,5,3,2,0
Schuylkill,Mayor Auburn,,DEM/REP,"Richard A. Krebs, Jr.",157,136,21,0
Schuylkill,Mayor Auburn,,,Write-ins,9,7,2,0
Schuylkill,Mayor Coaldale,,DEM/REP,Daniel Weiksner,382,301,81,0
Schuylkill,Mayor Coaldale,,,Write-ins,18,14,4,0
Schuylkill,Mayor Deer Lake,,REP,Lawrence L. Kozlowski,202,181,21,0
Schuylkill,Mayor Deer Lake,,,Write-ins,5,5,0,0
Schuylkill,Mayor Landingville,,REP,Keith Allen Trumbo,51,44,7,0
Schuylkill,Mayor Landingville,,,Write-ins,2,0,2,0
Schuylkill,Mayor McAdoo,,DEM/REP,Bernard Vilcheck,307,237,69,1
Schuylkill,Mayor McAdoo,,,Write-ins,18,11,7,0
Schuylkill,Mayor New Ringgold,,REP,Andrew Belsak,51,48,3,0
Schuylkill,Mayor New Ringgold,,,Write-ins,2,2,0,0
Schuylkill,Mayor Port Clinton,,REP,Michael C. Henry,57,53,4,0
Schuylkill,Mayor Port Clinton,,,Write-ins,3,3,0,0
Schuylkill,Mayor Ringtown,,REP,Philip Beaver,194,168,26,0
Schuylkill,Mayor Ringtown,,,Write-ins,8,8,0,0
Schuylkill,Mayor Tamaqua,,DEM/REP,David S. Clemson,1177,977,199,1
Schuylkill,Mayor Tamaqua,,,Write-ins,40,34,6,0
Schuylkill,Mayor Cressona,,REP,Sandra M. Renninger,302,268,34,0
Schuylkill,Mayor Cressona,,,Write-ins,16,13,3,0
Schuylkill,Mayor Mechanicsville,,REP,Christine Wilcosky,91,74,17,0
Schuylkill,Mayor Mechanicsville,,,Write-ins,9,7,2,0
Schuylkill,Mayor Mt. Carbon,,,Write-ins,4,1,3,0
Schuylkill,Mayor Orwigsburg,,REP,Barry J. Berger,620,507,113,0
Schuylkill,Mayor Orwigsburg,,,Write-ins,29,21,8,0
Schuylkill,Mayor Pine Grove,,DEM/REP,Will Shiffer,403,342,60,1
Schuylkill,Mayor Pine Grove,,,Write-ins,29,20,9,0
Schuylkill,Mayor Schuylkill Haven,,DEM/REP,John Williams,1062,901,158,3
Schuylkill,Mayor Schuylkill Haven,,,Write-ins,47,45,2,0
Schuylkill,Mayor Tower City,,,Write-ins,92,88,4,0
Schuylkill,Mayor Tremont,,DEM,Gerald Fasnacht,96,60,36,0
Schuylkill,Mayor Tremont,,REP,Justin Moeller,270,227,42,1
Schuylkill,Mayor Tremont,,,Write-ins,10,10,0,0
Schuylkill,City Council Pottsville,,DEM,Thomas Wood,1562,1104,448,10
Schuylkill,City Council Pottsville,,DEM,Mike Weres,1315,895,413,7
Schuylkill,City Council Pottsville,,REP,Scott Price,1707,1468,236,3
Schuylkill,City Council Pottsville,,REP,Jon Marsh,1741,1511,225,5
Schuylkill,City Council Pottsville,,,Write-ins,8,7,1,0
Schuylkill,Supervisor v2 6yr Hegins Twp.,,REP,David L. Stutzman,591,518,73,0
Schuylkill,Supervisor v2 6yr Hegins Twp.,,REP,Matthew L. Schwartz,569,491,77,1
Schuylkill,Supervisor v2 6yr Hegins Twp.,,,Write-ins,42,38,4,0
Schuylkill,Supervisor V1 6yr Blythe Twp.,,REP,Jonathan Bowers,164,131,33,0
Schuylkill,Supervisor V1 6yr Blythe Twp.,,,Write-ins,4,1,3,0
