county,office,district,party,candidate,votes,election_day,mail,provisional
McKean,Registered Voters,,,,25126,,,
McKean,Ballots Cast,,,,9034,7518,1492,24
McKean,Judge of the Superior Court,,REP,Maria Battista,5808,5252,551,5
McKean,Judge of the Superior Court,,DEM,Brandon Neuman,2818,1956,845,17
McKean,Judge of the Superior Court,,LBR,Daniel Wassmer,154,124,30,0
McKean,Judge of the Superior Court,,,Write-ins,12,10,1,1
McKean,Judge of the Commonwealth Court,,REP,Matt Wolford,5977,5383,587,7
McKean,Judge of the Commonwealth Court,,DEM,Stella Tsai,2839,1956,866,17
McKean,Judge of the Commonwealth Court,,,Write-ins,9,8,1,0
McKean,Judge of the Court of Common Pleas,,REP,Michele Alfieri-Causer,7510,6491,1006,13
McKean,Judge of the Court of Common Pleas,,,Write-ins,154,128,26,0
McKean,Sheriff,,REP,Daniel J. Woods,7689,6628,1047,14
McKean,Sheriff,,,Write-ins,109,90,19,0
McKean,Prothonotary/Clerk of Courts,,REP,Vicky M. Madine,7559,6557,989,13
McKean,Prothonotary/Clerk of Courts,,,Write-ins,74,57,17,0
McKean,Controller,,REP,Jody Bloomquist,7545,6531,1000,14
McKean,Controller,,,Write-ins,122,101,21,0
McKean,Controller,,REP,Melissa Jo Smith,7616,6594,1008,14
McKean,Controller,,,Write-ins,82,61,21,0
McKean,Bradford Area School Director At Large,,,D/R Fred Proper,2317,1803,508,6
McKean,Bradford Area School Director At Large,,REP,David Feely,2249,1999,246,4
McKean,Bradford Area School Director At Large,,,D/R Katie Caruso,2112,1645,459,8
McKean,Bradford Area School Director At Large,,REP,Hiel Bartlett,1895,1695,199,1
McKean,Bradford Area School Director At Large,,DEM,Helen Cummiskey Schuster,1419,986,424,9
McKean,Bradford Area School Director At Large,,DEM,Frances Forbes,1346,904,432,10
McKean,Bradford Area School Director At Large,,,Write-ins,52,45,7,0
McKean,Kane Area School Director At Large,,,D/R Merideth Fadenholz,1166,967,194,5
McKean,Kane Area School Director At Large,,REP,Fred John Lorenzo IV,1146,1014,130,2
McKean,Kane Area School Director At Large,,,D/R Amber Hancharick,1082,898,180,4
McKean,Kane Area School Director At Large,,,D/R Linda A. Anderson,1059,866,190,3
McKean,Kane Area School Director At Large,,,Write-ins,74,73,1,0
McKean,Otto-Eldred School Director Region I,,REP,Jolene Schuessler,334,311,23,0
McKean,Otto-Eldred School Director Region I,,,Write-ins,8,7,1,0
McKean,Otto-Eldred School Director Region II,,REP,Robert Delong,263,225,38,0
McKean,Otto-Eldred School Director Region II,,DEM,Jeannine D. Gray,133,95,37,1
McKean,Otto-Eldred School Director Region II,,,Write-ins,4,4,0,0
McKean,Otto-Eldred School Director Region III,,,D/R Lance E. Baker,173,152,20,1
McKean,Otto-Eldred School Director Region III,,,Write-ins,4,4,0,0
McKean,Oswayo Valley School Director Region I,,REP,Kent A. Wichert,153,146,7,0
McKean,Oswayo Valley School Director Region I,,REP,"Jacqueline S. (""Jackie"") Taylor",143,136,7,0
McKean,Oswayo Valley School Director Region I,,,Write-ins,0,0,0,0
McKean,Port Allegany School Director At Large,,,D/R Barbara Delacour,779,648,127,4
McKean,Port Allegany School Director At Large,,,D/R Alex Johnson,747,632,113,2
McKean,Port Allegany School Director At Large,,REP,Erica Babcock,684,587,95,2
McKean,Port Allegany School Director At Large,,DEM,Sean Lathrop,578,462,113,3
McKean,Port Allegany School Director At Large,,REP,Nathan Burgett,553,465,85,3
McKean,Port Allegany School Director At Large,,,Write-ins,36,19,16,1
McKean,Smethport Area School Director Region I,,,D/R Daniel Jason Wertz,546,481,65,0
McKean,Smethport Area School Director Region I,,,Write-ins,4,4,0,0
McKean,Smethport Area School Director Region II,,REP,Kelly O. Davis,269,244,25,0
McKean,Smethport Area School Director Region II,,REP,Alexander K. Myers,250,222,28,0
McKean,Smethport Area School Director Region II,,,Write-ins,3,0,3,0
McKean,Smethport Area School Director Region III,,REP,David Stratton,399,344,55,0
McKean,Smethport Area School Director Region III,,,Write-ins,3,3,0,0
McKean,Supervisor Bradford Township,,,D/R Dennis R. Gibbs,638,495,139,4
McKean,Supervisor Bradford Township,,,Write-ins,402,350,49,3
McKean,Supervisor Ceres Township,,REP,Anthony J. Plants,199,181,17,1
McKean,Supervisor Ceres Township,,,Write-ins,3,3,0,0
McKean,Supervisor Corydon Township,,REP,Dennis L. Faucher,69,62,7,0
McKean,Supervisor Corydon Township,,,Write-ins,2,1,1,0
McKean,Supervisor Eldred Township,,REP,Jeffrey H. Rhinehart,286,238,47,1
McKean,Supervisor Eldred Township,,,Write-ins,7,6,1,0
McKean,Supervisor Foster Township,,REP,George Hocker,799,675,122,2
McKean,Supervisor Foster Township,,,Write-ins,21,16,5,0
McKean,Supervisor Hamilton Township,,REP,Brian Bastow,121,114,6,1
McKean,Supervisor Hamilton Township,,,Write-ins,4,4,0,0
McKean,Supervisor Hamlin Township,,REP,James L. Trussell,160,143,17,0
McKean,Supervisor Hamlin Township,,,Write-ins,3,3,0,0
McKean,Supervisor Keating Township,,REP,David McClain,518,450,68,0
McKean,Supervisor Keating Township,,,Write-ins,4,4,0,0
McKean,Supervisor Lafayette Township,,DEM,William D. Black,179,127,52,0
McKean,Supervisor Lafayette Township,,,Write-ins,7,4,3,0
McKean,Supervisor Liberty Township,,REP,Chad E. Moses,353,282,69,2
McKean,Supervisor Liberty Township,,,Write-ins,6,1,5,0
McKean,Supervisor Norwich Township,,REP,Benjaman W. Keesee,126,120,6,0
McKean,Supervisor Norwich Township,,,Write-ins,23,23,0,0
McKean,Supervisor Otto Township,,REP,Gerard R. Rettger,199,180,19,0
McKean,Supervisor Otto Township,,,Write-ins,148,142,6,0
McKean,Supervisor Sergeant Township,,REP,Chris V. Carlson,36,28,8,0
McKean,Supervisor Sergeant Township,,,Write-ins,2,2,0,0
McKean,Supervisor Wetmore Township,,REP,Stephen D. Dyne,415,353,62,0
McKean,Supervisor Wetmore Township,,,Write-ins,9,5,2,2
McKean,Supervisor 4-yr Annin Township,,,Write-ins,41,39,2,0
McKean,Supervisor 2-yr Annin Township,,,Write-ins,35,35,0,0
McKean,Mayor Eldred Borough,,REP,Andrew Dale Lathrop,126,116,10,0
McKean,Mayor Eldred Borough,,,Write-ins,4,4,0,0
McKean,Mayor Kane Borough,,REP,Brandon R. Schimp,657,563,94,0
McKean,Mayor Kane Borough,,,Write-ins,26,25,1,0
McKean,Mayor Lewis Run Borough,,REP,Julie L. Myers,133,121,12,0
McKean,Mayor Lewis Run Borough,,,Write-ins,1,1,0,0
McKean,Mayor Mount Jewett Borough,,,Write-ins,194,189,5,0
McKean,Mayor Port Allegany Borough,,REP,Laura Fillhart,339,291,46,2
McKean,Mayor Port Allegany Borough,,,Write-ins,39,32,7,0
