county,office,district,party,candidate,votes,election_day,mail,provisional
Berks,Registered Voters,,,,271178,,,
Berks,Ballots Cast,,,,103716,79854,23495,367
Berks,Judge of the Superior Court,,DEM,Brandon Neuman,51903,35131,16531,241
Berks,Judge of the Superior Court,,REP,Maria Battista,46782,40595,6083,104
Berks,Judge of the Superior Court,,LBR,Daniel Wassmer,2197,1661,523,13
Berks,Judge of the Superior Court,,,Write-ins,76,70,6,0
Berks,Judge of the Superior Court,,,Not,76,70,6,0
Berks,Judge of the Commonwealth Court,,DEM,Stella Tsai,52696,35680,16766,250
Berks,Judge of the Commonwealth Court,,REP,Matt Wolford,47858,41399,6352,107
Berks,Judge of the Commonwealth Court,,,Write-ins,69,60,9,0
Berks,Judge of the Commonwealth Court,,,Not,69,60,9,0
Berks,Judge of the Court of Common Pleas,,DEM,Eric J. Taylor,51251,34711,16305,235
Berks,Judge of the Court of Common Pleas,,REP,Kathryn Lehman,49976,42948,6904,124
Berks,Judge of the Court of Common Pleas,,,Write-ins,76,62,14,0
Berks,Judge of the Court of Common Pleas,,,Not,76,62,14,0
Berks,Judge of the Court of Common Pleas,,D/R,Jonathan K. Del Collo,83099,63137,19656,306
Berks,Judge of the Court of Common Pleas,,,Write-ins,575,434,137,4
Berks,Judge of the Court of Common Pleas,,,Not,575,434,137,4
Berks,County Treasurer,,D/R,Mitchell Darcourt,82923,63133,19487,303
Berks,County Treasurer,,,Write-ins,569,418,146,5
Berks,County Treasurer,,,Not,569,418,146,5
Berks,County Coroner,,D/R,Matt Stitzel,85090,64904,19880,306
Berks,County Coroner,,,Write-ins,530,386,141,3
Berks,County Coroner,,,Not,530,386,141,3
Berks,County Coroner,,D/R,Mandy Miller,84459,64583,19570,306
Berks,County Coroner,,,Write-ins,600,464,131,5
Berks,County Coroner,,,Not,600,464,131,5
Berks,Magisterial District Judge,District 23-1-06,DEM,Colleen Dugan Schearer,3551,2543,995,13
Berks,Magisterial District Judge,District 23-1-06,REP,Jason M. Bowen,2234,1850,373,11
Berks,Magisterial District Judge,District 23-1-06,,Write-ins,3,3,0,0
Berks,Magisterial District Judge,District 23-1-06,,Not,3,3,0,0
Berks,Magisterial District Judge,District 23-2-04,D/R,David L. Yoch,6391,4713,1650,28
Berks,Magisterial District Judge,District 23-2-04,,Write-ins,54,33,20,1
Berks,Magisterial District Judge,District 23-2-04,,Not,54,33,20,1
Berks,Magisterial District Judge,District 23-2-04,DEM,Donna Reed,5739,4247,1451,41
Berks,Magisterial District Judge,District 23-2-04,REP,Evelyn W. Morrison,1642,1329,300,13
Berks,Magisterial District Judge,District 23-2-04,,Write-ins,41,29,11,1
Berks,Magisterial District Judge,District 23-2-04,,Not,41,29,11,1
Berks,Magisterial District Judge,District 23-2-04,DEM,Vanessa Campos,1361,971,383,7
Berks,Magisterial District Judge,District 23-2-04,,Write-ins,29,26,2,1
Berks,Magisterial District Judge,District 23-2-04,,Not,29,26,2,1
Berks,Magisterial District Judge,District 23-2-04,DEM,Ray Baker,1111,849,260,2
Berks,Magisterial District Judge,District 23-2-04,REP,Gary D. Colby,300,242,56,2
Berks,Magisterial District Judge,District 23-2-04,,Write-ins,2,2,0,0
Berks,Magisterial District Judge,District 23-2-04,,Not,2,2,0,0
Berks,Magisterial District Judge,District 23-2-04,DEM,Rafael A. Nunez,1170,865,303,2
Berks,Magisterial District Judge,District 23-2-04,,Write-ins,25,19,6,0
Berks,Magisterial District Judge,District 23-2-04,,Not,25,19,6,0
Berks,School Director Antietam School District,,D/R,Clara Worrall,1109,805,302,2
Berks,School Director Antietam School District,,DEM,Susan Randolph,1156,828,325,3
Berks,School Director Antietam School District,,D/R,Jennifer Ann Miller,1077,792,284,1
Berks,School Director Antietam School District,,DEM,Gabriel Trieb,1087,774,312,1
Berks,School Director Antietam School District,,REP,Edward Gensemer,736,627,109,0
Berks,School Director Antietam School District,,REP,Cathryn A. Loveland,707,608,99,0
Berks,School Director Antietam School District,,,Write-ins,35,28,7,0
Berks,School Director Antietam School District,,,Not,35,28,7,0
Berks,School Director Boyertown Area School District Region 1,,DEM,Michelle R. Wiley,2290,1586,700,4
Berks,School Director Boyertown Area School District Region 1,,D/R,Ruth A. Dierolf,2071,1662,407,2
