county,office,district,party,candidate,votes,election_day,mail,provisional
Lackawanna,Registered Voters,,,,148101,,,
Lackawanna,Ballots Cast,,,,65662,49164,16300,198
Lackawanna,Ballots Cast Blank,,,,4,3,1,0
Lackawanna,Judge of the Superior Court,,DEM,BRANDON NEUMAN,36724,24475,12123,126
Lackawanna,Judge of the Superior Court,,REP,MARIA BATTISTA,23964,20709,3201,54
Lackawanna,Judge of the Superior Court,,LIB,DANIEL WASSMER,1533,1159,365,9
Lackawanna,Judge of the Superior Court,,,Write-ins,65,51,14,0
Lackawanna,Judge of the Commonwealth Court,,DEM,STELLA TSAI,37549,25072,12346,131
Lackawanna,Judge of the Commonwealth Court,,REP,MATT WOLFORD,24178,20866,3256,56
Lackawanna,Judge of the Commonwealth Court,,,Write-ins,59,48,11,0
Lackawanna,Judge of the Court of Common Pleas,,DNR,MARK POWELL,54270,39745,14347,178
Lackawanna,Judge of the Court of Common Pleas,,,Write-ins,773,661,109,3
Lackawanna,Judge of the Court of Common Pleas,,DEM,THOM WELBY,27903,18186,9610,107
Lackawanna,Judge of the Court of Common Pleas,,REP,CHET MERLI,20496,17850,2604,42
Lackawanna,Judge of the Court of Common Pleas,,AAI,MICHAEL P. CAPPELLINI,15734,11973,3719,42
Lackawanna,Judge of the Court of Common Pleas,,,Write-ins,211,169,41,1
Lackawanna,Judge of the Court of Common Pleas,,DEM,LAUREN BIEBER MAILEN,26996,17793,9105,98
Lackawanna,Judge of the Court of Common Pleas,,REP,SUSANNE PREAMBO GREEN,20159,17501,2616,42
Lackawanna,Judge of the Court of Common Pleas,,AID,COLLEEN EAGEN GERRITY,15343,11287,4006,50
Lackawanna,Judge of the Court of Common Pleas,,,Write-ins,48,32,15,1
Lackawanna,District Attorney,,DNR,BRIAN GALLAGHER,54345,39838,14330,177
Lackawanna,District Attorney,,,Write-ins,527,433,93,1
Lackawanna,Sheriff,,DEM,MARK P. MCANDREW,45070,31414,13511,145
Lackawanna,Sheriff,,REP,GLENN CAPMAN,18368,15900,2424,44
Lackawanna,Sheriff,,,Write-ins,74,60,13,1
Lackawanna,"Recorder of Deeds, Register of Wills, and Clerk of the Orphans' Court",,DEM,EVIE RAFALKO MCNULTY,42239,28875,13219,145
Lackawanna,"Recorder of Deeds, Register of Wills, and Clerk of the Orphans' Court",,REP,SHARON SOLTIS SPARANO,20847,18115,2687,45
Lackawanna,"Recorder of Deeds, Register of Wills, and Clerk of the Orphans' Court",,,Write-ins,80,61,18,1
Lackawanna,"Recorder of Deeds, Register of Wills, and Clerk of the Orphans' Court",,DEM,FRAN KOVALESKI,40335,27432,12765,138
Lackawanna,"Recorder of Deeds, Register of Wills, and Clerk of the Orphans' Court",,REP,VANESSA LIENERT,20693,17915,2732,46
Lackawanna,"Recorder of Deeds, Register of Wills, and Clerk of the Orphans' Court",,,Write-ins,82,61,20,1
Lackawanna,SUPERVISOR WAVERLY,,DNR,ERIC PARRY,610,477,132,1
Lackawanna,SUPERVISOR WAVERLY,,,Write-ins,7,6,1,0
Lackawanna,Tax Collector WAVERLY,,DEM,ILONA THURSTON,578,439,138,1
Lackawanna,Tax Collector WAVERLY,,,Write-ins,8,7,1,0
Lackawanna,AUDITOR SIX YEAR TERM WAVERLY,,,Write-ins,19,17,2,0
Lackawanna,AUDITOR TWO YEAR UNEXPIRED TERM WAVERLY,,,Write-ins,24,20,4,0
Lackawanna,Mayor ARCHBALD,,DEM,SHIRLEY BARRETT,1728,1162,560,6
Lackawanna,Mayor ARCHBALD,,REP,CYNTHIA SNYDER,1333,1112,216,5
Lackawanna,Mayor ARCHBALD,,,Write-ins,6,6,0,0
Lackawanna,Tax Collector ARCHBALD,,DNR,KATIE GROGAN NOLDY,2711,1959,743,9
Lackawanna,Tax Collector ARCHBALD,,,Write-ins,22,17,5,0
Lackawanna,Tax Collector ARCHBALD,,DEM,MARIE COOKE ANDREOLI,1496,972,520,4
Lackawanna,Tax Collector ARCHBALD,,DNR,TOM ANISKA,1930,1388,536,6
