county,office,district,party,candidate,votes,election_day,mail,provisional
Somerset,Registered Voters,,,,48377,,,
Somerset,Ballots Cast,,,,20204,16941,3241,22
Somerset,Ballots Cast Blank,,,,2,1,1,0
Somerset,Judge of the Superior Court,,DEM,Brandon Neuman,5432,3603,1819,10
Somerset,Judge of the Superior Court,,REP,Maria Battista,13971,12665,1296,10
Somerset,Judge of the Superior Court,,,Daniel Wassmer,304,252,51,1
Somerset,Judge of the Superior Court,,,Write-ins,30,29,1,0
Somerset,Judge of the Commonwealth Court,,DEM,Stella Tsai,5457,3599,1847,11
Somerset,Judge of the Commonwealth Court,,REP,Matt Wolford,14203,12879,1313,11
Somerset,Judge of the Commonwealth Court,,,Write-ins,30,28,2,0
Somerset,Judge of the Court of Common Pleas,,REP,Molly E. Metzgar,15582,13480,2086,16
Somerset,Judge of the Court of Common Pleas,,,Write-ins,1309,1150,158,1
Somerset,Judge of the Court of Common Pleas,,,Cullen P. Swank,18625,15705,2902,18
Somerset,Judge of the Court of Common Pleas,,,Write-ins,111,100,11,0
Somerset,Prothonotary/Clerk of Courts,,REP,Jeannie Custer,17374,15056,2303,15
Somerset,Prothonotary/Clerk of Courts,,,Write-ins,246,194,52,0
Somerset,Prothonotary/Clerk of Courts,,,Anthony F. DeLuca,16940,14335,2588,17
Somerset,Prothonotary/Clerk of Courts,,,Write-ins,416,344,72,0
Somerset,Magisterial District Judge,16-3-02,,Kayla E. Kormanik-Lucas,3647,3027,617,3
Somerset,Magisterial District Judge,16-3-02,,Write-ins,52,44,8,0
Somerset,Magisterial District Judge,16-3-05,,Patrick P. Svonavec,1758,1461,296,1
Somerset,Magisterial District Judge,16-3-05,,Write-ins,742,687,54,1
Somerset,TOWNSHIP SUPERVISOR 6 YR Addison Township,,,Write-ins,108,102,6,0
Somerset,TOWNSHIP SUPERVISOR 6 YR Allegheny Township,,REP,Tucker D. Hillegass,177,153,23,1
Somerset,TOWNSHIP SUPERVISOR 6 YR Allegheny Township,,,Write-ins,3,3,0,0
Somerset,TOWNSHIP SUPERVISOR 6 YR Black Township,,REP,Jack Snyder,216,208,8,0
Somerset,TOWNSHIP SUPERVISOR 6 YR Black Township,,,Write-ins,5,4,1,0
Somerset,TOWNSHIP SUPERVISOR 6 YR Brothersvalley Township,,,John L. Hoffman,573,494,79,0
Somerset,TOWNSHIP SUPERVISOR 6 YR Brothersvalley Township,,,Write-ins,34,28,6,0
Somerset,TOWNSHIP SUPERVISOR 6 YR Conemaugh Twp,,DEM,Steven M. Buncich,1439,1180,258,1
Somerset,TOWNSHIP SUPERVISOR 6 YR Conemaugh Twp,,REP,Terry W. Jamerson,886,773,113,0
Somerset,TOWNSHIP SUPERVISOR 6 YR Conemaugh Twp,,,Write-ins,5,4,1,0
Somerset,TOWNSHIP SUPERVISOR 6 YR Elk Lick Township,,REP,Ronald Scott Haning,286,247,39,0
Somerset,TOWNSHIP SUPERVISOR 6 YR Elk Lick Township,,,Write-ins,8,5,3,0
Somerset,TOWNSHIP SUPERVISOR 6 YR Fairhope Township,,DEM,Kevin E. Emerick,21,19,2,0
Somerset,TOWNSHIP SUPERVISOR 6 YR Fairhope Township,,,Write-ins,16,16,0,0
Somerset,TOWNSHIP SUPERVISOR 6 YR Greenville Township,,REP,"Charles M. Teets, II",131,116,15,0
Somerset,TOWNSHIP SUPERVISOR 6 YR Greenville Township,,,Write-ins,7,5,2,0
Somerset,TOWNSHIP SUPERVISOR 6 YR Jefferson Township,,REP,Brian L. Hofer,481,389,92,0
Somerset,TOWNSHIP SUPERVISOR 6 YR Jefferson Township,,,Write-ins,16,13,3,0
Somerset,TOWNSHIP SUPERVISOR 6 YR Jenner Township,,,Chad M. Codispoti,1018,856,159,3
Somerset,TOWNSHIP SUPERVISOR 6 YR Jenner Township,,,Write-ins,23,22,1,0
Somerset,TOWNSHIP SUPERVISOR 6 YR Larimer Township,,REP,Roger L. Newman,121,112,9,0
Somerset,TOWNSHIP SUPERVISOR 6 YR Larimer Township,,,Write-ins,74,72,2,0
Somerset,TOWNSHIP SUPERVISOR 6 YR Lincoln Township,,REP,Taylor Lour Stout,452,403,49,0
Somerset,TOWNSHIP SUPERVISOR 6 YR Lincoln Township,,,Write-ins,18,14,4,0
Somerset,TOWNSHIP SUPERVISOR 6 YR Lower Turkeyfoot Township,,,Allen B. Bowers,74,47,27,0
Somerset,TOWNSHIP SUPERVISOR 6 YR Lower Turkeyfoot Township,,,Write-ins,79,78,1,0
Somerset,TOWNSHIP SUPERVISOR 6 YR Middlecreek Township,,REP,Gregory E. Ansell,289,242,47,0
Somerset,TOWNSHIP SUPERVISOR 6 YR Middlecreek Township,,,Write-ins,3,3,0,0
Somerset,TOWNSHIP SUPERVISOR 6 YR Milford Township,,REP,Dean P. Brant,431,380,51,0
Somerset,TOWNSHIP SUPERVISOR 6 YR Milford Township,,,Write-ins,19,17,2,0
Somerset,TOWNSHIP SUPERVISOR 6 YR Northampton Township,,REP,Mark E. Keefer,116,107,9,0
Somerset,TOWNSHIP SUPERVISOR 6 YR Northampton Township,,,Write-ins,5,4,1,0
Somerset,TOWNSHIP SUPERVISOR 6 YR Ogle Township,,REP,"Daniel J. McGee, Jr.",130,120,10,0
Somerset,TOWNSHIP SUPERVISOR 6 YR Ogle Township,,,Write-ins,2,2,0,0
Somerset,TOWNSHIP SUPERVISOR 6 YR Paint Township,,,Richard C. Shaffer,849,743,105,1
