county,office,district,party,candidate,votes,election_day,mail,provisional
Adams,Registered Voters,,,,75621,,,
Adams,Ballots Cast,,,,30076,21670,8343,63
Adams,Ballots Cast Blank,,,,1,1,0,0
Adams,Judge of the Superior Court,,REP,MARIA BATTISTA,16905,14077,2817,11
Adams,Judge of the Superior Court,,DEM,BRANDON NEUMAN,11997,6747,5202,48
Adams,Judge of the Superior Court,,LBR,DANIEL WASSMER,568,395,171,2
Adams,Judge of the Superior Court,,,Write-ins,23,19,4,0
Adams,Judge of the Superior Court,,,Over Votes,46,26,20,0
Adams,Judge of the Superior Court,,,Under Votes,537,406,129,2
Adams,Judge of the Commonwealth Court,,REP,MATT WOLFORD,17328,14395,2922,11
Adams,Judge of the Commonwealth Court,,DEM,STELLA TSAI,12183,6864,5269,50
Adams,Judge of the Commonwealth Court,,,Write-ins,22,16,6,0
Adams,Judge of the Commonwealth Court,,,Over Votes,4,2,2,0
Adams,Judge of the Commonwealth Court,,,Under Votes,539,393,144,2
Adams,Judge of the Court of Common Pleas,,REP,TORREN ECKER,16586,13646,2931,9
Adams,Judge of the Court of Common Pleas,,DEM,PAUL B ROYER,12944,7698,5197,49
Adams,Judge of the Court of Common Pleas,,,Write-ins,44,30,13,1
Adams,Judge of the Court of Common Pleas,,,Over Votes,10,5,5,0
Adams,Judge of the Court of Common Pleas,,,Under Votes,492,291,197,4
Adams,Clerk of Courts,,REP,KELLY RUFF LAWVER,22649,17542,5082,25
Adams,Clerk of Courts,,,Write-ins,557,392,162,3
Adams,Clerk of Courts,,,Over Votes,7,3,4,0
Adams,Clerk of Courts,,,Under Votes,6863,3733,3095,35
Adams,County Treasurer,,DAR,CRISSY REDDING,24864,18038,6782,44
Adams,County Treasurer,,,Write-ins,266,203,61,2
Adams,County Treasurer,,,Over Votes,7,7,0,0
Adams,County Treasurer,,,Under Votes,4939,3422,1500,17
Adams,Sheriff,,REP,JOSH FITTING,22138,17270,4841,27
Adams,Sheriff,,,Write-ins,900,596,300,4
Adams,Sheriff,,,Over Votes,7,3,4,0
Adams,Sheriff,,,Under Votes,7031,3801,3198,32
Adams,Magisterial District Judge,District 51-3-01,DAR,MATTHEW R HARVEY,3090,2164,922,4
Adams,Magisterial District Judge,District 51-3-01,,Write-ins,31,20,9,2
Adams,Magisterial District Judge,District 51-3-01,,Over Votes,0,0,0,0
Adams,Magisterial District Judge,District 51-3-01,,Under Votes,804,527,270,7
