candidate,office,district,party,county,votes,winner
"DONATUCCI, MARIA P.",State Representative,185,DEM,Delaware,164,
"HARRIS, LEWIS",State Representative,185,REP,Delaware,28,
"DONATUCCI, MARIA P.",State Representative,185,DEM,Philadelphia,1679,
"HARRIS, LEWIS",State Representative,185,REP,Philadelphia,92,
"DONATUCCI, MARIA P.",State Representative,185,DEM,,1843,TRUE
"HARRIS, LEWIS",State Representative,185,REP,,120,
