county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,mail
Montgomery,Ambler 2,State House,151,,Write-Ins,2,,2,0,0
Montgomery,Ambler 2,Registered Voters,,,,1635,,,,
Montgomery,Ambler 3,Ballots Cast,,,,1165,,869,6,290
Montgomery,Ambler 3,Registered Voters,,,,1421,,,,
Montgomery,Ambler 3,President,,DEM,KAMALA D HARRIS,805,,,,
Montgomery,Ambler 3,President,,REP,DONALD J TRUMP,347,,,,
Montgomery,Ambler 3,President,,LIB,CHASE OLIVER,6,,,,
Montgomery,Ambler 3,President,,GRE,JILL STEIN,5,,,,
Montgomery,Ambler 3,President,,,Write-Ins,0,,,,
Montgomery,Ambler 3,U.S. Senate,,DEM,ROBERT P CASEY JR,794,,,,
Montgomery,Ambler 3,U.S. Senate,,REP,DAVE MCCORMICK,322,,,,
Montgomery,Ambler 3,U.S. Senate,,LIB,JOHN C THOMAS,17,,,,
Montgomery,Ambler 3,U.S. Senate,,GRE,LEILA HAZOU,15,,,,
Montgomery,Ambler 3,U.S. Senate,,CON,MARTY SELKER,1,,,,
Montgomery,Ambler 3,U.S. Senate,,,Write-Ins,1,,,,
Montgomery,Ambler 3,Attorney General,,DEM,EUGENE DEPASQUALE,758,,,,
Montgomery,Ambler 3,Attorney General,,REP,DAVE SUNDAY,337,,,,
Montgomery,Ambler 3,Attorney General,,LIB,ROBERT COWBURN,19,,,,
Montgomery,Ambler 3,Attorney General,,GRE,RICHARD L WEISS,12,,,,
Montgomery,Ambler 3,Attorney General,,CON,JUSTIN L MAGILL,2,,,,
Montgomery,Ambler 3,Attorney General,,FOR,ERIC L SETTLE,5,,,,
Montgomery,Ambler 3,Attorney General,,,Write-Ins,2,,,,
Montgomery,Ambler 3,U.S. House,4,DEM,MADELEINE DEAN,805,,,,
Montgomery,Ambler 3,U.S. House,4,REP,DAVID WINKLER,308,,,,
Montgomery,Ambler 3,U.S. House,4,,Write-Ins,3,,,,
Montgomery,Ambler 3,State House,151,DEM,MELISSA CERRATO,788,,,,
Montgomery,Ambler 3,State House,151,REP,ALLEN ARTHUR ANDERSON,318,,,,
Montgomery,Ambler 3,State House,151,,Write-Ins,2,,,,
Montgomery,Bridgeport 1,Ballots Cast,,,,646,,482,5,159
Montgomery,Bridgeport 1,Registered Voters,,,,873,,,,
Montgomery,Bridgeport 1,President,,DEM,KAMALA D HARRIS,416,,,,
Montgomery,Bridgeport 1,President,,REP,DONALD J TRUMP,216,,,,
Montgomery,Bridgeport 1,President,,LIB,CHASE OLIVER,8,,,,
Montgomery,Bridgeport 1,President,,GRE,JILL STEIN,2,,,,
Montgomery,Bridgeport 1,President,,,Write-Ins,0,,,,
Montgomery,Bridgeport 1,U.S. Senate,,DEM,ROBERT P CASEY JR,417,,,,
Montgomery,Bridgeport 1,U.S. Senate,,REP,DAVE MCCORMICK,197,,,,
Montgomery,Bridgeport 1,U.S. Senate,,LIB,JOHN C THOMAS,11,,,,
Montgomery,Bridgeport 1,U.S. Senate,,GRE,LEILA HAZOU,12,,,,
Montgomery,Bridgeport 1,U.S. Senate,,CON,MARTY SELKER,3,,,,
Montgomery,Bridgeport 1,U.S. Senate,,,Write-Ins,1,,,,
Montgomery,Bridgeport 1,Attorney General,,DEM,EUGENE DEPASQUALE,389,,,,
Montgomery,Bridgeport 1,Attorney General,,REP,DAVE SUNDAY,215,,,,
Montgomery,Bridgeport 1,Attorney General,,LIB,ROBERT COWBURN,13,,,,
Montgomery,Bridgeport 1,Attorney General,,GRE,RICHARD L WEISS,7,,,,
Montgomery,Bridgeport 1,Attorney General,,CON,JUSTIN L MAGILL,3,,,,
Montgomery,Bridgeport 1,Attorney General,,,Write-Ins,1,,,,
Montgomery,Bridgeport 1,U.S. House,5,DEM,MARY GAY SCANLON,420,,,,
Montgomery,Bridgeport 1,U.S. House,5,REP,ALFEIA GOODWIN,198,,,,
Montgomery,Bridgeport 1,U.S. House,5,,Write-Ins,2,,,,
Montgomery,Bridgeport 1,State Senate,17,DEM,AMANDA M CAPPELLETTI,407,,,,
Montgomery,Bridgeport 1,State Senate,17,REP,GREG HARRIS,205,,,,
Montgomery,Bridgeport 1,State Senate,17,,Write-Ins,3,,,,
Montgomery,Bridgeport 1,State House,149,DEM,TIM BRIGGS,495,,,,
Montgomery,Bridgeport 1,State House,149,,Write-Ins,28,,,,
Montgomery,Bridgeport 2,Ballots Cast,,,,881,,674,6,201
Montgomery,Bridgeport 2,Registered Voters,,,,1118,,,,
Montgomery,Bridgeport 2,President,,DEM,KAMALA D HARRIS,488,,,,
Montgomery,Bridgeport 2,President,,REP,DONALD J TRUMP,381,,,,
Montgomery,Bridgeport 2,President,,LIB,CHASE OLIVER,1,,,,
Montgomery,Bridgeport 2,President,,GRE,JILL STEIN,3,,,,
Montgomery,Bridgeport 2,President,,,Write-Ins,0,,,,
Montgomery,Bridgeport 2,U.S. Senate,,DEM,ROBERT P CASEY JR,487,,,,
Montgomery,Bridgeport 2,U.S. Senate,,REP,DAVE MCCORMICK,356,,,,
Montgomery,Bridgeport 2,U.S. Senate,,LIB,JOHN C THOMAS,14,,,,
Montgomery,Bridgeport 2,U.S. Senate,,GRE,LEILA HAZOU,8,,,,
Montgomery,Bridgeport 2,U.S. Senate,,CON,MARTY SELKER,2,,,,
Montgomery,Bridgeport 2,U.S. Senate,,,Write-Ins,2,,,,
Montgomery,Bridgeport 2,Attorney General,,DEM,EUGENE DEPASQUALE,439,,,,
Montgomery,Bridgeport 2,Attorney General,,REP,DAVE SUNDAY,393,,,,
Montgomery,Bridgeport 2,Attorney General,,LIB,ROBERT COWBURN,10,,,,
Montgomery,Bridgeport 2,Attorney General,,,Write-Ins,0,,,,
Montgomery,Bridgeport 2,U.S. House,5,DEM,MARY GAY SCANLON,491,,,,
Montgomery,Bridgeport 2,U.S. House,5,REP,ALFEIA GOODWIN,354,,,,
Montgomery,Bridgeport 2,U.S. House,5,,Write-Ins,1,,,,
Montgomery,Bridgeport 2,State Senate,17,DEM,AMANDA M CAPPELLETTI,493,,,,
Montgomery,Bridgeport 2,State Senate,17,REP,GREG HARRIS,351,,,,
Montgomery,Bridgeport 2,State Senate,17,,Write-Ins,2,,,,
Montgomery,Bridgeport 2,State House,149,DEM,TIM BRIGGS,638,,,,
Montgomery,Bridgeport 2,State House,149,,Write-Ins,49,,,,
Montgomery,Bridgeport 3,Ballots Cast,,,,825,,665,19,141
Montgomery,Bridgeport 3,President,,DEM,KAMALA D HARRIS,523,,408,12,103
Montgomery,Bridgeport 3,President,,REP,DONALD J TRUMP,287,,248,6,33
Montgomery,Bridgeport 3,President,,LIB,CHASE OLIVER,1,,1,0,0
Montgomery,Bridgeport 3,President,,GRE,JILL STEIN,5,,2,1,2
Montgomery,Bridgeport 3,President,,,Write-Ins,0,,0,0,0
Montgomery,Bridgeport 3,U.S. Senate,,DEM,ROBERT P CASEY JR,522,,410,13,99
Montgomery,Bridgeport 3,U.S. Senate,,REP,DAVE MCCORMICK,262,,223,5,34
Montgomery,Bridgeport 3,U.S. Senate,,LIB,JOHN C THOMAS,11,,9,0,2
Montgomery,Bridgeport 3,U.S. Senate,,GRE,LEILA HAZOU,14,,8,1,5
Montgomery,Bridgeport 3,U.S. Senate,,CON,MARTY SELKER,3,,3,0,0
Montgomery,Bridgeport 3,U.S. Senate,,,Write-Ins,1,,1,0,0
Montgomery,Bridgeport 3,Attorney General,,DEM,EUGENE DEPASQUALE,491,,383,11,97
Montgomery,Bridgeport 3,Attorney General,,REP,DAVE SUNDAY,282,,242,5,35
Montgomery,Bridgeport 3,Attorney General,,LIB,ROBERT COWBURN,14,,9,1,4
Montgomery,Bridgeport 3,Attorney General,,GRE,RICHARD L WEISS,11,,8,1,2
Montgomery,Bridgeport 3,Attorney General,,CON,JUSTIN L MAGILL,2,,2,0,0
Montgomery,Bridgeport 3,Attorney General,,FOR,ERIC L SETTLE,4,,3,0,1
Montgomery,Bridgeport 3,Attorney General,,,Write-Ins,1,,1,0,0
Montgomery,Bridgeport 3,U.S. House,5,DEM,MARY GAY SCANLON,520,,406,11,103
Montgomery,Bridgeport 3,U.S. House,5,REP,ALFEIA GOODWIN,266,,225,6,35
Montgomery,Bridgeport 3,U.S. House,5,,Write-Ins,4,,2,1,1
Montgomery,Bridgeport 3,State Senate,17,DEM,AMANDA M CAPPELLETTI,523,,409,10,104
Montgomery,Bridgeport 3,State Senate,17,REP,GREG HARRIS,262,,222,7,33
Montgomery,Bridgeport 3,State Senate,17,,Write-Ins,4,,2,1,1
Montgomery,Bridgeport 3,State House,149,DEM,TIM BRIGGS,624,,498,15,111
Montgomery,Bridgeport 3,State House,149,,Write-Ins,50,,39,1,10
Montgomery,Bridgeport 3,Registered Voters,,,,1029,,,,
Montgomery,Bryn Athyn,Ballots Cast,,,,804,,611,6,187
Montgomery,Bryn Athyn,Registered Voters,,,,894,,,,
Montgomery,Bryn Athyn,President,,DEM,KAMALA D HARRIS,464,,,,
Montgomery,Bryn Athyn,President,,REP,DONALD J TRUMP,324,,,,
Montgomery,Bryn Athyn,President,,LIB,CHASE OLIVER,9,,,,
Montgomery,Bryn Athyn,President,,GRE,JILL STEIN,2,,,,
Montgomery,Bryn Athyn,President,,,Write-Ins,0,,,,
Montgomery,Bryn Athyn,U.S. Senate,,DEM,ROBERT P CASEY JR,430,,,,
Montgomery,Bryn Athyn,U.S. Senate,,REP,DAVE MCCORMICK,341,,,,
Montgomery,Bryn Athyn,U.S. Senate,,LIB,JOHN C THOMAS,13,,,,
Montgomery,Bryn Athyn,U.S. Senate,,GRE,LEILA HAZOU,9,,,,
Montgomery,Bryn Athyn,U.S. Senate,,CON,MARTY SELKER,1,,,,
Montgomery,Bryn Athyn,U.S. Senate,,,Write-Ins,0,,,,
Montgomery,Bryn Athyn,Attorney General,,DEM,EUGENE DEPASQUALE,389,,,,
Montgomery,Bryn Athyn,Attorney General,,REP,DAVE SUNDAY,351,,,,
Montgomery,Bryn Athyn,Attorney General,,LIB,ROBERT COWBURN,18,,,,
Montgomery,Bryn Athyn,Attorney General,,GRE,RICHARD L WEISS,6,,,,
Montgomery,Bryn Athyn,Attorney General,,CON,JUSTIN L MAGILL,2,,,,
Montgomery,Bryn Athyn,Attorney General,,FOR,ERIC L SETTLE,1,,,,
Montgomery,Bryn Athyn,Attorney General,,,Write-Ins,0,,,,
Montgomery,Bryn Athyn,U.S. House,4,DEM,MADELEINE DEAN,441,,,,
Montgomery,Bryn Athyn,U.S. House,4,REP,DAVID WINKLER,329,,,,
Montgomery,Bryn Athyn,U.S. House,4,,Write-Ins,2,,,,
Montgomery,Bryn Athyn,State House,152,DEM,NANCY GUENST,431,,,,
Montgomery,Bryn Athyn,State House,152,REP,TIM BERTMAN,319,,,,
Montgomery,Bryn Athyn,State House,152,,Write-Ins,0,,,,
Montgomery,Collegeville 1,Ballots Cast,,,,1324,,870,15,439
Montgomery,Collegeville 1,President,,DEM,KAMALA D HARRIS,750,,441,12,297
Montgomery,Collegeville 1,President,,REP,DONALD J TRUMP,549,,411,3,135
Montgomery,Collegeville 1,President,,LIB,CHASE OLIVER,5,,3,0,2
Montgomery,Collegeville 1,President,,GRE,JILL STEIN,9,,8,0,1
Montgomery,Collegeville 1,President,,,Write-Ins,0,,0,0,0
Montgomery,Collegeville 1,U.S. Senate,,DEM,ROBERT P CASEY JR,727,,425,10,292
Montgomery,Collegeville 1,U.S. Senate,,REP,DAVE MCCORMICK,559,,418,4,137
Montgomery,Collegeville 1,U.S. Senate,,LIB,JOHN C THOMAS,9,,5,0,4
Montgomery,Collegeville 1,U.S. Senate,,GRE,LEILA HAZOU,18,,15,1,2
Montgomery,Collegeville 1,U.S. Senate,,CON,MARTY SELKER,1,,1,0,0
Montgomery,Collegeville 1,U.S. Senate,,,Write-Ins,0,,0,0,0
Montgomery,Collegeville 1,Attorney General,,DEM,EUGENE DEPASQUALE,644,,366,10,268
Montgomery,Collegeville 1,Attorney General,,REP,DAVE SUNDAY,620,,463,4,153
Montgomery,Collegeville 1,Attorney General,,LIB,ROBERT COWBURN,9,,8,0,1
Montgomery,Collegeville 1,Attorney General,,GRE,RICHARD L WEISS,22,,18,1,3
Montgomery,Collegeville 1,Attorney General,,CON,JUSTIN L MAGILL,0,,0,0,0
Montgomery,Collegeville 1,Attorney General,,FOR,ERIC L SETTLE,4,,2,0,2
Montgomery,Collegeville 1,Attorney General,,,Write-Ins,0,,0,0,0
Montgomery,Collegeville 1,U.S. House,4,DEM,MADELEINE DEAN,719,,416,12,291
Montgomery,Collegeville 1,U.S. House,4,REP,DAVID WINKLER,550,,410,3,137
Montgomery,Collegeville 1,U.S. House,4,,Write-Ins,0,,0,0,0
Montgomery,Collegeville 1,State House,150,DEM,JOE WEBSTER,728,,420,11,297
Montgomery,Collegeville 1,State House,150,REP,SIMONE COLLINS,530,,399,4,127
Montgomery,Collegeville 1,State House,150,,Write-Ins,0,,0,0,0
Montgomery,Collegeville 1,Registered Voters,,,,1529,,,,
Montgomery,Collegeville 2,Ballots Cast,,,,918,,738,13,167
Montgomery,Collegeville 2,President,,DEM,KAMALA D HARRIS,571,,437,8,126
Montgomery,Collegeville 2,President,,REP,DONALD J TRUMP,340,,295,5,40
Montgomery,Collegeville 2,President,,LIB,CHASE OLIVER,1,,0,0,1
Montgomery,Collegeville 2,President,,GRE,JILL STEIN,3,,3,0,0
Montgomery,Collegeville 2,President,,,Write-Ins,0,,0,0,0
Montgomery,Collegeville 2,U.S. Senate,,DEM,ROBERT P CASEY JR,563,,436,7,120
Montgomery,Collegeville 2,U.S. Senate,,REP,DAVE MCCORMICK,331,,281,6,44
Montgomery,Collegeville 2,U.S. Senate,,LIB,JOHN C THOMAS,7,,6,0,1
Montgomery,Collegeville 2,U.S. Senate,,GRE,LEILA HAZOU,8,,6,0,2
Montgomery,Collegeville 2,U.S. Senate,,CON,MARTY SELKER,2,,2,0,0
Montgomery,Collegeville 2,U.S. Senate,,,Write-Ins,1,,1,0,0
Montgomery,Collegeville 2,Attorney General,,DEM,EUGENE DEPASQUALE,532,,415,7,110
Montgomery,Collegeville 2,Attorney General,,REP,DAVE SUNDAY,350,,295,6,49
Montgomery,Collegeville 2,Attorney General,,LIB,ROBERT COWBURN,8,,6,0,2
Montgomery,Collegeville 2,Attorney General,,GRE,RICHARD L WEISS,8,,8,0,0
Montgomery,Collegeville 2,Attorney General,,CON,JUSTIN L MAGILL,1,,1,0,0
Montgomery,Collegeville 2,Attorney General,,FOR,ERIC L SETTLE,4,,3,0,1
Montgomery,Collegeville 2,Attorney General,,,Write-Ins,1,,1,0,0
Montgomery,Collegeville 2,U.S. House,4,DEM,MADELEINE DEAN,568,,439,7,122
Montgomery,Collegeville 2,U.S. House,4,REP,DAVID WINKLER,329,,280,6,43
Montgomery,Collegeville 2,U.S. House,4,,Write-Ins,1,,1,0,0
Montgomery,Collegeville 2,State House,150,DEM,JOE WEBSTER,559,,437,7,115
Montgomery,Collegeville 2,State House,150,REP,SIMONE COLLINS,328,,279,6,43
Montgomery,Collegeville 2,State House,150,,Write-Ins,2,,1,0,1
Montgomery,Collegeville 2,Registered Voters,,,,1325,,,,
Montgomery,Collegeville 3,Ballots Cast,,,,742,,505,0,237
Montgomery,Collegeville 3,President,,DEM,KAMALA D HARRIS,438,,264,0,174
Montgomery,Collegeville 3,President,,REP,DONALD J TRUMP,289,,233,0,56
Montgomery,Collegeville 3,President,,LIB,CHASE OLIVER,5,,4,0,1
Montgomery,Collegeville 3,President,,GRE,JILL STEIN,2,,2,0,0
Montgomery,Collegeville 3,President,,,Write-Ins,0,,0,0,0
Montgomery,Collegeville 3,U.S. Senate,,DEM,ROBERT P CASEY JR,433,,259,0,174
Montgomery,Collegeville 3,U.S. Senate,,REP,DAVE MCCORMICK,291,,233,0,58
Montgomery,Collegeville 3,U.S. Senate,,LIB,JOHN C THOMAS,10,,7,0,3
Montgomery,Collegeville 3,U.S. Senate,,GRE,LEILA HAZOU,4,,3,0,1
Montgomery,Collegeville 3,U.S. Senate,,CON,MARTY SELKER,0,,0,0,0
Montgomery,Collegeville 3,U.S. Senate,,,Write-Ins,1,,1,0,0
Montgomery,Collegeville 3,Attorney General,,DEM,EUGENE DEPASQUALE,395,,234,0,161
Montgomery,Collegeville 3,Attorney General,,REP,DAVE SUNDAY,319,,255,0,64
Montgomery,Collegeville 3,Attorney General,,LIB,ROBERT COWBURN,11,,7,0,4
Montgomery,Collegeville 3,Attorney General,,GRE,RICHARD L WEISS,5,,5,0,0
Montgomery,Collegeville 3,Attorney General,,CON,JUSTIN L MAGILL,1,,1,0,0
Montgomery,Collegeville 3,Attorney General,,FOR,ERIC L SETTLE,1,,0,0,1
Montgomery,Collegeville 3,Attorney General,,,Write-Ins,0,,0,0,0
Montgomery,Collegeville 3,U.S. House,4,DEM,MADELEINE DEAN,411,,237,0,174
Montgomery,Collegeville 3,U.S. House,4,REP,DAVID WINKLER,281,,222,0,59
Montgomery,Collegeville 3,U.S. House,4,,Write-Ins,1,,1,0,0
Montgomery,Collegeville 3,State House,150,DEM,JOE WEBSTER,424,,253,0,171
Montgomery,Collegeville 3,State House,150,REP,SIMONE COLLINS,263,,206,0,57
Montgomery,Collegeville 3,State House,150,,Write-Ins,1,,1,0,0
Montgomery,Collegeville 3,Registered Voters,,,,855,,,,
Montgomery,Conshohocken 1,Ballots Cast,,,,1521,,1024,20,477
Montgomery,Conshohocken 1,President,,DEM,KAMALA D HARRIS,925,,559,14,352
Montgomery,Conshohocken 1,President,,REP,DONALD J TRUMP,563,,439,6,118
Montgomery,Conshohocken 1,President,,LIB,CHASE OLIVER,16,,14,0,2
Montgomery,Conshohocken 1,President,,GRE,JILL STEIN,5,,3,0,2
Montgomery,Conshohocken 1,President,,,Write-Ins,0,,0,0,0
Montgomery,Conshohocken 1,U.S. Senate,,DEM,ROBERT P CASEY JR,907,,558,12,337
Montgomery,Conshohocken 1,U.S. Senate,,REP,DAVE MCCORMICK,558,,426,7,125
Montgomery,Conshohocken 1,U.S. Senate,,LIB,JOHN C THOMAS,27,,19,0,8
Montgomery,Conshohocken 1,U.S. Senate,,GRE,LEILA HAZOU,8,,6,0,2
Montgomery,Conshohocken 1,U.S. Senate,,CON,MARTY SELKER,4,,4,0,0
Montgomery,Conshohocken 1,U.S. Senate,,,Write-Ins,2,,1,0,1
Montgomery,Conshohocken 1,Attorney General,,DEM,EUGENE DEPASQUALE,839,,510,11,318
Montgomery,Conshohocken 1,Attorney General,,REP,DAVE SUNDAY,599,,454,7,138
Montgomery,Conshohocken 1,Attorney General,,LIB,ROBERT COWBURN,28,,21,0,7
Montgomery,Conshohocken 1,Attorney General,,GRE,RICHARD L WEISS,20,,13,0,7
Montgomery,Conshohocken 1,Attorney General,,CON,JUSTIN L MAGILL,2,,2,0,0
Montgomery,Conshohocken 1,Attorney General,,FOR,ERIC L SETTLE,8,,7,0,1
Montgomery,Conshohocken 1,Attorney General,,,Write-Ins,3,,2,0,1
Montgomery,Conshohocken 1,U.S. House,4,DEM,MADELEINE DEAN,936,,573,12,351
Montgomery,Conshohocken 1,U.S. House,4,REP,DAVID WINKLER,541,,419,6,116
Montgomery,Conshohocken 1,U.S. House,4,,Write-Ins,4,,4,0,0
Montgomery,Conshohocken 1,State Senate,7,DEM,VINCENT HUGHES,1180,,765,16,399
Montgomery,Conshohocken 1,State Senate,7,,Write-Ins,65,,52,0,13
Montgomery,Conshohocken 1,State House,54,DEM,GREG SCOTT,908,,547,12,349
Montgomery,Conshohocken 1,State House,54,REP,MARTIN DICKERSON,557,,435,5,117
Montgomery,Conshohocken 1,State House,54,,Write-Ins,3,,2,0,1
Montgomery,Conshohocken 1,Registered Voters,,,,1879,,,,
Montgomery,Conshohocken 2,Ballots Cast,,,,253,,190,1,62
Montgomery,Conshohocken 2,Registered Voters,,,,341,,,,
Montgomery,Conshohocken 2,President,,DEM,KAMALA D HARRIS,176,,,,
Montgomery,Conshohocken 2,President,,REP,DONALD J TRUMP,72,,,,
Montgomery,Conshohocken 2,President,,LIB,CHASE OLIVER,3,,,,
Montgomery,Conshohocken 2,President,,GRE,JILL STEIN,2,,,,
Montgomery,Conshohocken 2,President,,,Write-Ins,0,,,,
Montgomery,Conshohocken 2,U.S. Senate,,DEM,ROBERT P CASEY JR,173,,,,
Montgomery,Conshohocken 2,U.S. Senate,,REP,DAVE MCCORMICK,67,,,,
Montgomery,Conshohocken 2,U.S. Senate,,LIB,JOHN C THOMAS,2,,,,
Montgomery,Conshohocken 2,U.S. Senate,,GRE,LEILA HAZOU,6,,,,
Montgomery,Conshohocken 2,U.S. Senate,,CON,MARTY SELKER,1,,,,
Montgomery,Conshohocken 2,U.S. Senate,,,Write-Ins,0,,,,
Montgomery,Conshohocken 2,Attorney General,,DEM,EUGENE DEPASQUALE,158,,,,
Montgomery,Conshohocken 2,Attorney General,,REP,DAVE SUNDAY,76,,,,
Montgomery,Conshohocken 2,Attorney General,,LIB,ROBERT COWBURN,2,,,,
Montgomery,Conshohocken 2,Attorney General,,GRE,RICHARD L WEISS,7,,,,
Montgomery,Conshohocken 2,Attorney General,,CON,JUSTIN L MAGILL,5,,,,
Montgomery,Conshohocken 2,Attorney General,,FOR,ERIC L SETTLE,0,,,,
Montgomery,Conshohocken 2,Attorney General,,,Write-Ins,0,,,,
Montgomery,Conshohocken 2,U.S. House,4,DEM,MADELEINE DEAN,176,,,,
Montgomery,Conshohocken 2,U.S. House,4,REP,DAVID WINKLER,71,,,,
Montgomery,Conshohocken 2,U.S. House,4,,Write-Ins,0,,,,
Montgomery,Conshohocken 2,State Senate,7,DEM,VINCENT HUGHES,207,,,,
Montgomery,Conshohocken 2,State Senate,7,,Write-Ins,13,,,,
Montgomery,Conshohocken 2,State House,54,DEM,GREG SCOTT,177,,,,
Montgomery,Conshohocken 2,State House,54,REP,MARTIN DICKERSON,69,,,,
Montgomery,Conshohocken 2,State House,54,,Write-Ins,0,,,,
Montgomery,Conshohocken 3,Ballots Cast,,,,1056,,752,14,290
Montgomery,Conshohocken 3,President,,DEM,KAMALA D HARRIS,683,,438,10,235
Montgomery,Conshohocken 3,President,,REP,DONALD J TRUMP,354,,296,4,54
Montgomery,Conshohocken 3,President,,LIB,CHASE OLIVER,10,,10,0,0
Montgomery,Conshohocken 3,President,,GRE,JILL STEIN,3,,3,0,0
Montgomery,Conshohocken 3,President,,,Write-Ins,0,,0,0,0
Montgomery,Conshohocken 3,U.S. Senate,,DEM,ROBERT P CASEY JR,676,,445,7,224
Montgomery,Conshohocken 3,U.S. Senate,,REP,DAVE MCCORMICK,353,,285,6,62
Montgomery,Conshohocken 3,U.S. Senate,,LIB,JOHN C THOMAS,12,,10,1,1
Montgomery,Conshohocken 3,U.S. Senate,,GRE,LEILA HAZOU,6,,5,0,1
Montgomery,Conshohocken 3,U.S. Senate,,CON,MARTY SELKER,2,,1,0,1
Montgomery,Conshohocken 3,U.S. Senate,,,Write-Ins,2,,2,0,0
Montgomery,Conshohocken 3,Attorney General,,DEM,EUGENE DEPASQUALE,637,,418,8,211
Montgomery,Conshohocken 3,Attorney General,,REP,DAVE SUNDAY,367,,302,4,61
Montgomery,Conshohocken 3,Attorney General,,LIB,ROBERT COWBURN,15,,9,1,5
Montgomery,Conshohocken 3,Attorney General,,GRE,RICHARD L WEISS,9,,5,1,3
Montgomery,Conshohocken 3,Attorney General,,CON,JUSTIN L MAGILL,4,,2,0,2
Montgomery,Conshohocken 3,Attorney General,,FOR,ERIC L SETTLE,3,,3,0,0
Montgomery,Conshohocken 3,Attorney General,,,Write-Ins,2,,2,0,0
Montgomery,Conshohocken 3,U.S. House,4,DEM,MADELEINE DEAN,675,,443,8,224
