county,precinct,office,district,party,candidate,votes,provisional,election_day,mail_in
Washington,MORRIS,U.S. House,14,REP,GUY RESCHENTHALER,404,2,350,52
Washington,MT PLEASANT 1,U.S. House,14,REP,GUY RESCHENTHALER,1017,0,840,177
Washington,MT PLEASANT 2,U.S. House,14,REP,GUY RESCHENTHALER,254,1,209,44
Washington,MT PLEASANT 3,U.S. House,14,REP,GUY RESCHENTHALER,105,0,100,5
Washington,MT PLEASANT 4,U.S. House,14,REP,GUY RESCHENTHALER,111,0,99,12
Washington,MCDONALD,U.S. House,14,REP,GUY RESCHENTHALER,480,4,432,44
Washington,NEW EAGLE 1,U.S. House,14,REP,GUY RESCHENTHALER,329,1,280,48
Washington,NEW EAGLE 2,U.S. House,14,REP,GUY RESCHENTHALER,363,1,324,38
Washington,NORTH BETHLEHEM,U.S. House,14,REP,GUY RESCHENTHALER,583,6,494,83
Washington,NORTH CHARLEROI,U.S. House,14,REP,GUY RESCHENTHALER,301,4,262,35
Washington,NORTH FRANKLIN 1,U.S. House,14,REP,GUY RESCHENTHALER,723,4,572,147
Washington,NORTH FRANKLIN 2,U.S. House,14,REP,GUY RESCHENTHALER,453,1,368,84
Washington,NORTH FRANKLIN 3,U.S. House,14,REP,GUY RESCHENTHALER,469,4,392,73
Washington,NORTH STRABANE 1,U.S. House,14,REP,GUY RESCHENTHALER,738,1,494,243
Washington,NORTH STRABANE 2,U.S. House,14,REP,GUY RESCHENTHALER,1016,8,731,277
Washington,NORTH STRABANE 3,U.S. House,14,REP,GUY RESCHENTHALER,803,2,641,160
Washington,NORTH STRABANE 4,U.S. House,14,REP,GUY RESCHENTHALER,564,7,428,129
Washington,NORTH STRABANE 5,U.S. House,14,REP,GUY RESCHENTHALER,635,1,500,134
Washington,NORTH STRABANE 6,U.S. House,14,REP,GUY RESCHENTHALER,531,3,421,107
Washington,NORTH STRABANE 7,U.S. House,14,REP,GUY RESCHENTHALER,762,7,600,155
Washington,NORTH STRABANE 8,U.S. House,14,REP,GUY RESCHENTHALER,729,6,541,182
Washington,NORTH STRABANE 9,U.S. House,14,REP,GUY RESCHENTHALER,793,4,585,204
Washington,NOTTINGHAM 1,U.S. House,14,REP,GUY RESCHENTHALER,744,3,623,118
Washington,NOTTINGHAM 2,U.S. House,14,REP,GUY RESCHENTHALER,632,4,504,124
Washington,PETERS A 1,U.S. House,14,REP,GUY RESCHENTHALER,434,2,334,98
Washington,PETERS A 2,U.S. House,14,REP,GUY RESCHENTHALER,638,3,518,117
Washington,PETERS A 3,U.S. House,14,REP,GUY RESCHENTHALER,908,5,708,195
Washington,PETERS B 1,U.S. House,14,REP,GUY RESCHENTHALER,777,3,568,206
Washington,PETERS B 2,U.S. House,14,REP,GUY RESCHENTHALER,1156,4,850,302
Washington,PETERS B 3,U.S. House,14,REP,GUY RESCHENTHALER,1227,5,939,283
Washington,PETERS C 1,U.S. House,14,REP,GUY RESCHENTHALER,758,3,614,141
Washington,PETERS C 2,U.S. House,14,REP,GUY RESCHENTHALER,588,2,479,107
Washington,PETERS C 3,U.S. House,14,REP,GUY RESCHENTHALER,651,1,491,159
Washington,PETERS D 1,U.S. House,14,REP,GUY RESCHENTHALER,1319,3,987,329
Washington,PETERS D 2,U.S. House,14,REP,GUY RESCHENTHALER,778,4,556,218
Washington,PETERS D 3,U.S. House,14,REP,GUY RESCHENTHALER,591,1,455,135
Washington,ROBINSON 1,U.S. House,14,REP,GUY RESCHENTHALER,180,0,152,28
Washington,ROBINSON 2,U.S. House,14,REP,GUY RESCHENTHALER,186,0,168,18
Washington,ROBINSON 3,U.S. House,14,REP,GUY RESCHENTHALER,243,2,219,22
Washington,ROSCOE,U.S. House,14,REP,GUY RESCHENTHALER,237,2,217,18
Washington,SMITH 1,U.S. House,14,REP,GUY RESCHENTHALER,299,1,252,46
Washington,SMITH 2,U.S. House,14,REP,GUY RESCHENTHALER,248,3,223,22
Washington,SMITH 3,U.S. House,14,REP,GUY RESCHENTHALER,254,0,231,23
Washington,SMITH 4,U.S. House,14,REP,GUY RESCHENTHALER,161,0,138,23
Washington,SMITH 5,U.S. House,14,REP,GUY RESCHENTHALER,174,1,151,22
Washington,SMITH 6,U.S. House,14,REP,GUY RESCHENTHALER,224,0,202,22
Washington,SMITH 7,U.S. House,14,REP,GUY RESCHENTHALER,144,1,136,7
Washington,SOMERSET 1,U.S. House,14,REP,GUY RESCHENTHALER,490,0,414,76
Washington,SOMERSET 2,U.S. House,14,REP,GUY RESCHENTHALER,605,3,524,78
Washington,SOUTH FRANKLIN 1,U.S. House,14,REP,GUY RESCHENTHALER,517,1,446,70
Washington,SOUTH FRANKLIN 2,U.S. House,14,REP,GUY RESCHENTHALER,761,1,636,124
Washington,SOUTH STRABANE 1,U.S. House,14,REP,GUY RESCHENTHALER,484,4,388,92
Washington,SOUTH STRABANE 2,U.S. House,14,REP,GUY RESCHENTHALER,580,5,470,105
Washington,SOUTH STRABANE 3,U.S. House,14,REP,GUY RESCHENTHALER,622,7,459,156
Washington,SOUTH STRABANE 4,U.S. House,14,REP,GUY RESCHENTHALER,629,1,519,109
Washington,SOUTH STRABANE 5,U.S. House,14,REP,GUY RESCHENTHALER,595,3,463,129
Washington,SOUTH STRABANE 6,U.S. House,14,REP,GUY RESCHENTHALER,666,2,527,137
Washington,SPEERS,U.S. House,14,REP,GUY RESCHENTHALER,426,5,363,58
Washington,STOCKDALE,U.S. House,14,REP,GUY RESCHENTHALER,146,1,128,17
Washington,TWILIGHT,U.S. House,14,REP,GUY RESCHENTHALER,77,1,67,9
Washington,UNION 1,U.S. House,14,REP,GUY RESCHENTHALER,623,5,525,93
Washington,UNION 2,U.S. House,14,REP,GUY RESCHENTHALER,308,1,274,33
Washington,UNION 4,U.S. House,14,REP,GUY RESCHENTHALER,156,0,148,8
Washington,UNION 5,U.S. House,14,REP,GUY RESCHENTHALER,501,3,411,87
Washington,UNION 6,U.S. House,14,REP,GUY RESCHENTHALER,328,0,284,44
Washington,UNION 7,U.S. House,14,REP,GUY RESCHENTHALER,342,0,272,70
Washington,WEST BETHLEHEM,U.S. House,14,REP,GUY RESCHENTHALER,481,0,430,51
Washington,WEST BROWNSVILLE 1,U.S. House,14,REP,GUY RESCHENTHALER,89,0,82,7
Washington,WEST BROWNSVILLE 2,U.S. House,14,REP,GUY RESCHENTHALER,193,1,181,11
Washington,WEST FINLEY 1,U.S. House,14,REP,GUY RESCHENTHALER,151,0,126,25
Washington,WEST FINLEY 2,U.S. House,14,REP,GUY RESCHENTHALER,206,0,195,11
Washington,WEST MIDDLETOWN,U.S. House,14,REP,GUY RESCHENTHALER,59,0,55,4
Washington,WEST PIKE RUN 1,U.S. House,14,REP,GUY RESCHENTHALER,409,0,356,53
Washington,WEST PIKE RUN 2,U.S. House,14,REP,GUY RESCHENTHALER,194,1,174,19
Washington,WASHINGTON 2 W 1,U.S. House,14,REP,GUY RESCHENTHALER,107,0,86,21
Washington,WASHINGTON 3 W 1,U.S. House,14,REP,GUY RESCHENTHALER,56,1,36,19
Washington,WASHINGTON 4,U.S. House,14,REP,GUY RESCHENTHALER,76,1,62,13
Washington,WASHINGTON 5 W 1,U.S. House,14,REP,GUY RESCHENTHALER,189,1,168,20
Washington,WASHINGTON 5 W 2,U.S. House,14,REP,GUY RESCHENTHALER,237,0,191,46
Washington,WASHINGTON 6 W 1,U.S. House,14,REP,GUY RESCHENTHALER,196,0,152,44
Washington,WASHINGTON 6 W 3,U.S. House,14,REP,GUY RESCHENTHALER,135,1,108,26
Washington,WASHINGTON 7 W 1,U.S. House,14,REP,GUY RESCHENTHALER,165,0,136,29
Washington,WASHINGTON 7 W 2,U.S. House,14,REP,GUY RESCHENTHALER,314,1,256,57
Washington,WASHINGTON 7 W 3,U.S. House,14,REP,GUY RESCHENTHALER,298,3,236,59
Washington,WASHINGTON 8 W 1,U.S. House,14,REP,GUY RESCHENTHALER,232,1,203,28
Washington,ALLENPORT,U.S. House,14,,Write-in,0,0,0,0
Washington,AMWELL 1,U.S. House,14,,Write-in,1,0,0,1
Washington,AMWELL 2,U.S. House,14,,Write-in,0,0,0,0
Washington,BEALLSVILLE,U.S. House,14,,Write-in,1,0,1,0
Washington,BENTLEYVILLE,U.S. House,14,,Write-in,2,0,1,1
Washington,BLAINE,U.S. House,14,,Write-in,1,0,0,1
Washington,BUFFALO,U.S. House,14,,Write-in,0,0,0,0
Washington,BURGETTSTOWN,U.S. House,14,,Write-in,0,0,0,0
Washington,CALIFORNIA 1,U.S. House,14,,Write-in,0,0,0,0
Washington,CALIFORNIA 2,U.S. House,14,,Write-in,0,0,0,0
Washington,CALIFORNIA 3,U.S. House,14,,Write-in,1,0,1,0
Washington,CALIFORNIA 4,U.S. House,14,,Write-in,0,0,0,0
Washington,CANONSBURG 1 W 3,U.S. House,14,,Write-in,0,0,0,0
Washington,CANONSBURG 1 W 4,U.S. House,14,,Write-in,0,0,0,0
Washington,CANONSBURG 2 W 1,U.S. House,14,,Write-in,0,0,0,0
Washington,CANONSBURG 2 W 2,U.S. House,14,,Write-in,1,0,1,0
Washington,CANONSBURG 3 W 1,U.S. House,14,,Write-in,0,0,0,0
Washington,CANONSBURG 3 W 3,U.S. House,14,,Write-in,0,0,0,0
Washington,CANTON 1,U.S. House,14,,Write-in,0,0,0,0
Washington,CANTON 2,U.S. House,14,,Write-in,0,0,0,0
Washington,CANTON 4,U.S. House,14,,Write-in,1,0,1,0
Washington,CANTON 5,U.S. House,14,,Write-in,1,0,1,0
Washington,CARROLL 1,U.S. House,14,,Write-in,0,0,0,0
Washington,CARROLL 2,U.S. House,14,,Write-in,0,0,0,0
Washington,CARROLL 3,U.S. House,14,,Write-in,0,0,0,0
Washington,CARROLL 4,U.S. House,14,,Write-in,2,0,0,2
Washington,CARROLL 5,U.S. House,14,,Write-in,1,0,1,0
Washington,CECIL 1,U.S. House,14,,Write-in,3,0,2,1
Washington,CECIL 2,U.S. House,14,,Write-in,0,0,0,0
Washington,CECIL 3,U.S. House,14,,Write-in,0,0,0,0
Washington,CECIL 4,U.S. House,14,,Write-in,2,0,0,2
Washington,CECIL 5,U.S. House,14,,Write-in,0,0,0,0
Washington,CECIL 6,U.S. House,14,,Write-in,3,0,2,1
Washington,CECIL 7,U.S. House,14,,Write-in,0,0,0,0
Washington,CECIL 8,U.S. House,14,,Write-in,1,0,1,0
Washington,CENTERVILLE 1,U.S. House,14,,Write-in,0,0,0,0
Washington,CENTERVILLE 2,U.S. House,14,,Write-in,0,0,0,0
Washington,CENTERVILLE 3,U.S. House,14,,Write-in,0,0,0,0
Washington,CENTERVILLE 4,U.S. House,14,,Write-in,0,0,0,0
Washington,CENTERVILLE 5,U.S. House,14,,Write-in,0,0,0,0
Washington,CENTERVILLE 6,U.S. House,14,,Write-in,0,0,0,0
Washington,CHARLEROI 2,U.S. House,14,,Write-in,0,0,0,0
Washington,CHARLEROI 3,U.S. House,14,,Write-in,0,0,0,0
Washington,CHARLEROI 4,U.S. House,14,,Write-in,0,0,0,0
Washington,CHARLEROI 6,U.S. House,14,,Write-in,1,0,1,0
Washington,CHARTIERS 1,U.S. House,14,,Write-in,1,0,1,0
Washington,CHARTIERS 2,U.S. House,14,,Write-in,0,0,0,0
Washington,CHARTIERS 3,U.S. House,14,,Write-in,3,0,2,1
Washington,CHARTIERS 5,U.S. House,14,,Write-in,2,0,1,1
Washington,CHARTIERS 6,U.S. House,14,,Write-in,0,0,0,0
Washington,CHARTIERS 7,U.S. House,14,,Write-in,2,0,1,1
Washington,CLAYSVILLE,U.S. House,14,,Write-in,0,0,0,0
Washington,COAL CENTER,U.S. House,14,,Write-in,0,0,0,0
Washington,COKEBURG,U.S. House,14,,Write-in,0,0,0,0
Washington,CROSS CREEK 1,U.S. House,14,,Write-in,0,0,0,0
Washington,CROSS CREEK 2,U.S. House,14,,Write-in,0,0,0,0
Washington,CROSS CREEK 3,U.S. House,14,,Write-in,0,0,0,0
Washington,DEEMSTON,U.S. House,14,,Write-in,0,0,0,0
Washington,DONEGAL 1,U.S. House,14,,Write-in,0,0,0,0
Washington,DONEGAL 2,U.S. House,14,,Write-in,0,0,0,0
Washington,DONORA 1,U.S. House,14,,Write-in,0,0,0,0
Washington,DONORA 2,U.S. House,14,,Write-in,0,0,0,0
Washington,DONORA 4,U.S. House,14,,Write-in,2,0,1,1
Washington,DONORA 5,U.S. House,14,,Write-in,2,0,2,0
Washington,DONORA 7,U.S. House,14,,Write-in,0,0,0,0
Washington,DUNLEVY,U.S. House,14,,Write-in,0,0,0,0
Washington,EAST BETHLEHEM 1 W,U.S. House,14,,Write-in,0,0,0,0
Washington,EAST BETHLEHEM 2 W,U.S. House,14,,Write-in,1,0,1,0
Washington,EAST BETHLEHEM 3 W,U.S. House,14,,Write-in,0,0,0,0
Washington,EAST BETHLEHEM 4 W,U.S. House,14,,Write-in,0,0,0,0
Washington,EAST FINLEY,U.S. House,14,,Write-in,1,0,1,0
Washington,EAST WASHINGTON,U.S. House,14,,Write-in,2,0,2,0
Washington,ELCO,U.S. House,14,,Write-in,0,0,0,0
Washington,ELLSWORTH,U.S. House,14,,Write-in,0,0,0,0
Washington,FALLOWFIELD 1,U.S. House,14,,Write-in,2,0,1,1
Washington,FALLOWFIELD 2,U.S. House,14,,Write-in,0,0,0,0
Washington,FALLOWFIELD 3,U.S. House,14,,Write-in,0,0,0,0
Washington,FALLOWFIELD 4,U.S. House,14,,Write-in,0,0,0,0
Washington,FINLEYVILLE,U.S. House,14,,Write-in,1,0,1,0
Washington,GREEN HILLS,U.S. House,14,,Write-in,0,0,0,0
Washington,HANOVER 1,U.S. House,14,,Write-in,2,0,0,2
Washington,HANOVER 2,U.S. House,14,,Write-in,1,0,0,1
Washington,HOPEWELL,U.S. House,14,,Write-in,1,0,1,0
Washington,HOUSTON,U.S. House,14,,Write-in,0,0,0,0
Washington,INDEPENDENCE 1,U.S. House,14,,Write-in,1,0,1,0
Washington,INDEPENDENCE 2,U.S. House,14,,Write-in,1,0,1,0
Washington,JEFFERSON,U.S. House,14,,Write-in,0,0,0,0
Washington,LONG BRANCH,U.S. House,14,,Write-in,0,0,0,0
Washington,MARIANNA,U.S. House,14,,Write-in,0,0,0,0
Washington,MIDWAY,U.S. House,14,,Write-in,0,0,0,0
Washington,MONONGAHELA 1,U.S. House,14,,Write-in,0,0,0,0
Washington,MONONGAHELA 2 W 1,U.S. House,14,,Write-in,0,0,0,0
Washington,MONONGAHELA 2 W 3,U.S. House,14,,Write-in,1,0,1,0
Washington,MONONGAHELA 3 W 1,U.S. House,14,,Write-in,0,0,0,0
Washington,MONONGAHELA 3 W 2,U.S. House,14,,Write-in,0,0,0,0
Washington,MORRIS,U.S. House,14,,Write-in,0,0,0,0
Washington,MT PLEASANT 1,U.S. House,14,,Write-in,1,1,0,0
Washington,MT PLEASANT 2,U.S. House,14,,Write-in,1,0,1,0
Washington,MT PLEASANT 3,U.S. House,14,,Write-in,0,0,0,0
Washington,MT PLEASANT 4,U.S. House,14,,Write-in,0,0,0,0
Washington,MCDONALD,U.S. House,14,,Write-in,1,0,1,0
Washington,NEW EAGLE 1,U.S. House,14,,Write-in,1,0,1,0
Washington,NEW EAGLE 2,U.S. House,14,,Write-in,0,0,0,0
Washington,NORTH BETHLEHEM,U.S. House,14,,Write-in,3,0,3,0
Washington,NORTH CHARLEROI,U.S. House,14,,Write-in,2,0,2,0
Washington,NORTH FRANKLIN 1,U.S. House,14,,Write-in,2,0,0,2
Washington,NORTH FRANKLIN 2,U.S. House,14,,Write-in,0,0,0,0
Washington,NORTH FRANKLIN 3,U.S. House,14,,Write-in,1,0,1,0
Washington,NORTH STRABANE 1,U.S. House,14,,Write-in,0,0,0,0
Washington,NORTH STRABANE 2,U.S. House,14,,Write-in,1,0,1,0
Washington,NORTH STRABANE 3,U.S. House,14,,Write-in,0,0,0,0
Washington,NORTH STRABANE 4,U.S. House,14,,Write-in,1,0,0,1
Washington,NORTH STRABANE 5,U.S. House,14,,Write-in,2,0,0,2
Washington,NORTH STRABANE 6,U.S. House,14,,Write-in,1,0,0,1
Washington,NORTH STRABANE 7,U.S. House,14,,Write-in,1,0,0,1
Washington,NORTH STRABANE 8,U.S. House,14,,Write-in,2,0,2,0
Washington,NORTH STRABANE 9,U.S. House,14,,Write-in,0,0,0,0
Washington,NOTTINGHAM 1,U.S. House,14,,Write-in,1,0,0,1
Washington,NOTTINGHAM 2,U.S. House,14,,Write-in,0,0,0,0
Washington,PETERS A 1,U.S. House,14,,Write-in,0,0,0,0
Washington,PETERS A 2,U.S. House,14,,Write-in,1,0,0,1
Washington,PETERS A 3,U.S. House,14,,Write-in,1,0,1,0
Washington,PETERS B 1,U.S. House,14,,Write-in,1,0,1,0
Washington,PETERS B 2,U.S. House,14,,Write-in,0,0,0,0
Washington,PETERS B 3,U.S. House,14,,Write-in,2,0,2,0
Washington,PETERS C 1,U.S. House,14,,Write-in,2,0,0,2
Washington,PETERS C 2,U.S. House,14,,Write-in,1,0,1,0
Washington,PETERS C 3,U.S. House,14,,Write-in,4,1,3,0
Washington,PETERS D 1,U.S. House,14,,Write-in,1,0,1,0
Washington,PETERS D 2,U.S. House,14,,Write-in,1,0,1,0
Washington,PETERS D 3,U.S. House,14,,Write-in,0,0,0,0
Washington,ROBINSON 1,U.S. House,14,,Write-in,0,0,0,0
Washington,ROBINSON 2,U.S. House,14,,Write-in,0,0,0,0
Washington,ROBINSON 3,U.S. House,14,,Write-in,1,0,1,0
Washington,ROSCOE,U.S. House,14,,Write-in,1,0,1,0
Washington,SMITH 1,U.S. House,14,,Write-in,0,0,0,0
Washington,SMITH 2,U.S. House,14,,Write-in,0,0,0,0
Washington,SMITH 3,U.S. House,14,,Write-in,0,0,0,0
Washington,SMITH 4,U.S. House,14,,Write-in,0,0,0,0
Washington,SMITH 5,U.S. House,14,,Write-in,0,0,0,0
Washington,SMITH 6,U.S. House,14,,Write-in,0,0,0,0
Washington,SMITH 7,U.S. House,14,,Write-in,0,0,0,0
Washington,SOMERSET 1,U.S. House,14,,Write-in,0,0,0,0
Washington,SOMERSET 2,U.S. House,14,,Write-in,0,0,0,0
Washington,SOUTH FRANKLIN 1,U.S. House,14,,Write-in,1,0,0,1
Washington,SOUTH FRANKLIN 2,U.S. House,14,,Write-in,3,0,3,0
Washington,SOUTH STRABANE 1,U.S. House,14,,Write-in,0,0,0,0
Washington,SOUTH STRABANE 2,U.S. House,14,,Write-in,1,0,1,0
Washington,SOUTH STRABANE 3,U.S. House,14,,Write-in,3,0,3,0
Washington,SOUTH STRABANE 4,U.S. House,14,,Write-in,0,0,0,0
Washington,SOUTH STRABANE 5,U.S. House,14,,Write-in,3,0,2,1
Washington,SOUTH STRABANE 6,U.S. House,14,,Write-in,1,0,1,0
Washington,SPEERS,U.S. House,14,,Write-in,1,0,0,1
Washington,STOCKDALE,U.S. House,14,,Write-in,0,0,0,0
Washington,TWILIGHT,U.S. House,14,,Write-in,1,0,0,1
Washington,UNION 1,U.S. House,14,,Write-in,0,0,0,0
Washington,UNION 2,U.S. House,14,,Write-in,0,0,0,0
Washington,UNION 4,U.S. House,14,,Write-in,0,0,0,0
Washington,UNION 5,U.S. House,14,,Write-in,3,0,3,0
Washington,UNION 6,U.S. House,14,,Write-in,1,0,1,0
Washington,UNION 7,U.S. House,14,,Write-in,3,0,2,1
Washington,WEST BETHLEHEM,U.S. House,14,,Write-in,0,0,0,0
Washington,WEST BROWNSVILLE 1,U.S. House,14,,Write-in,0,0,0,0
Washington,WEST BROWNSVILLE 2,U.S. House,14,,Write-in,0,0,0,0
Washington,WEST FINLEY 1,U.S. House,14,,Write-in,0,0,0,0
Washington,WEST FINLEY 2,U.S. House,14,,Write-in,0,0,0,0
Washington,WEST MIDDLETOWN,U.S. House,14,,Write-in,0,0,0,0
Washington,WEST PIKE RUN 1,U.S. House,14,,Write-in,0,0,0,0
Washington,WEST PIKE RUN 2,U.S. House,14,,Write-in,0,0,0,0
Washington,WASHINGTON 2 W 1,U.S. House,14,,Write-in,0,0,0,0
Washington,WASHINGTON 3 W 1,U.S. House,14,,Write-in,0,0,0,0
Washington,WASHINGTON 4,U.S. House,14,,Write-in,0,0,0,0
Washington,WASHINGTON 5 W 1,U.S. House,14,,Write-in,1,0,0,1
Washington,WASHINGTON 5 W 2,U.S. House,14,,Write-in,1,0,1,0
Washington,WASHINGTON 6 W 1,U.S. House,14,,Write-in,1,0,1,0
Washington,WASHINGTON 6 W 3,U.S. House,14,,Write-in,1,0,1,0
Washington,WASHINGTON 7 W 1,U.S. House,14,,Write-in,0,0,0,0
Washington,WASHINGTON 7 W 2,U.S. House,14,,Write-in,0,0,0,0
Washington,WASHINGTON 7 W 3,U.S. House,14,,Write-in,0,0,0,0
Washington,WASHINGTON 8 W 1,U.S. House,14,,Write-in,4,0,1,3
Washington,BLAINE,General Assembly,15,DEM,ASHLEE CAUL,71,0,51,20
Washington,BUFFALO,General Assembly,15,DEM,ASHLEE CAUL,236,3,119,114
Washington,BURGETTSTOWN,General Assembly,15,DEM,ASHLEE CAUL,240,0,157,83
Washington,CANTON 1,General Assembly,15,DEM,ASHLEE CAUL,272,1,143,128
Washington,CANTON 2,General Assembly,15,DEM,ASHLEE CAUL,397,0,227,170
Washington,CANTON 4,General Assembly,15,DEM,ASHLEE CAUL,292,3,163,126
Washington,CANTON 5,General Assembly,15,DEM,ASHLEE CAUL,397,0,216,181
Washington,CLAYSVILLE,General Assembly,15,DEM,ASHLEE CAUL,77,1,64,12
Washington,CROSS CREEK 1,General Assembly,15,DEM,ASHLEE CAUL,75,0,70,5
Washington,CROSS CREEK 2,General Assembly,15,DEM,ASHLEE CAUL,61,0,40,21
Washington,CROSS CREEK 3,General Assembly,15,DEM,ASHLEE CAUL,40,0,32,8
Washington,DONEGAL 1,General Assembly,15,DEM,ASHLEE CAUL,124,1,85,38
Washington,DONEGAL 2,General Assembly,15,DEM,ASHLEE CAUL,118,1,78,39
Washington,HANOVER 1,General Assembly,15,DEM,ASHLEE CAUL,184,1,128,55
Washington,HANOVER 2,General Assembly,15,DEM,ASHLEE CAUL,151,1,104,46
Washington,HOPEWELL,General Assembly,15,DEM,ASHLEE CAUL,114,0,60,54
Washington,INDEPENDENCE 1,General Assembly,15,DEM,ASHLEE CAUL,67,0,38,29
Washington,INDEPENDENCE 2,General Assembly,15,DEM,ASHLEE CAUL,97,2,54,41
Washington,JEFFERSON,General Assembly,15,DEM,ASHLEE CAUL,182,0,125,57
Washington,MIDWAY,General Assembly,15,DEM,ASHLEE CAUL,166,0,131,35
Washington,ROBINSON 1,General Assembly,15,DEM,ASHLEE CAUL,113,1,87,25
Washington,ROBINSON 2,General Assembly,15,DEM,ASHLEE CAUL,84,0,46,38
Washington,ROBINSON 3,General Assembly,15,DEM,ASHLEE CAUL,152,1,102,49
Washington,SMITH 1,General Assembly,15,DEM,ASHLEE CAUL,135,2,99,34
Washington,SMITH 2,General Assembly,15,DEM,ASHLEE CAUL,119,0,76,43
Washington,SMITH 3,General Assembly,15,DEM,ASHLEE CAUL,84,0,65,19
Washington,SMITH 4,General Assembly,15,DEM,ASHLEE CAUL,84,0,46,38
Washington,SMITH 5,General Assembly,15,DEM,ASHLEE CAUL,77,0,50,27
Washington,SMITH 6,General Assembly,15,DEM,ASHLEE CAUL,87,0,54,33
Washington,SMITH 7,General Assembly,15,DEM,ASHLEE CAUL,69,0,53,16
Washington,WEST MIDDLETOWN,General Assembly,15,DEM,ASHLEE CAUL,18,0,11,7
Washington,BLAINE,General Assembly,15,REP,JOSHUA D KAIL,213,0,195,18
Washington,BUFFALO,General Assembly,15,REP,JOSHUA D KAIL,751,2,629,120
Washington,BURGETTSTOWN,General Assembly,15,REP,JOSHUA D KAIL,374,2,297,75
Washington,CANTON 1,General Assembly,15,REP,JOSHUA D KAIL,347,3,277,67
Washington,CANTON 2,General Assembly,15,REP,JOSHUA D KAIL,583,1,484,98
Washington,CANTON 4,General Assembly,15,REP,JOSHUA D KAIL,499,3,418,78
Washington,CANTON 5,General Assembly,15,REP,JOSHUA D KAIL,763,1,627,135
Washington,CLAYSVILLE,General Assembly,15,REP,JOSHUA D KAIL,220,2,199,19
Washington,CROSS CREEK 1,General Assembly,15,REP,JOSHUA D KAIL,152,0,134,18
Washington,CROSS CREEK 2,General Assembly,15,REP,JOSHUA D KAIL,140,0,120,20
Washington,CROSS CREEK 3,General Assembly,15,REP,JOSHUA D KAIL,228,1,199,28
Washington,DONEGAL 1,General Assembly,15,REP,JOSHUA D KAIL,464,3,399,62
Washington,DONEGAL 2,General Assembly,15,REP,JOSHUA D KAIL,474,6,402,66
Washington,HANOVER 1,General Assembly,15,REP,JOSHUA D KAIL,503,1,440,62
Washington,HANOVER 2,General Assembly,15,REP,JOSHUA D KAIL,392,1,339,52
Washington,HOPEWELL,General Assembly,15,REP,JOSHUA D KAIL,341,0,291,50
Washington,INDEPENDENCE 1,General Assembly,15,REP,JOSHUA D KAIL,351,0,297,54
Washington,INDEPENDENCE 2,General Assembly,15,REP,JOSHUA D KAIL,244,4,218,22
Washington,JEFFERSON,General Assembly,15,REP,JOSHUA D KAIL,399,1,360,38
Washington,MIDWAY,General Assembly,15,REP,JOSHUA D KAIL,248,0,221,27
Washington,ROBINSON 1,General Assembly,15,REP,JOSHUA D KAIL,143,0,115,28
Washington,ROBINSON 2,General Assembly,15,REP,JOSHUA D KAIL,167,0,150,17
Washington,ROBINSON 3,General Assembly,15,REP,JOSHUA D KAIL,198,2,170,26
Washington,SMITH 1,General Assembly,15,REP,JOSHUA D KAIL,252,2,208,42
Washington,SMITH 2,General Assembly,15,REP,JOSHUA D KAIL,213,3,188,22
Washington,SMITH 3,General Assembly,15,REP,JOSHUA D KAIL,213,0,188,25
Washington,SMITH 4,General Assembly,15,REP,JOSHUA D KAIL,134,0,108,26
Washington,SMITH 5,General Assembly,15,REP,JOSHUA D KAIL,158,1,136,21
Washington,SMITH 6,General Assembly,15,REP,JOSHUA D KAIL,201,0,177,24
Washington,SMITH 7,General Assembly,15,REP,JOSHUA D KAIL,136,1,125,10
Washington,WEST MIDDLETOWN,General Assembly,15,REP,JOSHUA D KAIL,56,0,52,4
Washington,BLAINE,General Assembly,15,,Write-in,1,0,0,1
Washington,BUFFALO,General Assembly,15,,Write-in,0,0,0,0
Washington,BURGETTSTOWN,General Assembly,15,,Write-in,0,0,0,0
Washington,CANTON 1,General Assembly,15,,Write-in,0,0,0,0
Washington,CANTON 2,General Assembly,15,,Write-in,0,0,0,0
Washington,CANTON 4,General Assembly,15,,Write-in,0,0,0,0
Washington,CANTON 5,General Assembly,15,,Write-in,1,0,0,1
Washington,CLAYSVILLE,General Assembly,15,,Write-in,0,0,0,0
Washington,CROSS CREEK 1,General Assembly,15,,Write-in,0,0,0,0
Washington,CROSS CREEK 2,General Assembly,15,,Write-in,0,0,0,0
Washington,CROSS CREEK 3,General Assembly,15,,Write-in,0,0,0,0
Washington,DONEGAL 1,General Assembly,15,,Write-in,1,0,1,0
Washington,DONEGAL 2,General Assembly,15,,Write-in,0,0,0,0
Washington,HANOVER 1,General Assembly,15,,Write-in,1,0,1,0
Washington,HANOVER 2,General Assembly,15,,Write-in,0,0,0,0
Washington,HOPEWELL,General Assembly,15,,Write-in,1,0,1,0
Washington,INDEPENDENCE 1,General Assembly,15,,Write-in,0,0,0,0
Washington,INDEPENDENCE 2,General Assembly,15,,Write-in,1,0,1,0
Washington,JEFFERSON,General Assembly,15,,Write-in,0,0,0,0
Washington,MIDWAY,General Assembly,15,,Write-in,1,0,1,0
Washington,ROBINSON 1,General Assembly,15,,Write-in,0,0,0,0
Washington,ROBINSON 2,General Assembly,15,,Write-in,0,0,0,0
