county,precinct,office,district,party,candidate,votes,election_day,provisional,absentee
Franklin,Antrim 1,Registered Voters,,,,1667,,,
Franklin,Antrim 1,Ballots Cast,,,,454,,,
Franklin,Antrim 1,Ballots Cast Blank,,,,0,,,
Franklin,Antrim 1,President,,DEM,Joseph R. Biden Jr.,71,,,
Franklin,Antrim 1,President,,DEM,Dean Phillips,4,,,
Franklin,Antrim 1,President,,DEM,Write-In Totals,2,,,
Franklin,Antrim 1,U.S. Senate,,DEM,Robert P. Casey Jr.,73,,,
Franklin,Antrim 1,U.S. Senate,,DEM,Write-In Totals,2,,,
Franklin,Antrim 1,Attorney General,,DEM,Jack Stollsteimer,16,,,
Franklin,Antrim 1,Attorney General,,DEM,Eugene Depasquale,36,,,
Franklin,Antrim 1,Attorney General,,DEM,Joe Khan,11,,,
Franklin,Antrim 1,Attorney General,,DEM,Keir Bradford-grey,8,,,
Franklin,Antrim 1,Attorney General,,DEM,Jared Solomon,7,,,
Franklin,Antrim 1,Attorney General,,DEM,Write-In Totals,1,,,
Franklin,Antrim 1,Auditor General,,DEM,Malcolm Kenyatta,32,,,
Franklin,Antrim 1,Auditor General,,DEM,Mark Pinsley,42,,,
Franklin,Antrim 1,Auditor General,,DEM,Write-In Totals,3,,,
Franklin,Antrim 1,State Treasurer,,DEM,Ryan Bizzarro,33,,,
Franklin,Antrim 1,State Treasurer,,DEM,Erin McClelland,43,,,
Franklin,Antrim 1,State Treasurer,,DEM,Write-In Totals,2,,,
Franklin,Antrim 1,U.S. House,,DEM,Beth Farnham,72,,,
Franklin,Antrim 1,U.S. House,,DEM,Write-In Totals,2,,,
Franklin,Antrim 1,State Senate,,DEM,Cameron Schroy,74,,,
Franklin,Antrim 1,State Senate,,DEM,Write-In Totals,2,,,
Franklin,Antrim 1,State House,,DEM,Write-In Totals,10,,,
Franklin,Antrim 1,Delegate to the Democratic National Convention 13th Congressional District,,DEM,Matthew A. Gribler,60,,,
Franklin,Antrim 1,Delegate to the Democratic National Convention 13th Congressional District,,DEM,Lisa Kramer,68,,,
Franklin,Antrim 1,Delegate to the Democratic National Convention 13th Congressional District,,DEM,Write-In Totals,9,,,
Franklin,Antrim 1,President,,REP,Nikki R. Haley,39,,,
Franklin,Antrim 1,President,,REP,Donald J. Trump,326,,,
Franklin,Antrim 1,President,,REP,Write-In Totals,3,,,
Franklin,Antrim 1,U.S. Senate,,REP,Dave McCormick,342,,,
Franklin,Antrim 1,U.S. Senate,,REP,Joseph J. Vodvarka,14,,,
Franklin,Antrim 1,U.S. Senate,,REP,Write-In Totals,4,,,
Franklin,Antrim 1,Attorney General,,REP,Dave Sunday,281,,,
Franklin,Antrim 1,Attorney General,,REP,Craig Williams,62,,,
Franklin,Antrim 1,Attorney General,,REP,Write-In Totals,1,,,
Franklin,Antrim 1,Auditor General,,REP,Tim Defoor,323,,,
Franklin,Antrim 1,Auditor General,,REP,Write-In Totals,2,,,
Franklin,Antrim 1,State Treasurer,,REP,Stacy Garrity,317,,,
Franklin,Antrim 1,State Treasurer,,REP,Write-In Totals,2,,,
Franklin,Antrim 1,U.S. House,,REP,John Joyce,340,,,
Franklin,Antrim 1,U.S. House,,REP,Write-In Totals,6,,,
Franklin,Antrim 1,State Senate,,REP,Doug Mastriano,329,,,
Franklin,Antrim 1,State Senate,,REP,Write-In Totals,13,,,
Franklin,Antrim 1,State House,,REP,Chad Gerald Reichard,183,,,
Franklin,Antrim 1,State House,,REP,Janon R. Gray,183,,,
Franklin,Antrim 1,State House,,REP,Write-In Totals,0,,,
Franklin,Antrim 1,Delegate to the Republican National Convention 13th Congressional District,,REP,Erich E. Hawbaker,168,,,
Franklin,Antrim 1,Delegate to the Republican National Convention 13th Congressional District,,REP,Bill Ward Jr.,152,,,
Franklin,Antrim 1,Delegate to the Republican National Convention 13th Congressional District,,REP,C. Arnold McClure,112,,,
Franklin,Antrim 1,Delegate to the Republican National Convention 13th Congressional District,,REP,Steven Carowick Jr.,87,,,
Franklin,Antrim 1,Delegate to the Republican National Convention 13th Congressional District,,REP,Juanita Byler,87,,,
Franklin,Antrim 1,Delegate to the Republican National Convention 13th Congressional District,,REP,Jim Foreman,110,,,
Franklin,Antrim 1,Delegate to the Republican National Convention 13th Congressional District,,REP,Jim Vasilko,47,,,
Franklin,Antrim 1,Delegate to the Republican National Convention 13th Congressional District,,REP,Write-In Totals,5,,,
Franklin,Antrim 1,Alternate Delegate to the Republican National Convention 13th,,REP,Linda L. McClure,204,,,
Franklin,Antrim 1,Alternate Delegate to the Republican National Convention 13th,,REP,Judy Ward,258,,,
Franklin,Antrim 1,Alternate Delegate to the Republican National Convention 13th,,REP,Write-In Totals,5,,,
Franklin,Antrim 2,Registered Voters,,,,1124,,,
Franklin,Antrim 2,Ballots Cast,,,,389,,,
Franklin,Antrim 2,Ballots Cast Blank,,,,0,,,
Franklin,Antrim 2,President,,DEM,Joseph R. Biden Jr.,42,,,
Franklin,Antrim 2,President,,DEM,Dean Phillips,4,,,
Franklin,Antrim 2,President,,DEM,Write-In Totals,3,,,
Franklin,Antrim 2,U.S. Senate,,DEM,Robert P. Casey Jr.,43,,,
Franklin,Antrim 2,U.S. Senate,,DEM,Write-In Totals,3,,,
Franklin,Antrim 2,Attorney General,,DEM,Jack Stollsteimer,6,,,
Franklin,Antrim 2,Attorney General,,DEM,Eugene Depasquale,19,,,
Franklin,Antrim 2,Attorney General,,DEM,Joe Khan,3,,,
Franklin,Antrim 2,Attorney General,,DEM,Keir Bradford-grey,13,,,
Franklin,Antrim 2,Attorney General,,DEM,Jared Solomon,6,,,
Franklin,Antrim 2,Attorney General,,DEM,Write-In Totals,1,,,
Franklin,Antrim 2,Auditor General,,DEM,Malcolm Kenyatta,27,,,
Franklin,Antrim 2,Auditor General,,DEM,Mark Pinsley,20,,,
Franklin,Antrim 2,Auditor General,,DEM,Write-In Totals,1,,,
Franklin,Antrim 2,State Treasurer,,DEM,Ryan Bizzarro,19,,,
Franklin,Antrim 2,State Treasurer,,DEM,Erin McClelland,26,,,
Franklin,Antrim 2,State Treasurer,,DEM,Write-In Totals,1,,,
Franklin,Antrim 2,U.S. House,,DEM,Beth Farnham,43,,,
Franklin,Antrim 2,U.S. House,,DEM,Write-In Totals,2,,,
