county,precinct,office,district,party,candidate,votes,election_day,provisional,absentee
Erie,ERIE WARD 01 DISTRICT 01,President,,DEM,Joseph R Biden Jr.,81,,,
Erie,ERIE WARD 01 DISTRICT 01,President,,DEM,Dean Phillips,3,,,
Erie,ERIE WARD 01 DISTRICT 03,President,,DEM,Joseph R Biden Jr.,83,,,
Erie,ERIE WARD 01 DISTRICT 03,President,,DEM,Dean Phillips,13,,,
Erie,ERIE WARD 01 DISTRICT 05,President,,DEM,Joseph R Biden Jr.,98,,,
Erie,ERIE WARD 01 DISTRICT 05,President,,DEM,Dean Phillips,15,,,
Erie,ERIE WARD 01 DISTRICT 07,President,,DEM,Joseph R Biden Jr.,57,,,
Erie,ERIE WARD 01 DISTRICT 07,President,,DEM,Dean Phillips,14,,,
Erie,ERIE WARD 01 DISTRICT 08,President,,DEM,Joseph R Biden Jr.,141,,,
Erie,ERIE WARD 01 DISTRICT 08,President,,DEM,Dean Phillips,12,,,
Erie,ERIE WARD 02 DISTRICT 01,President,,DEM,Joseph R Biden Jr.,74,,,
Erie,ERIE WARD 02 DISTRICT 01,President,,DEM,Dean Phillips,5,,,
Erie,ERIE WARD 02 DISTRICT 04,President,,DEM,Joseph R Biden Jr.,65,,,
Erie,ERIE WARD 02 DISTRICT 04,President,,DEM,Dean Phillips,12,,,
Erie,ERIE WARD 02 DISTRICT 05,President,,DEM,Joseph R Biden Jr.,21,,,
Erie,ERIE WARD 02 DISTRICT 05,President,,DEM,Dean Phillips,1,,,
Erie,ERIE WARD 02 DISTRICT 06,President,,DEM,Joseph R Biden Jr.,53,,,
Erie,ERIE WARD 02 DISTRICT 06,President,,DEM,Dean Phillips,6,,,
Erie,ERIE WARD 02 DISTRICT 07,President,,DEM,Joseph R Biden Jr.,93,,,
Erie,ERIE WARD 02 DISTRICT 07,President,,DEM,Dean Phillips,4,,,
Erie,ERIE WARD 02 DISTRICT 08,President,,DEM,Joseph R Biden Jr.,41,,,
Erie,ERIE WARD 02 DISTRICT 08,President,,DEM,Dean Phillips,5,,,
Erie,ERIE WARD 03 DISTRICT 01,President,,DEM,Joseph R Biden Jr.,40,,,
Erie,ERIE WARD 03 DISTRICT 01,President,,DEM,Dean Phillips,5,,,
Erie,ERIE WARD 03 DISTRICT 02,President,,DEM,Joseph R Biden Jr.,77,,,
Erie,ERIE WARD 03 DISTRICT 02,President,,DEM,Dean Phillips,5,,,
Erie,ERIE WARD 03 DISTRICT 03,President,,DEM,Joseph R Biden Jr.,103,,,
