county,precinct,office,district,party,candidate,votes,election_day,provisional,absentee
Snyder,Adams Township,Registered Voters,,,,520,,,
Snyder,Adams Township,Ballots Cast,,,,162,140,0,22
Snyder,Adams Township,President,,DEM,Joseph R Biden Jr,20,9,0,11
Snyder,Adams Township,President,,DEM,Dean Phillips,0,0,0,0
Snyder,Adams Township,President,,DEM,Write-In Totals,3,3,0,0
Snyder,Adams Township,President,,DEM,Overvotes,0,0,0,0
Snyder,Adams Township,President,,DEM,Undervotes,1,1,0,0
Snyder,Adams Township,U.S. Senate,,DEM,Robert P Casey Jr,22,11,0,11
Snyder,Adams Township,U.S. Senate,,DEM,Write-In Totals,0,0,0,0
Snyder,Adams Township,U.S. Senate,,DEM,Overvotes,0,0,0,0
Snyder,Adams Township,U.S. Senate,,DEM,Undervotes,2,2,0,0
Snyder,Adams Township,Attorney General,,DEM,Jack Stollsteimer,2,2,0,0
Snyder,Adams Township,Attorney General,,DEM,Eugene Depasquale,7,3,0,4
Snyder,Adams Township,Attorney General,,DEM,Joe Khan,5,1,0,4
Snyder,Adams Township,Attorney General,,DEM,Keir Bradford-grey,1,0,0,1
Snyder,Adams Township,Attorney General,,DEM,Jared Solomon,5,3,0,2
Snyder,Adams Township,Attorney General,,DEM,Write-In Totals,0,0,0,0
Snyder,Adams Township,Attorney General,,DEM,Overvotes,0,0,0,0
Snyder,Adams Township,Attorney General,,DEM,Undervotes,4,4,0,0
Snyder,Adams Township,Auditor General,,DEM,Malcolm Kenyatta,10,5,0,5
Snyder,Adams Township,Auditor General,,DEM,Mark Pinsley,10,4,0,6
Snyder,Adams Township,Auditor General,,DEM,Write-In Totals,0,0,0,0
Snyder,Adams Township,Auditor General,,DEM,Overvotes,0,0,0,0
Snyder,Adams Township,Auditor General,,DEM,Undervotes,4,4,0,0
Snyder,Adams Township,State Treasurer,,DEM,Ryan Bizzarro,11,5,0,6
Snyder,Adams Township,State Treasurer,,DEM,Erin McClelland,8,3,0,5
Snyder,Adams Township,State Treasurer,,DEM,Write-In Totals,0,0,0,0
Snyder,Adams Township,State Treasurer,,DEM,Overvotes,0,0,0,0
Snyder,Adams Township,State Treasurer,,DEM,Undervotes,5,5,0,0
Snyder,Adams Township,U.S. House,15,DEM,Zach Womer,20,9,0,11
Snyder,Adams Township,U.S. House,15,DEM,Write-In Totals,0,0,0,0
Snyder,Adams Township,U.S. House,15,DEM,Overvotes,0,0,0,0
Snyder,Adams Township,U.S. House,15,DEM,Undervotes,4,4,0,0
Snyder,Adams Township,State Senate,27,DEM,Patricia Lawton,21,10,0,11
Snyder,Adams Township,State Senate,27,DEM,Write-In Totals,0,0,0,0
Snyder,Adams Township,State Senate,27,DEM,Overvotes,0,0,0,0
Snyder,Adams Township,State Senate,27,DEM,Undervotes,3,3,0,0
Snyder,Adams Township,State House,85,DEM,Nick Jacobson,24,13,0,11
Snyder,Adams Township,State House,85,DEM,Write-In Totals,0,0,0,0
Snyder,Adams Township,State House,85,DEM,Overvotes,0,0,0,0
Snyder,Adams Township,State House,85,DEM,Undervotes,0,0,0,0
Snyder,Adams Township,Delegate to Democratic National Convention 15th Congressional District,,DEM,Ezra Nanes,19,9,0,10
Snyder,Adams Township,Delegate to Democratic National Convention 15th Congressional District,,DEM,Braxton White,18,8,0,10
Snyder,Adams Township,Delegate to Democratic National Convention 15th Congressional District,,DEM,Margie Swoboda,17,8,0,9
Snyder,Adams Township,Delegate to Democratic National Convention 15th Congressional District,,DEM,Laura Shadle,20,9,0,11
Snyder,Adams Township,Delegate to Democratic National Convention 15th Congressional District,,DEM,Write-In Totals,0,0,0,0
