county,precinct,office,district,party,candidate,votes,election_day,provisional,absentee
Sullivan,Cherry Township,President,,DEM,Joseph R. Biden Jr.,76,,,
Sullivan,Bernice Precinct,President,,DEM,Joseph R. Biden Jr.,16,,,
Sullivan,Colley Township,President,,DEM,Joseph R. Biden Jr.,13,,,
Sullivan,Lopez Precinct,President,,DEM,Joseph R. Biden Jr.,12,,,
Sullivan,Davidson Township,President,,DEM,Joseph R. Biden Jr.,35,,,
Sullivan,Dushore Borough,President,,DEM,Joseph R. Biden Jr.,21,,,
Sullivan,Eagles Mere Borough,President,,DEM,Joseph R. Biden Jr.,20,,,
Sullivan,Elkland Township,President,,DEM,Joseph R. Biden Jr.,10,,,
Sullivan,Forks Township,President,,DEM,Joseph R. Biden Jr.,23,,,
Sullivan,Forksville Borough,President,,DEM,Joseph R. Biden Jr.,10,,,
Sullivan,Fox Township,President,,DEM,Joseph R. Biden Jr.,14,,,
Sullivan,Hillsgrove Township,President,,DEM,Joseph R. Biden Jr.,8,,,
Sullivan,Laporte Township,President,,DEM,Joseph R. Biden Jr.,37,,,
Sullivan,Laporte Borough,President,,DEM,Joseph R. Biden Jr.,25,,,
Sullivan,Shrewsbury Township,President,,DEM,Joseph R. Biden Jr.,22,,,
Sullivan,Cherry Township,President,,DEM,Dean Phillips,12,,,
Sullivan,Bernice Precinct,President,,DEM,Dean Phillips,8,,,
Sullivan,Colley Township,President,,DEM,Dean Phillips,1,,,
Sullivan,Lopez Precinct,President,,DEM,Dean Phillips,0,,,
Sullivan,Davidson Township,President,,DEM,Dean Phillips,3,,,
Sullivan,Dushore Borough,President,,DEM,Dean Phillips,5,,,
Sullivan,Eagles Mere Borough,President,,DEM,Dean Phillips,2,,,
Sullivan,Elkland Township,President,,DEM,Dean Phillips,2,,,
Sullivan,Forks Township,President,,DEM,Dean Phillips,0,,,
Sullivan,Forksville Borough,President,,DEM,Dean Phillips,2,,,
Sullivan,Fox Township,President,,DEM,Dean Phillips,2,,,
Sullivan,Hillsgrove Township,President,,DEM,Dean Phillips,0,,,
Sullivan,Laporte Township,President,,DEM,Dean Phillips,6,,,
Sullivan,Laporte Borough,President,,DEM,Dean Phillips,0,,,
Sullivan,Shrewsbury Township,President,,DEM,Dean Phillips,1,,,
Sullivan,Cherry Township,President,,DEM,Write-In Totals,10,,,
Sullivan,Bernice Precinct,President,,DEM,Write-In Totals,6,,,
Sullivan,Colley Township,President,,DEM,Write-In Totals,2,,,
Sullivan,Lopez Precinct,President,,DEM,Write-In Totals,0,,,
Sullivan,Davidson Township,President,,DEM,Write-In Totals,7,,,
Sullivan,Dushore Borough,President,,DEM,Write-In Totals,4,,,
Sullivan,Eagles Mere Borough,President,,DEM,Write-In Totals,0,,,
Sullivan,Elkland Township,President,,DEM,Write-In Totals,0,,,
Sullivan,Forks Township,President,,DEM,Write-In Totals,0,,,
Sullivan,Forksville Borough,President,,DEM,Write-In Totals,0,,,
Sullivan,Fox Township,President,,DEM,Write-In Totals,0,,,
Sullivan,Hillsgrove Township,President,,DEM,Write-In Totals,0,,,
Sullivan,Laporte Township,President,,DEM,Write-In Totals,3,,,
Sullivan,Laporte Borough,President,,DEM,Write-In Totals,2,,,
Sullivan,Shrewsbury Township,President,,DEM,Write-In Totals,2,,,
Sullivan,Cherry Township,President,,DEM,Write-In Totals,7,,,
Sullivan,Bernice Precinct,President,,DEM,Write-In Totals,3,,,
Sullivan,Colley Township,President,,DEM,Write-In Totals,2,,,
Sullivan,Davidson Township,President,,DEM,Write-In Totals,6,,,
Sullivan,Dushore Borough,President,,DEM,Write-In Totals,3,,,
Sullivan,Laporte Township,President,,DEM,Write-In Totals,2,,,
Sullivan,Shrewsbury Township,President,,DEM,Write-In Totals,1,,,
Sullivan,Laporte Borough,President,,DEM,Write-In Totals,1,,,
Sullivan,Cherry Township,President,,DEM,Write-In Totals,3,,,
Sullivan,Bernice Precinct,President,,DEM,Write-In Totals,1,,,
Sullivan,Dushore Borough,President,,DEM,Write-In Totals,1,,,
Sullivan,Bernice Precinct,President,,DEM,Write-In Totals,2,,,
Sullivan,Davidson Township,President,,DEM,Write-In Totals,1,,,
Sullivan,Laporte Township,President,,DEM,Write-In Totals,1,,,
Sullivan,Laporte Borough,President,,DEM,Write-In Totals,1,,,
