county,precinct,office,district,party,candidate,votes,election_day,provisional,absentee
Montour,Anthony Township,Registered Voters,,,,847,,,
Montour,Anthony Township,Ballots Cast,,,,221,184,0,37
Montour,Anthony Township,Ballots Cast Blank,,,,0,0,0,0
Montour,Anthony Township,President,,DEM,Joseph R Biden Jr,53,36,0,17
Montour,Anthony Township,President,,DEM,Dean Phillips,5,2,0,3
Montour,Anthony Township,President,,DEM,Write-In Totals,3,2,0,1
Montour,Anthony Township,President,,DEM,Not Assigned,0,0,0,0
Montour,Anthony Township,President,,DEM,Overvotes,0,0,0,0
Montour,Anthony Township,President,,DEM,Undervotes,2,2,0,0
Montour,Anthony Township,U.S. Senate,,DEM,Robert P Casey Jr,61,41,0,20
Montour,Anthony Township,U.S. Senate,,DEM,Write-In Totals,2,1,0,1
Montour,Anthony Township,U.S. Senate,,DEM,Not Assigned,0,0,0,0
Montour,Anthony Township,U.S. Senate,,DEM,Overvotes,0,0,0,0
Montour,Anthony Township,U.S. Senate,,DEM,Undervotes,0,0,0,0
Montour,Anthony Township,Attorney General,,DEM,Jack Stollsteimer,18,12,0,6
Montour,Anthony Township,Attorney General,,DEM,Eugene Depasquale,15,12,0,3
Montour,Anthony Township,Attorney General,,DEM,Joe Khan,11,7,0,4
Montour,Anthony Township,Attorney General,,DEM,Keir Bradford-grey,6,3,0,3
Montour,Anthony Township,Attorney General,,DEM,Jared Solomon,8,6,0,2
Montour,Anthony Township,Attorney General,,DEM,Write-In Totals,1,0,0,1
Montour,Anthony Township,Attorney General,,DEM,Not Assigned,0,0,0,0
Montour,Anthony Township,Attorney General,,DEM,Overvotes,0,0,0,0
Montour,Anthony Township,Attorney General,,DEM,Undervotes,4,2,0,2
Montour,Anthony Township,Auditor General,,DEM,Malcolm Kenyatta,20,17,0,3
Montour,Anthony Township,Auditor General,,DEM,Mark Pinsley,39,23,0,16
Montour,Anthony Township,Auditor General,,DEM,Write-In Totals,1,0,0,1
Montour,Anthony Township,Auditor General,,DEM,Not Assigned,0,0,0,0
Montour,Anthony Township,Auditor General,,DEM,Overvotes,0,0,0,0
Montour,Anthony Township,Auditor General,,DEM,Undervotes,3,2,0,1
Montour,Anthony Township,State Treasurer,,DEM,Ryan Bizzarro,21,15,0,6
Montour,Anthony Township,State Treasurer,,DEM,Erin McClelland,38,25,0,13
Montour,Anthony Township,State Treasurer,,DEM,Write-In Totals,2,1,0,1
Montour,Anthony Township,State Treasurer,,DEM,Not Assigned,0,0,0,0
Montour,Anthony Township,State Treasurer,,DEM,Overvotes,0,0,0,0
Montour,Anthony Township,State Treasurer,,DEM,Undervotes,2,1,0,1
Montour,Anthony Township,U.S. House,,DEM,Amanda Waldman,60,40,0,20
Montour,Anthony Township,U.S. House,,DEM,Write-In Totals,1,0,0,1
Montour,Anthony Township,U.S. House,,DEM,Not Assigned,0,0,0,0
Montour,Anthony Township,U.S. House,,DEM,Overvotes,0,0,0,0
Montour,Anthony Township,U.S. House,,DEM,Undervotes,2,2,0,0
Montour,Anthony Township,State Senate,,DEM,Patricia Lawton,59,40,0,19
Montour,Anthony Township,State Senate,,DEM,Write-In Totals,1,0,0,1
Montour,Anthony Township,State Senate,,DEM,Not Assigned,0,0,0,0
Montour,Anthony Township,State Senate,,DEM,Overvotes,0,0,0,0
Montour,Anthony Township,State Senate,,DEM,Undervotes,3,2,0,1
Montour,Anthony Township,State House,,DEM,Write-In Totals,5,1,0,4
Montour,Anthony Township,State House,,DEM,Not Assigned,0,0,0,0
Montour,Anthony Township,State House,,DEM,Overvotes,0,0,0,0
Montour,Anthony Township,State House,,DEM,Undervotes,58,41,0,17
Montour,Anthony Township,Delegate to the Democratic National Convention,,DEM,Todd Zimmerman,49,33,0,16
Montour,Anthony Township,Delegate to the Democratic National Convention,,DEM,Liz Bettinger,45,31,0,14
Montour,Anthony Township,Delegate to the Democratic National Convention,,DEM,Denitra Michelle Moffett,43,29,0,14
Montour,Anthony Township,Delegate to the Democratic National Convention,,DEM,Write-In Totals,3,0,0,3
Montour,Anthony Township,Delegate to the Democratic National Convention,,DEM,Not Assigned,0,0,0,0
Montour,Anthony Township,Delegate to the Democratic National Convention,,DEM,Overvotes,0,0,0,0
Montour,Anthony Township,Delegate to the Democratic National Convention,,DEM,Undervotes,49,33,0,16
Montour,Anthony Township,President,,REP,Nikki R Haley,24,15,0,9
Montour,Anthony Township,President,,REP,Donald J Trump,132,125,0,7
Montour,Anthony Township,President,,REP,Write-In Totals,2,2,0,0
Montour,Anthony Township,President,,REP,Not Assigned,0,0,0,0
Montour,Anthony Township,President,,REP,Overvotes,0,0,0,0
Montour,Anthony Township,President,,REP,Undervotes,0,0,0,0
Montour,Anthony Township,U.S. Senate,,REP,Dave McCormick,148,133,0,15
Montour,Anthony Township,U.S. Senate,,REP,Write-In Totals,0,0,0,0
Montour,Anthony Township,U.S. Senate,,REP,Not Assigned,0,0,0,0
Montour,Anthony Township,U.S. Senate,,REP,Overvotes,0,0,0,0
Montour,Anthony Township,U.S. Senate,,REP,Undervotes,10,9,0,1
Montour,Anthony Township,Attorney General,,REP,Dave Sunday,99,93,0,6
Montour,Anthony Township,Attorney General,,REP,Craig Williams,48,41,0,7
Montour,Anthony Township,Attorney General,,REP,Write-In Totals,0,0,0,0
Montour,Anthony Township,Attorney General,,REP,Not Assigned,0,0,0,0
Montour,Anthony Township,Attorney General,,REP,Overvotes,0,0,0,0
Montour,Anthony Township,Attorney General,,REP,Undervotes,11,8,0,3
Montour,Anthony Township,Auditor General,,REP,Tim Defoor,140,127,0,13
Montour,Anthony Township,Auditor General,,REP,Write-In Totals,1,1,0,0
Montour,Anthony Township,Auditor General,,REP,Not Assigned,0,0,0,0
Montour,Anthony Township,Auditor General,,REP,Overvotes,0,0,0,0
Montour,Anthony Township,Auditor General,,REP,Undervotes,17,14,0,3
Montour,Anthony Township,State Treasurer,,REP,Stacy Garrity,142,129,0,13
