county,precinct,office,district,party,candidate,votes,election_day,mail,provisional
Beaver,ALIQUIPPA 1,Registered Voters,,,,276,,,
Beaver,ALIQUIPPA 1,Ballots Cast,,,,190,149,40,1
Beaver,ALIQUIPPA 1,President,,DEM,KAMALA D HARRIS / TIM WALZ,91,60,30,1
Beaver,ALIQUIPPA 1,President,,REP,DONALD J TRUMP / JD VANCE,97,87,10,0
Beaver,ALIQUIPPA 1,President,,LIB,CHASE OLIVER / MIKE TER MAAT,1,1,0,0
Beaver,ALIQUIPPA 1,President,,GRN,JILL STEIN / RUDOLPH WARE,0,0,0,0
Beaver,ALIQUIPPA 1,President,,,Write-ins,1,1,0,0
Beaver,ALIQUIPPA 1,U.S. Senate,,DEM,ROBERT P CASEY JR,100,70,29,1
Beaver,ALIQUIPPA 1,U.S. Senate,,REP,DAVE MCCORMICK,79,69,10,0
Beaver,ALIQUIPPA 1,U.S. Senate,,LIB,JOHN C THOMAS,2,2,0,0
Beaver,ALIQUIPPA 1,U.S. Senate,,GRN,LEILA HAZOU,2,1,1,0
Beaver,ALIQUIPPA 1,U.S. Senate,,CST,MARTY SELKER,2,2,0,0
Beaver,ALIQUIPPA 1,U.S. Senate,,,Write-ins,0,0,0,0
Beaver,ALIQUIPPA 1,Attorney General,,DEM,EUGENE DEPASQUALE,96,68,27,1
Beaver,ALIQUIPPA 1,Attorney General,,REP,DAVE SUNDAY,78,66,12,0
Beaver,ALIQUIPPA 1,Attorney General,,LIB,ROBERT COWBURN,0,0,0,0
Beaver,ALIQUIPPA 1,Attorney General,,GRN,RICHARD L WEISS,4,3,1,0
Beaver,ALIQUIPPA 1,Attorney General,,CST,JUSTIN L MAGILL,2,2,0,0
Beaver,ALIQUIPPA 1,Attorney General,,FWD,ERIC L SETTLE,0,0,0,0
Beaver,ALIQUIPPA 1,Attorney General,,,Write-ins,0,0,0,0
Beaver,ALIQUIPPA 1,Auditor General,,DEM,MALCOLM KENYATTA,90,62,27,1
Beaver,ALIQUIPPA 1,Auditor General,,REP,TIM DEFOOR,83,72,11,0
Beaver,ALIQUIPPA 1,Auditor General,,LIB,REECE SMITH,4,3,1,0
Beaver,ALIQUIPPA 1,Auditor General,,AMS,ERIC K ANTON,2,2,0,0
Beaver,ALIQUIPPA 1,Auditor General,,CST,BOB GOODRICH,2,1,1,0
Beaver,ALIQUIPPA 1,Auditor General,,,Write-ins,0,0,0,0
Beaver,ALIQUIPPA 1,State Treasurer,,DEM,ERIN MCCLELLAND,92,63,28,1
Beaver,ALIQUIPPA 1,State Treasurer,,REP,STACY GARRITY,82,72,10,0
Beaver,ALIQUIPPA 1,State Treasurer,,LIB,NICKOLAS CIESIELSKI,4,3,1,0
Beaver,ALIQUIPPA 1,State Treasurer,,CST,TROY BOWMAN,3,2,1,0
Beaver,ALIQUIPPA 1,State Treasurer,,FWD,CHRIS FOSTER,0,0,0,0
Beaver,ALIQUIPPA 1,State Treasurer,,,Write-ins,0,0,0,0
