county,precinct,office,district,candidate,party,votes,election_day,mail,provisional
Lancaster,4000 Drumore,President,,Donald J Trump,REP,808,735,70,3
Lancaster,4100 E Drumor,President,,Donald J Trump,REP,1455,1254,187,14
Lancaster,4201 Earl-Mdl,President,,Donald J Trump,REP,904,757,136,11
Lancaster,4202 Earl-NH,President,,Donald J Trump,REP,1246,1065,171,10
Lancaster,4301 E Earl-BB,President,,Donald J Trump,REP,1351,1173,171,7
Lancaster,4302 E Earl-TH,President,,Donald J Trump,REP,901,779,110,12
Lancaster,4401 W Earl-Er,President,,Donald J Trump,REP,872,744,119,9
Lancaster,4402 W Earl-Fr,President,,Donald J Trump,REP,891,746,139,6
Lancaster,4403 W Earl-No,President,,Donald J Trump,REP,781,681,94,6
Lancaster,4500 Eden,President,,Donald J Trump,REP,583,524,56,3
Lancaster,4600 Elizabeth,President,,Donald J Trump,REP,1630,1375,245,10
Lancaster,4701 Eph-Linc,President,,Donald J Trump,REP,1030,879,146,5
Lancaster,4702 Eph-Murr,President,,Donald J Trump,REP,1536,1273,256,7
Lancaster,4703 Eph-TRun,President,,Donald J Trump,REP,722,595,121,6
Lancaster,4800 Fulton,President,,Donald J Trump,REP,983,898,82,3
Lancaster,4901 E Hemp-Bar,President,,Donald J Trump,REP,230,185,44,1
Lancaster,4902 E Hemp-Cnt,President,,Donald J Trump,REP,667,501,159,7
Lancaster,4903 E Hemp-Chr,President,,Donald J Trump,REP,349,298,51,0
Lancaster,4904 E Hemp-Chs,President,,Donald J Trump,REP,706,565,134,7
Lancaster,4905 E Hemp-Fri,President,,Donald J Trump,REP,291,261,28,2
Lancaster,4906 E Hemp-Spr,President,,Donald J Trump,REP,637,510,125,2
Lancaster,4907 E Hemp-Hmp,President,,Donald J Trump,REP,361,313,41,7
Lancaster,4908 E Hemp-Ind,President,,Donald J Trump,REP,562,458,100,4
Lancaster,4909 E Hemp-Kng,President,,Donald J Trump,REP,349,279,67,3
Lancaster,4911 E Hemp-Ldv,President,,Donald J Trump,REP,627,550,69,8
Lancaster,4912 E Hemp-Mil,President,,Donald J Trump,REP,630,521,98,11
Lancaster,4913 E Hemp-Pet,President,,Donald J Trump,REP,778,602,172,4
Lancaster,4914 E Hemp-Ple,President,,Donald J Trump,REP,630,465,152,13
Lancaster,4915 E Hemp-Rhr,President,,Donald J Trump,REP,587,461,120,6
Lancaster,4916 E Hemp-Sct,President,,Donald J Trump,REP,715,575,129,11
Lancaster,5001 W Hemp-Chs,President,,Donald J Trump,REP,824,665,155,4
Lancaster,5002 W Hemp-Frm,President,,Donald J Trump,REP,1118,949,161,8
Lancaster,5003 W Hemp-Irn,President,,Donald J Trump,REP,994,825,159,10
Lancaster,5004 W Hemp-Slv,President,,Donald J Trump,REP,762,682,76,4
Lancaster,5005 W Hemp-Oys,President,,Donald J Trump,REP,864,717,145,2
Lancaster,5006 W Hemp-Hgh,President,,Donald J Trump,REP,511,445,62,4
Lancaster,5007 W Hemp-Sal,President,,Donald J Trump,REP,590,519,70,1
Lancaster,5101 E Lamp-1,President,,Donald J Trump,REP,690,567,117,6
Lancaster,5102 E Lamp-2,President,,Donald J Trump,REP,773,624,144,5
Lancaster,5103 E Lamp-3,President,,Donald J Trump,REP,682,600,79,3
Lancaster,5104 E Lamp-4,President,,Donald J Trump,REP,483,412,65,6
Lancaster,5105 E Lamp-5,President,,Donald J Trump,REP,469,379,84,6
Lancaster,5106 E Lamp-6,President,,Donald J Trump,REP,440,379,58,3
Lancaster,5107 E Lamp-7,President,,Donald J Trump,REP,1012,860,121,31
Lancaster,5108 E Lamp-8,President,,Donald J Trump,REP,573,489,75,9
Lancaster,5201 W Lamp-Lmp,President,,Donald J Trump,REP,891,792,92,7
Lancaster,5202 W Lamp-Lyn,President,,Donald J Trump,REP,810,680,122,8
Lancaster,5203 W Lamp-Wil,President,,Donald J Trump,REP,1011,843,167,1
Lancaster,5204 W Lamp-Loc,President,,Donald J Trump,REP,830,580,241,9
Lancaster,5205 W Lamp-Mil,President,,Donald J Trump,REP,777,624,147,6
Lancaster,5206 W Lamp-Lak,President,,Donald J Trump,REP,588,402,180,6
Lancaster,5207 W Lamp-WHi,President,,Donald J Trump,REP,1194,935,256,3
Lancaster,5301 LncTwp-1,President,,Donald J Trump,REP,127,84,43,0
Lancaster,5302 LncTwp-2,President,,Donald J Trump,REP,181,152,26,3
Lancaster,5303 LncTwp-3,President,,Donald J Trump,REP,260,228,20,12
Lancaster,5304 LncTwp-4,President,,Donald J Trump,REP,421,330,81,10
Lancaster,5305 LncTwp-5,President,,Donald J Trump,REP,315,261,54,0
Lancaster,5306 LncTwp-6,President,,Donald J Trump,REP,296,222,69,5
Lancaster,5307 LncTwp-7,President,,Donald J Trump,REP,258,191,60,7
Lancaster,5308 LncTwp-8,President,,Donald J Trump,REP,643,524,106,13
Lancaster,5309 LncTwp-9,President,,Donald J Trump,REP,631,485,130,16
Lancaster,5400 Leacock,President,,Donald J Trump,REP,1447,1198,220,29
Lancaster,5501 UppLea-Bar,President,,Donald J Trump,REP,930,811,109,10
Lancaster,5502 UppLea-Lea,President,,Donald J Trump,REP,765,627,127,11
Lancaster,5503 UppLea-Leo,President,,Donald J Trump,REP,796,658,122,16
Lancaster,5600 LitBrit,President,,Donald J Trump,REP,1393,1230,153,10
Lancaster,5701 ManTwp-1,President,,Donald J Trump,REP,724,517,198,9
Lancaster,5702 ManTwp-2,President,,Donald J Trump,REP,566,419,139,8
Lancaster,5703 ManTwp-3,President,,Donald J Trump,REP,477,377,96,4
Lancaster,5704 ManTwp-4,President,,Donald J Trump,REP,498,364,134,0
Lancaster,5705 ManTwp-5,President,,Donald J Trump,REP,639,522,106,11
Lancaster,5706 ManTwp-6,President,,Donald J Trump,REP,638,515,119,4
Lancaster,5707 ManTwp-7,President,,Donald J Trump,REP,310,221,83,6
Lancaster,5708 ManTwp-8,President,,Donald J Trump,REP,404,331,71,2
Lancaster,5709 ManTwp-9,President,,Donald J Trump,REP,383,324,54,5
Lancaster,5710 ManTw-10,President,,Donald J Trump,REP,507,395,104,8
Lancaster,5711 ManTw-11,President,,Donald J Trump,REP,273,244,27,2
Lancaster,5712 ManTw-12,President,,Donald J Trump,REP,376,311,63,2
Lancaster,5713 ManTw-13,President,,Donald J Trump,REP,807,641,163,3
Lancaster,5714 ManTw-14,President,,Donald J Trump,REP,382,303,79,0
Lancaster,5715 ManTw-15,President,,Donald J Trump,REP,551,436,108,7
Lancaster,5716 ManTw-16,President,,Donald J Trump,REP,910,671,234,5
Lancaster,5717 ManTw-17,President,,Donald J Trump,REP,465,388,69,8
Lancaster,5718 ManTw-18,President,,Donald J Trump,REP,441,352,85,4
Lancaster,5719 ManTw-19,President,,Donald J Trump,REP,380,308,70,2
Lancaster,5720 ManTw-20,President,,Donald J Trump,REP,687,526,159,2
Lancaster,5721 ManTw-21,President,,Donald J Trump,REP,890,716,170,4
Lancaster,5722 ManTw-22,President,,Donald J Trump,REP,485,395,85,5
Lancaster,5723 ManTw-23,President,,Donald J Trump,REP,706,498,198,10
Lancaster,5800 Manr-Bth,President,,Donald J Trump,REP,375,323,48,4
Lancaster,5801 Manr-Ham,President,,Donald J Trump,REP,845,720,118,7
Lancaster,5802 Manr-Ind,President,,Donald J Trump,REP,655,599,51,5
Lancaster,5803 Manr-Lei,President,,Donald J Trump,REP,1239,1034,190,15
Lancaster,5804 Manr-New,President,,Donald J Trump,REP,982,865,115,2
Lancaster,5805 Manr-Wsh,President,,Donald J Trump,REP,694,610,82,2
Lancaster,5806 Manr-WLn,President,,Donald J Trump,REP,721,586,126,9
Lancaster,5807 Manr-Est,President,,Donald J Trump,REP,1013,830,171,12
Lancaster,5808 Manr-HMi,President,,Donald J Trump,REP,510,420,86,4
Lancaster,5900 Mart-Mar,President,,Donald J Trump,REP,1192,1046,136,10
Lancaster,5901 Mart-Hol,President,,Donald J Trump,REP,925,834,81,10
Lancaster,6001 MtJy-Mil,President,,Donald J Trump,REP,1090,911,174,5
Lancaster,6002 MtJy-Fai,President,,Donald J Trump,REP,893,793,99,1
Lancaster,6003 MtJy-Clv,President,,Donald J Trump,REP,939,803,128,8
Lancaster,6004 MtJy-Her,President,,Donald J Trump,REP,1103,953,144,6
Lancaster,6100 Paradise,President,,Donald J Trump,REP,1643,1431,195,17
Lancaster,6201 Penn-Jun,President,,Donald J Trump,REP,1589,1234,343,12
Lancaster,6202 Penn-SPn,President,,Donald J Trump,REP,1205,943,254,8
Lancaster,6203 Penn-Pnr,President,,Donald J Trump,REP,1099,965,126,8
Lancaster,6300 Peque-WW,President,,Donald J Trump,REP,1384,1167,201,16
Lancaster,6301 Peque-ND,President,,Donald J Trump,REP,828,691,131,6
Lancaster,6400 Prvidn-E,President,,Donald J Trump,REP,1526,1314,200,12
Lancaster,6401 Prvidn-W,President,,Donald J Trump,REP,1261,1071,181,9
Lancaster,6501 Rapho-SH,President,,Donald J Trump,REP,1062,914,137,11
Lancaster,6502 Rapho-ETI,President,,Donald J Trump,REP,891,786,104,1
Lancaster,6503 Rapho-US,President,,Donald J Trump,REP,1224,1059,158,7
Lancaster,6504 Rap-ETII,President,,Donald J Trump,REP,1270,1008,253,9
Lancaster,6505 Rapho-WC,President,,Donald J Trump,REP,745,529,209,7
Lancaster,6600 Sadsbury,President,,Donald J Trump,REP,894,755,130,9
Lancaster,6701 Sali-Cam,President,,Donald J Trump,REP,1038,898,136,4
Lancaster,6702 Sali-Gap,President,,Donald J Trump,REP,909,823,70,16
Lancaster,6703 Sali-Wh,President,,Donald J Trump,REP,1374,1188,171,15
Lancaster,6800 Strasburg,President,,Donald J Trump,REP,1557,1262,287,8
Lancaster,6901 Wwck-Bru,President,,Donald J Trump,REP,820,737,83,0
Lancaster,6902 Wwck-KHi,President,,Donald J Trump,REP,830,683,144,3
Lancaster,6903 Wwck-Rth,President,,Donald J Trump,REP,843,739,94,10
Lancaster,6904 Wwck-Wd,President,,Donald J Trump,REP,573,476,91,6
Lancaster,6905 Wwck-Cly,President,,Donald J Trump,REP,1031,868,156,7
Lancaster,6906 Wwck-HMn,President,,Donald J Trump,REP,577,520,57,0
Lancaster,6908 Wwck-Mil,President,,Donald J Trump,REP,614,524,86,4
Lancaster,6909 Wwck-NwW,President,,Donald J Trump,REP,863,720,137,6
Lancaster,6910 Wwck-Sws,President,,Donald J Trump,REP,929,721,199,9
Lancaster,0100 City 1,President,,Chase Oliver,LIB,2,1,1,0
Lancaster,0201 City 2-1,President,,Chase Oliver,LIB,4,4,0,0
Lancaster,0202 City 2-2,President,,Chase Oliver,LIB,5,4,1,0
Lancaster,0300 City 3,President,,Chase Oliver,LIB,5,4,1,0
Lancaster,0401 City 4-1,President,,Chase Oliver,LIB,2,2,0,0
Lancaster,0402 City 4-2,President,,Chase Oliver,LIB,2,2,0,0
Lancaster,0501 City 5-1,President,,Chase Oliver,LIB,5,5,0,0
Lancaster,0502 City 5-2,President,,Chase Oliver,LIB,3,3,0,0
Lancaster,0503 City 5-3,President,,Chase Oliver,LIB,1,1,0,0
Lancaster,0601 City 6-1,President,,Chase Oliver,LIB,3,2,0,1
Lancaster,0602 City 6-2,President,,Chase Oliver,LIB,4,3,1,0
Lancaster,0603 City 6-3,President,,Chase Oliver,LIB,2,0,1,1
Lancaster,0604 City 6-4,President,,Chase Oliver,LIB,4,4,0,0
Lancaster,0605 City 6-5,President,,Chase Oliver,LIB,5,4,1,0
Lancaster,0606 City 6-6,President,,Chase Oliver,LIB,3,3,0,0
Lancaster,0607 City 6-7,President,,Chase Oliver,LIB,8,4,3,1
Lancaster,0608 City 6-8,President,,Chase Oliver,LIB,2,1,1,0
Lancaster,0701 City 7-1,President,,Chase Oliver,LIB,2,2,0,0
Lancaster,0702 City 7-2,President,,Chase Oliver,LIB,0,0,0,0
Lancaster,0703 City 7-3,President,,Chase Oliver,LIB,4,3,1,0
Lancaster,0704 City 7-4,President,,Chase Oliver,LIB,1,1,0,0
Lancaster,0705 City 7-5,President,,Chase Oliver,LIB,2,2,0,0
Lancaster,0706 City 7-6,President,,Chase Oliver,LIB,3,2,1,0
Lancaster,0707 City 7-7,President,,Chase Oliver,LIB,2,2,0,0
Lancaster,0708-2 CV,President,,Chase Oliver,LIB,4,3,1,0
Lancaster,0708-3 LS,President,,Chase Oliver,LIB,0,0,0,0
Lancaster,0801 City 8-1,President,,Chase Oliver,LIB,0,0,0,0
Lancaster,0802 City 8-2,President,,Chase Oliver,LIB,2,2,0,0
Lancaster,0803 City 8-3,President,,Chase Oliver,LIB,4,4,0,0
Lancaster,0804 City 8-4,President,,Chase Oliver,LIB,6,6,0,0
Lancaster,0805 City 8-5,President,,Chase Oliver,LIB,2,1,1,0
Lancaster,0806 City 8-6,President,,Chase Oliver,LIB,2,2,0,0
Lancaster,0807 City 8-7,President,,Chase Oliver,LIB,4,3,1,0
Lancaster,0808 City 8-8,President,,Chase Oliver,LIB,1,1,0,0
Lancaster,0809 City 8-9,President,,Chase Oliver,LIB,7,6,1,0
Lancaster,0901 City 9-1,President,,Chase Oliver,LIB,11,6,5,0
Lancaster,0902 City 9-2,President,,Chase Oliver,LIB,1,0,1,0
Lancaster,0903 City 9-3,President,,Chase Oliver,LIB,8,6,1,1
Lancaster,0904 City 9-4,President,,Chase Oliver,LIB,5,4,1,0
Lancaster,0905 City 9-5,President,,Chase Oliver,LIB,3,2,1,0
Lancaster,1000 Adamstwn,President,,Chase Oliver,LIB,8,5,3,0
Lancaster,1101 Akron-E,President,,Chase Oliver,LIB,6,5,1,0
Lancaster,1102 Akron-W,President,,Chase Oliver,LIB,9,7,2,0
Lancaster,1200 Christia,President,,Chase Oliver,LIB,0,0,0,0
Lancaster,1301 Columb-1,President,,Chase Oliver,LIB,6,6,0,0
Lancaster,1304 Columb-4,President,,Chase Oliver,LIB,2,1,1,0
Lancaster,1305 Columb-5,President,,Chase Oliver,LIB,2,2,0,0
Lancaster,1306 Columb-6,President,,Chase Oliver,LIB,5,3,1,1
Lancaster,1307 Columb-7,President,,Chase Oliver,LIB,4,4,0,0
Lancaster,1309 Columb-9,President,,Chase Oliver,LIB,3,3,0,0
Lancaster,1400 Denver,President,,Chase Oliver,LIB,15,11,4,0
Lancaster,1500 E Pete-N,President,,Chase Oliver,LIB,6,4,2,0
Lancaster,1501 E Pete-S,President,,Chase Oliver,LIB,6,5,1,0
Lancaster,1502 E Pete-W,President,,Chase Oliver,LIB,2,2,0,0
Lancaster,1601 Etown 1,President,,Chase Oliver,LIB,13,11,2,0
Lancaster,1602 Etown 2,President,,Chase Oliver,LIB,12,9,3,0
Lancaster,1603 Etown 3-1,President,,Chase Oliver,LIB,5,5,0,0
Lancaster,1604 Etown 3-2,President,,Chase Oliver,LIB,9,8,1,0
Lancaster,1605 Etown 3-3,President,,Chase Oliver,LIB,7,6,0,1
Lancaster,1701 Eph-1,President,,Chase Oliver,LIB,18,16,2,0
Lancaster,1702 Eph-2,President,,Chase Oliver,LIB,10,8,2,0
Lancaster,1703 Eph-3,President,,Chase Oliver,LIB,21,16,5,0
Lancaster,1704 Eph-4,President,,Chase Oliver,LIB,2,1,1,0
Lancaster,1801 Litz 1-1,President,,Chase Oliver,LIB,8,6,2,0
Lancaster,1802 Litz 1-2,President,,Chase Oliver,LIB,6,4,2,0
Lancaster,1803 Litz 2-1,President,,Chase Oliver,LIB,9,8,1,0
Lancaster,1804 Litz 2-2,President,,Chase Oliver,LIB,13,9,4,0
Lancaster,1805 Litz 3-1,President,,Chase Oliver,LIB,10,8,2,0
Lancaster,1806 Litz 3-2,President,,Chase Oliver,LIB,11,10,1,0
Lancaster,1901 Mheim B1,President,,Chase Oliver,LIB,12,11,1,0
Lancaster,1902 Mheim B2,President,,Chase Oliver,LIB,11,10,1,0
Lancaster,2001 Mariet-1,President,,Chase Oliver,LIB,7,7,0,0
Lancaster,2002 Mariet-2,President,,Chase Oliver,LIB,4,4,0,0
Lancaster,2101 Mville-1,President,,Chase Oliver,LIB,5,5,0,0
Lancaster,2102 Mville-2,President,,Chase Oliver,LIB,11,11,0,0
Lancaster,2103 Mville-3,President,,Chase Oliver,LIB,4,3,1,0
Lancaster,2104 Mville-4,President,,Chase Oliver,LIB,2,2,0,0
Lancaster,2301 MtJoy-E,President,,Chase Oliver,LIB,8,6,2,0
Lancaster,2302 MtJoy-Fl,President,,Chase Oliver,LIB,11,9,2,0
Lancaster,2303 MtJoy-W,President,,Chase Oliver,LIB,10,8,2,0
Lancaster,2400 Mt-ville,President,,Chase Oliver,LIB,4,4,0,0
Lancaster,2501 N Holld1,President,,Chase Oliver,LIB,5,3,2,0
Lancaster,2502 N Holld2,President,,Chase Oliver,LIB,17,15,2,0
Lancaster,2503 N Holld3,President,,Chase Oliver,LIB,9,8,1,0
Lancaster,2600 Q-ville,President,,Chase Oliver,LIB,10,9,1,0
Lancaster,2701 Strasbg1,President,,Chase Oliver,LIB,4,4,0,0
Lancaster,2703 Strasbg3,President,,Chase Oliver,LIB,9,7,2,0
Lancaster,2800 Terre HI,President,,Chase Oliver,LIB,4,4,0,0
Lancaster,2900 Bart Twp,President,,Chase Oliver,LIB,4,3,1,0
Lancaster,3001 B-nock-B,President,,Chase Oliver,LIB,9,7,2,0
Lancaster,3002 B-nock-M,President,,Chase Oliver,LIB,3,3,0,0
Lancaster,3100 Canarvon,President,,Chase Oliver,LIB,7,7,0,0
Lancaster,3201 Clay T-N,President,,Chase Oliver,LIB,5,4,1,0
Lancaster,3202 Clay T-S,President,,Chase Oliver,LIB,9,8,1,0
Lancaster,3301 E Coc-Smk,President,,Chase Oliver,LIB,9,6,3,0
Lancaster,3302 E Coc-Swrt,President,,Chase Oliver,LIB,7,7,0,0
Lancaster,3303 E Coc-Stv,President,,Chase Oliver,LIB,7,6,1,0
Lancaster,3304 E Coc-Rms,President,,Chase Oliver,LIB,17,12,5,0
Lancaster,3401 W Coc-Rein,President,,Chase Oliver,LIB,13,11,1,1
Lancaster,3402 W Coc-Sch,President,,Chase Oliver,LIB,7,4,2,1
Lancaster,3500 Colerain,President,,Chase Oliver,LIB,6,5,1,0
Lancaster,3600 Conestoga,President,,Chase Oliver,LIB,15,12,3,0
Lancaster,3700 Conoy,President,,Chase Oliver,LIB,12,11,1,0
Lancaster,3801 E Don-May,President,,Chase Oliver,LIB,14,12,2,0
Lancaster,3802 E Don-Spr,President,,Chase Oliver,LIB,12,9,3,0
Lancaster,3803 E Don-MW,President,,Chase Oliver,LIB,6,6,0,0
Lancaster,3901 W Dongl-1,President,,Chase Oliver,LIB,8,6,2,0
Lancaster,3902 W Dongl-2,President,,Chase Oliver,LIB,16,12,4,0
Lancaster,3903 W Dongl-3,President,,Chase Oliver,LIB,10,6,4,0
Lancaster,3904 W Dongl-4,President,,Chase Oliver,LIB,6,5,1,0
Lancaster,4000 Drumore,President,,Chase Oliver,LIB,4,4,0,0
Lancaster,4100 E Drumor,President,,Chase Oliver,LIB,9,4,5,0
Lancaster,4201 Earl-Mdl,President,,Chase Oliver,LIB,4,4,0,0
Lancaster,4202 Earl-NH,President,,Chase Oliver,LIB,9,7,2,0
Lancaster,4301 E Earl-BB,President,,Chase Oliver,LIB,3,3,0,0
Lancaster,4302 E Earl-TH,President,,Chase Oliver,LIB,4,4,0,0
Lancaster,4401 W Earl-Er,President,,Chase Oliver,LIB,7,6,1,0
Lancaster,4402 W Earl-Fr,President,,Chase Oliver,LIB,5,5,0,0
Lancaster,4403 W Earl-No,President,,Chase Oliver,LIB,8,7,1,0
Lancaster,4500 Eden,President,,Chase Oliver,LIB,3,2,1,0
Lancaster,4600 Elizabeth,President,,Chase Oliver,LIB,8,6,2,0
Lancaster,4701 Eph-Linc,President,,Chase Oliver,LIB,15,12,3,0
Lancaster,4702 Eph-Murr,President,,Chase Oliver,LIB,13,11,2,0
Lancaster,4703 Eph-TRun,President,,Chase Oliver,LIB,7,4,3,0
Lancaster,4800 Fulton,President,,Chase Oliver,LIB,6,4,2,0
Lancaster,4901 E Hemp-Bar,President,,Chase Oliver,LIB,2,2,0,0
Lancaster,4902 E Hemp-Cnt,President,,Chase Oliver,LIB,4,4,0,0
Lancaster,4903 E Hemp-Chr,President,,Chase Oliver,LIB,5,5,0,0
Lancaster,4904 E Hemp-Chs,President,,Chase Oliver,LIB,11,8,3,0
Lancaster,4905 E Hemp-Fri,President,,Chase Oliver,LIB,2,2,0,0
Lancaster,4906 E Hemp-Spr,President,,Chase Oliver,LIB,6,4,2,0
Lancaster,4907 E Hemp-Hmp,President,,Chase Oliver,LIB,3,3,0,0
Lancaster,4908 E Hemp-Ind,President,,Chase Oliver,LIB,6,4,2,0
Lancaster,4909 E Hemp-Kng,President,,Chase Oliver,LIB,2,2,0,0
Lancaster,4911 E Hemp-Ldv,President,,Chase Oliver,LIB,11,9,2,0
Lancaster,4912 E Hemp-Mil,President,,Chase Oliver,LIB,9,7,2,0
Lancaster,4913 E Hemp-Pet,President,,Chase Oliver,LIB,6,2,4,0
Lancaster,4914 E Hemp-Ple,President,,Chase Oliver,LIB,2,2,0,0
Lancaster,4915 E Hemp-Rhr,President,,Chase Oliver,LIB,7,6,1,0
Lancaster,4916 E Hemp-Sct,President,,Chase Oliver,LIB,8,8,0,0
Lancaster,5001 W Hemp-Chs,President,,Chase Oliver,LIB,7,5,2,0
Lancaster,5002 W Hemp-Frm,President,,Chase Oliver,LIB,12,7,5,0
Lancaster,5003 W Hemp-Irn,President,,Chase Oliver,LIB,15,12,3,0
Lancaster,5004 W Hemp-Slv,President,,Chase Oliver,LIB,6,5,1,0
Lancaster,5005 W Hemp-Oys,President,,Chase Oliver,LIB,7,7,0,0
Lancaster,5006 W Hemp-Hgh,President,,Chase Oliver,LIB,4,4,0,0
Lancaster,5007 W Hemp-Sal,President,,Chase Oliver,LIB,7,6,1,0
Lancaster,5101 E Lamp-1,President,,Chase Oliver,LIB,11,9,2,0
Lancaster,5102 E Lamp-2,President,,Chase Oliver,LIB,7,4,3,0
Lancaster,5103 E Lamp-3,President,,Chase Oliver,LIB,4,3,1,0
Lancaster,5104 E Lamp-4,President,,Chase Oliver,LIB,7,6,1,0
Lancaster,5105 E Lamp-5,President,,Chase Oliver,LIB,5,5,0,0
Lancaster,5106 E Lamp-6,President,,Chase Oliver,LIB,3,2,1,0
Lancaster,5107 E Lamp-7,President,,Chase Oliver,LIB,11,7,4,0
Lancaster,5108 E Lamp-8,President,,Chase Oliver,LIB,7,6,1,0
Lancaster,5201 W Lamp-Lmp,President,,Chase Oliver,LIB,13,12,1,0
Lancaster,5202 W Lamp-Lyn,President,,Chase Oliver,LIB,5,2,3,0
Lancaster,5203 W Lamp-Wil,President,,Chase Oliver,LIB,12,12,0,0
Lancaster,5204 W Lamp-Loc,President,,Chase Oliver,LIB,5,2,3,0
Lancaster,5205 W Lamp-Mil,President,,Chase Oliver,LIB,11,8,3,0
Lancaster,5206 W Lamp-Lak,President,,Chase Oliver,LIB,7,5,2,0
Lancaster,5207 W Lamp-WHi,President,,Chase Oliver,LIB,15,13,2,0
Lancaster,5301 LncTwp-1,President,,Chase Oliver,LIB,3,3,0,0
Lancaster,5302 LncTwp-2,President,,Chase Oliver,LIB,7,6,1,0
Lancaster,5303 LncTwp-3,President,,Chase Oliver,LIB,8,8,0,0
Lancaster,5304 LncTwp-4,President,,Chase Oliver,LIB,6,5,0,1
Lancaster,5305 LncTwp-5,President,,Chase Oliver,LIB,7,6,1,0
Lancaster,5306 LncTwp-6,President,,Chase Oliver,LIB,9,4,5,0
Lancaster,5307 LncTwp-7,President,,Chase Oliver,LIB,5,4,1,0
Lancaster,5308 LncTwp-8,President,,Chase Oliver,LIB,4,4,0,0
Lancaster,5309 LncTwp-9,President,,Chase Oliver,LIB,7,3,4,0
Lancaster,5400 Leacock,President,,Chase Oliver,LIB,8,8,0,0
Lancaster,5501 UppLea-Bar,President,,Chase Oliver,LIB,18,17,1,0
Lancaster,5502 UppLea-Lea,President,,Chase Oliver,LIB,12,10,2,0
Lancaster,5503 UppLea-Leo,President,,Chase Oliver,LIB,14,11,3,0
Lancaster,5600 LitBrit,President,,Chase Oliver,LIB,10,8,2,0
Lancaster,5701 ManTwp-1,President,,Chase Oliver,LIB,8,8,0,0
Lancaster,5702 ManTwp-2,President,,Chase Oliver,LIB,10,8,2,0
Lancaster,5703 ManTwp-3,President,,Chase Oliver,LIB,6,3,3,0
Lancaster,5704 ManTwp-4,President,,Chase Oliver,LIB,9,7,2,0
Lancaster,5705 ManTwp-5,President,,Chase Oliver,LIB,14,9,5,0
Lancaster,5706 ManTwp-6,President,,Chase Oliver,LIB,3,3,0,0
Lancaster,5707 ManTwp-7,President,,Chase Oliver,LIB,3,3,0,0
Lancaster,5708 ManTwp-8,President,,Chase Oliver,LIB,4,1,3,0
Lancaster,5709 ManTwp-9,President,,Chase Oliver,LIB,4,4,0,0
