county,precinct,office,district,party,candidate,votes,election_day,provisional,absentee
Tioga,General Primary April 23 2024,Registered Voters,,,,26122,,,
Tioga,General Primary April 23 2024,Ballots Cast,,,,6084,4827,2,1255
Tioga,General Primary April 23 2024,Ballots Cast Blank,,,,1,1,0,0
Tioga,General Primary April 23 2024,President,,DEM,Joseph R. Biden Jr.,1071,561,1,509
Tioga,General Primary April 23 2024,President,,DEM,Dean Phillips,117,84,0,33
Tioga,General Primary April 23 2024,President,,DEM,Write-In Totals,111,85,0,26
Tioga,General Primary April 23 2024,President,,DEM,Not Assigned,111,85,0,26
Tioga,General Primary April 23 2024,U.S. Senate,,DEM,Robert P. Casey Jr.,1252,690,1,561
Tioga,General Primary April 23 2024,U.S. Senate,,DEM,Write-In Totals,32,25,0,7
Tioga,General Primary April 23 2024,U.S. Senate,,DEM,Not Assigned,32,25,0,7
Tioga,General Primary April 23 2024,Attorney General,,DEM,Joe Khan,384,213,0,171
Tioga,General Primary April 23 2024,Attorney General,,DEM,Eugene Depasquale,362,208,1,153
Tioga,General Primary April 23 2024,Attorney General,,DEM,Jack Stollsteimer,176,102,0,74
Tioga,General Primary April 23 2024,Attorney General,,DEM,Keir Bradford-grey,149,76,0,73
Tioga,General Primary April 23 2024,Attorney General,,DEM,Jared Solomon,148,81,0,67
Tioga,General Primary April 23 2024,Attorney General,,DEM,Write-In Totals,19,13,0,6
Tioga,General Primary April 23 2024,Attorney General,,DEM,Not Assigned,19,13,0,6
Tioga,General Primary April 23 2024,Auditor General,,DEM,Mark Pinsley,657,381,1,275
Tioga,General Primary April 23 2024,Auditor General,,DEM,Malcolm Kenyatta,531,273,0,258
Tioga,General Primary April 23 2024,Auditor General,,DEM,Write-In Totals,23,17,0,6
Tioga,General Primary April 23 2024,Auditor General,,DEM,Not Assigned,23,17,0,6
Tioga,General Primary April 23 2024,State Treasurer,,DEM,Erin McClelland,738,423,0,315
Tioga,General Primary April 23 2024,State Treasurer,,DEM,Ryan Bizzarro,455,240,1,214
