county,precinct,office,district,party,candidate,votes,provisional,election_day,mail
York,Fawn Grove Borough,Attorney General,,DEM,Eugene Depasquale,62,0,48,14
York,Felton Borough,Attorney General,,DEM,Eugene Depasquale,57,0,44,13
York,Franklintown Borough,Attorney General,,DEM,Eugene Depasquale,100,1,70,29
York,Glen Rock Borough,Attorney General,,DEM,Eugene Depasquale,356,2,257,97
York,Goldsboro Borough,Attorney General,,DEM,Eugene Depasquale,145,1,109,35
York,Hallam Borough,Attorney General,,DEM,Eugene Depasquale,515,9,369,137
York,Hanover Borough 1,Attorney General,,DEM,Eugene Depasquale,696,17,439,240
York,Hanover Borough 2,Attorney General,,DEM,Eugene Depasquale,735,15,423,297
York,Hanover Borough 3,Attorney General,,DEM,Eugene Depasquale,455,9,315,131
York,Hanover Borough 4,Attorney General,,DEM,Eugene Depasquale,441,19,296,126
York,Hanover Borough 5,Attorney General,,DEM,Eugene Depasquale,423,4,295,124
York,Jacobus Borough,Attorney General,,DEM,Eugene Depasquale,341,0,258,83
York,Jefferson Borough,Attorney General,,DEM,Eugene Depasquale,95,2,69,24
York,Lewisberry Borough,Attorney General,,DEM,Eugene Depasquale,54,0,46,8
York,Loganville Borough,Attorney General,,DEM,Eugene Depasquale,276,5,200,71
York,Manchester Borough,Attorney General,,DEM,Eugene Depasquale,468,8,299,161
York,Mount Wolf Borough,Attorney General,,DEM,Eugene Depasquale,304,5,228,71
York,New Freedom Borough,Attorney General,,DEM,Eugene Depasquale,1097,18,662,417
York,New Salem Borough,Attorney General,,DEM,Eugene Depasquale,150,4,100,46
York,North York Borough,Attorney General,,DEM,Eugene Depasquale,434,7,343,84
York,Railroad Borough,Attorney General,,DEM,Eugene Depasquale,31,0,26,5
York,Red Lion Borough 1,Attorney General,,DEM,Eugene Depasquale,255,10,172,73
York,Red Lion Borough 2,Attorney General,,DEM,Eugene Depasquale,365,11,255,99
York,Red Lion Borough 3,Attorney General,,DEM,Eugene Depasquale,375,4,273,98
York,Seven Valleys Borough,Attorney General,,DEM,Eugene Depasquale,67,0,49,18
York,Shrewsbury Borough,Attorney General,,DEM,Eugene Depasquale,751,4,452,295
York,Spring Grove Borough,Attorney General,,DEM,Eugene Depasquale,358,4,253,101
York,Stewartstown Borough,Attorney General,,DEM,Eugene Depasquale,396,3,278,115
York,Wellsville Borough,Attorney General,,DEM,Eugene Depasquale,33,0,33,0
York,West York Borough 1,Attorney General,,DEM,Eugene Depasquale,331,3,243,85
York,West York Borough 2,Attorney General,,DEM,Eugene Depasquale,545,8,429,108
York,Windsor Borough,Attorney General,,DEM,Eugene Depasquale,180,1,140,39
York,Winterstown Borough,Attorney General,,DEM,Eugene Depasquale,74,2,58,14
York,Wrightsville Borough 1,Attorney General,,DEM,Eugene Depasquale,106,1,86,19
York,Wrightsville Borough 2,Attorney General,,DEM,Eugene Depasquale,107,1,79,27
York,Wrightsville Borough 3,Attorney General,,DEM,Eugene Depasquale,145,1,106,38
York,Yoe Borough,Attorney General,,DEM,Eugene Depasquale,142,4,109,29
York,Yorkana Borough,Attorney General,,DEM,Eugene Depasquale,43,1,30,12
York,York Haven Borough,Attorney General,,DEM,Eugene Depasquale,81,0,58,23
York,York City 1,Attorney General,,DEM,Eugene Depasquale,295,2,219,74
York,York City 5,Attorney General,,DEM,Eugene Depasquale,684,46,446,192
York,York City 6,Attorney General,,DEM,Eugene Depasquale,410,28,296,86
York,York City 7,Attorney General,,DEM,Eugene Depasquale,355,13,244,98
York,York City 8,Attorney General,,DEM,Eugene Depasquale,671,27,462,182
York,York City 9-1,Attorney General,,DEM,Eugene Depasquale,446,42,326,78
York,York City 9-2,Attorney General,,DEM,Eugene Depasquale,299,4,238,57
York,York City 11,Attorney General,,DEM,Eugene Depasquale,713,28,516,169
York,York City 12-1,Attorney General,,DEM,Eugene Depasquale,572,53,375,144
York,York City 12-2,Attorney General,,DEM,Eugene Depasquale,337,8,262,67
York,York City 12-3,Attorney General,,DEM,Eugene Depasquale,327,8,237,82
York,York City 12-4,Attorney General,,DEM,Eugene Depasquale,517,12,383,122
York,York City 13,Attorney General,,DEM,Eugene Depasquale,337,5,241,91
York,York City 14-1,Attorney General,,DEM,Eugene Depasquale,383,7,271,105
York,York City 14-2,Attorney General,,DEM,Eugene Depasquale,468,14,313,141
York,York City 14-3,Attorney General,,DEM,Eugene Depasquale,572,9,369,194
York,York City 15,Attorney General,,DEM,Eugene Depasquale,610,11,416,183
York,Carroll Township,Attorney General,,REP,Dave Sunday,2999,33,2342,624
York,Chanceford Township 1,Attorney General,,REP,Dave Sunday,1220,8,1020,192
York,Chanceford Township 2,Attorney General,,REP,Dave Sunday,481,2,433,46
York,Chanceford Township 3,Attorney General,,REP,Dave Sunday,820,7,725,88
York,Codorus Township 1,Attorney General,,REP,Dave Sunday,557,4,479,74
York,Codorus Township 2,Attorney General,,REP,Dave Sunday,655,10,582,63
York,Codorus Township 3,Attorney General,,REP,Dave Sunday,538,6,464,68
York,Conewago Township 1,Attorney General,,REP,Dave Sunday,1991,17,1571,403
York,Conewago Township 2,Attorney General,,REP,Dave Sunday,1049,9,872,168
York,Dover Township 1,Attorney General,,REP,Dave Sunday,2472,18,1960,494
York,Dover Township 2,Attorney General,,REP,Dave Sunday,2709,24,2102,583
York,Dover Township 3,Attorney General,,REP,Dave Sunday,1733,6,1306,421
York,Dover Township 4,Attorney General,,REP,Dave Sunday,1603,28,1181,394
York,East Hopewell Township,Attorney General,,REP,Dave Sunday,1203,5,1044,154
York,East Manchester Township,Attorney General,,REP,Dave Sunday,2845,31,1803,1011
York,Fairview Township 1,Attorney General,,REP,Dave Sunday,1073,8,902,163
York,Fairview Township 2,Attorney General,,REP,Dave Sunday,1711,18,1277,416
York,Fairview Township 3,Attorney General,,REP,Dave Sunday,2655,20,2068,567
York,Fairview Township 4,Attorney General,,REP,Dave Sunday,1543,15,1171,357
York,Fawn Township,Attorney General,,REP,Dave Sunday,1514,27,1275,212
York,Franklin Township,Attorney General,,REP,Dave Sunday,2089,14,1701,374
York,Heidelberg Township,Attorney General,,REP,Dave Sunday,1365,15,1172,178
York,Hellam Township 1,Attorney General,,REP,Dave Sunday,1135,11,883,241
York,Hellam Township 2,Attorney General,,REP,Dave Sunday,1334,15,1059,260
York,Hopewell Township,Attorney General,,REP,Dave Sunday,2698,33,2050,615
York,Jackson Township 1,Attorney General,,REP,Dave Sunday,1716,15,1402,299
York,Jackson Township 2,Attorney General,,REP,Dave Sunday,1710,18,1369,323
York,Lower Chanceford Township 1,Attorney General,,REP,Dave Sunday,439,3,388,48
York,Lower Chanceford Township 2,Attorney General,,REP,Dave Sunday,714,8,630,76
York,Lower Windsor Township 1,Attorney General,,REP,Dave Sunday,504,0,418,86
York,Lower Windsor Township 2,Attorney General,,REP,Dave Sunday,1140,8,937,195
York,Lower Windsor Township 3,Attorney General,,REP,Dave Sunday,1694,19,1459,216
York,Manchester Township 1,Attorney General,,REP,Dave Sunday,583,6,504,73
York,Manchester Township 2,Attorney General,,REP,Dave Sunday,909,12,698,199
York,Manchester Township 3,Attorney General,,REP,Dave Sunday,1283,32,1044,207
York,Manchester Township 4,Attorney General,,REP,Dave Sunday,841,4,657,180
York,Manchester Township 5,Attorney General,,REP,Dave Sunday,1263,6,950,307
York,Manchester Township 6,Attorney General,,REP,Dave Sunday,1325,10,1004,311
York,Manchester Township 7,Attorney General,,REP,Dave Sunday,707,7,508,192
York,Manheim Township,Attorney General,,REP,Dave Sunday,1680,12,1378,290
York,Monaghan Township,Attorney General,,REP,Dave Sunday,1286,13,1088,185
York,Newberry Township 1,Attorney General,,REP,Dave Sunday,2798,27,2191,580
York,Newberry Township 2,Attorney General,,REP,Dave Sunday,1356,22,1128,206
York,Newberry Township 3,Attorney General,,REP,Dave Sunday,1708,21,1399,288
York,North Codorus Township 1,Attorney General,,REP,Dave Sunday,2415,14,2019,382
York,North Codorus Township 2,Attorney General,,REP,Dave Sunday,1482,11,1240,231
York,North Hopewell Township,Attorney General,,REP,Dave Sunday,1299,13,999,287
York,Paradise Township,Attorney General,,REP,Dave Sunday,1792,27,1466,299
York,Peach Bottom Township,Attorney General,,REP,Dave Sunday,2194,16,1925,253
York,Penn Township 1,Attorney General,,REP,Dave Sunday,1408,13,1087,308
York,Penn Township 2,Attorney General,,REP,Dave Sunday,1786,20,1515,251
York,Penn Township 3,Attorney General,,REP,Dave Sunday,938,13,798,127
York,Penn Township 4,Attorney General,,REP,Dave Sunday,2147,5,1778,364
York,Shrewsbury Township 1,Attorney General,,REP,Dave Sunday,1195,13,936,246
York,Shrewsbury Township 2,Attorney General,,REP,Dave Sunday,1744,25,1341,378
York,Springettsbury Township 1,Attorney General,,REP,Dave Sunday,358,7,277,74
York,Springettsbury Township 2,Attorney General,,REP,Dave Sunday,1537,10,1174,353
York,Springettsbury Township 3,Attorney General,,REP,Dave Sunday,1549,24,947,578
York,Springettsbury Township 4,Attorney General,,REP,Dave Sunday,1161,18,753,390
York,Springettsbury Township 5,Attorney General,,REP,Dave Sunday,521,2,405,114
York,Springettsbury Township 6,Attorney General,,REP,Dave Sunday,583,0,444,139
York,Springettsbury Township 7,Attorney General,,REP,Dave Sunday,749,12,567,170
York,Springettsbury Township 8,Attorney General,,REP,Dave Sunday,1315,29,871,415
York,Springfield Township,Attorney General,,REP,Dave Sunday,2275,29,1681,565
York,Spring Garden Township 1,Attorney General,,REP,Dave Sunday,457,2,390,65
York,Spring Garden Township 2,Attorney General,,REP,Dave Sunday,406,4,344,58
York,Spring Garden Township 3,Attorney General,,REP,Dave Sunday,664,9,521,134
York,Spring Garden Township 4,Attorney General,,REP,Dave Sunday,1218,19,823,376
York,Spring Garden Township 5,Attorney General,,REP,Dave Sunday,691,15,546,130
York,Warrington Township,Attorney General,,REP,Dave Sunday,2114,31,1634,449
York,Washington Township,Attorney General,,REP,Dave Sunday,1183,4,998,181
York,West Manchester Township 1,Attorney General,,REP,Dave Sunday,837,6,699,132
York,West Manchester Township 2,Attorney General,,REP,Dave Sunday,1965,13,1590,362
York,West Manchester Township 3,Attorney General,,REP,Dave Sunday,1421,17,1087,317
York,West Manchester Township 4,Attorney General,,REP,Dave Sunday,693,6,595,92
York,West Manchester Township 5,Attorney General,,REP,Dave Sunday,1556,17,1102,437
York,West Manheim Township 1,Attorney General,,REP,Dave Sunday,1268,5,1026,237
York,West Manheim Township 2,Attorney General,,REP,Dave Sunday,1272,17,1062,193
York,West Manheim Township 3,Attorney General,,REP,Dave Sunday,1295,12,1056,227
York,Windsor Township 1,Attorney General,,REP,Dave Sunday,2109,22,1553,534
York,Windsor Township 2,Attorney General,,REP,Dave Sunday,1450,19,1218,213
York,Windsor Township 3,Attorney General,,REP,Dave Sunday,1577,12,1228,337
York,Windsor Township 4,Attorney General,,REP,Dave Sunday,1915,18,1415,482
York,York Township 1-1,Attorney General,,REP,Dave Sunday,735,4,549,182
York,York Township 1-2,Attorney General,,REP,Dave Sunday,368,3,321,44
York,York Township 1-3,Attorney General,,REP,Dave Sunday,1064,8,822,234
York,York Township 2-1,Attorney General,,REP,Dave Sunday,711,6,587,118
York,York Township 2-2,Attorney General,,REP,Dave Sunday,634,7,515,112
York,York Township 2-3,Attorney General,,REP,Dave Sunday,919,6,732,181
York,York Township 3-1,Attorney General,,REP,Dave Sunday,582,4,451,127
York,York Township 3-2,Attorney General,,REP,Dave Sunday,629,2,507,120
York,York Township 3-3,Attorney General,,REP,Dave Sunday,571,4,452,115
York,York Township 4-1,Attorney General,,REP,Dave Sunday,401,5,314,82
York,York Township 4-2,Attorney General,,REP,Dave Sunday,537,6,408,123
York,York Township 4-3,Attorney General,,REP,Dave Sunday,712,6,574,132
York,York Township 5-1,Attorney General,,REP,Dave Sunday,656,11,485,160
York,York Township 5-2,Attorney General,,REP,Dave Sunday,525,9,437,79
York,York Township 5-3,Attorney General,,REP,Dave Sunday,1136,14,858,264
York,Cross Roads Borough,Attorney General,,REP,Dave Sunday,240,3,237,0
York,Dallastown Borough 1,Attorney General,,REP,Dave Sunday,519,8,422,89
York,Dallastown Borough 2,Attorney General,,REP,Dave Sunday,635,12,557,66
York,Delta Borough,Attorney General,,REP,Dave Sunday,250,4,228,18
York,Dillsburg Borough,Attorney General,,REP,Dave Sunday,963,8,805,150
York,Dover Borough,Attorney General,,REP,Dave Sunday,657,6,574,77
York,East Prospect Borough,Attorney General,,REP,Dave Sunday,382,6,345,31
York,Fawn Grove Borough,Attorney General,,REP,Dave Sunday,219,1,194,24
York,Felton Borough,Attorney General,,REP,Dave Sunday,203,0,182,21
York,Franklintown Borough,Attorney General,,REP,Dave Sunday,198,2,187,9
York,Glen Rock Borough,Attorney General,,REP,Dave Sunday,723,3,657,63
York,Goldsboro Borough,Attorney General,,REP,Dave Sunday,382,3,331,48
York,Hallam Borough,Attorney General,,REP,Dave Sunday,788,5,680,103
York,Hanover Borough 1,Attorney General,,REP,Dave Sunday,1073,18,904,151
York,Hanover Borough 2,Attorney General,,REP,Dave Sunday,1402,12,1105,285
York,Hanover Borough 3,Attorney General,,REP,Dave Sunday,805,15,703,87
York,Hanover Borough 4,Attorney General,,REP,Dave Sunday,732,11,613,108
York,Hanover Borough 5,Attorney General,,REP,Dave Sunday,736,5,627,104
York,Jacobus Borough,Attorney General,,REP,Dave Sunday,710,0,624,86
York,Jefferson Borough,Attorney General,,REP,Dave Sunday,274,1,251,22
York,Lewisberry Borough,Attorney General,,REP,Dave Sunday,129,1,113,15
York,Loganville Borough,Attorney General,,REP,Dave Sunday,484,2,420,62
York,Manchester Borough,Attorney General,,REP,Dave Sunday,805,7,680,118
York,Mount Wolf Borough,Attorney General,,REP,Dave Sunday,482,7,426,49
York,New Freedom Borough,Attorney General,,REP,Dave Sunday,1934,18,1536,380
York,New Salem Borough,Attorney General,,REP,Dave Sunday,311,4,268,39
York,North York Borough,Attorney General,,REP,Dave Sunday,308,1,258,49
York,Railroad Borough,Attorney General,,REP,Dave Sunday,74,0,66,8
York,Red Lion Borough 1,Attorney General,,REP,Dave Sunday,440,8,383,49
York,Red Lion Borough 2,Attorney General,,REP,Dave Sunday,637,7,555,75
York,Red Lion Borough 3,Attorney General,,REP,Dave Sunday,764,6,668,90
York,Seven Valleys Borough,Attorney General,,REP,Dave Sunday,190,2,178,10
York,Shrewsbury Borough,Attorney General,,REP,Dave Sunday,1494,1,1230,263
York,Spring Grove Borough,Attorney General,,REP,Dave Sunday,803,2,693,108
York,Stewartstown Borough,Attorney General,,REP,Dave Sunday,856,17,725,114
York,Wellsville Borough,Attorney General,,REP,Dave Sunday,116,0,114,2
York,West York Borough 1,Attorney General,,REP,Dave Sunday,324,0,280,44
York,West York Borough 2,Attorney General,,REP,Dave Sunday,421,4,361,56
York,Windsor Borough,Attorney General,,REP,Dave Sunday,348,0,316,32
York,Winterstown Borough,Attorney General,,REP,Dave Sunday,260,1,231,28
York,Wrightsville Borough 1,Attorney General,,REP,Dave Sunday,216,1,197,18
York,Wrightsville Borough 2,Attorney General,,REP,Dave Sunday,225,1,208,16
York,Wrightsville Borough 3,Attorney General,,REP,Dave Sunday,292,3,251,38
York,Yoe Borough,Attorney General,,REP,Dave Sunday,243,4,214,25
York,Yorkana Borough,Attorney General,,REP,Dave Sunday,90,2,76,12
York,York Haven Borough,Attorney General,,REP,Dave Sunday,191,1,167,23
York,York City 1,Attorney General,,REP,Dave Sunday,144,0,120,24
York,York City 5,Attorney General,,REP,Dave Sunday,264,14,190,60
York,York City 6,Attorney General,,REP,Dave Sunday,132,10,103,19
York,York City 7,Attorney General,,REP,Dave Sunday,136,3,89,44
York,York City 8,Attorney General,,REP,Dave Sunday,185,4,141,40
York,York City 9-1,Attorney General,,REP,Dave Sunday,171,13,126,32
York,York City 9-2,Attorney General,,REP,Dave Sunday,118,5,96,17
York,York City 11,Attorney General,,REP,Dave Sunday,327,16,258,53
York,York City 12-1,Attorney General,,REP,Dave Sunday,215,12,148,55
York,York City 12-2,Attorney General,,REP,Dave Sunday,175,2,145,28
York,York City 12-3,Attorney General,,REP,Dave Sunday,199,4,158,37
York,York City 12-4,Attorney General,,REP,Dave Sunday,278,8,224,46
York,York City 13,Attorney General,,REP,Dave Sunday,143,1,116,26
York,York City 14-1,Attorney General,,REP,Dave Sunday,226,8,189,29
York,York City 14-2,Attorney General,,REP,Dave Sunday,319,10,233,76
York,York City 14-3,Attorney General,,REP,Dave Sunday,442,5,345,92
York,York City 15,Attorney General,,REP,Dave Sunday,259,4,186,69
York,Carroll Township,Attorney General,,LIB,Robert Cowburn,55,1,41,13
York,Chanceford Township 1,Attorney General,,LIB,Robert Cowburn,26,0,22,4
York,Chanceford Township 2,Attorney General,,LIB,Robert Cowburn,3,1,2,0
York,Chanceford Township 3,Attorney General,,LIB,Robert Cowburn,10,0,9,1
York,Codorus Township 1,Attorney General,,LIB,Robert Cowburn,18,0,17,1
York,Codorus Township 2,Attorney General,,LIB,Robert Cowburn,19,0,17,2
York,Codorus Township 3,Attorney General,,LIB,Robert Cowburn,10,1,8,1
York,Conewago Township 1,Attorney General,,LIB,Robert Cowburn,31,0,27,4
York,Conewago Township 2,Attorney General,,LIB,Robert Cowburn,21,1,17,3
York,Dover Township 1,Attorney General,,LIB,Robert Cowburn,59,3,44,12
York,Dover Township 2,Attorney General,,LIB,Robert Cowburn,66,0,55,11
York,Dover Township 3,Attorney General,,LIB,Robert Cowburn,27,1,21,5
York,Dover Township 4,Attorney General,,LIB,Robert Cowburn,28,0,22,6
York,East Hopewell Township,Attorney General,,LIB,Robert Cowburn,28,0,21,7
York,East Manchester Township,Attorney General,,LIB,Robert Cowburn,73,0,54,19
York,Fairview Township 1,Attorney General,,LIB,Robert Cowburn,26,0,24,2
York,Fairview Township 2,Attorney General,,LIB,Robert Cowburn,36,1,31,4
York,Fairview Township 3,Attorney General,,LIB,Robert Cowburn,52,4,40,8
York,Fairview Township 4,Attorney General,,LIB,Robert Cowburn,24,0,17,7
York,Fawn Township,Attorney General,,LIB,Robert Cowburn,43,0,41,2
York,Franklin Township,Attorney General,,LIB,Robert Cowburn,44,0,34,10
York,Heidelberg Township,Attorney General,,LIB,Robert Cowburn,38,0,33,5
York,Hellam Township 1,Attorney General,,LIB,Robert Cowburn,31,0,25,6
York,Hellam Township 2,Attorney General,,LIB,Robert Cowburn,24,0,21,3
York,Hopewell Township,Attorney General,,LIB,Robert Cowburn,67,2,53,12
York,Jackson Township 1,Attorney General,,LIB,Robert Cowburn,21,1,15,5
York,Jackson Township 2,Attorney General,,LIB,Robert Cowburn,37,0,31,6
York,Lower Chanceford Township 1,Attorney General,,LIB,Robert Cowburn,8,0,7,1
York,Lower Chanceford Township 2,Attorney General,,LIB,Robert Cowburn,8,0,8,0
York,Lower Windsor Township 1,Attorney General,,LIB,Robert Cowburn,8,1,5,2
York,Lower Windsor Township 2,Attorney General,,LIB,Robert Cowburn,27,0,26,1
York,Lower Windsor Township 3,Attorney General,,LIB,Robert Cowburn,33,0,29,4
York,Manchester Township 1,Attorney General,,LIB,Robert Cowburn,10,0,9,1
York,Manchester Township 2,Attorney General,,LIB,Robert Cowburn,21,1,16,4
York,Manchester Township 3,Attorney General,,LIB,Robert Cowburn,23,1,18,4
York,Manchester Township 4,Attorney General,,LIB,Robert Cowburn,9,1,5,3
York,Manchester Township 5,Attorney General,,LIB,Robert Cowburn,29,0,25,4
York,Manchester Township 6,Attorney General,,LIB,Robert Cowburn,21,1,15,5
York,Manchester Township 7,Attorney General,,LIB,Robert Cowburn,12,0,9,3
York,Manheim Township,Attorney General,,LIB,Robert Cowburn,36,0,31,5
York,Monaghan Township,Attorney General,,LIB,Robert Cowburn,15,0,12,3
York,Newberry Township 1,Attorney General,,LIB,Robert Cowburn,58,0,45,13
York,Newberry Township 2,Attorney General,,LIB,Robert Cowburn,46,0,37,9
York,Newberry Township 3,Attorney General,,LIB,Robert Cowburn,44,0,40,4
York,North Codorus Township 1,Attorney General,,LIB,Robert Cowburn,55,1,44,10
York,North Codorus Township 2,Attorney General,,LIB,Robert Cowburn,30,0,26,4
York,North Hopewell Township,Attorney General,,LIB,Robert Cowburn,28,0,23,5
York,Paradise Township,Attorney General,,LIB,Robert Cowburn,31,2,27,2
York,Peach Bottom Township,Attorney General,,LIB,Robert Cowburn,54,1,48,5
York,Penn Township 1,Attorney General,,LIB,Robert Cowburn,28,0,19,9
York,Penn Township 2,Attorney General,,LIB,Robert Cowburn,48,0,40,8
York,Penn Township 3,Attorney General,,LIB,Robert Cowburn,30,0,26,4
York,Penn Township 4,Attorney General,,LIB,Robert Cowburn,60,0,49,11
York,Shrewsbury Township 1,Attorney General,,LIB,Robert Cowburn,35,0,29,6
York,Shrewsbury Township 2,Attorney General,,LIB,Robert Cowburn,47,0,41,6
York,Springettsbury Township 1,Attorney General,,LIB,Robert Cowburn,19,0,18,1
York,Springettsbury Township 2,Attorney General,,LIB,Robert Cowburn,33,0,27,6
York,Springettsbury Township 3,Attorney General,,LIB,Robert Cowburn,31,1,23,7
York,Springettsbury Township 4,Attorney General,,LIB,Robert Cowburn,26,0,19,7
York,Springettsbury Township 5,Attorney General,,LIB,Robert Cowburn,14,0,8,6
York,Springettsbury Township 6,Attorney General,,LIB,Robert Cowburn,10,0,9,1
York,Springettsbury Township 7,Attorney General,,LIB,Robert Cowburn,36,1,31,4
York,Springettsbury Township 8,Attorney General,,LIB,Robert Cowburn,25,0,24,1
York,Springfield Township,Attorney General,,LIB,Robert Cowburn,35,2,28,5
York,Spring Garden Township 1,Attorney General,,LIB,Robert Cowburn,16,0,15,1
York,Spring Garden Township 2,Attorney General,,LIB,Robert Cowburn,24,0,24,0
York,Spring Garden Township 3,Attorney General,,LIB,Robert Cowburn,17,0,10,7
York,Spring Garden Township 4,Attorney General,,LIB,Robert Cowburn,23,0,18,5
York,Spring Garden Township 5,Attorney General,,LIB,Robert Cowburn,25,0,23,2
York,Warrington Township,Attorney General,,LIB,Robert Cowburn,28,1,23,4
York,Washington Township,Attorney General,,LIB,Robert Cowburn,11,0,10,1
York,West Manchester Township 1,Attorney General,,LIB,Robert Cowburn,20,0,18,2
York,West Manchester Township 2,Attorney General,,LIB,Robert Cowburn,37,1,29,7
York,West Manchester Township 3,Attorney General,,LIB,Robert Cowburn,28,1,22,5
York,West Manchester Township 4,Attorney General,,LIB,Robert Cowburn,25,0,23,2
York,West Manchester Township 5,Attorney General,,LIB,Robert Cowburn,36,1,25,10
York,West Manheim Township 1,Attorney General,,LIB,Robert Cowburn,26,0,20,6
York,West Manheim Township 2,Attorney General,,LIB,Robert Cowburn,32,1,28,3
York,West Manheim Township 3,Attorney General,,LIB,Robert Cowburn,37,0,26,11
York,Windsor Township 1,Attorney General,,LIB,Robert Cowburn,46,0,35,11
York,Windsor Township 2,Attorney General,,LIB,Robert Cowburn,33,1,30,2
York,Windsor Township 3,Attorney General,,LIB,Robert Cowburn,42,1,36,5
York,Windsor Township 4,Attorney General,,LIB,Robert Cowburn,32,1,29,2
York,York Township 1-1,Attorney General,,LIB,Robert Cowburn,14,0,13,1
York,York Township 1-2,Attorney General,,LIB,Robert Cowburn,15,0,12,3
York,York Township 1-3,Attorney General,,LIB,Robert Cowburn,28,0,21,7
York,York Township 2-1,Attorney General,,LIB,Robert Cowburn,16,0,12,4
York,York Township 2-2,Attorney General,,LIB,Robert Cowburn,13,0,11,2
York,York Township 2-3,Attorney General,,LIB,Robert Cowburn,29,1,26,2
York,York Township 3-1,Attorney General,,LIB,Robert Cowburn,15,0,15,0
York,York Township 3-2,Attorney General,,LIB,Robert Cowburn,9,0,7,2
York,York Township 3-3,Attorney General,,LIB,Robert Cowburn,13,0,11,2
York,York Township 4-1,Attorney General,,LIB,Robert Cowburn,19,0,17,2
York,York Township 4-2,Attorney General,,LIB,Robert Cowburn,11,0,10,1
York,York Township 4-3,Attorney General,,LIB,Robert Cowburn,16,0,11,5
York,York Township 5-1,Attorney General,,LIB,Robert Cowburn,17,0,15,2
York,York Township 5-2,Attorney General,,LIB,Robert Cowburn,21,0,18,3
York,York Township 5-3,Attorney General,,LIB,Robert Cowburn,26,0,20,6
York,Cross Roads Borough,Attorney General,,LIB,Robert Cowburn,5,0,5,0
York,Dallastown Borough 1,Attorney General,,LIB,Robert Cowburn,21,0,16,5
York,Dallastown Borough 2,Attorney General,,LIB,Robert Cowburn,29,1,25,3
York,Delta Borough,Attorney General,,LIB,Robert Cowburn,15,0,14,1
York,Dillsburg Borough,Attorney General,,LIB,Robert Cowburn,29,0,26,3
York,Dover Borough,Attorney General,,LIB,Robert Cowburn,23,1,21,1
York,East Prospect Borough,Attorney General,,LIB,Robert Cowburn,7,0,6,1
York,Fawn Grove Borough,Attorney General,,LIB,Robert Cowburn,5,0,5,0
York,Felton Borough,Attorney General,,LIB,Robert Cowburn,6,0,5,1
York,Franklintown Borough,Attorney General,,LIB,Robert Cowburn,5,0,5,0
York,Glen Rock Borough,Attorney General,,LIB,Robert Cowburn,35,0,33,2
York,Goldsboro Borough,Attorney General,,LIB,Robert Cowburn,8,0,7,1
York,Hallam Borough,Attorney General,,LIB,Robert Cowburn,29,2,25,2
York,Hanover Borough 1,Attorney General,,LIB,Robert Cowburn,33,0,30,3
York,Hanover Borough 2,Attorney General,,LIB,Robert Cowburn,32,2,30,0
York,Hanover Borough 3,Attorney General,,LIB,Robert Cowburn,22,0,20,2
York,Hanover Borough 4,Attorney General,,LIB,Robert Cowburn,13,0,13,0
York,Hanover Borough 5,Attorney General,,LIB,Robert Cowburn,24,0,18,6
York,Jacobus Borough,Attorney General,,LIB,Robert Cowburn,24,0,19,5
York,Jefferson Borough,Attorney General,,LIB,Robert Cowburn,6,0,6,0
York,Lewisberry Borough,Attorney General,,LIB,Robert Cowburn,6,0,5,1
York,Loganville Borough,Attorney General,,LIB,Robert Cowburn,24,0,20,4
York,Manchester Borough,Attorney General,,LIB,Robert Cowburn,17,1,15,1
York,Mount Wolf Borough,Attorney General,,LIB,Robert Cowburn,12,0,12,0
York,New Freedom Borough,Attorney General,,LIB,Robert Cowburn,69,1,59,9
York,New Salem Borough,Attorney General,,LIB,Robert Cowburn,3,0,3,0
York,North York Borough,Attorney General,,LIB,Robert Cowburn,24,0,22,2
York,Railroad Borough,Attorney General,,LIB,Robert Cowburn,1,0,1,0
York,Red Lion Borough 1,Attorney General,,LIB,Robert Cowburn,15,0,12,3
York,Red Lion Borough 2,Attorney General,,LIB,Robert Cowburn,35,0,33,2
York,Red Lion Borough 3,Attorney General,,LIB,Robert Cowburn,30,0,26,4
York,Seven Valleys Borough,Attorney General,,LIB,Robert Cowburn,3,0,3,0
York,Shrewsbury Borough,Attorney General,,LIB,Robert Cowburn,35,0,25,10
York,Spring Grove Borough,Attorney General,,LIB,Robert Cowburn,23,1,19,3
York,Stewartstown Borough,Attorney General,,LIB,Robert Cowburn,27,0,25,2
York,Wellsville Borough,Attorney General,,LIB,Robert Cowburn,2,0,2,0
York,West York Borough 1,Attorney General,,LIB,Robert Cowburn,12,0,11,1
York,West York Borough 2,Attorney General,,LIB,Robert Cowburn,16,1,14,1
York,Windsor Borough,Attorney General,,LIB,Robert Cowburn,15,0,12,3
York,Winterstown Borough,Attorney General,,LIB,Robert Cowburn,8,0,6,2
York,Wrightsville Borough 1,Attorney General,,LIB,Robert Cowburn,12,1,10,1
York,Wrightsville Borough 2,Attorney General,,LIB,Robert Cowburn,10,1,9,0
York,Wrightsville Borough 3,Attorney General,,LIB,Robert Cowburn,6,0,6,0
York,Yoe Borough,Attorney General,,LIB,Robert Cowburn,12,0,11,1
York,Yorkana Borough,Attorney General,,LIB,Robert Cowburn,5,0,5,0
York,York Haven Borough,Attorney General,,LIB,Robert Cowburn,9,0,9,0
York,York City 1,Attorney General,,LIB,Robert Cowburn,7,0,7,0
