county,precinct,office,district,party,candidate,votes,mail,election_day,provisional
Delaware,UPPER DARBY TWP DISTRICT 06 PRECINCT 12,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,UPPER DARBY TWP DISTRICT 07 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,UPPER DARBY TWP DISTRICT 07 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,UPPER DARBY TWP DISTRICT 07 PRECINCT 03,Attorney General,,FWD,Eric L. Settle,2,1,1,0
Delaware,UPPER DARBY TWP DISTRICT 07 PRECINCT 04,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,UPPER DARBY TWP DISTRICT 07 PRECINCT 05,Attorney General,,FWD,Eric L. Settle,2,1,1,0
Delaware,UPPER DARBY TWP DISTRICT 07 PRECINCT 06,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,UPPER DARBY TWP DISTRICT 07 PRECINCT 07,Attorney General,,FWD,Eric L. Settle,1,0,1,0
Delaware,UPPER DARBY TWP DISTRICT 07 PRECINCT 08,Attorney General,,FWD,Eric L. Settle,1,1,0,0
Delaware,UPPER DARBY TWP DISTRICT 07 PRECINCT 09,Attorney General,,FWD,Eric L. Settle,2,1,1,0
Delaware,UPPER DARBY TWP DISTRICT 07 PRECINCT 10,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,UPPER DARBY TWP DISTRICT 07 PRECINCT 11,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,EAST LANSDOWNE BOR PRECINCT EASTERN,Attorney General,,FWD,Eric L. Settle,1,0,1,0
Delaware,EAST LANSDOWNE BOR PRECINCT WESTERN,Attorney General,,FWD,Eric L. Settle,3,3,0,0
Delaware,EDDYSTONE BOR PRECINCT NORTHERN,Attorney General,,FWD,Eric L. Settle,1,0,1,0
Delaware,EDDYSTONE BOR PRECINCT SOUTHERN,Attorney General,,FWD,Eric L. Settle,1,0,1,0
Delaware,EDGMONT TWP PRECINCT 01,Attorney General,,FWD,Eric L. Settle,5,2,3,0
Delaware,EDGMONT TWP PRECINCT 02,Attorney General,,FWD,Eric L. Settle,5,3,2,0
Delaware,FOLCROFT BOR PRECINCT 01,Attorney General,,FWD,Eric L. Settle,2,1,1,0
Delaware,FOLCROFT BOR PRECINCT 02,Attorney General,,FWD,Eric L. Settle,1,0,1,0
Delaware,FOLCROFT BOR PRECINCT 03,Attorney General,,FWD,Eric L. Settle,4,0,3,1
Delaware,FOLCROFT BOR PRECINCT 04,Attorney General,,FWD,Eric L. Settle,1,0,0,1
Delaware,FOLCROFT BOR PRECINCT 05,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,GLENOLDEN BOR PRECINCT 01,Attorney General,,FWD,Eric L. Settle,2,0,2,0
Delaware,GLENOLDEN BOR PRECINCT 02,Attorney General,,FWD,Eric L. Settle,2,2,0,0
Delaware,GLENOLDEN BOR PRECINCT 03,Attorney General,,FWD,Eric L. Settle,2,0,1,1
Delaware,GLENOLDEN BOR PRECINCT 04,Attorney General,,FWD,Eric L. Settle,5,2,3,0
Delaware,GLENOLDEN BOR PRECINCT 05,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,GLENOLDEN BOR PRECINCT 06,Attorney General,,FWD,Eric L. Settle,3,2,1,0
Delaware,HAVERFORD TWP WD 01 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,HAVERFORD TWP WD 01 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,2,1,1,0
Delaware,HAVERFORD TWP WD 01 PRECINCT 03,Attorney General,,FWD,Eric L. Settle,3,2,1,0
Delaware,HAVERFORD TWP WD 01 PRECINCT 04,Attorney General,,FWD,Eric L. Settle,3,2,1,0
Delaware,HAVERFORD TWP WD 02 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,1,0,1,0
Delaware,HAVERFORD TWP WD 02 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,1,0,1,0
Delaware,HAVERFORD TWP WD 02 PRECINCT 03,Attorney General,,FWD,Eric L. Settle,3,1,2,0
Delaware,HAVERFORD TWP WD 02 PRECINCT 04,Attorney General,,FWD,Eric L. Settle,3,0,3,0
Delaware,HAVERFORD TWP WD 03 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,3,1,2,0
Delaware,HAVERFORD TWP WD 03 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,1,1,0,0
Delaware,HAVERFORD TWP WD 03 PRECINCT 03,Attorney General,,FWD,Eric L. Settle,3,0,3,0
Delaware,HAVERFORD TWP WD 03 PRECINCT 04,Attorney General,,FWD,Eric L. Settle,6,3,3,0
Delaware,HAVERFORD TWP WD 04 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,4,3,1,0
Delaware,HAVERFORD TWP WD 04 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,7,3,4,0
Delaware,HAVERFORD TWP WD 04 PRECINCT 03,Attorney General,,FWD,Eric L. Settle,4,1,3,0
Delaware,HAVERFORD TWP WD 04 PRECINCT 04,Attorney General,,FWD,Eric L. Settle,4,2,2,0
Delaware,HAVERFORD TWP WD 05 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,2,1,1,0
Delaware,HAVERFORD TWP WD 05 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,2,2,0,0
Delaware,HAVERFORD TWP WD 05 PRECINCT 03,Attorney General,,FWD,Eric L. Settle,8,0,8,0
Delaware,HAVERFORD TWP WD 05 PRECINCT 04,Attorney General,,FWD,Eric L. Settle,3,1,2,0
Delaware,HAVERFORD TWP WD 06 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,4,1,3,0
Delaware,HAVERFORD TWP WD 06 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,4,2,2,0
Delaware,HAVERFORD TWP WD 06 PRECINCT 03,Attorney General,,FWD,Eric L. Settle,5,3,2,0
Delaware,HAVERFORD TWP WD 06 PRECINCT 04,Attorney General,,FWD,Eric L. Settle,3,2,1,0
Delaware,HAVERFORD TWP WD 07 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,7,4,3,0
Delaware,HAVERFORD TWP WD 07 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,4,1,2,1
Delaware,HAVERFORD TWP WD 07 PRECINCT 03,Attorney General,,FWD,Eric L. Settle,6,1,5,0
Delaware,HAVERFORD TWP WD 07 PRECINCT 04,Attorney General,,FWD,Eric L. Settle,3,1,2,0
Delaware,HAVERFORD TWP WD 08 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,5,3,2,0
Delaware,HAVERFORD TWP WD 08 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,4,0,4,0
Delaware,HAVERFORD TWP WD 08 PRECINCT 03,Attorney General,,FWD,Eric L. Settle,6,2,4,0
Delaware,HAVERFORD TWP WD 08 PRECINCT 04,Attorney General,,FWD,Eric L. Settle,3,0,3,0
Delaware,HAVERFORD TWP WD 09 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,2,1,1,0
Delaware,HAVERFORD TWP WD 09 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,6,3,3,0
Delaware,HAVERFORD TWP WD 09 PRECINCT 03,Attorney General,,FWD,Eric L. Settle,4,1,3,0
Delaware,HAVERFORD TWP WD 09 PRECINCT 04,Attorney General,,FWD,Eric L. Settle,1,0,1,0
Delaware,LANSDOWNE BOR PRECINCT 01,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,LANSDOWNE BOR PRECINCT 02,Attorney General,,FWD,Eric L. Settle,6,4,2,0
Delaware,LANSDOWNE BOR PRECINCT 03,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,LANSDOWNE BOR PRECINCT 04,Attorney General,,FWD,Eric L. Settle,2,0,2,0
Delaware,LANSDOWNE BOR PRECINCT 05,Attorney General,,FWD,Eric L. Settle,6,1,4,1
Delaware,LANSDOWNE BOR PRECINCT 06,Attorney General,,FWD,Eric L. Settle,3,0,3,0
Delaware,LANSDOWNE BOR PRECINCT 07,Attorney General,,FWD,Eric L. Settle,2,0,2,0
Delaware,LANSDOWNE BOR PRECINCT 08,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,LANSDOWNE BOR PRECINCT 09,Attorney General,,FWD,Eric L. Settle,2,1,1,0
Delaware,LANSDOWNE BOR PRECINCT 10,Attorney General,,FWD,Eric L. Settle,2,0,2,0
Delaware,LANSDOWNE BOR PRECINCT 11,Attorney General,,FWD,Eric L. Settle,1,0,1,0
Delaware,MARCUS HOOK BOR PRECINCT 01,Attorney General,,FWD,Eric L. Settle,2,0,2,0
Delaware,MARCUS HOOK BOR PRECINCT 02,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,MARCUS HOOK BOR PRECINCT 03,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,MARCUS HOOK BOR PRECINCT 04,Attorney General,,FWD,Eric L. Settle,2,0,2,0
Delaware,MARPLE TWP WD 01 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,1,0,1,0
Delaware,MARPLE TWP WD 01 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,1,0,1,0
Delaware,MARPLE TWP WD 01 PRECINCT 03,Attorney General,,FWD,Eric L. Settle,4,1,2,1
Delaware,MARPLE TWP WD 02 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,5,2,3,0
Delaware,MARPLE TWP WD 02 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,2,2,0,0
Delaware,MARPLE TWP WD 02 PRECINCT 03,Attorney General,,FWD,Eric L. Settle,2,1,1,0
Delaware,MARPLE TWP WD 03 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,1,0,1,0
Delaware,MARPLE TWP WD 03 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,1,0,1,0
Delaware,MARPLE TWP WD 03 PRECINCT 03,Attorney General,,FWD,Eric L. Settle,1,1,0,0
Delaware,MARPLE TWP WD 04 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,MARPLE TWP WD 04 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,MARPLE TWP WD 04 PRECINCT 03,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,MARPLE TWP WD 05 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,3,0,3,0
Delaware,MARPLE TWP WD 05 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,3,0,3,0
Delaware,MARPLE TWP WD 05 PRECINCT 03,Attorney General,,FWD,Eric L. Settle,2,1,1,0
Delaware,MARPLE TWP WD 06 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,2,0,2,0
Delaware,MARPLE TWP WD 06 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,2,2,0,0
Delaware,MARPLE TWP WD 06 PRECINCT 03,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,MARPLE TWP WD 07 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,4,2,2,0
Delaware,MARPLE TWP WD 07 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,8,5,3,0
Delaware,MARPLE TWP WD 07 PRECINCT 03,Attorney General,,FWD,Eric L. Settle,1,0,1,0
Delaware,MEDIA BOR PRECINCT EASTERN,Attorney General,,FWD,Eric L. Settle,3,0,3,0
Delaware,MEDIA BOR PRECINCT NORTHERN,Attorney General,,FWD,Eric L. Settle,4,1,3,0
Delaware,MEDIA BOR PRECINCT SOUTHERN,Attorney General,,FWD,Eric L. Settle,2,0,2,0
Delaware,MEDIA BOR PRECINCT WESTERN,Attorney General,,FWD,Eric L. Settle,5,2,3,0
Delaware,MIDDLETOWN TWP DISTRICT 01 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,2,2,0,0
Delaware,MIDDLETOWN TWP DISTRICT 01 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,4,0,4,0
Delaware,MIDDLETOWN TWP DISTRICT 01 PRECINCT 03,Attorney General,,FWD,Eric L. Settle,2,1,1,0
Delaware,MIDDLETOWN TWP DISTRICT 02 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,1,1,0,0
Delaware,MIDDLETOWN TWP DISTRICT 02 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,3,1,2,0
Delaware,MIDDLETOWN TWP DISTRICT 02 PRECINCT 03,Attorney General,,FWD,Eric L. Settle,4,2,2,0
Delaware,MIDDLETOWN TWP DISTRICT 03 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,1,1,0,0
Delaware,MIDDLETOWN TWP DISTRICT 03 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,4,0,4,0
Delaware,MIDDLETOWN TWP DISTRICT 03 PRECINCT 03,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,MIDDLETOWN TWP DISTRICT 04 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,3,2,1,0
Delaware,MIDDLETOWN TWP DISTRICT 04 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,MIDDLETOWN TWP DISTRICT 04 PRECINCT 03,Attorney General,,FWD,Eric L. Settle,4,4,0,0
Delaware,MILLBOURNE BOR,Attorney General,,FWD,Eric L. Settle,3,1,2,0
Delaware,MORTON BOR,Attorney General,,FWD,Eric L. Settle,1,1,0,0
Delaware,NEWTOWN TWP PRECINCT 01,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,NEWTOWN TWP PRECINCT 02,Attorney General,,FWD,Eric L. Settle,2,1,1,0
Delaware,NEWTOWN TWP PRECINCT 03,Attorney General,,FWD,Eric L. Settle,2,1,1,0
Delaware,NEWTOWN TWP PRECINCT 04,Attorney General,,FWD,Eric L. Settle,3,0,3,0
Delaware,NEWTOWN TWP PRECINCT 05,Attorney General,,FWD,Eric L. Settle,14,3,11,0
Delaware,NEWTOWN TWP PRECINCT 06,Attorney General,,FWD,Eric L. Settle,1,1,0,0
Delaware,NEWTOWN TWP PRECINCT 07,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,NEWTOWN TWP PRECINCT 08,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,NORWOOD BOR PRECINCT 01,Attorney General,,FWD,Eric L. Settle,2,0,1,1
Delaware,NORWOOD BOR PRECINCT 02,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,NORWOOD BOR PRECINCT 03,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,NORWOOD BOR PRECINCT 04,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,NORWOOD BOR PRECINCT 05,Attorney General,,FWD,Eric L. Settle,1,0,1,0
Delaware,NORWOOD BOR PRECINCT 06,Attorney General,,FWD,Eric L. Settle,2,0,2,0
Delaware,NORWOOD BOR PRECINCT 07,Attorney General,,FWD,Eric L. Settle,1,0,1,0
Delaware,NORWOOD BOR PRECINCT 08,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,PARKSIDE BOR,Attorney General,,FWD,Eric L. Settle,3,1,2,0
Delaware,PROSPECT PARK BOR PRECINCT 01,Attorney General,,FWD,Eric L. Settle,1,0,1,0
Delaware,PROSPECT PARK BOR PRECINCT 02,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,PROSPECT PARK BOR PRECINCT 03,Attorney General,,FWD,Eric L. Settle,2,0,2,0
Delaware,PROSPECT PARK BOR PRECINCT 04,Attorney General,,FWD,Eric L. Settle,1,1,0,0
Delaware,PROSPECT PARK BOR PRECINCT 05,Attorney General,,FWD,Eric L. Settle,3,1,2,0
Delaware,NETHER PROVIDENCE TWP WD 01 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,NETHER PROVIDENCE TWP WD 01 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,3,2,1,0
Delaware,NETHER PROVIDENCE TWP WD 02 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,2,0,2,0
Delaware,NETHER PROVIDENCE TWP WD 02 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,NETHER PROVIDENCE TWP WD 03,Attorney General,,FWD,Eric L. Settle,7,2,5,0
Delaware,NETHER PROVIDENCE TWP WD 04 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,1,0,1,0
Delaware,NETHER PROVIDENCE TWP WD 04 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,3,2,1,0
Delaware,NETHER PROVIDENCE TWP WD 05 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,1,0,1,0
Delaware,NETHER PROVIDENCE TWP WD 05 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,NETHER PROVIDENCE TWP WD 06 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,NETHER PROVIDENCE TWP WD 06 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,1,1,0,0
Delaware,NETHER PROVIDENCE TWP WD 07 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,NETHER PROVIDENCE TWP WD 07 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,2,0,2,0
Delaware,UPPER PROVIDENCE TWP DISTRICT 01,Attorney General,,FWD,Eric L. Settle,6,5,1,0
Delaware,UPPER PROVIDENCE TWP DISTRICT 02,Attorney General,,FWD,Eric L. Settle,9,4,5,0
Delaware,UPPER PROVIDENCE TWP DISTRICT 03,Attorney General,,FWD,Eric L. Settle,2,0,1,1
Delaware,UPPER PROVIDENCE TWP DISTRICT 04,Attorney General,,FWD,Eric L. Settle,5,2,3,0
Delaware,UPPER PROVIDENCE TWP DISTRICT 05,Attorney General,,FWD,Eric L. Settle,9,3,6,0
Delaware,RADNOR TWP WD 01 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,3,1,2,0
Delaware,RADNOR TWP WD 01 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,3,0,3,0
Delaware,RADNOR TWP WD 02 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,2,0,2,0
Delaware,RADNOR TWP WD 02 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,9,0,9,0
Delaware,RADNOR TWP WD 03 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,6,0,6,0
Delaware,RADNOR TWP WD 03 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,4,1,3,0
Delaware,RADNOR TWP WD 04 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,2,1,1,0
Delaware,RADNOR TWP WD 04 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,18,8,9,1
Delaware,RADNOR TWP WD 05 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,3,2,1,0
Delaware,RADNOR TWP WD 05 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,7,4,3,0
Delaware,RADNOR TWP WD 06 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,7,3,4,0
Delaware,RADNOR TWP WD 06 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,8,3,5,0
Delaware,RADNOR TWP WD 07 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,5,2,3,0
Delaware,RADNOR TWP WD 07 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,3,2,1,0
Delaware,RADNOR TWP WD 07 PRECINCT 03,Attorney General,,FWD,Eric L. Settle,8,0,8,0
Delaware,RIDLEY PARK BOR PRECINCT 01,Attorney General,,FWD,Eric L. Settle,3,0,3,0
Delaware,RIDLEY PARK BOR PRECINCT 02,Attorney General,,FWD,Eric L. Settle,4,2,2,0
Delaware,RIDLEY PARK BOR PRECINCT 03,Attorney General,,FWD,Eric L. Settle,2,0,2,0
Delaware,RIDLEY PARK BOR PRECINCT 04,Attorney General,,FWD,Eric L. Settle,4,1,3,0
Delaware,RIDLEY TWP WD 01 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,RIDLEY TWP WD 01 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,RIDLEY TWP WD 01 PRECINCT 03,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,RIDLEY TWP WD 02 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,1,0,1,0
Delaware,RIDLEY TWP WD 02 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,1,0,1,0
Delaware,RIDLEY TWP WD 02 PRECINCT 03,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,RIDLEY TWP WD 03 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,2,0,2,0
Delaware,RIDLEY TWP WD 03 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,5,1,4,0
Delaware,RIDLEY TWP WD 04 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,3,0,2,1
Delaware,RIDLEY TWP WD 04 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,RIDLEY TWP WD 05 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,RIDLEY TWP WD 05 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,2,0,2,0
Delaware,RIDLEY TWP WD 06 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,3,1,2,0
Delaware,RIDLEY TWP WD 06 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,1,0,1,0
Delaware,RIDLEY TWP WD 07 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,6,0,6,0
Delaware,RIDLEY TWP WD 07 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,2,0,2,0
Delaware,RIDLEY TWP WD 08 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,2,0,2,0
Delaware,RIDLEY TWP WD 08 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,5,1,4,0
Delaware,RIDLEY TWP WD 09 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,4,3,1,0
Delaware,RIDLEY TWP WD 09 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,2,2,0,0
Delaware,ROSE VALLEY BOR,Attorney General,,FWD,Eric L. Settle,1,1,0,0
Delaware,RUTLEDGE BOR,Attorney General,,FWD,Eric L. Settle,1,0,1,0
Delaware,SHARON HILL BOR PRECINCT 01,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,SHARON HILL BOR PRECINCT 02,Attorney General,,FWD,Eric L. Settle,2,0,2,0
Delaware,SHARON HILL BOR PRECINCT 03,Attorney General,,FWD,Eric L. Settle,7,3,4,0
Delaware,SHARON HILL BOR PRECINCT 04,Attorney General,,FWD,Eric L. Settle,1,0,1,0
Delaware,SPRINGFIELD TWP WD 01 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,2,1,1,0
Delaware,SPRINGFIELD TWP WD 01 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,2,0,2,0
Delaware,SPRINGFIELD TWP WD 01 PRECINCT 03,Attorney General,,FWD,Eric L. Settle,4,1,3,0
Delaware,SPRINGFIELD TWP WD 02 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,5,4,1,0
Delaware,SPRINGFIELD TWP WD 02 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,2,1,1,0
Delaware,SPRINGFIELD TWP WD 02 PRECINCT 03,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,SPRINGFIELD TWP WD 03 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,1,0,1,0
Delaware,SPRINGFIELD TWP WD 03 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,3,0,3,0
Delaware,SPRINGFIELD TWP WD 03 PRECINCT 03,Attorney General,,FWD,Eric L. Settle,1,1,0,0
Delaware,SPRINGFIELD TWP WD 04 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,3,3,0,0
Delaware,SPRINGFIELD TWP WD 04 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,SPRINGFIELD TWP WD 04 PRECINCT 03,Attorney General,,FWD,Eric L. Settle,2,1,1,0
Delaware,SPRINGFIELD TWP WD 05 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,2,1,1,0
Delaware,SPRINGFIELD TWP WD 05 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,1,0,1,0
Delaware,SPRINGFIELD TWP WD 05 PRECINCT 03,Attorney General,,FWD,Eric L. Settle,1,0,1,0
Delaware,SPRINGFIELD TWP WD 06 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,SPRINGFIELD TWP WD 06 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,1,1,0,0
Delaware,SPRINGFIELD TWP WD 06 PRECINCT 03,Attorney General,,FWD,Eric L. Settle,2,0,2,0
Delaware,SPRINGFIELD TWP WD 06 PRECINCT 04,Attorney General,,FWD,Eric L. Settle,2,0,2,0
Delaware,SPRINGFIELD TWP WD 07 PRECINCT 01,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,SPRINGFIELD TWP WD 07 PRECINCT 02,Attorney General,,FWD,Eric L. Settle,3,0,3,0
Delaware,SPRINGFIELD TWP WD 07 PRECINCT 03,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,SWARTHMORE BOR PRECINCT EASTERN,Attorney General,,FWD,Eric L. Settle,2,1,1,0
Delaware,SWARTHMORE BOR PRECINCT NORTHERN,Attorney General,,FWD,Eric L. Settle,6,3,3,0
Delaware,SWARTHMORE BOR PRECINCT WESTERN,Attorney General,,FWD,Eric L. Settle,3,2,1,0
Delaware,THORNBURY TWP PRECINCT 01,Attorney General,,FWD,Eric L. Settle,2,1,1,0
Delaware,THORNBURY TWP PRECINCT 02,Attorney General,,FWD,Eric L. Settle,1,0,1,0
Delaware,THORNBURY TWP PRECINCT 03,Attorney General,,FWD,Eric L. Settle,4,2,2,0
Delaware,THORNBURY TWP PRECINCT 04,Attorney General,,FWD,Eric L. Settle,3,0,3,0
Delaware,THORNBURY TWP PRECINCT 05,Attorney General,,FWD,Eric L. Settle,1,0,0,1
Delaware,TINICUM TWP WD 01,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,TINICUM TWP WD 02,Attorney General,,FWD,Eric L. Settle,2,1,1,0
Delaware,TINICUM TWP WD 03,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,TINICUM TWP WD 04,Attorney General,,FWD,Eric L. Settle,1,0,1,0
Delaware,TINICUM TWP WD 05,Attorney General,,FWD,Eric L. Settle,1,0,1,0
Delaware,TRAINER BOR PRECINCT LENNOX PARK,Attorney General,,FWD,Eric L. Settle,2,0,2,0
Delaware,TRAINER BOR PRECINCT LOWER,Attorney General,,FWD,Eric L. Settle,1,0,1,0
Delaware,TRAINER BOR PRECINCT UPPER,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,UPLAND BOR PRECINCT 01,Attorney General,,FWD,Eric L. Settle,1,0,1,0
Delaware,UPLAND BOR PRECINCT 02,Attorney General,,FWD,Eric L. Settle,1,0,1,0
Delaware,UPLAND BOR PRECINCT 03,Attorney General,,FWD,Eric L. Settle,1,0,1,0
Delaware,YEADON BOR PRECINCT 01,Attorney General,,FWD,Eric L. Settle,6,1,5,0
Delaware,YEADON BOR PRECINCT 02,Attorney General,,FWD,Eric L. Settle,3,0,3,0
Delaware,YEADON BOR PRECINCT 03,Attorney General,,FWD,Eric L. Settle,1,1,0,0
Delaware,YEADON BOR PRECINCT 04,Attorney General,,FWD,Eric L. Settle,2,2,0,0
Delaware,YEADON BOR PRECINCT 05,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Delaware,YEADON BOR PRECINCT 06,Attorney General,,FWD,Eric L. Settle,2,0,2,0
