county,precinct,office,district,party,candidate,votes,election_day,mail,provisional
Somerset,Addison Borough,President,,DEM,Kamala D. Harris,27,14,13,0
Somerset,Addison Borough,President,,REP,Donald J. Trump,80,68,12,0
Somerset,Addison Borough,President,,LIB,Chase Oliver,2,0,2,0
Somerset,Addison Borough,President,,GRN,Jill Stein,0,0,0,0
Somerset,Addison Borough,President,,,Write-In Totals,1,0,1,0
Somerset,Addison Township,President,,DEM,Kamala D. Harris,104,64,39,1
Somerset,Addison Township,President,,REP,Donald J. Trump,396,343,53,0
Somerset,Addison Township,President,,LIB,Chase Oliver,2,2,0,0
Somerset,Addison Township,President,,GRN,Jill Stein,1,1,0,0
Somerset,Addison Township,President,,,Write-In Totals,0,0,0,0
Somerset,Allegheny Township,President,,DEM,Kamala D. Harris,61,42,17,2
Somerset,Allegheny Township,President,,REP,Donald J. Trump,348,300,48,0
Somerset,Allegheny Township,President,,LIB,Chase Oliver,3,2,1,0
Somerset,Allegheny Township,President,,GRN,Jill Stein,1,1,0,0
Somerset,Allegheny Township,President,,,Write-In Totals,0,0,0,0
Somerset,Benson Borough,President,,DEM,Kamala D. Harris,29,23,6,0
Somerset,Benson Borough,President,,REP,Donald J. Trump,95,86,9,0
Somerset,Benson Borough,President,,LIB,Chase Oliver,1,1,0,0
Somerset,Benson Borough,President,,GRN,Jill Stein,1,1,0,0
Somerset,Benson Borough,President,,,Write-In Totals,1,1,0,0
Somerset,Berlin Borough,President,,DEM,Kamala D. Harris,213,148,65,0
Somerset,Berlin Borough,President,,REP,Donald J. Trump,908,780,125,3
Somerset,Berlin Borough,President,,LIB,Chase Oliver,4,2,2,0
Somerset,Berlin Borough,President,,GRN,Jill Stein,2,0,2,0
Somerset,Berlin Borough,President,,,Write-In Totals,4,4,0,0
Somerset,Black Township,President,,DEM,Kamala D. Harris,57,34,22,1
Somerset,Black Township,President,,REP,Donald J. Trump,464,427,36,1
Somerset,Black Township,President,,LIB,Chase Oliver,2,2,0,0
Somerset,Black Township,President,,GRN,Jill Stein,0,0,0,0
Somerset,Black Township,President,,,Write-In Totals,1,1,0,0
Somerset,Boswell Borough,President,,DEM,Kamala D. Harris,176,120,56,0
Somerset,Boswell Borough,President,,REP,Donald J. Trump,456,416,39,1
Somerset,Boswell Borough,President,,LIB,Chase Oliver,2,1,1,0
Somerset,Boswell Borough,President,,GRN,Jill Stein,1,1,0,0
Somerset,Boswell Borough,President,,,Write-In Totals,4,2,2,0
Somerset,Brothersvalley Township,President,,DEM,Kamala D. Harris,177,102,74,1
Somerset,Brothersvalley Township,President,,REP,Donald J. Trump,1250,1087,159,4
Somerset,Brothersvalley Township,President,,LIB,Chase Oliver,4,3,1,0
Somerset,Brothersvalley Township,President,,GRN,Jill Stein,1,0,1,0
Somerset,Brothersvalley Township,President,,,Write-In Totals,2,2,0,0
Somerset,Callimont Borough,President,,DEM,Kamala D. Harris,6,2,4,0
Somerset,Callimont Borough,President,,REP,Donald J. Trump,19,16,3,0
Somerset,Callimont Borough,President,,LIB,Chase Oliver,0,0,0,0
Somerset,Callimont Borough,President,,GRN,Jill Stein,0,0,0,0
Somerset,Callimont Borough,President,,,Write-In Totals,0,0,0,0
Somerset,Casselman Borough,President,,DEM,Kamala D. Harris,6,6,0,0
Somerset,Casselman Borough,President,,REP,Donald J. Trump,46,40,6,0
Somerset,Casselman Borough,President,,LIB,Chase Oliver,3,3,0,0
Somerset,Casselman Borough,President,,GRN,Jill Stein,0,0,0,0
