county,precinct,office,district,party,candidate,votes,provisional,election_day,mail_in_/_absentee
Luzerne,Jeddo Boro,State Treasurer,,DEM,ERIN MCCLELLAND,14,1,12,1
Luzerne,Jenkins Township Dist 01,State Treasurer,,DEM,ERIN MCCLELLAND,424,3,262,159
Luzerne,Jenkins Township Dist 02,State Treasurer,,DEM,ERIN MCCLELLAND,243,2,134,107
Luzerne,Jenkins Township Dist 03,State Treasurer,,DEM,ERIN MCCLELLAND,459,3,217,239
Luzerne,Kingston Boro Ward 01,State Treasurer,,DEM,ERIN MCCLELLAND,382,3,221,158
Luzerne,Kingston Boro Ward 02,State Treasurer,,DEM,ERIN MCCLELLAND,411,10,251,150
Luzerne,Kingston Boro Ward 03,State Treasurer,,DEM,ERIN MCCLELLAND,326,6,227,93
Luzerne,Kingston Boro Ward 04,State Treasurer,,DEM,ERIN MCCLELLAND,347,6,203,138
Luzerne,Kingston Boro Ward 05,State Treasurer,,DEM,ERIN MCCLELLAND,418,3,195,220
Luzerne,Kingston Boro Ward 06,State Treasurer,,DEM,ERIN MCCLELLAND,438,5,299,134
Luzerne,Kingston Boro Ward 07,State Treasurer,,DEM,ERIN MCCLELLAND,366,4,204,158
Luzerne,Kingston Boro Ward 08,State Treasurer,,DEM,ERIN MCCLELLAND,402,8,225,169
Luzerne,Kingston Township Dist 01,State Treasurer,,DEM,ERIN MCCLELLAND,337,4,194,139
Luzerne,Kingston Township Dist 02,State Treasurer,,DEM,ERIN MCCLELLAND,602,3,283,316
Luzerne,Kingston Township Dist 03,State Treasurer,,DEM,ERIN MCCLELLAND,425,6,182,237
Luzerne,Kingston Township Dist 04,State Treasurer,,DEM,ERIN MCCLELLAND,325,3,135,187
Luzerne,Laflin Boro,State Treasurer,,DEM,ERIN MCCLELLAND,404,1,244,159
Luzerne,Lake Township,State Treasurer,,DEM,ERIN MCCLELLAND,267,4,163,100
Luzerne,Larksville Boro Ward 01,State Treasurer,,DEM,ERIN MCCLELLAND,282,2,181,99
Luzerne,Larksville Boro Ward 02,State Treasurer,,DEM,ERIN MCCLELLAND,337,4,208,125
Luzerne,Larksville Boro Ward 03,State Treasurer,,DEM,ERIN MCCLELLAND,235,1,153,81
Luzerne,Laurel Run Boro,State Treasurer,,DEM,ERIN MCCLELLAND,80,2,47,31
Luzerne,Lehman Township Dist 01,State Treasurer,,DEM,ERIN MCCLELLAND,163,2,92,69
Luzerne,Lehman Township Dist 02,State Treasurer,,DEM,ERIN MCCLELLAND,275,3,142,130
Luzerne,Lehman Township Dist 03,State Treasurer,,DEM,ERIN MCCLELLAND,184,3,87,94
Luzerne,Luzerne Boro,State Treasurer,,DEM,ERIN MCCLELLAND,652,8,384,260
Luzerne,Nanticoke City Ward 01,State Treasurer,,DEM,ERIN MCCLELLAND,225,2,123,100
Luzerne,Nanticoke City Ward 02,State Treasurer,,DEM,ERIN MCCLELLAND,348,4,217,127
Luzerne,Nanticoke City Ward 03,State Treasurer,,DEM,ERIN MCCLELLAND,414,16,216,182
Luzerne,Nanticoke City Ward 04,State Treasurer,,DEM,ERIN MCCLELLAND,431,9,222,200
Luzerne,Nanticoke City Ward 05,State Treasurer,,DEM,ERIN MCCLELLAND,296,6,171,119
Luzerne,Nanticoke City Ward 06,State Treasurer,,DEM,ERIN MCCLELLAND,302,5,194,103
Luzerne,Nescopeck Boro,State Treasurer,,DEM,ERIN MCCLELLAND,146,1,105,40
Luzerne,Nescopeck Township,State Treasurer,,DEM,ERIN MCCLELLAND,111,2,80,29
Luzerne,New Columbus Boro,State Treasurer,,DEM,ERIN MCCLELLAND,18,0,12,6
Luzerne,Newport Township Ward 01,State Treasurer,,DEM,ERIN MCCLELLAND,291,3,173,115
Luzerne,Newport Township Ward 02,State Treasurer,,DEM,ERIN MCCLELLAND,472,8,284,180
Luzerne,Nuangola Boro,State Treasurer,,DEM,ERIN MCCLELLAND,152,1,108,43
Luzerne,Penn Lake Park Boro,State Treasurer,,DEM,ERIN MCCLELLAND,100,0,75,25
Luzerne,Pittston City Ward 01,State Treasurer,,DEM,ERIN MCCLELLAND,458,6,290,162
Luzerne,Pittston City Ward 02,State Treasurer,,DEM,ERIN MCCLELLAND,538,10,334,194
Luzerne,Pittston City Ward 03,State Treasurer,,DEM,ERIN MCCLELLAND,454,11,296,147
Luzerne,Pittston City Ward 04,State Treasurer,,DEM,ERIN MCCLELLAND,313,5,184,124
Luzerne,Pittston Township 01,State Treasurer,,DEM,ERIN MCCLELLAND,610,7,299,304
Luzerne,Pittston Township 02,State Treasurer,,DEM,ERIN MCCLELLAND,259,2,138,119
Luzerne,Plains Township Ward 01,State Treasurer,,DEM,ERIN MCCLELLAND,430,2,259,169
Luzerne,Plains Township Ward 02,State Treasurer,,DEM,ERIN MCCLELLAND,382,7,223,152
Luzerne,Plains Township Ward 03,State Treasurer,,DEM,ERIN MCCLELLAND,545,2,284,259
Luzerne,Plains Township Ward 04,State Treasurer,,DEM,ERIN MCCLELLAND,307,5,167,135
Luzerne,Plains Township Ward 05,State Treasurer,,DEM,ERIN MCCLELLAND,492,7,255,230
Luzerne,Plymouth Boro Ward 01,State Treasurer,,DEM,ERIN MCCLELLAND,356,11,217,128
Luzerne,Plymouth Boro Ward 02,State Treasurer,,DEM,ERIN MCCLELLAND,369,5,260,104
Luzerne,Plymouth Boro Ward 03,State Treasurer,,DEM,ERIN MCCLELLAND,277,10,179,88
Luzerne,Plymouth Township,State Treasurer,,DEM,ERIN MCCLELLAND,278,23,135,120
Luzerne,Pringle Boro,State Treasurer,,DEM,ERIN MCCLELLAND,197,1,131,65
Luzerne,Rice Township Dist 01,State Treasurer,,DEM,ERIN MCCLELLAND,489,16,211,262
Luzerne,Rice Township Dist 02,State Treasurer,,DEM,ERIN MCCLELLAND,301,5,149,147
Luzerne,Ross Township,State Treasurer,,DEM,ERIN MCCLELLAND,344,3,200,141
Luzerne,Salem Township Dist 01,State Treasurer,,DEM,ERIN MCCLELLAND,187,3,108,76
Luzerne,Salem Township Dist 02,State Treasurer,,DEM,ERIN MCCLELLAND,339,1,199,139
Luzerne,Shickshinny Boro,State Treasurer,,DEM,ERIN MCCLELLAND,86,1,52,33
Luzerne,Slocum Township,State Treasurer,,DEM,ERIN MCCLELLAND,163,1,98,64
Luzerne,Sugar Notch Boro,State Treasurer,,DEM,ERIN MCCLELLAND,205,0,118,87
Luzerne,Sugarloaf Township Dist 01,State Treasurer,,DEM,ERIN MCCLELLAND,167,1,80,86
Luzerne,Sugarloaf Township Dist 02,State Treasurer,,DEM,ERIN MCCLELLAND,180,1,94,85
Luzerne,Sugarloaf Township Dist 03,State Treasurer,,DEM,ERIN MCCLELLAND,183,3,104,76
Luzerne,Swoyersville Boro Ward 01,State Treasurer,,DEM,ERIN MCCLELLAND,526,5,323,198
Luzerne,Swoyersville Boro Ward 02,State Treasurer,,DEM,ERIN MCCLELLAND,483,3,289,191
Luzerne,Swoyersville Boro Ward 03,State Treasurer,,DEM,ERIN MCCLELLAND,219,1,141,77
Luzerne,Union Township,State Treasurer,,DEM,ERIN MCCLELLAND,312,0,188,124
Luzerne,Warrior Run Boro,State Treasurer,,DEM,ERIN MCCLELLAND,102,1,70,31
Luzerne,West Hazleton Boro Ward 01,State Treasurer,,DEM,ERIN MCCLELLAND,225,3,170,52
Luzerne,West Hazleton Boro Ward 02,State Treasurer,,DEM,ERIN MCCLELLAND,310,4,213,93
Luzerne,West Pittston Boro Ward 01,State Treasurer,,DEM,ERIN MCCLELLAND,250,6,137,107
Luzerne,West Pittston Boro Ward 02,State Treasurer,,DEM,ERIN MCCLELLAND,434,6,270,158
Luzerne,West Pittston Boro Ward 03,State Treasurer,,DEM,ERIN MCCLELLAND,437,3,254,180
Luzerne,West Wyoming Boro Ward 01,State Treasurer,,DEM,ERIN MCCLELLAND,347,2,203,142
Luzerne,West Wyoming Boro Ward 02,State Treasurer,,DEM,ERIN MCCLELLAND,298,6,175,117
Luzerne,White Haven Boro,State Treasurer,,DEM,ERIN MCCLELLAND,186,1,131,54
Luzerne,Wilkes-Barre City Ward 01,State Treasurer,,DEM,ERIN MCCLELLAND,325,9,196,120
Luzerne,Wilkes-Barre City Ward 02,State Treasurer,,DEM,ERIN MCCLELLAND,482,6,257,219
Luzerne,Wilkes-Barre City Ward 03,State Treasurer,,DEM,ERIN MCCLELLAND,239,2,153,84
Luzerne,Wilkes-Barre City Ward 04,State Treasurer,,DEM,ERIN MCCLELLAND,426,6,272,148
Luzerne,Wilkes-Barre City Ward 05,State Treasurer,,DEM,ERIN MCCLELLAND,346,4,221,121
Luzerne,Wilkes-Barre City Ward 06,State Treasurer,,DEM,ERIN MCCLELLAND,436,6,267,163
Luzerne,Wilkes-Barre City Ward 07,State Treasurer,,DEM,ERIN MCCLELLAND,353,4,177,172
Luzerne,Wilkes-Barre City Ward 08,State Treasurer,,DEM,ERIN MCCLELLAND,382,6,243,133
Luzerne,Wilkes-Barre City Ward 09,State Treasurer,,DEM,ERIN MCCLELLAND,257,9,153,95
Luzerne,Wilkes-Barre City Ward 10,State Treasurer,,DEM,ERIN MCCLELLAND,268,3,180,85
Luzerne,Wilkes-Barre City Ward 11,State Treasurer,,DEM,ERIN MCCLELLAND,386,4,228,154
Luzerne,Wilkes-Barre City Ward 12,State Treasurer,,DEM,ERIN MCCLELLAND,449,16,252,181
Luzerne,Wilkes-Barre City Ward 13,State Treasurer,,DEM,ERIN MCCLELLAND,407,9,296,102
Luzerne,Wilkes-Barre City Ward 14,State Treasurer,,DEM,ERIN MCCLELLAND,350,9,226,115
Luzerne,Wilkes-Barre City Ward 15,State Treasurer,,DEM,ERIN MCCLELLAND,397,8,222,167
Luzerne,Wilkes-Barre City Ward 16,State Treasurer,,DEM,ERIN MCCLELLAND,451,6,291,154
Luzerne,Wilkes-Barre City Ward 17,State Treasurer,,DEM,ERIN MCCLELLAND,283,8,184,91
Luzerne,Wilkes-Barre City Ward 18,State Treasurer,,DEM,ERIN MCCLELLAND,243,4,154,85
Luzerne,Wilkes-Barre City Ward 19,State Treasurer,,DEM,ERIN MCCLELLAND,342,6,216,120
Luzerne,Wilkes-Barre City Ward 20,State Treasurer,,DEM,ERIN MCCLELLAND,410,11,251,148
Luzerne,Wilkes-Barre Township Ward 01,State Treasurer,,DEM,ERIN MCCLELLAND,371,2,253,116
Luzerne,Wilkes-Barre Township Ward 02,State Treasurer,,DEM,ERIN MCCLELLAND,284,6,148,130
Luzerne,Wright Township Dist 01,State Treasurer,,DEM,ERIN MCCLELLAND,291,2,139,150
Luzerne,Wright Township Dist 02,State Treasurer,,DEM,ERIN MCCLELLAND,417,9,194,214
Luzerne,Wright Township Dist 03,State Treasurer,,DEM,ERIN MCCLELLAND,347,3,174,170
Luzerne,Wright Township Dist 04,State Treasurer,,DEM,ERIN MCCLELLAND,231,2,110,119
Luzerne,Wyoming Boro Ward 01,State Treasurer,,DEM,ERIN MCCLELLAND,242,3,152,87
Luzerne,Wyoming Boro Ward 02,State Treasurer,,DEM,ERIN MCCLELLAND,197,0,107,90
Luzerne,Wyoming Boro Ward 03,State Treasurer,,DEM,ERIN MCCLELLAND,302,6,170,126
Luzerne,Yatesville Boro,State Treasurer,,DEM,ERIN MCCLELLAND,177,5,111,61
Luzerne,Ashley Boro Ward 01,State Treasurer,,REP,STACY GARRITY,415,9,337,69
Luzerne,Ashley Boro Ward 02,State Treasurer,,REP,STACY GARRITY,224,0,192,32
Luzerne,Avoca Boro Ward 01,State Treasurer,,REP,STACY GARRITY,226,1,179,46
Luzerne,Avoca Boro Ward 02,State Treasurer,,REP,STACY GARRITY,214,2,179,33
Luzerne,Avoca Boro Ward 03,State Treasurer,,REP,STACY GARRITY,301,8,247,46
Luzerne,Bear Creek Township Dist 01,State Treasurer,,REP,STACY GARRITY,421,2,337,82
Luzerne,Bear Creek Township Dist 02,State Treasurer,,REP,STACY GARRITY,552,4,467,81
Luzerne,Bear Creek Township Dist 03,State Treasurer,,REP,STACY GARRITY,129,0,96,33
Luzerne,Bear Creek Village Boro,State Treasurer,,REP,STACY GARRITY,114,1,97,16
Luzerne,Black Creek Township,State Treasurer,,REP,STACY GARRITY,853,3,707,143
Luzerne,Buck Township,State Treasurer,,REP,STACY GARRITY,182,2,161,19
Luzerne,Butler Township Dist 01,State Treasurer,,REP,STACY GARRITY,891,8,706,177
Luzerne,Butler Township Dist 02,State Treasurer,,REP,STACY GARRITY,784,11,630,143
Luzerne,Butler Township Dist 03,State Treasurer,,REP,STACY GARRITY,722,8,577,137
Luzerne,Butler Township Dist 04,State Treasurer,,REP,STACY GARRITY,859,12,663,184
Luzerne,Butler Township Dist 05,State Treasurer,,REP,STACY GARRITY,861,5,698,158
Luzerne,Conyngham Boro,State Treasurer,,REP,STACY GARRITY,766,6,603,157
Luzerne,Conyngham Township,State Treasurer,,REP,STACY GARRITY,431,2,368,61
Luzerne,Courtdale Boro,State Treasurer,,REP,STACY GARRITY,255,1,221,33
Luzerne,Dallas Boro Ward 01,State Treasurer,,REP,STACY GARRITY,405,2,334,69
Luzerne,Dallas Boro Ward 02,State Treasurer,,REP,STACY GARRITY,537,7,438,92
Luzerne,Dallas Township Dist 01,State Treasurer,,REP,STACY GARRITY,542,0,436,106
Luzerne,Dallas Township Dist 02,State Treasurer,,REP,STACY GARRITY,611,13,427,171
Luzerne,Dallas Township Dist 03,State Treasurer,,REP,STACY GARRITY,709,5,572,132
Luzerne,Dallas Township Dist 04,State Treasurer,,REP,STACY GARRITY,614,4,471,139
Luzerne,Dallas Township Dist 05,State Treasurer,,REP,STACY GARRITY,581,0,467,114
Luzerne,Dennison Township,State Treasurer,,REP,STACY GARRITY,447,0,399,48
Luzerne,Dorrance Township,State Treasurer,,REP,STACY GARRITY,959,6,810,143
Luzerne,Dupont Boro Ward 01,State Treasurer,,REP,STACY GARRITY,503,5,428,70
Luzerne,Dupont Boro Ward 02,State Treasurer,,REP,STACY GARRITY,262,2,213,47
Luzerne,Duryea Boro Ward 01,State Treasurer,,REP,STACY GARRITY,382,5,311,66
Luzerne,Duryea Boro Ward 02,State Treasurer,,REP,STACY GARRITY,784,12,644,128
Luzerne,Duryea Boro Ward 03,State Treasurer,,REP,STACY GARRITY,268,5,216,47
Luzerne,Edwardsville Boro Ward 01,State Treasurer,,REP,STACY GARRITY,438,10,358,70
Luzerne,Edwardsville Boro Ward 02,State Treasurer,,REP,STACY GARRITY,416,9,294,113
Luzerne,Exeter Boro Ward 01,State Treasurer,,REP,STACY GARRITY,349,4,263,82
Luzerne,Exeter Boro Ward 02,State Treasurer,,REP,STACY GARRITY,409,13,328,68
Luzerne,Exeter Boro Ward 03,State Treasurer,,REP,STACY GARRITY,717,10,563,144
Luzerne,Exeter Township,State Treasurer,,REP,STACY GARRITY,871,8,708,155
Luzerne,Fairmount Township,State Treasurer,,REP,STACY GARRITY,533,7,472,54
Luzerne,Fairview Township Dist 01,State Treasurer,,REP,STACY GARRITY,864,18,660,186
Luzerne,Fairview Township Dist 02,State Treasurer,,REP,STACY GARRITY,742,2,523,217
Luzerne,Forty Fort Boro Ward 01,State Treasurer,,REP,STACY GARRITY,478,3,403,72
Luzerne,Forty Fort Boro Ward 02,State Treasurer,,REP,STACY GARRITY,389,2,308,79
Luzerne,Forty Fort Boro Ward 03,State Treasurer,,REP,STACY GARRITY,397,6,316,75
Luzerne,Foster Township Dist 01,State Treasurer,,REP,STACY GARRITY,593,2,499,92
Luzerne,Foster Township Dist 02,State Treasurer,,REP,STACY GARRITY,540,5,454,81
Luzerne,Franklin Township,State Treasurer,,REP,STACY GARRITY,728,6,606,116
Luzerne,Freeland Boro,State Treasurer,,REP,STACY GARRITY,873,30,727,116
Luzerne,Hanover Township Ward 01,State Treasurer,,REP,STACY GARRITY,582,5,487,90
Luzerne,Hanover Township Ward 02,State Treasurer,,REP,STACY GARRITY,446,2,360,84
Luzerne,Hanover Township Ward 03,State Treasurer,,REP,STACY GARRITY,669,7,550,112
Luzerne,Hanover Township Ward 04,State Treasurer,,REP,STACY GARRITY,479,7,392,80
Luzerne,Hanover Township Ward 05,State Treasurer,,REP,STACY GARRITY,388,5,311,72
Luzerne,Hanover Township Ward 06,State Treasurer,,REP,STACY GARRITY,392,11,294,87
Luzerne,Harveys Lake Boro,State Treasurer,,REP,STACY GARRITY,1074,15,813,246
Luzerne,Hazle Township Dist 01,State Treasurer,,REP,STACY GARRITY,755,8,632,115
Luzerne,Hazle Township Dist 02,State Treasurer,,REP,STACY GARRITY,573,10,450,113
Luzerne,Hazle Township Dist 03,State Treasurer,,REP,STACY GARRITY,509,6,436,67
Luzerne,Hazle Township Dist 04,State Treasurer,,REP,STACY GARRITY,735,7,605,123
Luzerne,Hazle Township Dist 05,State Treasurer,,REP,STACY GARRITY,512,4,428,80
Luzerne,Hazleton City Ward 01,State Treasurer,,REP,STACY GARRITY,391,16,311,64
Luzerne,Hazleton City Ward 02,State Treasurer,,REP,STACY GARRITY,316,14,256,46
Luzerne,Hazleton City Ward 03,State Treasurer,,REP,STACY GARRITY,416,9,301,106
Luzerne,Hazleton City Ward 04,State Treasurer,,REP,STACY GARRITY,310,5,264,41
Luzerne,Hazleton City Ward 05,State Treasurer,,REP,STACY GARRITY,416,3,346,67
Luzerne,Hazleton City Ward 06,State Treasurer,,REP,STACY GARRITY,425,5,373,47
Luzerne,Hazleton City Ward 07,State Treasurer,,REP,STACY GARRITY,474,9,388,77
Luzerne,Hazleton City Ward 08,State Treasurer,,REP,STACY GARRITY,369,12,279,78
Luzerne,Hazleton City Ward 09,State Treasurer,,REP,STACY GARRITY,521,6,450,65
Luzerne,Hazleton City Ward 10,State Treasurer,,REP,STACY GARRITY,221,4,179,38
Luzerne,Hazleton City Ward 11,State Treasurer,,REP,STACY GARRITY,405,7,332,66
Luzerne,Hollenback Township,State Treasurer,,REP,STACY GARRITY,562,4,511,47
Luzerne,Hughestown Boro,State Treasurer,,REP,STACY GARRITY,403,1,347,55
Luzerne,Hunlock Township,State Treasurer,,REP,STACY GARRITY,945,4,823,118
Luzerne,Huntington Township,State Treasurer,,REP,STACY GARRITY,855,7,756,92
Luzerne,Jackson Township,State Treasurer,,REP,STACY GARRITY,1119,13,859,247
Luzerne,Jeddo Boro,State Treasurer,,REP,STACY GARRITY,42,2,34,6
Luzerne,Jenkins Township Dist 01,State Treasurer,,REP,STACY GARRITY,564,5,428,131
Luzerne,Jenkins Township Dist 02,State Treasurer,,REP,STACY GARRITY,282,2,239,41
Luzerne,Jenkins Township Dist 03,State Treasurer,,REP,STACY GARRITY,552,8,402,142
Luzerne,Kingston Boro Ward 01,State Treasurer,,REP,STACY GARRITY,357,2,267,88
Luzerne,Kingston Boro Ward 02,State Treasurer,,REP,STACY GARRITY,339,7,256,76
Luzerne,Kingston Boro Ward 03,State Treasurer,,REP,STACY GARRITY,368,7,298,63
Luzerne,Kingston Boro Ward 04,State Treasurer,,REP,STACY GARRITY,357,0,267,90
Luzerne,Kingston Boro Ward 05,State Treasurer,,REP,STACY GARRITY,490,3,361,126
Luzerne,Kingston Boro Ward 06,State Treasurer,,REP,STACY GARRITY,379,9,310,60
Luzerne,Kingston Boro Ward 07,State Treasurer,,REP,STACY GARRITY,422,7,325,90
Luzerne,Kingston Boro Ward 08,State Treasurer,,REP,STACY GARRITY,344,7,236,101
Luzerne,Kingston Township Dist 01,State Treasurer,,REP,STACY GARRITY,497,4,366,127
Luzerne,Kingston Township Dist 02,State Treasurer,,REP,STACY GARRITY,866,8,631,227
Luzerne,Kingston Township Dist 03,State Treasurer,,REP,STACY GARRITY,744,8,575,161
Luzerne,Kingston Township Dist 04,State Treasurer,,REP,STACY GARRITY,513,6,388,119
Luzerne,Laflin Boro,State Treasurer,,REP,STACY GARRITY,527,2,432,93
Luzerne,Lake Township,State Treasurer,,REP,STACY GARRITY,843,17,682,144
Luzerne,Larksville Boro Ward 01,State Treasurer,,REP,STACY GARRITY,441,5,361,75
Luzerne,Larksville Boro Ward 02,State Treasurer,,REP,STACY GARRITY,434,6,354,74
Luzerne,Larksville Boro Ward 03,State Treasurer,,REP,STACY GARRITY,393,1,326,66
Luzerne,Laurel Run Boro,State Treasurer,,REP,STACY GARRITY,199,1,176,22
Luzerne,Lehman Township Dist 01,State Treasurer,,REP,STACY GARRITY,410,4,346,60
Luzerne,Lehman Township Dist 02,State Treasurer,,REP,STACY GARRITY,664,12,523,129
Luzerne,Lehman Township Dist 03,State Treasurer,,REP,STACY GARRITY,320,2,258,60
Luzerne,Luzerne Boro,State Treasurer,,REP,STACY GARRITY,705,9,578,118
Luzerne,Nanticoke City Ward 01,State Treasurer,,REP,STACY GARRITY,320,4,253,63
Luzerne,Nanticoke City Ward 02,State Treasurer,,REP,STACY GARRITY,378,2,297,79
Luzerne,Nanticoke City Ward 03,State Treasurer,,REP,STACY GARRITY,464,21,367,76
Luzerne,Nanticoke City Ward 04,State Treasurer,,REP,STACY GARRITY,491,13,381,97
Luzerne,Nanticoke City Ward 05,State Treasurer,,REP,STACY GARRITY,390,6,310,74
Luzerne,Nanticoke City Ward 06,State Treasurer,,REP,STACY GARRITY,385,5,322,58
Luzerne,Nescopeck Boro,State Treasurer,,REP,STACY GARRITY,480,1,432,47
Luzerne,Nescopeck Township,State Treasurer,,REP,STACY GARRITY,476,0,428,48
Luzerne,New Columbus Boro,State Treasurer,,REP,STACY GARRITY,99,1,89,9
Luzerne,Newport Township Ward 01,State Treasurer,,REP,STACY GARRITY,395,4,324,67
Luzerne,Newport Township Ward 02,State Treasurer,,REP,STACY GARRITY,757,9,618,130
Luzerne,Nuangola Boro,State Treasurer,,REP,STACY GARRITY,262,0,216,46
Luzerne,Penn Lake Park Boro,State Treasurer,,REP,STACY GARRITY,168,0,158,10
Luzerne,Pittston City Ward 01,State Treasurer,,REP,STACY GARRITY,470,7,377,86
Luzerne,Pittston City Ward 02,State Treasurer,,REP,STACY GARRITY,410,5,330,75
Luzerne,Pittston City Ward 03,State Treasurer,,REP,STACY GARRITY,449,6,363,80
Luzerne,Pittston City Ward 04,State Treasurer,,REP,STACY GARRITY,310,2,246,62
Luzerne,Pittston Township 01,State Treasurer,,REP,STACY GARRITY,668,10,510,148
Luzerne,Pittston Township 02,State Treasurer,,REP,STACY GARRITY,519,6,419,94
Luzerne,Plains Township Ward 01,State Treasurer,,REP,STACY GARRITY,489,5,418,66
Luzerne,Plains Township Ward 02,State Treasurer,,REP,STACY GARRITY,467,3,372,92
Luzerne,Plains Township Ward 03,State Treasurer,,REP,STACY GARRITY,638,8,473,157
Luzerne,Plains Township Ward 04,State Treasurer,,REP,STACY GARRITY,482,3,383,96
Luzerne,Plains Township Ward 05,State Treasurer,,REP,STACY GARRITY,519,7,399,113
Luzerne,Plymouth Boro Ward 01,State Treasurer,,REP,STACY GARRITY,372,11,292,69
Luzerne,Plymouth Boro Ward 02,State Treasurer,,REP,STACY GARRITY,425,5,356,64
Luzerne,Plymouth Boro Ward 03,State Treasurer,,REP,STACY GARRITY,316,9,273,34
Luzerne,Plymouth Township,State Treasurer,,REP,STACY GARRITY,571,12,446,113
Luzerne,Pringle Boro,State Treasurer,,REP,STACY GARRITY,290,8,242,40
Luzerne,Rice Township Dist 01,State Treasurer,,REP,STACY GARRITY,797,15,609,173
Luzerne,Rice Township Dist 02,State Treasurer,,REP,STACY GARRITY,621,12,440,169
Luzerne,Ross Township,State Treasurer,,REP,STACY GARRITY,1279,0,1108,171
Luzerne,Salem Township Dist 01,State Treasurer,,REP,STACY GARRITY,687,3,562,122
Luzerne,Salem Township Dist 02,State Treasurer,,REP,STACY GARRITY,801,6,688,107
Luzerne,Shickshinny Boro,State Treasurer,,REP,STACY GARRITY,231,2,179,50
Luzerne,Slocum Township,State Treasurer,,REP,STACY GARRITY,493,1,426,66
Luzerne,Sugar Notch Boro,State Treasurer,,REP,STACY GARRITY,255,1,210,44
Luzerne,Sugarloaf Township Dist 01,State Treasurer,,REP,STACY GARRITY,705,5,569,131
Luzerne,Sugarloaf Township Dist 02,State Treasurer,,REP,STACY GARRITY,486,3,387,96
Luzerne,Sugarloaf Township Dist 03,State Treasurer,,REP,STACY GARRITY,590,7,469,114
Luzerne,Swoyersville Boro Ward 01,State Treasurer,,REP,STACY GARRITY,688,4,570,114
Luzerne,Swoyersville Boro Ward 02,State Treasurer,,REP,STACY GARRITY,616,7,475,134
Luzerne,Swoyersville Boro Ward 03,State Treasurer,,REP,STACY GARRITY,254,2,227,25
Luzerne,Union Township,State Treasurer,,REP,STACY GARRITY,860,1,733,126
Luzerne,Warrior Run Boro,State Treasurer,,REP,STACY GARRITY,198,3,182,13
Luzerne,West Hazleton Boro Ward 01,State Treasurer,,REP,STACY GARRITY,321,5,260,56
Luzerne,West Hazleton Boro Ward 02,State Treasurer,,REP,STACY GARRITY,428,15,341,72
Luzerne,West Pittston Boro Ward 01,State Treasurer,,REP,STACY GARRITY,335,3,286,46
Luzerne,West Pittston Boro Ward 02,State Treasurer,,REP,STACY GARRITY,552,3,441,108
Luzerne,West Pittston Boro Ward 03,State Treasurer,,REP,STACY GARRITY,484,3,398,83
Luzerne,West Wyoming Boro Ward 01,State Treasurer,,REP,STACY GARRITY,533,2,444,87
Luzerne,West Wyoming Boro Ward 02,State Treasurer,,REP,STACY GARRITY,361,6,291,64
Luzerne,White Haven Boro,State Treasurer,,REP,STACY GARRITY,366,5,305,56
Luzerne,Wilkes-Barre City Ward 01,State Treasurer,,REP,STACY GARRITY,402,4,316,82
Luzerne,Wilkes-Barre City Ward 02,State Treasurer,,REP,STACY GARRITY,482,4,389,89
Luzerne,Wilkes-Barre City Ward 03,State Treasurer,,REP,STACY GARRITY,282,4,215,63
Luzerne,Wilkes-Barre City Ward 04,State Treasurer,,REP,STACY GARRITY,332,13,257,62
Luzerne,Wilkes-Barre City Ward 05,State Treasurer,,REP,STACY GARRITY,318,2,240,76
Luzerne,Wilkes-Barre City Ward 06,State Treasurer,,REP,STACY GARRITY,324,5,267,52
Luzerne,Wilkes-Barre City Ward 07,State Treasurer,,REP,STACY GARRITY,205,8,149,48
Luzerne,Wilkes-Barre City Ward 08,State Treasurer,,REP,STACY GARRITY,229,0,160,69
Luzerne,Wilkes-Barre City Ward 09,State Treasurer,,REP,STACY GARRITY,176,3,134,39
Luzerne,Wilkes-Barre City Ward 10,State Treasurer,,REP,STACY GARRITY,218,6,153,59
Luzerne,Wilkes-Barre City Ward 11,State Treasurer,,REP,STACY GARRITY,328,8,242,78
Luzerne,Wilkes-Barre City Ward 12,State Treasurer,,REP,STACY GARRITY,261,5,201,55
Luzerne,Wilkes-Barre City Ward 13,State Treasurer,,REP,STACY GARRITY,267,7,205,55
Luzerne,Wilkes-Barre City Ward 14,State Treasurer,,REP,STACY GARRITY,228,2,190,36
Luzerne,Wilkes-Barre City Ward 15,State Treasurer,,REP,STACY GARRITY,313,4,264,45
Luzerne,Wilkes-Barre City Ward 16,State Treasurer,,REP,STACY GARRITY,355,4,271,80
Luzerne,Wilkes-Barre City Ward 17,State Treasurer,,REP,STACY GARRITY,211,6,155,50
Luzerne,Wilkes-Barre City Ward 18,State Treasurer,,REP,STACY GARRITY,207,3,163,41
Luzerne,Wilkes-Barre City Ward 19,State Treasurer,,REP,STACY GARRITY,252,1,194,57
Luzerne,Wilkes-Barre City Ward 20,State Treasurer,,REP,STACY GARRITY,390,11,301,78
Luzerne,Wilkes-Barre Township Ward 01,State Treasurer,,REP,STACY GARRITY,457,4,382,71
Luzerne,Wilkes-Barre Township Ward 02,State Treasurer,,REP,STACY GARRITY,373,10,276,87
Luzerne,Wright Township Dist 01,State Treasurer,,REP,STACY GARRITY,526,5,400,121
Luzerne,Wright Township Dist 02,State Treasurer,,REP,STACY GARRITY,720,6,535,179
