county,precinct,office,district,party,candidate,votes,election_day,mail,provisional
Snyder,ADAMS TOWNSHIP,Registered Voters,,,,538,,,
Snyder,ADAMS TOWNSHIP,Ballots Cast,,,,462,401,61,0
Snyder,ADAMS TOWNSHIP,Ballots Cast - Blank,,,,0,0,0,0
Snyder,ADAMS TOWNSHIP,President,,DEM,HARRIS / WALZ,69,46,23,0
Snyder,ADAMS TOWNSHIP,President,,REP,TRUMP / VANCE,389,352,37,0
Snyder,ADAMS TOWNSHIP,President,,LIB,OLIVER / TER MAAT,3,3,0,0
Snyder,ADAMS TOWNSHIP,President,,GRN,STEIN / WARE,0,0,0,0
Snyder,ADAMS TOWNSHIP,President,,,Write-ins,0,0,0,0
Snyder,ADAMS TOWNSHIP,President,,,Over Votes,0,0,0,0
Snyder,ADAMS TOWNSHIP,President,,,Under Votes,1,0,1,0
Snyder,ADAMS TOWNSHIP,U.S. Senate,,DEM,ROBERT P CASEY JR,81,58,23,0
Snyder,ADAMS TOWNSHIP,U.S. Senate,,REP,DAVE MCCORMICK,363,327,36,0
Snyder,ADAMS TOWNSHIP,U.S. Senate,,LIB,JOHN C THOMAS,7,7,0,0
Snyder,ADAMS TOWNSHIP,U.S. Senate,,GRN,LEILA HAZOU,1,1,0,0
Snyder,ADAMS TOWNSHIP,U.S. Senate,,CST,MARTY SELKER,3,3,0,0
Snyder,ADAMS TOWNSHIP,U.S. Senate,,,Write-ins,0,0,0,0
Snyder,ADAMS TOWNSHIP,U.S. Senate,,,Over Votes,0,0,0,0
Snyder,ADAMS TOWNSHIP,U.S. Senate,,,Under Votes,7,5,2,0
Snyder,ADAMS TOWNSHIP,ATTORNEY GENERAL,,DEM,EUGENE DEPASQUALE,70,48,22,0
Snyder,ADAMS TOWNSHIP,ATTORNEY GENERAL,,REP,DAVE SUNDAY,376,338,38,0
Snyder,ADAMS TOWNSHIP,ATTORNEY GENERAL,,LIB,ROBERT COWBURN,6,6,0,0
Snyder,ADAMS TOWNSHIP,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,0,0,0,0
Snyder,ADAMS TOWNSHIP,ATTORNEY GENERAL,,CST,JUSTIN L MAGILL,4,4,0,0
Snyder,ADAMS TOWNSHIP,ATTORNEY GENERAL,,FWD,ERIC L SETTLE,0,0,0,0
Snyder,ADAMS TOWNSHIP,ATTORNEY GENERAL,,,Write-ins,1,1,0,0
Snyder,ADAMS TOWNSHIP,ATTORNEY GENERAL,,,Over Votes,0,0,0,0
Snyder,ADAMS TOWNSHIP,ATTORNEY GENERAL,,,Under Votes,5,4,1,0
Snyder,ADAMS TOWNSHIP,AUDITOR GENERAL,,DEM,MALCOLM KENYATTA,63,42,21,0
Snyder,ADAMS TOWNSHIP,AUDITOR GENERAL,,REP,TIM DEFOOR,376,338,38,0
Snyder,ADAMS TOWNSHIP,AUDITOR GENERAL,,LIB,REECE SMITH,8,8,0,0
Snyder,ADAMS TOWNSHIP,AUDITOR GENERAL,,ASP,ERIC K ANTON,1,1,0,0
Snyder,ADAMS TOWNSHIP,AUDITOR GENERAL,,CST,BOB GOODRICH,2,2,0,0
Snyder,ADAMS TOWNSHIP,AUDITOR GENERAL,,,Write-ins,3,3,0,0
Snyder,ADAMS TOWNSHIP,AUDITOR GENERAL,,,Over Votes,0,0,0,0
Snyder,ADAMS TOWNSHIP,AUDITOR GENERAL,,,Under Votes,9,7,2,0
Snyder,ADAMS TOWNSHIP,STATE TREASURER,,DEM,ERIN MCCLELLAND,57,40,17,0
Snyder,ADAMS TOWNSHIP,STATE TREASURER,,REP,STACY GARRITY,385,343,42,0
Snyder,ADAMS TOWNSHIP,STATE TREASURER,,LIB,NICKOLAS CIESIELSKI,5,5,0,0
Snyder,ADAMS TOWNSHIP,STATE TREASURER,,CST,TROY BOWMAN,6,6,0,0
Snyder,ADAMS TOWNSHIP,STATE TREASURER,,FWD,CHRIS FOSTER,0,0,0,0
Snyder,ADAMS TOWNSHIP,STATE TREASURER,,,Write-ins,1,1,0,0
Snyder,ADAMS TOWNSHIP,STATE TREASURER,,,Over Votes,0,0,0,0
Snyder,ADAMS TOWNSHIP,STATE TREASURER,,,Under Votes,8,6,2,0
Snyder,ADAMS TOWNSHIP,U.S. House,15,DEM,ZACH WOMER,64,45,19,0
Snyder,ADAMS TOWNSHIP,U.S. House,15,REP,GLENN GT THOMPSON,387,347,40,0
Snyder,ADAMS TOWNSHIP,U.S. House,15,,Write-ins,3,3,0,0
Snyder,ADAMS TOWNSHIP,U.S. House,15,,Over Votes,0,0,0,0
Snyder,ADAMS TOWNSHIP,U.S. House,15,,Under Votes,8,6,2,0
Snyder,ADAMS TOWNSHIP,State Senate,27,DEM,PATRICIA LAWTON,57,40,17,0
Snyder,ADAMS TOWNSHIP,State Senate,27,REP,LYNDA J SCHLEGEL CULVER,398,355,43,0
Snyder,ADAMS TOWNSHIP,State Senate,27,,Write-ins,1,1,0,0
Snyder,ADAMS TOWNSHIP,State Senate,27,,Over Votes,0,0,0,0
Snyder,ADAMS TOWNSHIP,State Senate,27,,Under Votes,6,5,1,0
Snyder,ADAMS TOWNSHIP,State House,85,DEM,NICK JACOBSON,60,39,21,0
Snyder,ADAMS TOWNSHIP,State House,85,REP,DAVID H ROWE,394,355,39,0
Snyder,ADAMS TOWNSHIP,State House,85,,Write-ins,1,1,0,0
Snyder,ADAMS TOWNSHIP,State House,85,,Over Votes,0,0,0,0
Snyder,ADAMS TOWNSHIP,State House,85,,Under Votes,7,6,1,0
Snyder,BEAVER TOWNSHIP,Registered Voters,,,,323,,,
Snyder,BEAVER TOWNSHIP,Ballots Cast,,,,301,243,57,1
Snyder,BEAVER TOWNSHIP,Ballots Cast - Blank,,,,0,0,0,0
Snyder,BEAVER TOWNSHIP,President,,DEM,HARRIS / WALZ,48,41,7,0
Snyder,BEAVER TOWNSHIP,President,,REP,TRUMP / VANCE,250,199,50,1
Snyder,BEAVER TOWNSHIP,President,,LIB,OLIVER / TER MAAT,1,1,0,0
Snyder,BEAVER TOWNSHIP,President,,GRN,STEIN / WARE,1,1,0,0
Snyder,BEAVER TOWNSHIP,President,,,Write-ins,0,0,0,0
Snyder,BEAVER TOWNSHIP,President,,,Over Votes,0,0,0,0
Snyder,BEAVER TOWNSHIP,President,,,Under Votes,1,1,0,0
Snyder,BEAVER TOWNSHIP,U.S. Senate,,DEM,ROBERT P CASEY JR,47,40,7,0
Snyder,BEAVER TOWNSHIP,U.S. Senate,,REP,DAVE MCCORMICK,251,200,50,1
Snyder,BEAVER TOWNSHIP,U.S. Senate,,LIB,JOHN C THOMAS,0,0,0,0
Snyder,BEAVER TOWNSHIP,U.S. Senate,,GRN,LEILA HAZOU,0,0,0,0
Snyder,BEAVER TOWNSHIP,U.S. Senate,,CST,MARTY SELKER,1,1,0,0
Snyder,BEAVER TOWNSHIP,U.S. Senate,,,Write-ins,0,0,0,0
Snyder,BEAVER TOWNSHIP,U.S. Senate,,,Over Votes,0,0,0,0
Snyder,BEAVER TOWNSHIP,U.S. Senate,,,Under Votes,2,2,0,0
Snyder,BEAVER TOWNSHIP,ATTORNEY GENERAL,,DEM,EUGENE DEPASQUALE,41,34,7,0
Snyder,BEAVER TOWNSHIP,ATTORNEY GENERAL,,REP,DAVE SUNDAY,246,197,48,1
Snyder,BEAVER TOWNSHIP,ATTORNEY GENERAL,,LIB,ROBERT COWBURN,2,2,0,0
Snyder,BEAVER TOWNSHIP,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,0,0,0,0
Snyder,BEAVER TOWNSHIP,ATTORNEY GENERAL,,CST,JUSTIN L MAGILL,1,1,0,0
Snyder,BEAVER TOWNSHIP,ATTORNEY GENERAL,,FWD,ERIC L SETTLE,0,0,0,0
Snyder,BEAVER TOWNSHIP,ATTORNEY GENERAL,,,Write-ins,0,0,0,0
Snyder,BEAVER TOWNSHIP,ATTORNEY GENERAL,,,Over Votes,0,0,0,0
Snyder,BEAVER TOWNSHIP,ATTORNEY GENERAL,,,Under Votes,11,9,2,0
Snyder,BEAVER TOWNSHIP,AUDITOR GENERAL,,DEM,MALCOLM KENYATTA,35,28,7,0
Snyder,BEAVER TOWNSHIP,AUDITOR GENERAL,,REP,TIM DEFOOR,245,196,48,1
Snyder,BEAVER TOWNSHIP,AUDITOR GENERAL,,LIB,REECE SMITH,5,5,0,0
Snyder,BEAVER TOWNSHIP,AUDITOR GENERAL,,ASP,ERIC K ANTON,0,0,0,0
Snyder,BEAVER TOWNSHIP,AUDITOR GENERAL,,CST,BOB GOODRICH,3,3,0,0
Snyder,BEAVER TOWNSHIP,AUDITOR GENERAL,,,Write-ins,0,0,0,0
Snyder,BEAVER TOWNSHIP,AUDITOR GENERAL,,,Over Votes,0,0,0,0
Snyder,BEAVER TOWNSHIP,AUDITOR GENERAL,,,Under Votes,13,11,2,0
Snyder,BEAVER TOWNSHIP,STATE TREASURER,,DEM,ERIN MCCLELLAND,34,28,6,0
Snyder,BEAVER TOWNSHIP,STATE TREASURER,,REP,STACY GARRITY,249,200,48,1
Snyder,BEAVER TOWNSHIP,STATE TREASURER,,LIB,NICKOLAS CIESIELSKI,4,4,0,0
Snyder,BEAVER TOWNSHIP,STATE TREASURER,,CST,TROY BOWMAN,1,1,0,0
Snyder,BEAVER TOWNSHIP,STATE TREASURER,,FWD,CHRIS FOSTER,0,0,0,0
Snyder,BEAVER TOWNSHIP,STATE TREASURER,,,Write-ins,0,0,0,0
Snyder,BEAVER TOWNSHIP,STATE TREASURER,,,Over Votes,0,0,0,0
Snyder,BEAVER TOWNSHIP,STATE TREASURER,,,Under Votes,13,10,3,0
Snyder,BEAVER TOWNSHIP,U.S. House,15,DEM,ZACH WOMER,39,32,7,0
Snyder,BEAVER TOWNSHIP,U.S. House,15,REP,GLENN GT THOMPSON,251,200,50,1
Snyder,BEAVER TOWNSHIP,U.S. House,15,,Write-ins,0,0,0,0
Snyder,BEAVER TOWNSHIP,U.S. House,15,,Over Votes,1,1,0,0
Snyder,BEAVER TOWNSHIP,U.S. House,15,,Under Votes,10,10,0,0
Snyder,BEAVER TOWNSHIP,State Senate,27,DEM,PATRICIA LAWTON,32,26,6,0
Snyder,BEAVER TOWNSHIP,State Senate,27,REP,LYNDA J SCHLEGEL CULVER,258,210,47,1
Snyder,BEAVER TOWNSHIP,State Senate,27,,Write-ins,0,0,0,0
Snyder,BEAVER TOWNSHIP,State Senate,27,,Over Votes,0,0,0,0
Snyder,BEAVER TOWNSHIP,State Senate,27,,Under Votes,11,7,4,0
Snyder,BEAVER TOWNSHIP,State House,85,DEM,NICK JACOBSON,44,37,7,0
Snyder,BEAVER TOWNSHIP,State House,85,REP,DAVID H ROWE,250,201,48,1
Snyder,BEAVER TOWNSHIP,State House,85,,Write-ins,0,0,0,0
Snyder,BEAVER TOWNSHIP,State House,85,,Over Votes,0,0,0,0
Snyder,BEAVER TOWNSHIP,State House,85,,Under Votes,7,5,2,0
Snyder,BEAVERTOWN BOROUGH,Registered Voters,,,,631,,,
Snyder,BEAVERTOWN BOROUGH,Ballots Cast,,,,551,460,86,5
Snyder,BEAVERTOWN BOROUGH,Ballots Cast - Blank,,,,0,0,0,0
Snyder,BEAVERTOWN BOROUGH,President,,DEM,HARRIS / WALZ,93,69,24,0
Snyder,BEAVERTOWN BOROUGH,President,,REP,TRUMP / VANCE,448,383,60,5
Snyder,BEAVERTOWN BOROUGH,President,,LIB,OLIVER / TER MAAT,3,3,0,0
Snyder,BEAVERTOWN BOROUGH,President,,GRN,STEIN / WARE,1,0,1,0
Snyder,BEAVERTOWN BOROUGH,President,,,Write-ins,2,1,1,0
Snyder,BEAVERTOWN BOROUGH,President,,,Over Votes,0,0,0,0
Snyder,BEAVERTOWN BOROUGH,President,,,Under Votes,4,4,0,0
Snyder,BEAVERTOWN BOROUGH,U.S. Senate,,DEM,ROBERT P CASEY JR,102,75,27,0
Snyder,BEAVERTOWN BOROUGH,U.S. Senate,,REP,DAVE MCCORMICK,430,369,56,5
Snyder,BEAVERTOWN BOROUGH,U.S. Senate,,LIB,JOHN C THOMAS,9,9,0,0
Snyder,BEAVERTOWN BOROUGH,U.S. Senate,,GRN,LEILA HAZOU,2,1,1,0
Snyder,BEAVERTOWN BOROUGH,U.S. Senate,,CST,MARTY SELKER,2,1,1,0
Snyder,BEAVERTOWN BOROUGH,U.S. Senate,,,Write-ins,1,1,0,0
Snyder,BEAVERTOWN BOROUGH,U.S. Senate,,,Over Votes,0,0,0,0
Snyder,BEAVERTOWN BOROUGH,U.S. Senate,,,Under Votes,5,4,1,0
Snyder,BEAVERTOWN BOROUGH,ATTORNEY GENERAL,,DEM,EUGENE DEPASQUALE,92,70,22,0
Snyder,BEAVERTOWN BOROUGH,ATTORNEY GENERAL,,REP,DAVE SUNDAY,431,366,60,5
Snyder,BEAVERTOWN BOROUGH,ATTORNEY GENERAL,,LIB,ROBERT COWBURN,8,8,0,0
Snyder,BEAVERTOWN BOROUGH,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,6,5,1,0
Snyder,BEAVERTOWN BOROUGH,ATTORNEY GENERAL,,CST,JUSTIN L MAGILL,2,2,0,0
Snyder,BEAVERTOWN BOROUGH,ATTORNEY GENERAL,,FWD,ERIC L SETTLE,0,0,0,0
Snyder,BEAVERTOWN BOROUGH,ATTORNEY GENERAL,,,Write-ins,0,0,0,0
Snyder,BEAVERTOWN BOROUGH,ATTORNEY GENERAL,,,Over Votes,0,0,0,0
Snyder,BEAVERTOWN BOROUGH,ATTORNEY GENERAL,,,Under Votes,12,9,3,0
Snyder,BEAVERTOWN BOROUGH,AUDITOR GENERAL,,DEM,MALCOLM KENYATTA,81,59,22,0
Snyder,BEAVERTOWN BOROUGH,AUDITOR GENERAL,,REP,TIM DEFOOR,447,382,60,5
Snyder,BEAVERTOWN BOROUGH,AUDITOR GENERAL,,LIB,REECE SMITH,4,4,0,0
Snyder,BEAVERTOWN BOROUGH,AUDITOR GENERAL,,ASP,ERIC K ANTON,1,0,1,0
Snyder,BEAVERTOWN BOROUGH,AUDITOR GENERAL,,CST,BOB GOODRICH,5,5,0,0
Snyder,BEAVERTOWN BOROUGH,AUDITOR GENERAL,,,Write-ins,0,0,0,0
Snyder,BEAVERTOWN BOROUGH,AUDITOR GENERAL,,,Over Votes,0,0,0,0
Snyder,BEAVERTOWN BOROUGH,AUDITOR GENERAL,,,Under Votes,13,10,3,0
Snyder,BEAVERTOWN BOROUGH,STATE TREASURER,,DEM,ERIN MCCLELLAND,76,59,17,0
Snyder,BEAVERTOWN BOROUGH,STATE TREASURER,,REP,STACY GARRITY,454,385,64,5
Snyder,BEAVERTOWN BOROUGH,STATE TREASURER,,LIB,NICKOLAS CIESIELSKI,4,4,0,0
Snyder,BEAVERTOWN BOROUGH,STATE TREASURER,,CST,TROY BOWMAN,3,3,0,0
Snyder,BEAVERTOWN BOROUGH,STATE TREASURER,,FWD,CHRIS FOSTER,2,2,0,0
Snyder,BEAVERTOWN BOROUGH,STATE TREASURER,,,Write-ins,0,0,0,0
Snyder,BEAVERTOWN BOROUGH,STATE TREASURER,,,Over Votes,0,0,0,0
Snyder,BEAVERTOWN BOROUGH,STATE TREASURER,,,Under Votes,12,7,5,0
Snyder,BEAVERTOWN BOROUGH,U.S. House,15,DEM,ZACH WOMER,83,62,21,0
Snyder,BEAVERTOWN BOROUGH,U.S. House,15,REP,GLENN GT THOMPSON,451,386,60,5
Snyder,BEAVERTOWN BOROUGH,U.S. House,15,,Write-ins,1,1,0,0
Snyder,BEAVERTOWN BOROUGH,U.S. House,15,,Over Votes,1,1,0,0
Snyder,BEAVERTOWN BOROUGH,U.S. House,15,,Under Votes,15,10,5,0
Snyder,BEAVERTOWN BOROUGH,State Senate,27,DEM,PATRICIA LAWTON,73,55,18,0
Snyder,BEAVERTOWN BOROUGH,State Senate,27,REP,LYNDA J SCHLEGEL CULVER,466,397,64,5
Snyder,BEAVERTOWN BOROUGH,State Senate,27,,Write-ins,0,0,0,0
Snyder,BEAVERTOWN BOROUGH,State Senate,27,,Over Votes,0,0,0,0
Snyder,BEAVERTOWN BOROUGH,State Senate,27,,Under Votes,12,8,4,0
Snyder,BEAVERTOWN BOROUGH,State House,85,DEM,NICK JACOBSON,99,78,21,0
Snyder,BEAVERTOWN BOROUGH,State House,85,REP,DAVID H ROWE,446,380,62,4
Snyder,BEAVERTOWN BOROUGH,State House,85,,Write-ins,0,0,0,0
Snyder,BEAVERTOWN BOROUGH,State House,85,,Over Votes,0,0,0,0
Snyder,BEAVERTOWN BOROUGH,State House,85,,Under Votes,6,2,3,1
Snyder,CENTER TOWNSHIP,Registered Voters,,,,1451,,,
Snyder,CENTER TOWNSHIP,Ballots Cast,,,,1221,938,283,0
Snyder,CENTER TOWNSHIP,Ballots Cast - Blank,,,,0,0,0,0
Snyder,CENTER TOWNSHIP,President,,DEM,HARRIS / WALZ,148,83,65,0
Snyder,CENTER TOWNSHIP,President,,REP,TRUMP / VANCE,1066,848,218,0
Snyder,CENTER TOWNSHIP,President,,LIB,OLIVER / TER MAAT,3,3,0,0
Snyder,CENTER TOWNSHIP,President,,GRN,STEIN / WARE,1,1,0,0
Snyder,CENTER TOWNSHIP,President,,,Write-ins,3,3,0,0
Snyder,CENTER TOWNSHIP,President,,,Over Votes,0,0,0,0
Snyder,CENTER TOWNSHIP,President,,,Under Votes,0,0,0,0
Snyder,CENTER TOWNSHIP,U.S. Senate,,DEM,ROBERT P CASEY JR,161,99,62,0
Snyder,CENTER TOWNSHIP,U.S. Senate,,REP,DAVE MCCORMICK,1030,819,211,0
Snyder,CENTER TOWNSHIP,U.S. Senate,,LIB,JOHN C THOMAS,6,5,1,0
Snyder,CENTER TOWNSHIP,U.S. Senate,,GRN,LEILA HAZOU,5,5,0,0
Snyder,CENTER TOWNSHIP,U.S. Senate,,CST,MARTY SELKER,5,4,1,0
Snyder,CENTER TOWNSHIP,U.S. Senate,,,Write-ins,6,6,0,0
Snyder,CENTER TOWNSHIP,U.S. Senate,,,Over Votes,1,0,1,0
Snyder,CENTER TOWNSHIP,U.S. Senate,,,Under Votes,7,0,7,0
Snyder,CENTER TOWNSHIP,ATTORNEY GENERAL,,DEM,EUGENE DEPASQUALE,158,99,59,0
Snyder,CENTER TOWNSHIP,ATTORNEY GENERAL,,REP,DAVE SUNDAY,1023,813,210,0
Snyder,CENTER TOWNSHIP,ATTORNEY GENERAL,,LIB,ROBERT COWBURN,10,9,1,0
Snyder,CENTER TOWNSHIP,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,1,1,0,0
Snyder,CENTER TOWNSHIP,ATTORNEY GENERAL,,CST,JUSTIN L MAGILL,6,4,2,0
Snyder,CENTER TOWNSHIP,ATTORNEY GENERAL,,FWD,ERIC L SETTLE,2,2,0,0
Snyder,CENTER TOWNSHIP,ATTORNEY GENERAL,,,Write-ins,10,10,0,0
Snyder,CENTER TOWNSHIP,ATTORNEY GENERAL,,,Over Votes,2,0,2,0
Snyder,CENTER TOWNSHIP,ATTORNEY GENERAL,,,Under Votes,9,0,9,0
Snyder,CENTER TOWNSHIP,AUDITOR GENERAL,,DEM,MALCOLM KENYATTA,133,77,56,0
Snyder,CENTER TOWNSHIP,AUDITOR GENERAL,,REP,TIM DEFOOR,1043,827,216,0
Snyder,CENTER TOWNSHIP,AUDITOR GENERAL,,LIB,REECE SMITH,13,11,2,0
Snyder,CENTER TOWNSHIP,AUDITOR GENERAL,,ASP,ERIC K ANTON,2,2,0,0
Snyder,CENTER TOWNSHIP,AUDITOR GENERAL,,CST,BOB GOODRICH,6,6,0,0
Snyder,CENTER TOWNSHIP,AUDITOR GENERAL,,,Write-ins,15,15,0,0
Snyder,CENTER TOWNSHIP,AUDITOR GENERAL,,,Over Votes,0,0,0,0
Snyder,CENTER TOWNSHIP,AUDITOR GENERAL,,,Under Votes,9,0,9,0
Snyder,CENTER TOWNSHIP,STATE TREASURER,,DEM,ERIN MCCLELLAND,134,80,54,0
Snyder,CENTER TOWNSHIP,STATE TREASURER,,REP,STACY GARRITY,1043,829,214,0
Snyder,CENTER TOWNSHIP,STATE TREASURER,,LIB,NICKOLAS CIESIELSKI,11,10,1,0
Snyder,CENTER TOWNSHIP,STATE TREASURER,,CST,TROY BOWMAN,7,6,1,0
Snyder,CENTER TOWNSHIP,STATE TREASURER,,FWD,CHRIS FOSTER,2,1,1,0
Snyder,CENTER TOWNSHIP,STATE TREASURER,,,Write-ins,12,12,0,0
Snyder,CENTER TOWNSHIP,STATE TREASURER,,,Over Votes,0,0,0,0
Snyder,CENTER TOWNSHIP,STATE TREASURER,,,Under Votes,12,0,12,0
Snyder,CENTER TOWNSHIP,U.S. House,15,DEM,ZACH WOMER,145,91,54,0
Snyder,CENTER TOWNSHIP,U.S. House,15,REP,GLENN GT THOMPSON,1053,832,221,0
Snyder,CENTER TOWNSHIP,U.S. House,15,,Write-ins,15,15,0,0
Snyder,CENTER TOWNSHIP,U.S. House,15,,Over Votes,0,0,0,0
Snyder,CENTER TOWNSHIP,U.S. House,15,,Under Votes,8,0,8,0
Snyder,CENTER TOWNSHIP,State Senate,27,DEM,PATRICIA LAWTON,135,81,54,0
Snyder,CENTER TOWNSHIP,State Senate,27,REP,LYNDA J SCHLEGEL CULVER,1069,849,220,0
