county,precinct,office,district,party,candidate,votes,election_day,absentee,provisional
Beaver,0002 ADAMS TOWNSHIP 2,REPRESENTATIVE IN THE GENERAL ASSEMBLY 12TH LEGISLATIVE,,REP,DARYL METCALFE,1207,1105,98,4
Beaver,0002 ADAMS TOWNSHIP 2,REPRESENTATIVE IN THE GENERAL ASSEMBLY 12TH LEGISLATIVE,,,Write-ins,5,5,0,0
Beaver,0003 ADAMS TOWNSHIP 3,,,,Registered Voters,3528,,,
Beaver,0003 ADAMS TOWNSHIP 3,,,,Ballots Cast,2410,2258,152,0
Beaver,0003 ADAMS TOWNSHIP 3,STRAIGHT PARTY VOTING,,DEM,DEMOCRATIC,400,384,16,0
Beaver,0003 ADAMS TOWNSHIP 3,STRAIGHT PARTY VOTING,,REP,REPUBLICAN,901,829,72,0
Beaver,0003 ADAMS TOWNSHIP 3,STRAIGHT PARTY VOTING,,GRN,GREEN,0,0,0,0
Beaver,0003 ADAMS TOWNSHIP 3,STRAIGHT PARTY VOTING,,IND,INDEPENDENT,0,0,0,0
Beaver,0003 ADAMS TOWNSHIP 3,STRAIGHT PARTY VOTING,,LIB,LIBERTARIAN,3,2,1,0
Beaver,0003 ADAMS TOWNSHIP 3,UNITED STATES SENATOR,,DEM,"BOB CASEY, JR",900,853,47,0
Beaver,0003 ADAMS TOWNSHIP 3,UNITED STATES SENATOR,,REP,LOU BARLETTA,1458,1355,103,0
Beaver,0003 ADAMS TOWNSHIP 3,UNITED STATES SENATOR,,GRN,NEAL GALE,7,6,1,0
Beaver,0003 ADAMS TOWNSHIP 3,UNITED STATES SENATOR,,LIB,"DALE R KERNS, JR",18,17,1,0
Beaver,0003 ADAMS TOWNSHIP 3,UNITED STATES SENATOR,,,Write-ins,0,0,0,0
Beaver,0003 ADAMS TOWNSHIP 3,GOVERNOR,,DEM,TOM WOLF,962,912,50,0
Beaver,0003 ADAMS TOWNSHIP 3,GOVERNOR,,REP,SCOTT R WAGNER,1397,1300,97,0
Beaver,0003 ADAMS TOWNSHIP 3,GOVERNOR,,GRN,PAUL GLOVER,6,6,0,0
Beaver,0003 ADAMS TOWNSHIP 3,GOVERNOR,,LIB,KEN V KRAWCHUK,27,22,5,0
Beaver,0003 ADAMS TOWNSHIP 3,GOVERNOR,,,Write-ins,2,2,0,0
Beaver,0003 ADAMS TOWNSHIP 3,REPRESENTATIVE IN CONGRESS 16TH DISTRICT,,DEM,RON DINICOLA,796,755,41,0
Beaver,0003 ADAMS TOWNSHIP 3,REPRESENTATIVE IN CONGRESS 16TH DISTRICT,,REP,MIKE KELLY,1582,1473,109,0
Beaver,0003 ADAMS TOWNSHIP 3,REPRESENTATIVE IN CONGRESS 16TH DISTRICT,,LIB,EBERT G BILL BEEMAN,18,17,1,0
Beaver,0003 ADAMS TOWNSHIP 3,REPRESENTATIVE IN CONGRESS 16TH DISTRICT,,,Write-ins,1,1,0,0
Beaver,0003 ADAMS TOWNSHIP 3,REPRESENTATIVE IN THE GENERAL ASSEMBLY 12TH LEGISLATIVE,,DEM,"DANIEL B SMITH, JR",898,854,44,0
Beaver,0003 ADAMS TOWNSHIP 3,REPRESENTATIVE IN THE GENERAL ASSEMBLY 12TH LEGISLATIVE,,REP,DARYL METCALFE,1481,1377,104,0
Beaver,0003 ADAMS TOWNSHIP 3,REPRESENTATIVE IN THE GENERAL ASSEMBLY 12TH LEGISLATIVE,,,Write-ins,9,8,1,0
Beaver,0004 ALLEGHENY TOWNSHIP,,,,Registered Voters,334,,,
Beaver,0004 ALLEGHENY TOWNSHIP,,,,Ballots Cast,199,192,6,1
Beaver,0004 ALLEGHENY TOWNSHIP,STRAIGHT PARTY VOTING,,DEM,DEMOCRATIC,28,28,0,0
Beaver,0004 ALLEGHENY TOWNSHIP,STRAIGHT PARTY VOTING,,REP,REPUBLICAN,101,95,6,0
Beaver,0004 ALLEGHENY TOWNSHIP,STRAIGHT PARTY VOTING,,GRN,GREEN,1,1,0,0
Beaver,0004 ALLEGHENY TOWNSHIP,STRAIGHT PARTY VOTING,,IND,INDEPENDENT,0,0,0,0
Beaver,0004 ALLEGHENY TOWNSHIP,STRAIGHT PARTY VOTING,,LIB,LIBERTARIAN,0,0,0,0
Beaver,0004 ALLEGHENY TOWNSHIP,UNITED STATES SENATOR,,DEM,"BOB CASEY, JR",55,54,1,0
Beaver,0004 ALLEGHENY TOWNSHIP,UNITED STATES SENATOR,,REP,LOU BARLETTA,139,133,5,1
Beaver,0004 ALLEGHENY TOWNSHIP,UNITED STATES SENATOR,,GRN,NEAL GALE,2,2,0,0
Beaver,0004 ALLEGHENY TOWNSHIP,UNITED STATES SENATOR,,LIB,"DALE R KERNS, JR",1,1,0,0
Beaver,0004 ALLEGHENY TOWNSHIP,UNITED STATES SENATOR,,,Write-ins,0,0,0,0
Beaver,0004 ALLEGHENY TOWNSHIP,GOVERNOR,,DEM,TOM WOLF,59,58,1,0
Beaver,0004 ALLEGHENY TOWNSHIP,GOVERNOR,,REP,SCOTT R WAGNER,132,126,5,1
Beaver,0004 ALLEGHENY TOWNSHIP,GOVERNOR,,GRN,PAUL GLOVER,5,5,0,0
Beaver,0004 ALLEGHENY TOWNSHIP,GOVERNOR,,LIB,KEN V KRAWCHUK,0,0,0,0
Beaver,0004 ALLEGHENY TOWNSHIP,GOVERNOR,,,Write-ins,0,0,0,0
Beaver,0004 ALLEGHENY TOWNSHIP,REPRESENTATIVE IN CONGRESS 15TH DISTRICT,,DEM,SUSAN BOSER,48,47,1,0
Beaver,0004 ALLEGHENY TOWNSHIP,REPRESENTATIVE IN CONGRESS 15TH DISTRICT,,REP,GLENN GT THOMPSON,147,142,5,0
Beaver,0004 ALLEGHENY TOWNSHIP,REPRESENTATIVE IN CONGRESS 15TH DISTRICT,,,Write-ins,0,0,0,0
Beaver,0004 ALLEGHENY TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY 64TH LEGISLATIVE,,DEM,JOHN KLUCK,48,48,0,0
Beaver,0004 ALLEGHENY TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY 64TH LEGISLATIVE,,REP,R. LEE JAMES,145,139,6,0
Beaver,0004 ALLEGHENY TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY 64TH LEGISLATIVE,,,Write-ins,0,0,0,0
Beaver,0005 BRADY TOWNSHIP,,,,Registered Voters,716,,,
Beaver,0005 BRADY TOWNSHIP,,,,Ballots Cast,418,403,14,1
Beaver,0005 BRADY TOWNSHIP,STRAIGHT PARTY VOTING,,DEM,DEMOCRATIC,63,58,5,0
Beaver,0005 BRADY TOWNSHIP,STRAIGHT PARTY VOTING,,REP,REPUBLICAN,170,168,2,0
Beaver,0005 BRADY TOWNSHIP,STRAIGHT PARTY VOTING,,GRN,GREEN,2,2,0,0
Beaver,0005 BRADY TOWNSHIP,STRAIGHT PARTY VOTING,,IND,INDEPENDENT,0,0,0,0
Beaver,0005 BRADY TOWNSHIP,STRAIGHT PARTY VOTING,,LIB,LIBERTARIAN,0,0,0,0
Beaver,0005 BRADY TOWNSHIP,UNITED STATES SENATOR,,DEM,"BOB CASEY, JR",149,141,7,1
Beaver,0005 BRADY TOWNSHIP,UNITED STATES SENATOR,,REP,LOU BARLETTA,255,249,6,0
Beaver,0005 BRADY TOWNSHIP,UNITED STATES SENATOR,,GRN,NEAL GALE,8,7,1,0
Beaver,0005 BRADY TOWNSHIP,UNITED STATES SENATOR,,LIB,"DALE R KERNS, JR",3,3,0,0
Beaver,0005 BRADY TOWNSHIP,UNITED STATES SENATOR,,,Write-ins,1,1,0,0
Beaver,0005 BRADY TOWNSHIP,GOVERNOR,,DEM,TOM WOLF,152,142,9,1
Beaver,0005 BRADY TOWNSHIP,GOVERNOR,,REP,SCOTT R WAGNER,250,245,5,0
Beaver,0005 BRADY TOWNSHIP,GOVERNOR,,GRN,PAUL GLOVER,7,7,0,0
Beaver,0005 BRADY TOWNSHIP,GOVERNOR,,LIB,KEN V KRAWCHUK,7,7,0,0
Beaver,0005 BRADY TOWNSHIP,GOVERNOR,,,Write-ins,0,0,0,0
Beaver,0005 BRADY TOWNSHIP,REPRESENTATIVE IN CONGRESS 16TH DISTRICT,,DEM,RON DINICOLA,141,133,7,1
Beaver,0005 BRADY TOWNSHIP,REPRESENTATIVE IN CONGRESS 16TH DISTRICT,,REP,MIKE KELLY,271,264,7,0
Beaver,0005 BRADY TOWNSHIP,REPRESENTATIVE IN CONGRESS 16TH DISTRICT,,LIB,EBERT G BILL BEEMAN,5,5,0,0
Beaver,0005 BRADY TOWNSHIP,REPRESENTATIVE IN CONGRESS 16TH DISTRICT,,,Write-ins,0,0,0,0
Beaver,0005 BRADY TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY 8TH LEGISLATIVE,,DEM,LISA BOEVING-LEARNED,127,121,6,0
Beaver,0005 BRADY TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY 8TH LEGISLATIVE,,REP,TEDD NESBIT,288,280,8,0
Beaver,0005 BRADY TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY 8TH LEGISLATIVE,,,Write-ins,0,0,0,0
Beaver,0006 BUFFALO TOWNSHIP 1,,,,Registered Voters,1904,,,
Beaver,0006 BUFFALO TOWNSHIP 1,,,,Ballots Cast,1200,1153,47,0
Beaver,0006 BUFFALO TOWNSHIP 1,STRAIGHT PARTY VOTING,,DEM,DEMOCRATIC,218,205,13,0
Beaver,0006 BUFFALO TOWNSHIP 1,STRAIGHT PARTY VOTING,,REP,REPUBLICAN,474,454,20,0
Beaver,0006 BUFFALO TOWNSHIP 1,STRAIGHT PARTY VOTING,,GRN,GREEN,0,0,0,0
Beaver,0006 BUFFALO TOWNSHIP 1,STRAIGHT PARTY VOTING,,IND,INDEPENDENT,0,0,0,0
Beaver,0006 BUFFALO TOWNSHIP 1,STRAIGHT PARTY VOTING,,LIB,LIBERTARIAN,3,3,0,0
Beaver,0006 BUFFALO TOWNSHIP 1,UNITED STATES SENATOR,,DEM,"BOB CASEY, JR",434,416,18,0
Beaver,0006 BUFFALO TOWNSHIP 1,UNITED STATES SENATOR,,REP,LOU BARLETTA,743,715,28,0
Beaver,0006 BUFFALO TOWNSHIP 1,UNITED STATES SENATOR,,GRN,NEAL GALE,4,3,1,0
Beaver,0006 BUFFALO TOWNSHIP 1,UNITED STATES SENATOR,,LIB,"DALE R KERNS, JR",13,13,0,0
Beaver,0006 BUFFALO TOWNSHIP 1,UNITED STATES SENATOR,,,Write-ins,2,2,0,0
Beaver,0006 BUFFALO TOWNSHIP 1,GOVERNOR,,DEM,TOM WOLF,475,457,18,0
Beaver,0006 BUFFALO TOWNSHIP 1,GOVERNOR,,REP,SCOTT R WAGNER,694,665,29,0
Beaver,0006 BUFFALO TOWNSHIP 1,GOVERNOR,,GRN,PAUL GLOVER,4,4,0,0
Beaver,0006 BUFFALO TOWNSHIP 1,GOVERNOR,,LIB,KEN V KRAWCHUK,20,20,0,0
Beaver,0006 BUFFALO TOWNSHIP 1,GOVERNOR,,,Write-ins,1,1,0,0
Beaver,0006 BUFFALO TOWNSHIP 1,REPRESENTATIVE IN CONGRESS 15TH DISTRICT,,DEM,SUSAN BOSER,385,368,17,0
Beaver,0006 BUFFALO TOWNSHIP 1,REPRESENTATIVE IN CONGRESS 15TH DISTRICT,,REP,GLENN GT THOMPSON,808,778,30,0
Beaver,0006 BUFFALO TOWNSHIP 1,REPRESENTATIVE IN CONGRESS 15TH DISTRICT,,,Write-ins,0,0,0,0
Beaver,0006 BUFFALO TOWNSHIP 1,REPRESENTATIVE IN THE GENERAL ASSEMBLY 60TH LEGISLATIVE,,REP,JEFF PYLE,924,894,30,0
Beaver,0006 BUFFALO TOWNSHIP 1,REPRESENTATIVE IN THE GENERAL ASSEMBLY 60TH LEGISLATIVE,,,Write-ins,26,24,2,0
Beaver,0007 BUFFALO TOWNSHIP 2,,,,Registered Voters,1785,,,
Beaver,0007 BUFFALO TOWNSHIP 2,,,,Ballots Cast,1174,1144,30,0
Beaver,0007 BUFFALO TOWNSHIP 2,STRAIGHT PARTY VOTING,,DEM,DEMOCRATIC,190,185,5,0
Beaver,0007 BUFFALO TOWNSHIP 2,STRAIGHT PARTY VOTING,,REP,REPUBLICAN,463,454,9,0
Beaver,0007 BUFFALO TOWNSHIP 2,STRAIGHT PARTY VOTING,,GRN,GREEN,0,0,0,0
Beaver,0007 BUFFALO TOWNSHIP 2,STRAIGHT PARTY VOTING,,IND,INDEPENDENT,0,0,0,0
Beaver,0007 BUFFALO TOWNSHIP 2,STRAIGHT PARTY VOTING,,LIB,LIBERTARIAN,2,2,0,0
Beaver,0007 BUFFALO TOWNSHIP 2,UNITED STATES SENATOR,,DEM,"BOB CASEY, JR",425,413,12,0
Beaver,0007 BUFFALO TOWNSHIP 2,UNITED STATES SENATOR,,REP,LOU BARLETTA,720,703,17,0
Beaver,0007 BUFFALO TOWNSHIP 2,UNITED STATES SENATOR,,GRN,NEAL GALE,8,8,0,0
Beaver,0007 BUFFALO TOWNSHIP 2,UNITED STATES SENATOR,,LIB,"DALE R KERNS, JR",16,16,0,0
Beaver,0007 BUFFALO TOWNSHIP 2,UNITED STATES SENATOR,,,Write-ins,0,0,0,0
Beaver,0007 BUFFALO TOWNSHIP 2,GOVERNOR,,DEM,TOM WOLF,454,442,12,0
Beaver,0007 BUFFALO TOWNSHIP 2,GOVERNOR,,REP,SCOTT R WAGNER,701,685,16,0
Beaver,0007 BUFFALO TOWNSHIP 2,GOVERNOR,,GRN,PAUL GLOVER,7,7,0,0
Beaver,0007 BUFFALO TOWNSHIP 2,GOVERNOR,,LIB,KEN V KRAWCHUK,10,9,1,0
Beaver,0007 BUFFALO TOWNSHIP 2,GOVERNOR,,,Write-ins,0,0,0,0
Beaver,0007 BUFFALO TOWNSHIP 2,REPRESENTATIVE IN CONGRESS 15TH DISTRICT,,DEM,SUSAN BOSER,373,361,12,0
Beaver,0007 BUFFALO TOWNSHIP 2,REPRESENTATIVE IN CONGRESS 15TH DISTRICT,,REP,GLENN GT THOMPSON,793,776,17,0
Beaver,0007 BUFFALO TOWNSHIP 2,REPRESENTATIVE IN CONGRESS 15TH DISTRICT,,,Write-ins,1,1,0,0
Beaver,0007 BUFFALO TOWNSHIP 2,REPRESENTATIVE IN THE GENERAL ASSEMBLY 60TH LEGISLATIVE,,REP,JEFF PYLE,924,902,22,0
Beaver,0007 BUFFALO TOWNSHIP 2,REPRESENTATIVE IN THE GENERAL ASSEMBLY 60TH LEGISLATIVE,,,Write-ins,29,28,1,0
Beaver,0008 BUFFALO TOWNSHIP 3,,,,Registered Voters,1550,,,
Beaver,0008 BUFFALO TOWNSHIP 3,,,,Ballots Cast,997,971,24,2
Beaver,0008 BUFFALO TOWNSHIP 3,STRAIGHT PARTY VOTING,,DEM,DEMOCRATIC,158,154,4,0
Beaver,0008 BUFFALO TOWNSHIP 3,STRAIGHT PARTY VOTING,,REP,REPUBLICAN,381,370,11,0
Beaver,0008 BUFFALO TOWNSHIP 3,STRAIGHT PARTY VOTING,,GRN,GREEN,0,0,0,0
Beaver,0008 BUFFALO TOWNSHIP 3,STRAIGHT PARTY VOTING,,IND,INDEPENDENT,0,0,0,0
Beaver,0008 BUFFALO TOWNSHIP 3,STRAIGHT PARTY VOTING,,LIB,LIBERTARIAN,2,1,0,1
Beaver,0008 BUFFALO TOWNSHIP 3,UNITED STATES SENATOR,,DEM,"BOB CASEY, JR",378,371,7,0
Beaver,0008 BUFFALO TOWNSHIP 3,UNITED STATES SENATOR,,REP,LOU BARLETTA,594,577,16,1
Beaver,0008 BUFFALO TOWNSHIP 3,UNITED STATES SENATOR,,GRN,NEAL GALE,2,2,0,0
Beaver,0008 BUFFALO TOWNSHIP 3,UNITED STATES SENATOR,,LIB,"DALE R KERNS, JR",19,17,1,1
Beaver,0008 BUFFALO TOWNSHIP 3,UNITED STATES SENATOR,,,Write-ins,0,0,0,0
Beaver,0008 BUFFALO TOWNSHIP 3,GOVERNOR,,DEM,TOM WOLF,418,410,8,0
Beaver,0008 BUFFALO TOWNSHIP 3,GOVERNOR,,REP,SCOTT R WAGNER,557,540,16,1
Beaver,0008 BUFFALO TOWNSHIP 3,GOVERNOR,,GRN,PAUL GLOVER,1,1,0,0
Beaver,0008 BUFFALO TOWNSHIP 3,GOVERNOR,,LIB,KEN V KRAWCHUK,18,17,0,1
Beaver,0008 BUFFALO TOWNSHIP 3,GOVERNOR,,,Write-ins,0,0,0,0
Beaver,0008 BUFFALO TOWNSHIP 3,REPRESENTATIVE IN CONGRESS 15TH DISTRICT,,DEM,SUSAN BOSER,318,309,8,1
Beaver,0008 BUFFALO TOWNSHIP 3,REPRESENTATIVE IN CONGRESS 15TH DISTRICT,,REP,GLENN GT THOMPSON,673,657,16,0
Beaver,0008 BUFFALO TOWNSHIP 3,REPRESENTATIVE IN CONGRESS 15TH DISTRICT,,,Write-ins,0,0,0,0
Beaver,0008 BUFFALO TOWNSHIP 3,REPRESENTATIVE IN THE GENERAL ASSEMBLY 60TH LEGISLATIVE,,REP,JEFF PYLE,809,788,20,1
Beaver,0008 BUFFALO TOWNSHIP 3,REPRESENTATIVE IN THE GENERAL ASSEMBLY 60TH LEGISLATIVE,,,Write-ins,23,21,2,0
Beaver,0009 BUTLER TOWNSHIP 1-1,,,,Registered Voters,2177,,,
Beaver,0009 BUTLER TOWNSHIP 1-1,,,,Ballots Cast,1440,1390,50,0
Beaver,0009 BUTLER TOWNSHIP 1-1,STRAIGHT PARTY VOTING,,DEM,DEMOCRATIC,215,206,9,0
Beaver,0009 BUTLER TOWNSHIP 1-1,STRAIGHT PARTY VOTING,,REP,REPUBLICAN,455,448,7,0
Beaver,0009 BUTLER TOWNSHIP 1-1,STRAIGHT PARTY VOTING,,GRN,GREEN,1,1,0,0
Beaver,0009 BUTLER TOWNSHIP 1-1,STRAIGHT PARTY VOTING,,IND,INDEPENDENT,11,11,0,0
Beaver,0009 BUTLER TOWNSHIP 1-1,STRAIGHT PARTY VOTING,,LIB,LIBERTARIAN,2,2,0,0
Beaver,0009 BUTLER TOWNSHIP 1-1,UNITED STATES SENATOR,,DEM,"BOB CASEY, JR",635,603,32,0
Beaver,0009 BUTLER TOWNSHIP 1-1,UNITED STATES SENATOR,,REP,LOU BARLETTA,752,734,18,0
Beaver,0009 BUTLER TOWNSHIP 1-1,UNITED STATES SENATOR,,GRN,NEAL GALE,9,9,0,0
Beaver,0009 BUTLER TOWNSHIP 1-1,UNITED STATES SENATOR,,LIB,"DALE R KERNS, JR",30,30,0,0
Beaver,0009 BUTLER TOWNSHIP 1-1,UNITED STATES SENATOR,,,Write-ins,3,3,0,0
Beaver,0009 BUTLER TOWNSHIP 1-1,GOVERNOR,,DEM,TOM WOLF,673,640,33,0
Beaver,0009 BUTLER TOWNSHIP 1-1,GOVERNOR,,REP,SCOTT R WAGNER,728,711,17,0
Beaver,0009 BUTLER TOWNSHIP 1-1,GOVERNOR,,GRN,PAUL GLOVER,13,13,0,0
Beaver,0009 BUTLER TOWNSHIP 1-1,GOVERNOR,,LIB,KEN V KRAWCHUK,21,21,0,0
Beaver,0009 BUTLER TOWNSHIP 1-1,GOVERNOR,,,Write-ins,0,0,0,0
Beaver,0009 BUTLER TOWNSHIP 1-1,REPRESENTATIVE IN CONGRESS 16TH DISTRICT,,DEM,RON DINICOLA,580,552,28,0
Beaver,0009 BUTLER TOWNSHIP 1-1,REPRESENTATIVE IN CONGRESS 16TH DISTRICT,,REP,MIKE KELLY,827,805,22,0
Beaver,0009 BUTLER TOWNSHIP 1-1,REPRESENTATIVE IN CONGRESS 16TH DISTRICT,,LIB,EBERT G BILL BEEMAN,25,25,0,0
Beaver,0009 BUTLER TOWNSHIP 1-1,REPRESENTATIVE IN CONGRESS 16TH DISTRICT,,,Write-ins,1,1,0,0
Beaver,0009 BUTLER TOWNSHIP 1-1,REPRESENTATIVE IN THE GENERAL ASSEMBLY 11TH LEGISLATIVE,,REP,BRIAN ELLIS,968,938,30,0
Beaver,0009 BUTLER TOWNSHIP 1-1,REPRESENTATIVE IN THE GENERAL ASSEMBLY 11TH LEGISLATIVE,,IND,SAMUEL DOCTOR,366,355,11,0
Beaver,0009 BUTLER TOWNSHIP 1-1,REPRESENTATIVE IN THE GENERAL ASSEMBLY 11TH LEGISLATIVE,,,Write-ins,0,0,0,0
Beaver,0010 BUTLER TOWNSHIP 1-2,,,,Registered Voters,1435,,,
Beaver,0010 BUTLER TOWNSHIP 1-2,,,,Ballots Cast,937,889,46,2
Beaver,0010 BUTLER TOWNSHIP 1-2,STRAIGHT PARTY VOTING,,DEM,DEMOCRATIC,120,114,6,0
Beaver,0010 BUTLER TOWNSHIP 1-2,STRAIGHT PARTY VOTING,,REP,REPUBLICAN,299,283,15,1
Beaver,0010 BUTLER TOWNSHIP 1-2,STRAIGHT PARTY VOTING,,GRN,GREEN,1,0,1,0
Beaver,0010 BUTLER TOWNSHIP 1-2,STRAIGHT PARTY VOTING,,IND,INDEPENDENT,4,4,0,0
Beaver,0010 BUTLER TOWNSHIP 1-2,STRAIGHT PARTY VOTING,,LIB,LIBERTARIAN,1,1,0,0
Beaver,0010 BUTLER TOWNSHIP 1-2,UNITED STATES SENATOR,,DEM,"BOB CASEY, JR",385,366,18,1
Beaver,0010 BUTLER TOWNSHIP 1-2,UNITED STATES SENATOR,,REP,LOU BARLETTA,518,491,26,1
Beaver,0010 BUTLER TOWNSHIP 1-2,UNITED STATES SENATOR,,GRN,NEAL GALE,9,8,1,0
Beaver,0010 BUTLER TOWNSHIP 1-2,UNITED STATES SENATOR,,LIB,"DALE R KERNS, JR",7,7,0,0
Beaver,0010 BUTLER TOWNSHIP 1-2,UNITED STATES SENATOR,,,Write-ins,0,0,0,0
Beaver,0010 BUTLER TOWNSHIP 1-2,GOVERNOR,,DEM,TOM WOLF,398,379,19,0
