county,precinct,precinct_name,party,office,district,candidate,votes
Centre,23,23 SC SOUTH CENTRAL 2,REPUBLICAN,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,JACOB D CORMAN III,120
Centre,23,23 SC SOUTH CENTRAL 2,,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,WRITE-IN,2
Centre,23,23 SC SOUTH CENTRAL 2,DEMOCRATIC,REPRESENTATIVE IN THE GENERAL ASSEMBLY 77TH LEGISLATIVE,,H SCOTT CONKLIN,438
Centre,23,23 SC SOUTH CENTRAL 2,,REPRESENTATIVE IN THE GENERAL ASSEMBLY 77TH LEGISLATIVE,,WRITE-IN,10
Centre,24,24 SC EAST 1,,REGISTERED VOTERS - TOTAL,,,3424
Centre,24,24 SC EAST 1,,BALLOTS CAST - TOTAL,,,902
Centre,24,24 SC EAST 1,,VOTER TURNOUT - TOTAL,,,
Centre,24,24 SC EAST 1,DEMOCRATIC,STRAIGHT PARTY,,DEMOCRATIC,436
Centre,24,24 SC EAST 1,REPUBLICAN,STRAIGHT PARTY,,REPUBLICAN,212
Centre,24,24 SC EAST 1,GREEN,STRAIGHT PARTY,,GREEN,3
Centre,24,24 SC EAST 1,LIBERTARIAN,STRAIGHT PARTY,,LIBERTARIAN,6
Centre,24,24 SC EAST 1,DEMOCRATIC,UNITED STATES SENATOR,,BOB CASEY JR,594
Centre,24,24 SC EAST 1,REPUBLICAN,UNITED STATES SENATOR,,LOU BARLETTA,270
Centre,24,24 SC EAST 1,GREEN,UNITED STATES SENATOR,,NEAL GALE,21
Centre,24,24 SC EAST 1,LIBERTARIAN,UNITED STATES SENATOR,,DALE R KERNS JR,15
Centre,24,24 SC EAST 1,,UNITED STATES SENATOR,,WRITE-IN,1
Centre,24,24 SC EAST 1,DEMOCRATIC,GOVERNOR AND LIEUTENANT GOVERNOR,,TOM WOLF,609
Centre,24,24 SC EAST 1,REPUBLICAN,GOVERNOR AND LIEUTENANT GOVERNOR,,SCOTT R WAGNER,260
Centre,24,24 SC EAST 1,GREEN,GOVERNOR AND LIEUTENANT GOVERNOR,,PAUL GLOVER,12
Centre,24,24 SC EAST 1,LIBERTARIAN,GOVERNOR AND LIEUTENANT GOVERNOR,,KEN V KRAWCHUK,16
Centre,24,24 SC EAST 1,,GOVERNOR AND LIEUTENANT GOVERNOR,,WRITE-IN,0
Centre,24,24 SC EAST 1,DEMOCRATIC,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,MARC FRIEDENBERG,616
Centre,24,24 SC EAST 1,REPUBLICAN,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,TOM MARINO,279
Centre,24,24 SC EAST 1,,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,WRITE-IN,1
Centre,24,24 SC EAST 1,DEMOCRATIC,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,EZRA NANES,587
Centre,24,24 SC EAST 1,REPUBLICAN,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,JACOB D CORMAN III,298
Centre,24,24 SC EAST 1,,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,WRITE-IN,2
Centre,24,24 SC EAST 1,DEMOCRATIC,REPRESENTATIVE IN THE GENERAL ASSEMBLY 77TH LEGISLATIVE,,H SCOTT CONKLIN,684
Centre,24,24 SC EAST 1,,REPRESENTATIVE IN THE GENERAL ASSEMBLY 77TH LEGISLATIVE,,WRITE-IN,39
Centre,25,25 SC EAST 2,,REGISTERED VOTERS - TOTAL,,,2752
Centre,25,25 SC EAST 2,,BALLOTS CAST - TOTAL,,,822
Centre,25,25 SC EAST 2,,VOTER TURNOUT - TOTAL,,,
Centre,25,25 SC EAST 2,DEMOCRATIC,STRAIGHT PARTY,,DEMOCRATIC,463
Centre,25,25 SC EAST 2,REPUBLICAN,STRAIGHT PARTY,,REPUBLICAN,110
Centre,25,25 SC EAST 2,GREEN,STRAIGHT PARTY,,GREEN,1
Centre,25,25 SC EAST 2,LIBERTARIAN,STRAIGHT PARTY,,LIBERTARIAN,3
Centre,25,25 SC EAST 2,DEMOCRATIC,UNITED STATES SENATOR,,BOB CASEY JR,643
Centre,25,25 SC EAST 2,REPUBLICAN,UNITED STATES SENATOR,,LOU BARLETTA,143
Centre,25,25 SC EAST 2,GREEN,UNITED STATES SENATOR,,NEAL GALE,14
Centre,25,25 SC EAST 2,LIBERTARIAN,UNITED STATES SENATOR,,DALE R KERNS JR,20
Centre,25,25 SC EAST 2,,UNITED STATES SENATOR,,WRITE-IN,0
Centre,25,25 SC EAST 2,DEMOCRATIC,GOVERNOR AND LIEUTENANT GOVERNOR,,TOM WOLF,652
Centre,25,25 SC EAST 2,REPUBLICAN,GOVERNOR AND LIEUTENANT GOVERNOR,,SCOTT R WAGNER,143
Centre,25,25 SC EAST 2,GREEN,GOVERNOR AND LIEUTENANT GOVERNOR,,PAUL GLOVER,15
Centre,25,25 SC EAST 2,LIBERTARIAN,GOVERNOR AND LIEUTENANT GOVERNOR,,KEN V KRAWCHUK,12
Centre,25,25 SC EAST 2,,GOVERNOR AND LIEUTENANT GOVERNOR,,WRITE-IN,0
Centre,25,25 SC EAST 2,DEMOCRATIC,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,MARC FRIEDENBERG,655
Centre,25,25 SC EAST 2,REPUBLICAN,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,TOM MARINO,161
Centre,25,25 SC EAST 2,,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,WRITE-IN,4
Centre,25,25 SC EAST 2,DEMOCRATIC,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,EZRA NANES,639
Centre,25,25 SC EAST 2,REPUBLICAN,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,JACOB D CORMAN III,178
Centre,25,25 SC EAST 2,,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,WRITE-IN,2
Centre,25,25 SC EAST 2,DEMOCRATIC,REPRESENTATIVE IN THE GENERAL ASSEMBLY 77TH LEGISLATIVE,,H SCOTT CONKLIN,691
Centre,25,25 SC EAST 2,,REPRESENTATIVE IN THE GENERAL ASSEMBLY 77TH LEGISLATIVE,,WRITE-IN,17
Centre,26,26 SC EAST 3,,REGISTERED VOTERS - TOTAL,,,3492
Centre,26,26 SC EAST 3,,BALLOTS CAST - TOTAL,,,778
Centre,26,26 SC EAST 3,,VOTER TURNOUT - TOTAL,,,
Centre,26,26 SC EAST 3,DEMOCRATIC,STRAIGHT PARTY,,DEMOCRATIC,417
Centre,26,26 SC EAST 3,REPUBLICAN,STRAIGHT PARTY,,REPUBLICAN,111
Centre,26,26 SC EAST 3,GREEN,STRAIGHT PARTY,,GREEN,0
Centre,26,26 SC EAST 3,LIBERTARIAN,STRAIGHT PARTY,,LIBERTARIAN,2
Centre,26,26 SC EAST 3,DEMOCRATIC,UNITED STATES SENATOR,,BOB CASEY JR,604
Centre,26,26 SC EAST 3,REPUBLICAN,UNITED STATES SENATOR,,LOU BARLETTA,151
Centre,26,26 SC EAST 3,GREEN,UNITED STATES SENATOR,,NEAL GALE,12
Centre,26,26 SC EAST 3,LIBERTARIAN,UNITED STATES SENATOR,,DALE R KERNS JR,7
Centre,26,26 SC EAST 3,,UNITED STATES SENATOR,,WRITE-IN,0
Centre,26,26 SC EAST 3,DEMOCRATIC,GOVERNOR AND LIEUTENANT GOVERNOR,,TOM WOLF,616
Centre,26,26 SC EAST 3,REPUBLICAN,GOVERNOR AND LIEUTENANT GOVERNOR,,SCOTT R WAGNER,149
Centre,26,26 SC EAST 3,GREEN,GOVERNOR AND LIEUTENANT GOVERNOR,,PAUL GLOVER,7
Centre,26,26 SC EAST 3,LIBERTARIAN,GOVERNOR AND LIEUTENANT GOVERNOR,,KEN V KRAWCHUK,5
Centre,26,26 SC EAST 3,,GOVERNOR AND LIEUTENANT GOVERNOR,,WRITE-IN,0
Centre,26,26 SC EAST 3,DEMOCRATIC,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,MARC FRIEDENBERG,603
Centre,26,26 SC EAST 3,REPUBLICAN,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,TOM MARINO,168
Centre,26,26 SC EAST 3,,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,WRITE-IN,3
Centre,26,26 SC EAST 3,DEMOCRATIC,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,EZRA NANES,586
Centre,26,26 SC EAST 3,REPUBLICAN,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,JACOB D CORMAN III,186
Centre,26,26 SC EAST 3,,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,WRITE-IN,0
Centre,26,26 SC EAST 3,DEMOCRATIC,REPRESENTATIVE IN THE GENERAL ASSEMBLY 77TH LEGISLATIVE,,H SCOTT CONKLIN,643
Centre,26,26 SC EAST 3,,REPRESENTATIVE IN THE GENERAL ASSEMBLY 77TH LEGISLATIVE,,WRITE-IN,17
Centre,27,27 SC EAST 4,,REGISTERED VOTERS - TOTAL,,,3811
Centre,27,27 SC EAST 4,,BALLOTS CAST - TOTAL,,,1103
Centre,27,27 SC EAST 4,,VOTER TURNOUT - TOTAL,,,
Centre,27,27 SC EAST 4,DEMOCRATIC,STRAIGHT PARTY,,DEMOCRATIC,612
Centre,27,27 SC EAST 4,REPUBLICAN,STRAIGHT PARTY,,REPUBLICAN,171
Centre,27,27 SC EAST 4,GREEN,STRAIGHT PARTY,,GREEN,3
Centre,27,27 SC EAST 4,LIBERTARIAN,STRAIGHT PARTY,,LIBERTARIAN,9
Centre,27,27 SC EAST 4,DEMOCRATIC,UNITED STATES SENATOR,,BOB CASEY JR,858
Centre,27,27 SC EAST 4,REPUBLICAN,UNITED STATES SENATOR,,LOU BARLETTA,257
Centre,27,27 SC EAST 4,GREEN,UNITED STATES SENATOR,,NEAL GALE,22
Centre,27,27 SC EAST 4,LIBERTARIAN,UNITED STATES SENATOR,,DALE R KERNS JR,31
Centre,27,27 SC EAST 4,,UNITED STATES SENATOR,,WRITE-IN,3
Centre,27,27 SC EAST 4,DEMOCRATIC,GOVERNOR AND LIEUTENANT GOVERNOR,,TOM WOLF,887
Centre,27,27 SC EAST 4,REPUBLICAN,GOVERNOR AND LIEUTENANT GOVERNOR,,SCOTT R WAGNER,241
Centre,27,27 SC EAST 4,GREEN,GOVERNOR AND LIEUTENANT GOVERNOR,,PAUL GLOVER,12
Centre,27,27 SC EAST 4,LIBERTARIAN,GOVERNOR AND LIEUTENANT GOVERNOR,,KEN V KRAWCHUK,28
Centre,27,27 SC EAST 4,,GOVERNOR AND LIEUTENANT GOVERNOR,,WRITE-IN,0
Centre,27,27 SC EAST 4,DEMOCRATIC,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,MARC FRIEDENBERG,889
Centre,27,27 SC EAST 4,REPUBLICAN,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,TOM MARINO,274
Centre,27,27 SC EAST 4,,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,WRITE-IN,4
Centre,27,27 SC EAST 4,DEMOCRATIC,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,EZRA NANES,873
Centre,27,27 SC EAST 4,REPUBLICAN,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,JACOB D CORMAN III,282
Centre,27,27 SC EAST 4,,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,WRITE-IN,5
Centre,27,27 SC EAST 4,DEMOCRATIC,REPRESENTATIVE IN THE GENERAL ASSEMBLY 77TH LEGISLATIVE,,H SCOTT CONKLIN,973
Centre,27,27 SC EAST 4,,REPRESENTATIVE IN THE GENERAL ASSEMBLY 77TH LEGISLATIVE,,WRITE-IN,34
Centre,28,28 SC EAST CENTRAL 1,,REGISTERED VOTERS - TOTAL,,,1860
Centre,28,28 SC EAST CENTRAL 1,,BALLOTS CAST - TOTAL,,,574
Centre,28,28 SC EAST CENTRAL 1,,VOTER TURNOUT - TOTAL,,,
Centre,28,28 SC EAST CENTRAL 1,DEMOCRATIC,STRAIGHT PARTY,,DEMOCRATIC,316
Centre,28,28 SC EAST CENTRAL 1,REPUBLICAN,STRAIGHT PARTY,,REPUBLICAN,66
Centre,28,28 SC EAST CENTRAL 1,GREEN,STRAIGHT PARTY,,GREEN,1
Centre,28,28 SC EAST CENTRAL 1,LIBERTARIAN,STRAIGHT PARTY,,LIBERTARIAN,5
Centre,28,28 SC EAST CENTRAL 1,DEMOCRATIC,UNITED STATES SENATOR,,BOB CASEY JR,458
Centre,28,28 SC EAST CENTRAL 1,REPUBLICAN,UNITED STATES SENATOR,,LOU BARLETTA,98
Centre,28,28 SC EAST CENTRAL 1,GREEN,UNITED STATES SENATOR,,NEAL GALE,9
Centre,28,28 SC EAST CENTRAL 1,LIBERTARIAN,UNITED STATES SENATOR,,DALE R KERNS JR,9
Centre,28,28 SC EAST CENTRAL 1,,UNITED STATES SENATOR,,WRITE-IN,0
Centre,28,28 SC EAST CENTRAL 1,DEMOCRATIC,GOVERNOR AND LIEUTENANT GOVERNOR,,TOM WOLF,458
Centre,28,28 SC EAST CENTRAL 1,REPUBLICAN,GOVERNOR AND LIEUTENANT GOVERNOR,,SCOTT R WAGNER,101
Centre,28,28 SC EAST CENTRAL 1,GREEN,GOVERNOR AND LIEUTENANT GOVERNOR,,PAUL GLOVER,4
Centre,28,28 SC EAST CENTRAL 1,LIBERTARIAN,GOVERNOR AND LIEUTENANT GOVERNOR,,KEN V KRAWCHUK,7
Centre,28,28 SC EAST CENTRAL 1,,GOVERNOR AND LIEUTENANT GOVERNOR,,WRITE-IN,0
Centre,28,28 SC EAST CENTRAL 1,DEMOCRATIC,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,MARC FRIEDENBERG,452
Centre,28,28 SC EAST CENTRAL 1,REPUBLICAN,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,TOM MARINO,117
Centre,28,28 SC EAST CENTRAL 1,,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,WRITE-IN,2
Centre,28,28 SC EAST CENTRAL 1,DEMOCRATIC,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,EZRA NANES,444
Centre,28,28 SC EAST CENTRAL 1,REPUBLICAN,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,JACOB D CORMAN III,119
Centre,28,28 SC EAST CENTRAL 1,,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,WRITE-IN,1
Centre,28,28 SC EAST CENTRAL 1,DEMOCRATIC,REPRESENTATIVE IN THE GENERAL ASSEMBLY 77TH LEGISLATIVE,,H SCOTT CONKLIN,486
Centre,28,28 SC EAST CENTRAL 1,,REPRESENTATIVE IN THE GENERAL ASSEMBLY 77TH LEGISLATIVE,,WRITE-IN,14
Centre,29,29 SC EAST CENTRAL 2,,REGISTERED VOTERS - TOTAL,,,1829
Centre,29,29 SC EAST CENTRAL 2,,BALLOTS CAST - TOTAL,,,429
Centre,29,29 SC EAST CENTRAL 2,,VOTER TURNOUT - TOTAL,,,
Centre,29,29 SC EAST CENTRAL 2,DEMOCRATIC,STRAIGHT PARTY,,DEMOCRATIC,205
Centre,29,29 SC EAST CENTRAL 2,REPUBLICAN,STRAIGHT PARTY,,REPUBLICAN,74
Centre,29,29 SC EAST CENTRAL 2,GREEN,STRAIGHT PARTY,,GREEN,1
Centre,29,29 SC EAST CENTRAL 2,LIBERTARIAN,STRAIGHT PARTY,,LIBERTARIAN,4
Centre,29,29 SC EAST CENTRAL 2,DEMOCRATIC,UNITED STATES SENATOR,,BOB CASEY JR,316
Centre,29,29 SC EAST CENTRAL 2,REPUBLICAN,UNITED STATES SENATOR,,LOU BARLETTA,95
Centre,29,29 SC EAST CENTRAL 2,GREEN,UNITED STATES SENATOR,,NEAL GALE,9
Centre,29,29 SC EAST CENTRAL 2,LIBERTARIAN,UNITED STATES SENATOR,,DALE R KERNS JR,6
Centre,29,29 SC EAST CENTRAL 2,,UNITED STATES SENATOR,,WRITE-IN,0
Centre,29,29 SC EAST CENTRAL 2,DEMOCRATIC,GOVERNOR AND LIEUTENANT GOVERNOR,,TOM WOLF,319
Centre,29,29 SC EAST CENTRAL 2,REPUBLICAN,GOVERNOR AND LIEUTENANT GOVERNOR,,SCOTT R WAGNER,94
Centre,29,29 SC EAST CENTRAL 2,GREEN,GOVERNOR AND LIEUTENANT GOVERNOR,,PAUL GLOVER,4
Centre,29,29 SC EAST CENTRAL 2,LIBERTARIAN,GOVERNOR AND LIEUTENANT GOVERNOR,,KEN V KRAWCHUK,6
Centre,29,29 SC EAST CENTRAL 2,,GOVERNOR AND LIEUTENANT GOVERNOR,,WRITE-IN,0
Centre,29,29 SC EAST CENTRAL 2,DEMOCRATIC,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,MARC FRIEDENBERG,319
Centre,29,29 SC EAST CENTRAL 2,REPUBLICAN,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,TOM MARINO,107
Centre,29,29 SC EAST CENTRAL 2,,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,WRITE-IN,0
Centre,29,29 SC EAST CENTRAL 2,DEMOCRATIC,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,EZRA NANES,312
Centre,29,29 SC EAST CENTRAL 2,REPUBLICAN,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,JACOB D CORMAN III,111
Centre,29,29 SC EAST CENTRAL 2,,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,WRITE-IN,0
Centre,29,29 SC EAST CENTRAL 2,DEMOCRATIC,REPRESENTATIVE IN THE GENERAL ASSEMBLY 77TH LEGISLATIVE,,H SCOTT CONKLIN,342
Centre,29,29 SC EAST CENTRAL 2,,REPRESENTATIVE IN THE GENERAL ASSEMBLY 77TH LEGISLATIVE,,WRITE-IN,10
Centre,30,30 SC EAST CENTRAL 3,,REGISTERED VOTERS - TOTAL,,,1113
Centre,30,30 SC EAST CENTRAL 3,,BALLOTS CAST - TOTAL,,,233
Centre,30,30 SC EAST CENTRAL 3,,VOTER TURNOUT - TOTAL,,,
Centre,30,30 SC EAST CENTRAL 3,DEMOCRATIC,STRAIGHT PARTY,,DEMOCRATIC,106
Centre,30,30 SC EAST CENTRAL 3,REPUBLICAN,STRAIGHT PARTY,,REPUBLICAN,32
Centre,30,30 SC EAST CENTRAL 3,GREEN,STRAIGHT PARTY,,GREEN,0
Centre,30,30 SC EAST CENTRAL 3,LIBERTARIAN,STRAIGHT PARTY,,LIBERTARIAN,1
Centre,30,30 SC EAST CENTRAL 3,DEMOCRATIC,UNITED STATES SENATOR,,BOB CASEY JR,167
Centre,30,30 SC EAST CENTRAL 3,REPUBLICAN,UNITED STATES SENATOR,,LOU BARLETTA,54
Centre,30,30 SC EAST CENTRAL 3,GREEN,UNITED STATES SENATOR,,NEAL GALE,8
Centre,30,30 SC EAST CENTRAL 3,LIBERTARIAN,UNITED STATES SENATOR,,DALE R KERNS JR,4
Centre,30,30 SC EAST CENTRAL 3,,UNITED STATES SENATOR,,WRITE-IN,0
Centre,30,30 SC EAST CENTRAL 3,DEMOCRATIC,GOVERNOR AND LIEUTENANT GOVERNOR,,TOM WOLF,166
Centre,30,30 SC EAST CENTRAL 3,REPUBLICAN,GOVERNOR AND LIEUTENANT GOVERNOR,,SCOTT R WAGNER,56
Centre,30,30 SC EAST CENTRAL 3,GREEN,GOVERNOR AND LIEUTENANT GOVERNOR,,PAUL GLOVER,3
Centre,30,30 SC EAST CENTRAL 3,LIBERTARIAN,GOVERNOR AND LIEUTENANT GOVERNOR,,KEN V KRAWCHUK,6
Centre,30,30 SC EAST CENTRAL 3,,GOVERNOR AND LIEUTENANT GOVERNOR,,WRITE-IN,0
Centre,30,30 SC EAST CENTRAL 3,DEMOCRATIC,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,MARC FRIEDENBERG,175
Centre,30,30 SC EAST CENTRAL 3,REPUBLICAN,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,TOM MARINO,55
Centre,30,30 SC EAST CENTRAL 3,,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,WRITE-IN,1
Centre,30,30 SC EAST CENTRAL 3,DEMOCRATIC,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,EZRA NANES,167
Centre,30,30 SC EAST CENTRAL 3,REPUBLICAN,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,JACOB D CORMAN III,57
Centre,30,30 SC EAST CENTRAL 3,,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,WRITE-IN,2
Centre,30,30 SC EAST CENTRAL 3,DEMOCRATIC,REPRESENTATIVE IN THE GENERAL ASSEMBLY 77TH LEGISLATIVE,,H SCOTT CONKLIN,184
Centre,30,30 SC EAST CENTRAL 3,,REPRESENTATIVE IN THE GENERAL ASSEMBLY 77TH LEGISLATIVE,,WRITE-IN,8
Centre,31,31 SC WEST 1,,REGISTERED VOTERS - TOTAL,,,784
Centre,31,31 SC WEST 1,,BALLOTS CAST - TOTAL,,,522
Centre,31,31 SC WEST 1,,VOTER TURNOUT - TOTAL,,,
Centre,31,31 SC WEST 1,DEMOCRATIC,STRAIGHT PARTY,,DEMOCRATIC,222
Centre,31,31 SC WEST 1,REPUBLICAN,STRAIGHT PARTY,,REPUBLICAN,52
Centre,31,31 SC WEST 1,GREEN,STRAIGHT PARTY,,GREEN,1
Centre,31,31 SC WEST 1,LIBERTARIAN,STRAIGHT PARTY,,LIBERTARIAN,0
Centre,31,31 SC WEST 1,DEMOCRATIC,UNITED STATES SENATOR,,BOB CASEY JR,420
Centre,31,31 SC WEST 1,REPUBLICAN,UNITED STATES SENATOR,,LOU BARLETTA,89
Centre,31,31 SC WEST 1,GREEN,UNITED STATES SENATOR,,NEAL GALE,3
Centre,31,31 SC WEST 1,LIBERTARIAN,UNITED STATES SENATOR,,DALE R KERNS JR,6
Centre,31,31 SC WEST 1,,UNITED STATES SENATOR,,WRITE-IN,0
Centre,31,31 SC WEST 1,DEMOCRATIC,GOVERNOR AND LIEUTENANT GOVERNOR,,TOM WOLF,425
Centre,31,31 SC WEST 1,REPUBLICAN,GOVERNOR AND LIEUTENANT GOVERNOR,,SCOTT R WAGNER,83
Centre,31,31 SC WEST 1,GREEN,GOVERNOR AND LIEUTENANT GOVERNOR,,PAUL GLOVER,3
Centre,31,31 SC WEST 1,LIBERTARIAN,GOVERNOR AND LIEUTENANT GOVERNOR,,KEN V KRAWCHUK,5
Centre,31,31 SC WEST 1,,GOVERNOR AND LIEUTENANT GOVERNOR,,WRITE-IN,0
Centre,31,31 SC WEST 1,DEMOCRATIC,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,MARC FRIEDENBERG,422
Centre,31,31 SC WEST 1,REPUBLICAN,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,TOM MARINO,96
Centre,31,31 SC WEST 1,,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,WRITE-IN,2
Centre,31,31 SC WEST 1,DEMOCRATIC,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,EZRA NANES,405
Centre,31,31 SC WEST 1,REPUBLICAN,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,JACOB D CORMAN III,111
Centre,31,31 SC WEST 1,,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,WRITE-IN,0
Centre,31,31 SC WEST 1,DEMOCRATIC,REPRESENTATIVE IN THE GENERAL ASSEMBLY 77TH LEGISLATIVE,,H SCOTT CONKLIN,439
Centre,31,31 SC WEST 1,,REPRESENTATIVE IN THE GENERAL ASSEMBLY 77TH LEGISLATIVE,,WRITE-IN,5
Centre,32,32 SC WEST 2,,REGISTERED VOTERS - TOTAL,,,861
Centre,32,32 SC WEST 2,,BALLOTS CAST - TOTAL,,,646
Centre,32,32 SC WEST 2,,VOTER TURNOUT - TOTAL,,,
Centre,32,32 SC WEST 2,DEMOCRATIC,STRAIGHT PARTY,,DEMOCRATIC,243
Centre,32,32 SC WEST 2,REPUBLICAN,STRAIGHT PARTY,,REPUBLICAN,98
Centre,32,32 SC WEST 2,GREEN,STRAIGHT PARTY,,GREEN,0
Centre,32,32 SC WEST 2,LIBERTARIAN,STRAIGHT PARTY,,LIBERTARIAN,0
Centre,32,32 SC WEST 2,DEMOCRATIC,UNITED STATES SENATOR,,BOB CASEY JR,446
Centre,32,32 SC WEST 2,REPUBLICAN,UNITED STATES SENATOR,,LOU BARLETTA,186
Centre,32,32 SC WEST 2,GREEN,UNITED STATES SENATOR,,NEAL GALE,4
Centre,32,32 SC WEST 2,LIBERTARIAN,UNITED STATES SENATOR,,DALE R KERNS JR,4
Centre,32,32 SC WEST 2,,UNITED STATES SENATOR,,WRITE-IN,1
Centre,32,32 SC WEST 2,DEMOCRATIC,GOVERNOR AND LIEUTENANT GOVERNOR,,TOM WOLF,453
Centre,32,32 SC WEST 2,REPUBLICAN,GOVERNOR AND LIEUTENANT GOVERNOR,,SCOTT R WAGNER,178
Centre,32,32 SC WEST 2,GREEN,GOVERNOR AND LIEUTENANT GOVERNOR,,PAUL GLOVER,5
Centre,32,32 SC WEST 2,LIBERTARIAN,GOVERNOR AND LIEUTENANT GOVERNOR,,KEN V KRAWCHUK,6
Centre,32,32 SC WEST 2,,GOVERNOR AND LIEUTENANT GOVERNOR,,WRITE-IN,1
Centre,32,32 SC WEST 2,DEMOCRATIC,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,MARC FRIEDENBERG,443
Centre,32,32 SC WEST 2,REPUBLICAN,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,TOM MARINO,203
Centre,32,32 SC WEST 2,,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,WRITE-IN,0
Centre,32,32 SC WEST 2,DEMOCRATIC,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,EZRA NANES,423
Centre,32,32 SC WEST 2,REPUBLICAN,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,JACOB D CORMAN III,219
Centre,32,32 SC WEST 2,,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,WRITE-IN,0
Centre,32,32 SC WEST 2,DEMOCRATIC,REPRESENTATIVE IN THE GENERAL ASSEMBLY 77TH LEGISLATIVE,,H SCOTT CONKLIN,501
Centre,32,32 SC WEST 2,,REPRESENTATIVE IN THE GENERAL ASSEMBLY 77TH LEGISLATIVE,,WRITE-IN,11
Centre,33,33 SC WEST CENTRAL 1,,REGISTERED VOTERS - TOTAL,,,1373
Centre,33,33 SC WEST CENTRAL 1,,BALLOTS CAST - TOTAL,,,458
Centre,33,33 SC WEST CENTRAL 1,,VOTER TURNOUT - TOTAL,,,
Centre,33,33 SC WEST CENTRAL 1,DEMOCRATIC,STRAIGHT PARTY,,DEMOCRATIC,240
Centre,33,33 SC WEST CENTRAL 1,REPUBLICAN,STRAIGHT PARTY,,REPUBLICAN,66
Centre,33,33 SC WEST CENTRAL 1,GREEN,STRAIGHT PARTY,,GREEN,0
Centre,33,33 SC WEST CENTRAL 1,LIBERTARIAN,STRAIGHT PARTY,,LIBERTARIAN,2
Centre,33,33 SC WEST CENTRAL 1,DEMOCRATIC,UNITED STATES SENATOR,,BOB CASEY JR,327
