county,precinct,office,district,party,candidate,election_day,absentee,provisional,emergency,votes
Dauphin,"City--10th Ward, 2nd Precinct",US REP 10TH,,DEM,George  SCOTT,441,0,1,0,442
Dauphin,"City--10th Ward, 3rd Precinct",US REP 10TH,,DEM,George  SCOTT,175,15,0,0,190
Dauphin,"City--10th Ward, 4th Precinct",US REP 10TH,,DEM,George  SCOTT,554,6,0,0,560
Dauphin,City--11th Ward,US REP 10TH,,DEM,George  SCOTT,584,22,0,0,606
Dauphin,City--12th Ward,US REP 10TH,,DEM,George  SCOTT,672,13,0,0,685
Dauphin,"City--13th Ward, 1st Precinct",US REP 10TH,,DEM,George  SCOTT,357,1,2,0,360
Dauphin,"City--13th Ward, 2nd Precinct",US REP 10TH,,DEM,George  SCOTT,378,7,0,0,385
Dauphin,"City--13th Ward, 3rd Precinct",US REP 10TH,,DEM,George  SCOTT,505,8,0,0,513
Dauphin,City--14th Ward,US REP 10TH,,DEM,George  SCOTT,612,18,1,3,634
Dauphin,City--15th Ward,US REP 10TH,,DEM,George  SCOTT,248,3,0,0,251
Dauphin,Berrysburg Borough,US REP 10TH,,DEM,George  SCOTT,29,2,0,0,31
Dauphin,Dauphin Borough,US REP 10TH,,DEM,George  SCOTT,150,1,0,0,151
Dauphin,Elizabethville Borough,US REP 10TH,,DEM,George  SCOTT,116,4,0,0,120
Dauphin,Gratz Borough,US REP 10TH,,DEM,George  SCOTT,59,2,0,0,61
Dauphin,Halifax Borough,US REP 10TH,,DEM,George  SCOTT,76,1,0,0,77
Dauphin,Highspire Borough,US REP 10TH,,DEM,George  SCOTT,428,8,2,0,438
Dauphin,Hummelstown--1st Precinct,US REP 10TH,,DEM,George  SCOTT,358,3,0,0,361
Dauphin,Hummelstown--2nd Precinct,US REP 10TH,,DEM,George  SCOTT,517,15,0,0,532
Dauphin,Lykens Borough--1st Ward,US REP 10TH,,DEM,George  SCOTT,88,3,0,0,91
Dauphin,Lykens Borough--2nd Ward,US REP 10TH,,DEM,George  SCOTT,97,2,0,0,99
Dauphin,"Middletown--1st Ward, 1st Precinct",US REP 10TH,,DEM,George  SCOTT,144,3,0,0,147
Dauphin,"Middletown--1st Ward, 2nd Precinct",US REP 10TH,,DEM,George  SCOTT,229,4,0,0,233
Dauphin,"Middletown--2nd Ward, 1st Precinct",US REP 10TH,,DEM,George  SCOTT,270,3,0,0,273
Dauphin,"Middletown--2nd Ward, 2nd Precinct",US REP 10TH,,DEM,George  SCOTT,333,8,0,0,341
Dauphin,"Middletown--3rd Ward, 1st Precinct",US REP 10TH,,DEM,George  SCOTT,176,0,0,0,176
Dauphin,"Middletown--3rd Ward, 2nd Precinct",US REP 10TH,,DEM,George  SCOTT,203,7,0,0,210
Dauphin,Millersburg Borough,US REP 10TH,,DEM,George  SCOTT,278,5,0,0,283
Dauphin,Paxtang Borough,US REP 10TH,,DEM,George  SCOTT,495,15,0,0,510
Dauphin,Penbrook Borough--1st Ward,US REP 10TH,,DEM,George  SCOTT,147,2,0,0,149
Dauphin,Penbrook Borough--2nd Ward,US REP 10TH,,DEM,George  SCOTT,190,2,0,0,192
Dauphin,Penbrook Borough--3rd Ward,US REP 10TH,,DEM,George  SCOTT,153,2,1,0,156
Dauphin,Penbrook Borough--4th Ward,US REP 10TH,,DEM,George  SCOTT,192,3,0,0,195
Dauphin,Royalton Borough--1st Ward,US REP 10TH,,DEM,George  SCOTT,45,0,0,0,45
Dauphin,Royalton Borough--2nd Ward,US REP 10TH,,DEM,George  SCOTT,132,1,0,0,133
Dauphin,Steelton--1st Ward,US REP 10TH,,DEM,George  SCOTT,173,3,1,0,177
Dauphin,Steelton--2nd Ward,US REP 10TH,,DEM,George  SCOTT,436,8,0,0,444
Dauphin,Steelton--3rd Ward,US REP 10TH,,DEM,George  SCOTT,329,7,0,0,336
Dauphin,Steelton--4th Ward,US REP 10TH,,DEM,George  SCOTT,246,0,0,0,246
Dauphin,Pillow Borough,US REP 10TH,,DEM,George  SCOTT,33,1,0,0,34
Dauphin,Williamstown--1st Ward,US REP 10TH,,DEM,George  SCOTT,70,0,0,0,70
Dauphin,Williamstown--2nd Ward,US REP 10TH,,DEM,George  SCOTT,47,0,0,0,47
Dauphin,Conewago Twp--1st Precinct,US REP 10TH,,DEM,George  SCOTT,192,13,0,0,205
Dauphin,Conewago Twp--2nd Precinct,US REP 10TH,,DEM,George  SCOTT,228,8,0,0,236
Dauphin,Derry Township--1st Precinct,US REP 10TH,,DEM,George  SCOTT,496,54,0,0,550
Dauphin,Derry Township--2nd Precinct,US REP 10TH,,DEM,George  SCOTT,325,37,0,0,362
Dauphin,Derry Township--3rd Precinct,US REP 10TH,,DEM,George  SCOTT,341,17,0,0,358
Dauphin,Derry Township--4th Precinct,US REP 10TH,,DEM,George  SCOTT,298,13,0,0,311
Dauphin,Derry Township--5th Precinct,US REP 10TH,,DEM,George  SCOTT,208,20,0,0,228
Dauphin,Derry Township--6th Precinct,US REP 10TH,,DEM,George  SCOTT,233,0,0,0,233
Dauphin,Derry Township--7th Precinct,US REP 10TH,,DEM,George  SCOTT,360,18,0,0,378
Dauphin,Derry Township--8th Precinct,US REP 10TH,,DEM,George  SCOTT,266,15,0,0,281
Dauphin,Derry Township--9th Precinct,US REP 10TH,,DEM,George  SCOTT,305,7,0,0,312
Dauphin,Derry Township--10th Precinct,US REP 10TH,,DEM,George  SCOTT,283,30,0,0,313
Dauphin,Derry Township--11th Precinct,US REP 10TH,,DEM,George  SCOTT,379,32,0,0,411
Dauphin,Derry Township--12th Precinct,US REP 10TH,,DEM,George  SCOTT,330,27,0,0,357
Dauphin,Derry Township--13th Precinct,US REP 10TH,,DEM,George  SCOTT,315,11,0,0,326
Dauphin,Derry Township--14th Precinct,US REP 10TH,,DEM,George  SCOTT,459,15,0,0,474
Dauphin,Derry Township--15th Precinct,US REP 10TH,,DEM,George  SCOTT,717,58,0,0,775
Dauphin,East Hanover Township--1st Precinct,US REP 10TH,,DEM,George  SCOTT,452,20,0,0,472
Dauphin,East Hanover Township--2nd Precinct,US REP 10TH,,DEM,George  SCOTT,334,12,0,0,346
Dauphin,Halifax Twp--1st Precinct,US REP 10TH,,DEM,George  SCOTT,175,6,0,0,181
Dauphin,Halifax Twp--2nd Precinct,US REP 10TH,,DEM,George  SCOTT,186,4,0,0,190
Dauphin,Jackson Township,US REP 10TH,,DEM,George  SCOTT,246,8,0,0,254
Dauphin,Jefferson Township,US REP 10TH,,DEM,George  SCOTT,51,1,0,0,52
Dauphin,Londonderry Twp--1st Precinct,US REP 10TH,,DEM,George  SCOTT,250,13,0,0,263
Dauphin,Londonderry Twp--2nd Precinct,US REP 10TH,,DEM,George  SCOTT,239,5,0,0,244
Dauphin,Londonderry Twp--3rd Precinct,US REP 10TH,,DEM,George  SCOTT,125,1,0,0,126
Dauphin,Lower Paxton Twp--1st Precinct,US REP 10TH,,DEM,George  SCOTT,296,8,0,0,304
Dauphin,Lower Paxton Twp--2nd Precinct,US REP 10TH,,DEM,George  SCOTT,458,7,0,0,465
Dauphin,Lower Paxton Twp--3rd precinct,US REP 10TH,,DEM,George  SCOTT,490,11,0,0,501
Dauphin,Lower Paxton Twp--4th Precinct,US REP 10TH,,DEM,George  SCOTT,458,13,0,0,471
Dauphin,Lower Paxton Twp--5th Precinct,US REP 10TH,,DEM,George  SCOTT,449,13,1,0,463
Dauphin,Lower Paxton Twp--6th Precinct,US REP 10TH,,DEM,George  SCOTT,435,37,0,0,472
Dauphin,Lower Paxton Twp--7th Precinct,US REP 10TH,,DEM,George  SCOTT,489,16,0,0,505
Dauphin,Lower Paxton Twp--8th Precinct,US REP 10TH,,DEM,George  SCOTT,464,8,2,0,474
Dauphin,Lower Paxton Twp--9th Precinct,US REP 10TH,,DEM,George  SCOTT,204,7,0,0,211
Dauphin,Lower Paxton Twp--10th Precinct,US REP 10TH,,DEM,George  SCOTT,427,9,4,0,440
Dauphin,Lower Paxton Twp--11th Precinct,US REP 10TH,,DEM,George  SCOTT,390,10,5,0,405
Dauphin,Lower Paxton Twp--12th Precinct,US REP 10TH,,DEM,George  SCOTT,350,31,0,0,381
Dauphin,Lower Paxton Twp--13th Precinct,US REP 10TH,,DEM,George  SCOTT,355,14,0,0,369
Dauphin,Lower Paxton Twp--14th Precinct,US REP 10TH,,DEM,George  SCOTT,352,11,0,0,363
Dauphin,Lower Paxton Twp--15th Precinct,US REP 10TH,,DEM,George  SCOTT,684,20,0,0,704
Dauphin,Lower Paxton Twp--16th Precinct,US REP 10TH,,DEM,George  SCOTT,580,24,0,0,604
Dauphin,Lower Paxton Twp--17th Precinct,US REP 10TH,,DEM,George  SCOTT,476,8,0,0,484
Dauphin,Lower Paxton Twp--18th Precinct,US REP 10TH,,DEM,George  SCOTT,363,14,0,0,377
Dauphin,Lower Paxton Twp--19th Precinct,US REP 10TH,,DEM,George  SCOTT,500,53,0,0,553
Dauphin,Lower Paxton Twp--20th Precinct,US REP 10TH,,DEM,George  SCOTT,315,14,0,0,329
Dauphin,Lower Paxton Twp--21st Precinct,US REP 10TH,,DEM,George  SCOTT,602,38,0,0,640
Dauphin,Lower Paxton Twp--22nd Precinct,US REP 10TH,,DEM,George  SCOTT,360,17,0,0,377
Dauphin,Lower Paxton Twp--23rd Precinct,US REP 10TH,,DEM,George  SCOTT,391,25,0,0,416
Dauphin,Lower Paxton Twp--24th Precinct,US REP 10TH,,DEM,George  SCOTT,334,15,0,0,349
Dauphin,Lower Paxton Twp--25th Precinct,US REP 10TH,,DEM,George  SCOTT,461,23,0,0,484
Dauphin,Lower Paxton Twp--26th Precinct,US REP 10TH,,DEM,George  SCOTT,445,18,0,0,463
Dauphin,Lower Paxton Twp--27th Precinct,US REP 10TH,,DEM,George  SCOTT,430,20,1,0,451
Dauphin,Lower Swatara Twp--1st Precinct,US REP 10TH,,DEM,George  SCOTT,401,12,1,0,414
Dauphin,Lower Swatara Twp--2nd Precinct,US REP 10TH,,DEM,George  SCOTT,316,6,0,0,322
Dauphin,Lower Swatara Twp--3rd Precinct,US REP 10TH,,DEM,George  SCOTT,443,21,0,0,464
Dauphin,Lower Swatara Twp--4th Precinct,US REP 10TH,,DEM,George  SCOTT,254,14,0,0,268
Dauphin,Lykens Township,US REP 10TH,,DEM,George  SCOTT,67,1,0,0,68
Dauphin,Middle Paxton Twp--1st Precinct,US REP 10TH,,DEM,George  SCOTT,266,10,0,0,276
Dauphin,Middle Paxton Twp--2nd Precinct,US REP 10TH,,DEM,George  SCOTT,300,19,0,0,319
Dauphin,Middle Paxton Twp--3rd Precinct,US REP 10TH,,DEM,George  SCOTT,300,12,0,0,312
Dauphin,Mifflin Township,US REP 10TH,,DEM,George  SCOTT,40,3,0,0,43
Dauphin,Reed Township,US REP 10TH,,DEM,George  SCOTT,29,0,0,0,29
Dauphin,Rush Township,US REP 10TH,,DEM,George  SCOTT,9,0,0,0,9
Dauphin,South Hanover Twp--1st Precinct,US REP 10TH,,DEM,George  SCOTT,254,30,0,0,284
Dauphin,South Hanover Twp--2nd Precinct,US REP 10TH,,DEM,George  SCOTT,601,31,0,0,632
Dauphin,South Hanover Twp--3rd Precinct,US REP 10TH,,DEM,George  SCOTT,496,20,1,0,517
Dauphin,Susquehanna Twp--1st Ward,US REP 10TH,,DEM,George  SCOTT,838,51,0,0,889
Dauphin,Susquehanna Twp--2nd Ward,US REP 10TH,,DEM,George  SCOTT,902,51,0,0,953
Dauphin,Susquehanna Twp--3rd Ward,US REP 10TH,,DEM,George  SCOTT,934,33,0,0,967
Dauphin,Susquehanna Twp--4th Ward,US REP 10TH,,DEM,George  SCOTT,718,22,1,0,741
Dauphin,Susquehanna Twp--5th Ward,US REP 10TH,,DEM,George  SCOTT,668,23,4,0,695
Dauphin,Susquehanna Twp--6th Ward,US REP 10TH,,DEM,George  SCOTT,781,19,0,0,800
Dauphin,Susquehanna Twp--7th Ward,US REP 10TH,,DEM,George  SCOTT,937,33,0,0,970
Dauphin,Susquehanna Twp--8th Ward,US REP 10TH,,DEM,George  SCOTT,923,65,4,0,992
Dauphin,Susquehanna Twp--9th Ward,US REP 10TH,,DEM,George  SCOTT,921,27,0,0,948
Dauphin,Swatara Township--1st Precinct,US REP 10TH,,DEM,George  SCOTT,449,2,1,0,452
Dauphin,Swatara Township--2nd Precinct,US REP 10TH,,DEM,George  SCOTT,363,54,0,0,417
Dauphin,Swatara Township--3rd Precinct,US REP 10TH,,DEM,George  SCOTT,676,11,1,0,688
Dauphin,Swatara Township--4th Precinct,US REP 10TH,,DEM,George  SCOTT,517,17,0,0,534
Dauphin,Swatara Township--5th Precinct,US REP 10TH,,DEM,George  SCOTT,661,12,3,0,676
Dauphin,Swatara Township--6th Precinct,US REP 10TH,,DEM,George  SCOTT,647,5,0,0,652
Dauphin,Swatara Township--7th Precinct,US REP 10TH,,DEM,George  SCOTT,675,16,0,0,691
Dauphin,Swatara Township--8th Precinct,US REP 10TH,,DEM,George  SCOTT,507,1,0,0,508
Dauphin,Swatara Township--9th Precinct,US REP 10TH,,DEM,George  SCOTT,523,8,0,0,531
Dauphin,Swatara Township--10th Precinct,US REP 10TH,,DEM,George  SCOTT,425,7,0,0,432
Dauphin,Upper Paxton Twp--1st Precinct,US REP 10TH,,DEM,George  SCOTT,213,5,0,0,218
Dauphin,Upper Paxton Twp--2nd Precinct,US REP 10TH,,DEM,George  SCOTT,114,10,0,0,124
Dauphin,Washington Township,US REP 10TH,,DEM,George  SCOTT,211,3,0,0,214
Dauphin,Wayne Township,US REP 10TH,,DEM,George  SCOTT,146,6,0,0,152
Dauphin,West Hanover Twp--1st Precinct,US REP 10TH,,DEM,George  SCOTT,200,6,0,0,206
Dauphin,West Hanover Twp--2nd Precinct,US REP 10TH,,DEM,George  SCOTT,253,7,1,0,261
Dauphin,West Hanover Twp--3rd Precinct,US REP 10TH,,DEM,George  SCOTT,348,23,0,0,371
Dauphin,West Hanover Twp--4th Precinct,US REP 10TH,,DEM,George  SCOTT,229,12,0,0,241
Dauphin,West Hanover Twp--5th Precinct,US REP 10TH,,DEM,George  SCOTT,337,17,1,0,355
Dauphin,West Hanover Twp--6th Precinct,US REP 10TH,,DEM,George  SCOTT,291,17,2,0,310
Dauphin,West Hanover Twp--7th Precinct,US REP 10TH,,DEM,George  SCOTT,257,14,0,0,271
Dauphin,Wiconisco Twp--1st Precinct,US REP 10TH,,DEM,George  SCOTT,60,0,0,0,60
Dauphin,Wiconisco Twp--2nd Precinct,US REP 10TH,,DEM,George  SCOTT,32,3,0,0,35
Dauphin,Williams Twp,US REP 10TH,,DEM,George  SCOTT,89,2,0,0,91
Dauphin,"City--1st Ward, 1st Precinct",US REP 10TH,,REP,Scott  PERRY,37,2,0,0,39
Dauphin,"City--1st Ward, 2nd Precinct",US REP 10TH,,REP,Scott  PERRY,81,1,2,0,84
Dauphin,"City--1st Ward, 3rd Precinct",US REP 10TH,,REP,Scott  PERRY,20,0,1,0,21
Dauphin,"City--2nd Ward, 1st Precinct",US REP 10TH,,REP,Scott  PERRY,37,0,0,0,37
Dauphin,"City--2nd Ward, 2nd Precinct",US REP 10TH,,REP,Scott  PERRY,38,2,0,0,40
Dauphin,City--3rd Ward,US REP 10TH,,REP,Scott  PERRY,66,6,0,0,72
Dauphin,City--4th Ward,US REP 10TH,,REP,Scott  PERRY,99,3,0,0,102
Dauphin,City--5th Ward,US REP 10TH,,REP,Scott  PERRY,125,11,1,0,137
Dauphin,City--6th Ward,US REP 10TH,,REP,Scott  PERRY,68,0,0,0,68
Dauphin,"City--7th Ward, 1st Precinct",US REP 10TH,,REP,Scott  PERRY,20,0,2,0,22
Dauphin,"City--7th Ward, 2nd Precinct",US REP 10TH,,REP,Scott  PERRY,31,2,0,0,33
Dauphin,City--8th Ward,US REP 10TH,,REP,Scott  PERRY,19,0,0,0,19
Dauphin,"City--9th Ward, 1st Precinct",US REP 10TH,,REP,Scott  PERRY,30,0,0,0,30
Dauphin,"City--9th Ward, 2nd Precinct",US REP 10TH,,REP,Scott  PERRY,22,1,0,0,23
Dauphin,"City--9th Ward, 3rd Precinct",US REP 10TH,,REP,Scott  PERRY,43,1,0,0,44
Dauphin,"City--9th Ward, 4th Precinct",US REP 10TH,,REP,Scott  PERRY,80,6,0,0,86
Dauphin,"City--9th Ward, 5th Precinct",US REP 10TH,,REP,Scott  PERRY,51,1,0,0,52
Dauphin,"City--10th Ward, 1st Precinct",US REP 10TH,,REP,Scott  PERRY,70,4,0,0,74
Dauphin,"City--10th Ward, 2nd Precinct",US REP 10TH,,REP,Scott  PERRY,22,0,0,0,22
Dauphin,"City--10th Ward, 3rd Precinct",US REP 10TH,,REP,Scott  PERRY,54,2,0,0,56
Dauphin,"City--10th Ward, 4th Precinct",US REP 10TH,,REP,Scott  PERRY,17,1,0,0,18
Dauphin,City--11th Ward,US REP 10TH,,REP,Scott  PERRY,58,16,0,0,74
Dauphin,City--12th Ward,US REP 10TH,,REP,Scott  PERRY,130,4,0,0,134
Dauphin,"City--13th Ward, 1st Precinct",US REP 10TH,,REP,Scott  PERRY,71,0,0,0,71
Dauphin,"City--13th Ward, 2nd Precinct",US REP 10TH,,REP,Scott  PERRY,103,3,0,0,106
Dauphin,"City--13th Ward, 3rd Precinct",US REP 10TH,,REP,Scott  PERRY,84,3,0,0,87
Dauphin,City--14th Ward,US REP 10TH,,REP,Scott  PERRY,152,10,0,2,164
Dauphin,City--15th Ward,US REP 10TH,,REP,Scott  PERRY,26,0,0,0,26
Dauphin,Berrysburg Borough,US REP 10TH,,REP,Scott  PERRY,102,0,0,0,102
Dauphin,Dauphin Borough,US REP 10TH,,REP,Scott  PERRY,196,3,0,0,199
Dauphin,Elizabethville Borough,US REP 10TH,,REP,Scott  PERRY,286,6,1,0,293
Dauphin,Gratz Borough,US REP 10TH,,REP,Scott  PERRY,177,6,1,0,184
Dauphin,Halifax Borough,US REP 10TH,,REP,Scott  PERRY,151,6,0,0,157
Dauphin,Highspire Borough,US REP 10TH,,REP,Scott  PERRY,358,10,0,0,368
Dauphin,Hummelstown--1st Precinct,US REP 10TH,,REP,Scott  PERRY,317,12,0,0,329
Dauphin,Hummelstown--2nd Precinct,US REP 10TH,,REP,Scott  PERRY,649,22,0,0,671
Dauphin,Lykens Borough--1st Ward,US REP 10TH,,REP,Scott  PERRY,147,1,0,0,148
Dauphin,Lykens Borough--2nd Ward,US REP 10TH,,REP,Scott  PERRY,206,3,0,0,209
Dauphin,"Middletown--1st Ward, 1st Precinct",US REP 10TH,,REP,Scott  PERRY,120,1,0,0,121
Dauphin,"Middletown--1st Ward, 2nd Precinct",US REP 10TH,,REP,Scott  PERRY,236,6,0,0,242
Dauphin,"Middletown--2nd Ward, 1st Precinct",US REP 10TH,,REP,Scott  PERRY,306,6,0,0,312
Dauphin,"Middletown--2nd Ward, 2nd Precinct",US REP 10TH,,REP,Scott  PERRY,256,1,0,0,257
Dauphin,"Middletown--3rd Ward, 1st Precinct",US REP 10TH,,REP,Scott  PERRY,196,11,0,0,207
Dauphin,"Middletown--3rd Ward, 2nd Precinct",US REP 10TH,,REP,Scott  PERRY,254,9,0,0,263
Dauphin,Millersburg Borough,US REP 10TH,,REP,Scott  PERRY,554,8,0,0,562
Dauphin,Paxtang Borough,US REP 10TH,,REP,Scott  PERRY,241,4,0,0,245
Dauphin,Penbrook Borough--1st Ward,US REP 10TH,,REP,Scott  PERRY,66,3,0,0,69
Dauphin,Penbrook Borough--2nd Ward,US REP 10TH,,REP,Scott  PERRY,62,0,0,0,62
Dauphin,Penbrook Borough--3rd Ward,US REP 10TH,,REP,Scott  PERRY,77,2,0,0,79
Dauphin,Penbrook Borough--4th Ward,US REP 10TH,,REP,Scott  PERRY,95,1,0,0,96
Dauphin,Royalton Borough--1st Ward,US REP 10TH,,REP,Scott  PERRY,86,1,0,0,87
Dauphin,Royalton Borough--2nd Ward,US REP 10TH,,REP,Scott  PERRY,180,6,0,0,186
Dauphin,Steelton--1st Ward,US REP 10TH,,REP,Scott  PERRY,157,3,0,0,160
Dauphin,Steelton--2nd Ward,US REP 10TH,,REP,Scott  PERRY,169,4,0,0,173
Dauphin,Steelton--3rd Ward,US REP 10TH,,REP,Scott  PERRY,108,1,0,0,109
Dauphin,Steelton--4th Ward,US REP 10TH,,REP,Scott  PERRY,71,0,0,0,71
Dauphin,Pillow Borough,US REP 10TH,,REP,Scott  PERRY,95,0,0,0,95
Dauphin,Williamstown--1st Ward,US REP 10TH,,REP,Scott  PERRY,142,1,0,0,143
Dauphin,Williamstown--2nd Ward,US REP 10TH,,REP,Scott  PERRY,118,1,0,0,119
Dauphin,Conewago Twp--1st Precinct,US REP 10TH,,REP,Scott  PERRY,534,22,0,0,556
Dauphin,Conewago Twp--2nd Precinct,US REP 10TH,,REP,Scott  PERRY,391,17,0,0,408
Dauphin,Derry Township--1st Precinct,US REP 10TH,,REP,Scott  PERRY,419,29,0,0,448
Dauphin,Derry Township--2nd Precinct,US REP 10TH,,REP,Scott  PERRY,322,14,0,0,336
Dauphin,Derry Township--3rd Precinct,US REP 10TH,,REP,Scott  PERRY,246,3,0,0,249
Dauphin,Derry Township--4th Precinct,US REP 10TH,,REP,Scott  PERRY,273,7,0,0,280
Dauphin,Derry Township--5th Precinct,US REP 10TH,,REP,Scott  PERRY,186,9,0,0,195
Dauphin,Derry Township--6th Precinct,US REP 10TH,,REP,Scott  PERRY,296,3,0,0,299
Dauphin,Derry Township--7th Precinct,US REP 10TH,,REP,Scott  PERRY,483,28,0,0,511
Dauphin,Derry Township--8th Precinct,US REP 10TH,,REP,Scott  PERRY,252,9,0,0,261
Dauphin,Derry Township--9th Precinct,US REP 10TH,,REP,Scott  PERRY,191,4,0,0,195
Dauphin,Derry Township--10th Precinct,US REP 10TH,,REP,Scott  PERRY,351,23,0,0,374
Dauphin,Derry Township--11th Precinct,US REP 10TH,,REP,Scott  PERRY,381,24,0,0,405
Dauphin,Derry Township--12th Precinct,US REP 10TH,,REP,Scott  PERRY,278,11,0,0,289
Dauphin,Derry Township--13th Precinct,US REP 10TH,,REP,Scott  PERRY,377,19,0,0,396
Dauphin,Derry Township--14th Precinct,US REP 10TH,,REP,Scott  PERRY,277,12,0,0,289
Dauphin,Derry Township--15th Precinct,US REP 10TH,,REP,Scott  PERRY,554,32,0,0,586
Dauphin,East Hanover Township--1st Precinct,US REP 10TH,,REP,Scott  PERRY,880,33,0,0,913
Dauphin,East Hanover Township--2nd Precinct,US REP 10TH,,REP,Scott  PERRY,780,17,0,0,797
Dauphin,Halifax Twp--1st Precinct,US REP 10TH,,REP,Scott  PERRY,494,12,1,0,507
Dauphin,Halifax Twp--2nd Precinct,US REP 10TH,,REP,Scott  PERRY,530,20,1,0,551
Dauphin,Jackson Township,US REP 10TH,,REP,Scott  PERRY,587,7,0,0,594
Dauphin,Jefferson Township,US REP 10TH,,REP,Scott  PERRY,129,5,0,0,134
Dauphin,Londonderry Twp--1st Precinct,US REP 10TH,,REP,Scott  PERRY,547,11,0,0,558
Dauphin,Londonderry Twp--2nd Precinct,US REP 10TH,,REP,Scott  PERRY,585,19,0,0,604
Dauphin,Londonderry Twp--3rd Precinct,US REP 10TH,,REP,Scott  PERRY,300,6,1,0,307
Dauphin,Lower Paxton Twp--1st Precinct,US REP 10TH,,REP,Scott  PERRY,226,2,1,0,229
Dauphin,Lower Paxton Twp--2nd Precinct,US REP 10TH,,REP,Scott  PERRY,238,10,0,0,248
Dauphin,Lower Paxton Twp--3rd precinct,US REP 10TH,,REP,Scott  PERRY,592,18,0,0,610
Dauphin,Lower Paxton Twp--4th Precinct,US REP 10TH,,REP,Scott  PERRY,549,16,0,0,565
Dauphin,Lower Paxton Twp--5th Precinct,US REP 10TH,,REP,Scott  PERRY,309,17,0,0,326
Dauphin,Lower Paxton Twp--6th Precinct,US REP 10TH,,REP,Scott  PERRY,240,26,0,0,266
Dauphin,Lower Paxton Twp--7th Precinct,US REP 10TH,,REP,Scott  PERRY,462,15,2,0,479
Dauphin,Lower Paxton Twp--8th Precinct,US REP 10TH,,REP,Scott  PERRY,235,5,1,0,241
Dauphin,Lower Paxton Twp--9th Precinct,US REP 10TH,,REP,Scott  PERRY,289,11,1,0,301
Dauphin,Lower Paxton Twp--10th Precinct,US REP 10TH,,REP,Scott  PERRY,136,4,2,0,142
Dauphin,Lower Paxton Twp--11th Precinct,US REP 10TH,,REP,Scott  PERRY,304,10,2,0,316
Dauphin,Lower Paxton Twp--12th Precinct,US REP 10TH,,REP,Scott  PERRY,360,27,2,0,389
Dauphin,Lower Paxton Twp--13th Precinct,US REP 10TH,,REP,Scott  PERRY,411,10,0,0,421
Dauphin,Lower Paxton Twp--14th Precinct,US REP 10TH,,REP,Scott  PERRY,188,3,0,0,191
Dauphin,Lower Paxton Twp--15th Precinct,US REP 10TH,,REP,Scott  PERRY,476,10,0,0,486
Dauphin,Lower Paxton Twp--16th Precinct,US REP 10TH,,REP,Scott  PERRY,655,39,0,0,694
Dauphin,Lower Paxton Twp--17th Precinct,US REP 10TH,,REP,Scott  PERRY,331,21,0,0,352
Dauphin,Lower Paxton Twp--18th Precinct,US REP 10TH,,REP,Scott  PERRY,179,7,0,0,186
Dauphin,Lower Paxton Twp--19th Precinct,US REP 10TH,,REP,Scott  PERRY,531,23,0,0,554
Dauphin,Lower Paxton Twp--20th Precinct,US REP 10TH,,REP,Scott  PERRY,395,11,0,0,406
Dauphin,Lower Paxton Twp--21st Precinct,US REP 10TH,,REP,Scott  PERRY,675,27,0,0,702
Dauphin,Lower Paxton Twp--22nd Precinct,US REP 10TH,,REP,Scott  PERRY,488,27,0,0,515
Dauphin,Lower Paxton Twp--23rd Precinct,US REP 10TH,,REP,Scott  PERRY,445,18,0,0,463
Dauphin,Lower Paxton Twp--24th Precinct,US REP 10TH,,REP,Scott  PERRY,411,13,0,0,424
Dauphin,Lower Paxton Twp--25th Precinct,US REP 10TH,,REP,Scott  PERRY,279,10,1,0,290
Dauphin,Lower Paxton Twp--26th Precinct,US REP 10TH,,REP,Scott  PERRY,398,9,0,0,407
Dauphin,Lower Paxton Twp--27th Precinct,US REP 10TH,,REP,Scott  PERRY,383,15,0,0,398
Dauphin,Lower Swatara Twp--1st Precinct,US REP 10TH,,REP,Scott  PERRY,726,23,0,0,749
Dauphin,Lower Swatara Twp--2nd Precinct,US REP 10TH,,REP,Scott  PERRY,500,7,0,0,507
Dauphin,Lower Swatara Twp--3rd Precinct,US REP 10TH,,REP,Scott  PERRY,441,29,0,0,470
Dauphin,Lower Swatara Twp--4th Precinct,US REP 10TH,,REP,Scott  PERRY,398,11,0,0,409
Dauphin,Lykens Township,US REP 10TH,,REP,Scott  PERRY,235,4,3,0,242
Dauphin,Middle Paxton Twp--1st Precinct,US REP 10TH,,REP,Scott  PERRY,506,10,0,0,516
Dauphin,Middle Paxton Twp--2nd Precinct,US REP 10TH,,REP,Scott  PERRY,468,18,0,0,486
Dauphin,Middle Paxton Twp--3rd Precinct,US REP 10TH,,REP,Scott  PERRY,658,14,0,0,672
Dauphin,Mifflin Township,US REP 10TH,,REP,Scott  PERRY,180,4,1,0,185
Dauphin,Reed Township,US REP 10TH,,REP,Scott  PERRY,109,3,0,0,112
Dauphin,Rush Township,US REP 10TH,,REP,Scott  PERRY,84,2,0,0,86
Dauphin,South Hanover Twp--1st Precinct,US REP 10TH,,REP,Scott  PERRY,492,14,0,0,506
Dauphin,South Hanover Twp--2nd Precinct,US REP 10TH,,REP,Scott  PERRY,757,23,0,0,780
Dauphin,South Hanover Twp--3rd Precinct,US REP 10TH,,REP,Scott  PERRY,596,15,0,0,611
Dauphin,Susquehanna Twp--1st Ward,US REP 10TH,,REP,Scott  PERRY,406,13,0,0,419
