county,precinct_id,precinct,office,district,candidate,party,votes
Lehigh,10901,Allentown 9th Ward 1st District,U.S. Senate,,Dale R Kerns Jr,Lib,2
Lehigh,11001,Allentown 10th Ward 1st District,U.S. Senate,,Dale R Kerns Jr,Lib,2
Lehigh,11003,Allentown 10th Ward 3rd District,U.S. Senate,,Dale R Kerns Jr,Lib,1
Lehigh,11004,Allentown 10th Ward 4th District,U.S. Senate,,Dale R Kerns Jr,Lib,2
Lehigh,11101,Allentown 11th Ward 1st District,U.S. Senate,,Dale R Kerns Jr,Lib,4
Lehigh,11102,Allentown 11th Ward 2nd District,U.S. Senate,,Dale R Kerns Jr,Lib,6
Lehigh,11103,Allentown 11th Ward 3rd District,U.S. Senate,,Dale R Kerns Jr,Lib,3
Lehigh,11104,Allentown 11th Ward 4th District,U.S. Senate,,Dale R Kerns Jr,Lib,15
Lehigh,11105,Allentown 11th Ward 5th District,U.S. Senate,,Dale R Kerns Jr,Lib,3
Lehigh,11106,Allentown 11th Ward 6th District,U.S. Senate,,Dale R Kerns Jr,Lib,10
Lehigh,11107,Allentown 11th Ward 7th District,U.S. Senate,,Dale R Kerns Jr,Lib,4
Lehigh,11201,Allentown 12th Ward 1st District,U.S. Senate,,Dale R Kerns Jr,Lib,4
Lehigh,11202,Allentown 12th Ward 2nd District,U.S. Senate,,Dale R Kerns Jr,Lib,4
Lehigh,11203,Allentown 12th Ward 3rd District,U.S. Senate,,Dale R Kerns Jr,Lib,4
Lehigh,11204,Allentown 12th Ward 4th District,U.S. Senate,,Dale R Kerns Jr,Lib,6
Lehigh,11205,Allentown 12th Ward 5th District,U.S. Senate,,Dale R Kerns Jr,Lib,1
Lehigh,11301,Allentown 13th Ward 1st District,U.S. Senate,,Dale R Kerns Jr,Lib,6
Lehigh,11302,Allentown 13th Ward 2nd District,U.S. Senate,,Dale R Kerns Jr,Lib,4
Lehigh,11303,Allentown 13th Ward 3rd District,U.S. Senate,,Dale R Kerns Jr,Lib,3
Lehigh,11304,Allentown 13th Ward 4th District,U.S. Senate,,Dale R Kerns Jr,Lib,5
Lehigh,11401,Allentown 14th Ward 1st District,U.S. Senate,,Dale R Kerns Jr,Lib,9
Lehigh,11402,Allentown 14th Ward 2nd District,U.S. Senate,,Dale R Kerns Jr,Lib,5
Lehigh,11501,Allentown 15th Ward 1st District,U.S. Senate,,Dale R Kerns Jr,Lib,6
Lehigh,11502,Allentown 15th Ward 2nd District,U.S. Senate,,Dale R Kerns Jr,Lib,4
Lehigh,11503,Allentown 15th Ward 3rd District,U.S. Senate,,Dale R Kerns Jr,Lib,11
Lehigh,11504,Allentown 15th Ward 4th District,U.S. Senate,,Dale R Kerns Jr,Lib,4
Lehigh,11601,Allentown 16th Ward 1st District,U.S. Senate,,Dale R Kerns Jr,Lib,4
Lehigh,11602,Allentown 16th Ward 2nd District,U.S. Senate,,Dale R Kerns Jr,Lib,6
Lehigh,11701,Allentown 17th Ward 1st District,U.S. Senate,,Dale R Kerns Jr,Lib,11
Lehigh,11702,Allentown 17th Ward 2nd District,U.S. Senate,,Dale R Kerns Jr,Lib,9
Lehigh,11703,Allentown 17th Ward 3rd District,U.S. Senate,,Dale R Kerns Jr,Lib,4
Lehigh,11704,Allentown 17th Ward 4th District,U.S. Senate,,Dale R Kerns Jr,Lib,11
Lehigh,11801,Allentown 18th Ward 1st District,U.S. Senate,,Dale R Kerns Jr,Lib,6
Lehigh,11802,Allentown 18th Ward 2nd District,U.S. Senate,,Dale R Kerns Jr,Lib,6
Lehigh,11901,Allentown 19th Ward 1st District,U.S. Senate,,Dale R Kerns Jr,Lib,4
Lehigh,11902,Allentown 19th Ward 2nd District,U.S. Senate,,Dale R Kerns Jr,Lib,5
Lehigh,11903,Allentown 19th Ward 3rd District,U.S. Senate,,Dale R Kerns Jr,Lib,5
Lehigh,11904,Allentown 19th Ward 4th District,U.S. Senate,,Dale R Kerns Jr,Lib,1
Lehigh,11905,Allentown 19th Ward 5th District,U.S. Senate,,Dale R Kerns Jr,Lib,7
Lehigh,11906,Allentown 19th Ward 6th District,U.S. Senate,,Dale R Kerns Jr,Lib,10
Lehigh,21001,Bethlehem 10th Ward 1st District,U.S. Senate,,Dale R Kerns Jr,Lib,8
Lehigh,21101,Bethlehem 11th Ward 1st District,U.S. Senate,,Dale R Kerns Jr,Lib,9
Lehigh,21201,Bethlehem 12th Ward 1st District,U.S. Senate,,Dale R Kerns Jr,Lib,6
Lehigh,21202,Bethlehem 12th Ward 2nd District,U.S. Senate,,Dale R Kerns Jr,Lib,9
Lehigh,21301,Bethlehem 13th Ward 1st District,U.S. Senate,,Dale R Kerns Jr,Lib,14
Lehigh,21302,Bethlehem 13th Ward 2nd District,U.S. Senate,,Dale R Kerns Jr,Lib,8
Lehigh,21303,Bethlehem 13th Ward 3rd District,U.S. Senate,,Dale R Kerns Jr,Lib,11
Lehigh,21304,Bethlehem 13th Ward 4th District,U.S. Senate,,Dale R Kerns Jr,Lib,13
Lehigh,21305,Bethlehem 13th Ward 5th District,U.S. Senate,,Dale R Kerns Jr,Lib,8
Lehigh,21306,Bethlehem 13th Ward 6th District,U.S. Senate,,Dale R Kerns Jr,Lib,5
Lehigh,21307,Bethlehem 13th Ward 7th District,U.S. Senate,,Dale R Kerns Jr,Lib,13
Lehigh,21308,Bethlehem 13th Ward 8th District,U.S. Senate,,Dale R Kerns Jr,Lib,9
Lehigh,30101,Alburtis,U.S. Senate,,Dale R Kerns Jr,Lib,14
Lehigh,40101,Catasauqua 1st District,U.S. Senate,,Dale R Kerns Jr,Lib,9
Lehigh,40102,Catasauqua 2nd District,U.S. Senate,,Dale R Kerns Jr,Lib,17
Lehigh,40103,Catasauqua 3rd District,U.S. Senate,,Dale R Kerns Jr,Lib,17
Lehigh,50101,Coopersburg,U.S. Senate,,Dale R Kerns Jr,Lib,18
Lehigh,60101,Coplay 1st District,U.S. Senate,,Dale R Kerns Jr,Lib,5
Lehigh,60102,Coplay 2nd District,U.S. Senate,,Dale R Kerns Jr,Lib,5
Lehigh,70101,Emmaus 1st District,U.S. Senate,,Dale R Kerns Jr,Lib,10
Lehigh,70102,Emmaus 2nd District,U.S. Senate,,Dale R Kerns Jr,Lib,14
Lehigh,70103,Emmaus 3rd District,U.S. Senate,,Dale R Kerns Jr,Lib,12
Lehigh,70104,Emmaus 4th District,U.S. Senate,,Dale R Kerns Jr,Lib,10
Lehigh,70105,Emmaus 5th District,U.S. Senate,,Dale R Kerns Jr,Lib,11
Lehigh,70106,Emmaus 6th District,U.S. Senate,,Dale R Kerns Jr,Lib,9
Lehigh,80101,Fountain Hill 1st District,U.S. Senate,,Dale R Kerns Jr,Lib,9
Lehigh,80102,Fountain Hill 2nd District,U.S. Senate,,Dale R Kerns Jr,Lib,4
Lehigh,80103,Fountain Hill 3rd District,U.S. Senate,,Dale R Kerns Jr,Lib,7
Lehigh,90101,Macungie,U.S. Senate,,Dale R Kerns Jr,Lib,16
Lehigh,100101,Slatington 1st District,U.S. Senate,,Dale R Kerns Jr,Lib,1
Lehigh,100102,Slatington 2nd District,U.S. Senate,,Dale R Kerns Jr,Lib,6
Lehigh,100103,Slatington 3rd District,U.S. Senate,,Dale R Kerns Jr,Lib,8
Lehigh,110101,Hanover,U.S. Senate,,Dale R Kerns Jr,Lib,3
Lehigh,120101,Heidelberg,U.S. Senate,,Dale R Kerns Jr,Lib,15
Lehigh,130101,Lower Macungie 1st District,U.S. Senate,,Dale R Kerns Jr,Lib,14
Lehigh,130102,Lower Macungie 2nd District,U.S. Senate,,Dale R Kerns Jr,Lib,31
Lehigh,130103,Lower Macungie 3rd District,U.S. Senate,,Dale R Kerns Jr,Lib,7
Lehigh,130104,Lower Macungie 4th District,U.S. Senate,,Dale R Kerns Jr,Lib,15
Lehigh,130105,Lower Macungie 5th District,U.S. Senate,,Dale R Kerns Jr,Lib,9
Lehigh,130106,Lower Macungie 6th District,U.S. Senate,,Dale R Kerns Jr,Lib,24
Lehigh,130107,Lower Macungie 7th District,U.S. Senate,,Dale R Kerns Jr,Lib,7
Lehigh,130108,Lower Macungie 8th District,U.S. Senate,,Dale R Kerns Jr,Lib,8
Lehigh,130109,Lower Macungie 9th District,U.S. Senate,,Dale R Kerns Jr,Lib,6
Lehigh,130110,Lower Macungie 10th District,U.S. Senate,,Dale R Kerns Jr,Lib,8
Lehigh,140101,Lower Milford,U.S. Senate,,Dale R Kerns Jr,Lib,15
Lehigh,150101,Lowhill,U.S. Senate,,Dale R Kerns Jr,Lib,14
Lehigh,160101,Lynn New Tripoli District,U.S. Senate,,Dale R Kerns Jr,Lib,11
Lehigh,160102,Lynn Lynnville District,U.S. Senate,,Dale R Kerns Jr,Lib,9
Lehigh,160103,Lynn Jacksonville District,U.S. Senate,,Dale R Kerns Jr,Lib,2
Lehigh,170101,North Whitehall 1st District,U.S. Senate,,Dale R Kerns Jr,Lib,21
Lehigh,170102,North Whitehall 2nd District,U.S. Senate,,Dale R Kerns Jr,Lib,24
Lehigh,170103,North Whitehall 3rd District,U.S. Senate,,Dale R Kerns Jr,Lib,7
Lehigh,170104,North Whitehall 4th District,U.S. Senate,,Dale R Kerns Jr,Lib,10
Lehigh,170105,North Whitehall 5th District,U.S. Senate,,Dale R Kerns Jr,Lib,6
Lehigh,170106,North Whitehall 6th District,U.S. Senate,,Dale R Kerns Jr,Lib,8
Lehigh,180101,Salisbury 1st Ward,U.S. Senate,,Dale R Kerns Jr,Lib,15
Lehigh,180201,Salisbury 2nd Ward,U.S. Senate,,Dale R Kerns Jr,Lib,15
Lehigh,180301,Salisbury 3rd Ward 1st District,U.S. Senate,,Dale R Kerns Jr,Lib,3
Lehigh,180302,Salisbury 3rd Ward 2nd District,U.S. Senate,,Dale R Kerns Jr,Lib,12
Lehigh,180401,Salisbury 4th Ward 1st District,U.S. Senate,,Dale R Kerns Jr,Lib,6
Lehigh,180402,Salisbury 4th Ward 2nd District,U.S. Senate,,Dale R Kerns Jr,Lib,1
Lehigh,180501,Salisbury 5th Ward 1st District,U.S. Senate,,Dale R Kerns Jr,Lib,5
Lehigh,180502,Salisbury 5th Ward 2nd District,U.S. Senate,,Dale R Kerns Jr,Lib,11
Lehigh,190101,South Whitehall 1st District,U.S. Senate,,Dale R Kerns Jr,Lib,14
Lehigh,190102,South Whitehall 2nd District,U.S. Senate,,Dale R Kerns Jr,Lib,10
Lehigh,190103,South Whitehall 3rd District,U.S. Senate,,Dale R Kerns Jr,Lib,8
Lehigh,190104,South Whitehall 4th District,U.S. Senate,,Dale R Kerns Jr,Lib,8
Lehigh,190105,South Whitehall 5th District,U.S. Senate,,Dale R Kerns Jr,Lib,10
Lehigh,190106,South Whitehall 6th District,U.S. Senate,,Dale R Kerns Jr,Lib,12
Lehigh,190107,South Whitehall 7th District,U.S. Senate,,Dale R Kerns Jr,Lib,9
Lehigh,190108,South Whitehall 8th District,U.S. Senate,,Dale R Kerns Jr,Lib,23
Lehigh,200101,Upper Macungie 1st District,U.S. Senate,,Dale R Kerns Jr,Lib,15
Lehigh,200102,Upper Macungie 2nd District,U.S. Senate,,Dale R Kerns Jr,Lib,22
Lehigh,200103,Upper Macungie 3rd District,U.S. Senate,,Dale R Kerns Jr,Lib,18
Lehigh,200104,Upper Macungie 4th District,U.S. Senate,,Dale R Kerns Jr,Lib,11
Lehigh,200105,Upper Macungie 5th District,U.S. Senate,,Dale R Kerns Jr,Lib,20
Lehigh,200106,Upper Macungie 6th District,U.S. Senate,,Dale R Kerns Jr,Lib,11
Lehigh,200107,Upper Macungie 7th District,U.S. Senate,,Dale R Kerns Jr,Lib,6
Lehigh,200108,Upper Macungie 8th District,U.S. Senate,,Dale R Kerns Jr,Lib,6
Lehigh,210101,Upper Milford Eastern District,U.S. Senate,,Dale R Kerns Jr,Lib,23
Lehigh,210102,Upper Milford Western District,U.S. Senate,,Dale R Kerns Jr,Lib,17
Lehigh,220101,Upper Saucon 1st District,U.S. Senate,,Dale R Kerns Jr,Lib,23
Lehigh,220102,Upper Saucon 2nd District,U.S. Senate,,Dale R Kerns Jr,Lib,9
Lehigh,220103,Upper Saucon 3rd District,U.S. Senate,,Dale R Kerns Jr,Lib,17
Lehigh,220104,Upper Saucon 4th District,U.S. Senate,,Dale R Kerns Jr,Lib,21
Lehigh,220105,Upper Saucon 5th District,U.S. Senate,,Dale R Kerns Jr,Lib,12
Lehigh,220106,Upper Saucon 6th District,U.S. Senate,,Dale R Kerns Jr,Lib,8
Lehigh,230101,Washington Eastern District,U.S. Senate,,Dale R Kerns Jr,Lib,2
Lehigh,230102,Washington Southern District,U.S. Senate,,Dale R Kerns Jr,Lib,29
Lehigh,230103,Washington Western District,U.S. Senate,,Dale R Kerns Jr,Lib,3
Lehigh,240101,Weisenberg,U.S. Senate,,Dale R Kerns Jr,Lib,17
Lehigh,250101,Whitehall 1st District,U.S. Senate,,Dale R Kerns Jr,Lib,10
Lehigh,250102,Whitehall 2nd District,U.S. Senate,,Dale R Kerns Jr,Lib,5
Lehigh,250103,Whitehall 3rd District,U.S. Senate,,Dale R Kerns Jr,Lib,4
Lehigh,250104,Whitehall 4th District,U.S. Senate,,Dale R Kerns Jr,Lib,11
Lehigh,250105,Whitehall 5th District,U.S. Senate,,Dale R Kerns Jr,Lib,2
Lehigh,250106,Whitehall 6th District,U.S. Senate,,Dale R Kerns Jr,Lib,4
Lehigh,250107,Whitehall 7th District,U.S. Senate,,Dale R Kerns Jr,Lib,10
Lehigh,250108,Whitehall 8th District,U.S. Senate,,Dale R Kerns Jr,Lib,12
Lehigh,250109,Whitehall 9th District,U.S. Senate,,Dale R Kerns Jr,Lib,13
Lehigh,250110,Whitehall 10th District,U.S. Senate,,Dale R Kerns Jr,Lib,9
Lehigh,250111,Whitehall 11th District,U.S. Senate,,Dale R Kerns Jr,Lib,12
Lehigh,250112,Whitehall 12th District,U.S. Senate,,Dale R Kerns Jr,Lib,6
Lehigh,10101,Allentown 1st Ward 1st District,U.S. House,7,Susan Wild,Dem,357
Lehigh,10201,Allentown 2nd Ward 1st District,U.S. House,7,Susan Wild,Dem,251
Lehigh,10301,Allentown 3rd Ward 1st District,U.S. House,7,Susan Wild,Dem,333
Lehigh,10401,Allentown 4th Ward 1st District,U.S. House,7,Susan Wild,Dem,221
Lehigh,10501,Allentown 5th Ward 1st District,U.S. House,7,Susan Wild,Dem,283
Lehigh,10601,Allentown 6th Ward 1st District,U.S. House,7,Susan Wild,Dem,167
Lehigh,10602,Allentown 6th Ward 2nd District,U.S. House,7,Susan Wild,Dem,240
Lehigh,10701,Allentown 7th Ward,U.S. House,7,Susan Wild,Dem,398
Lehigh,10801,Allentown 8th Ward 1st District,U.S. House,7,Susan Wild,Dem,160
Lehigh,10802,Allentown 8th Ward 2nd District,U.S. House,7,Susan Wild,Dem,222
Lehigh,10803,Allentown 8th Ward 3rd District,U.S. House,7,Susan Wild,Dem,290
Lehigh,10804,Allentown 8th Ward 4th District,U.S. House,7,Susan Wild,Dem,426
Lehigh,10805,Allentown 8th Ward 5th District,U.S. House,7,Susan Wild,Dem,214
Lehigh,10806,Allentown 8th Ward 6th District,U.S. House,7,Susan Wild,Dem,296
Lehigh,10807,Allentown 8th Ward 7th District,U.S. House,7,Susan Wild,Dem,329
Lehigh,10901,Allentown 9th Ward 1st District,U.S. House,7,Susan Wild,Dem,305
Lehigh,11001,Allentown 10th Ward 1st District,U.S. House,7,Susan Wild,Dem,342
Lehigh,11003,Allentown 10th Ward 3rd District,U.S. House,7,Susan Wild,Dem,252
Lehigh,11004,Allentown 10th Ward 4th District,U.S. House,7,Susan Wild,Dem,267
Lehigh,11101,Allentown 11th Ward 1st District,U.S. House,7,Susan Wild,Dem,234
Lehigh,11102,Allentown 11th Ward 2nd District,U.S. House,7,Susan Wild,Dem,297
Lehigh,11103,Allentown 11th Ward 3rd District,U.S. House,7,Susan Wild,Dem,365
Lehigh,11104,Allentown 11th Ward 4th District,U.S. House,7,Susan Wild,Dem,755
Lehigh,11105,Allentown 11th Ward 5th District,U.S. House,7,Susan Wild,Dem,301
Lehigh,11106,Allentown 11th Ward 6th District,U.S. House,7,Susan Wild,Dem,484
Lehigh,11107,Allentown 11th Ward 7th District,U.S. House,7,Susan Wild,Dem,355
Lehigh,11201,Allentown 12th Ward 1st District,U.S. House,7,Susan Wild,Dem,362
Lehigh,11202,Allentown 12th Ward 2nd District,U.S. House,7,Susan Wild,Dem,449
Lehigh,11203,Allentown 12th Ward 3rd District,U.S. House,7,Susan Wild,Dem,325
Lehigh,11204,Allentown 12th Ward 4th District,U.S. House,7,Susan Wild,Dem,307
Lehigh,11205,Allentown 12th Ward 5th District,U.S. House,7,Susan Wild,Dem,331
Lehigh,11301,Allentown 13th Ward 1st District,U.S. House,7,Susan Wild,Dem,363
Lehigh,11302,Allentown 13th Ward 2nd District,U.S. House,7,Susan Wild,Dem,282
Lehigh,11303,Allentown 13th Ward 3rd District,U.S. House,7,Susan Wild,Dem,343
Lehigh,11304,Allentown 13th Ward 4th District,U.S. House,7,Susan Wild,Dem,238
Lehigh,11401,Allentown 14th Ward 1st District,U.S. House,7,Susan Wild,Dem,481
Lehigh,11402,Allentown 14th Ward 2nd District,U.S. House,7,Susan Wild,Dem,497
Lehigh,11501,Allentown 15th Ward 1st District,U.S. House,7,Susan Wild,Dem,348
Lehigh,11502,Allentown 15th Ward 2nd District,U.S. House,7,Susan Wild,Dem,400
Lehigh,11503,Allentown 15th Ward 3rd District,U.S. House,7,Susan Wild,Dem,488
Lehigh,11504,Allentown 15th Ward 4th District,U.S. House,7,Susan Wild,Dem,339
Lehigh,11601,Allentown 16th Ward 1st District,U.S. House,7,Susan Wild,Dem,387
Lehigh,11602,Allentown 16th Ward 2nd District,U.S. House,7,Susan Wild,Dem,559
Lehigh,11701,Allentown 17th Ward 1st District,U.S. House,7,Susan Wild,Dem,337
Lehigh,11702,Allentown 17th Ward 2nd District,U.S. House,7,Susan Wild,Dem,382
Lehigh,11703,Allentown 17th Ward 3rd District,U.S. House,7,Susan Wild,Dem,415
Lehigh,11704,Allentown 17th Ward 4th District,U.S. House,7,Susan Wild,Dem,978
Lehigh,11801,Allentown 18th Ward 1st District,U.S. House,7,Susan Wild,Dem,398
Lehigh,11802,Allentown 18th Ward 2nd District,U.S. House,7,Susan Wild,Dem,482
Lehigh,11901,Allentown 19th Ward 1st District,U.S. House,7,Susan Wild,Dem,261
Lehigh,11902,Allentown 19th Ward 2nd District,U.S. House,7,Susan Wild,Dem,491
Lehigh,11903,Allentown 19th Ward 3rd District,U.S. House,7,Susan Wild,Dem,266
Lehigh,11904,Allentown 19th Ward 4th District,U.S. House,7,Susan Wild,Dem,296
Lehigh,11905,Allentown 19th Ward 5th District,U.S. House,7,Susan Wild,Dem,367
Lehigh,11906,Allentown 19th Ward 6th District,U.S. House,7,Susan Wild,Dem,603
Lehigh,21001,Bethlehem 10th Ward 1st District,U.S. House,7,Susan Wild,Dem,425
Lehigh,21101,Bethlehem 11th Ward 1st District,U.S. House,7,Susan Wild,Dem,325
Lehigh,21201,Bethlehem 12th Ward 1st District,U.S. House,7,Susan Wild,Dem,328
Lehigh,21202,Bethlehem 12th Ward 2nd District,U.S. House,7,Susan Wild,Dem,358
Lehigh,21301,Bethlehem 13th Ward 1st District,U.S. House,7,Susan Wild,Dem,548
Lehigh,21302,Bethlehem 13th Ward 2nd District,U.S. House,7,Susan Wild,Dem,370
Lehigh,21303,Bethlehem 13th Ward 3rd District,U.S. House,7,Susan Wild,Dem,410
Lehigh,21304,Bethlehem 13th Ward 4th District,U.S. House,7,Susan Wild,Dem,503
Lehigh,21305,Bethlehem 13th Ward 5th District,U.S. House,7,Susan Wild,Dem,417
Lehigh,21306,Bethlehem 13th Ward 6th District,U.S. House,7,Susan Wild,Dem,293
Lehigh,21307,Bethlehem 13th Ward 7th District,U.S. House,7,Susan Wild,Dem,374
Lehigh,21308,Bethlehem 13th Ward 8th District,U.S. House,7,Susan Wild,Dem,349
Lehigh,30101,Alburtis,U.S. House,7,Susan Wild,Dem,454
Lehigh,40101,Catasauqua 1st District,U.S. House,7,Susan Wild,Dem,386
Lehigh,40102,Catasauqua 2nd District,U.S. House,7,Susan Wild,Dem,330
Lehigh,40103,Catasauqua 3rd District,U.S. House,7,Susan Wild,Dem,421
Lehigh,50101,Coopersburg,U.S. House,7,Susan Wild,Dem,513
Lehigh,60101,Coplay 1st District,U.S. House,7,Susan Wild,Dem,293
Lehigh,60102,Coplay 2nd District,U.S. House,7,Susan Wild,Dem,367
Lehigh,70101,Emmaus 1st District,U.S. House,7,Susan Wild,Dem,391
Lehigh,70102,Emmaus 2nd District,U.S. House,7,Susan Wild,Dem,390
Lehigh,70103,Emmaus 3rd District,U.S. House,7,Susan Wild,Dem,437
Lehigh,70104,Emmaus 4th District,U.S. House,7,Susan Wild,Dem,431
Lehigh,70105,Emmaus 5th District,U.S. House,7,Susan Wild,Dem,259
Lehigh,70106,Emmaus 6th District,U.S. House,7,Susan Wild,Dem,526
Lehigh,80101,Fountain Hill 1st District,U.S. House,7,Susan Wild,Dem,416
Lehigh,80102,Fountain Hill 2nd District,U.S. House,7,Susan Wild,Dem,334
Lehigh,80103,Fountain Hill 3rd District,U.S. House,7,Susan Wild,Dem,327
Lehigh,90101,Macungie,U.S. House,7,Susan Wild,Dem,691
Lehigh,100101,Slatington 1st District,U.S. House,7,Susan Wild,Dem,156
Lehigh,100102,Slatington 2nd District,U.S. House,7,Susan Wild,Dem,132
Lehigh,100103,Slatington 3rd District,U.S. House,7,Susan Wild,Dem,249
Lehigh,110101,Hanover,U.S. House,7,Susan Wild,Dem,294
Lehigh,120101,Heidelberg,U.S. House,7,Susan Wild,Dem,498
Lehigh,130101,Lower Macungie 1st District,U.S. House,7,Susan Wild,Dem,791
Lehigh,130102,Lower Macungie 2nd District,U.S. House,7,Susan Wild,Dem,1343
Lehigh,130103,Lower Macungie 3rd District,U.S. House,7,Susan Wild,Dem,649
Lehigh,130104,Lower Macungie 4th District,U.S. House,7,Susan Wild,Dem,647
Lehigh,130105,Lower Macungie 5th District,U.S. House,7,Susan Wild,Dem,530
Lehigh,130106,Lower Macungie 6th District,U.S. House,7,Susan Wild,Dem,1006
Lehigh,130107,Lower Macungie 7th District,U.S. House,7,Susan Wild,Dem,626
Lehigh,130108,Lower Macungie 8th District,U.S. House,7,Susan Wild,Dem,542
Lehigh,130109,Lower Macungie 9th District,U.S. House,7,Susan Wild,Dem,430
Lehigh,130110,Lower Macungie 10th District,U.S. House,7,Susan Wild,Dem,672
Lehigh,140101,Lower Milford,U.S. House,7,Susan Wild,Dem,738
Lehigh,150101,Lowhill,U.S. House,7,Susan Wild,Dem,411
Lehigh,160101,Lynn New Tripoli District,U.S. House,7,Susan Wild,Dem,387
Lehigh,160102,Lynn Lynnville District,U.S. House,7,Susan Wild,Dem,118
Lehigh,160103,Lynn Jacksonville District,U.S. House,7,Susan Wild,Dem,118
Lehigh,170101,North Whitehall 1st District,U.S. House,7,Susan Wild,Dem,727
Lehigh,170102,North Whitehall 2nd District,U.S. House,7,Susan Wild,Dem,598
Lehigh,170103,North Whitehall 3rd District,U.S. House,7,Susan Wild,Dem,314
Lehigh,170104,North Whitehall 4th District,U.S. House,7,Susan Wild,Dem,413
Lehigh,170105,North Whitehall 5th District,U.S. House,7,Susan Wild,Dem,376
Lehigh,170106,North Whitehall 6th District,U.S. House,7,Susan Wild,Dem,352
Lehigh,180101,Salisbury 1st Ward,U.S. House,7,Susan Wild,Dem,505
Lehigh,180201,Salisbury 2nd Ward,U.S. House,7,Susan Wild,Dem,565
Lehigh,180301,Salisbury 3rd Ward 1st District,U.S. House,7,Susan Wild,Dem,252
Lehigh,180302,Salisbury 3rd Ward 2nd District,U.S. House,7,Susan Wild,Dem,277
Lehigh,180401,Salisbury 4th Ward 1st District,U.S. House,7,Susan Wild,Dem,385
Lehigh,180402,Salisbury 4th Ward 2nd District,U.S. House,7,Susan Wild,Dem,242
Lehigh,180501,Salisbury 5th Ward 1st District,U.S. House,7,Susan Wild,Dem,281
Lehigh,180502,Salisbury 5th Ward 2nd District,U.S. House,7,Susan Wild,Dem,438
Lehigh,190101,South Whitehall 1st District,U.S. House,7,Susan Wild,Dem,698
Lehigh,190102,South Whitehall 2nd District,U.S. House,7,Susan Wild,Dem,362
Lehigh,190103,South Whitehall 3rd District,U.S. House,7,Susan Wild,Dem,743
Lehigh,190104,South Whitehall 4th District,U.S. House,7,Susan Wild,Dem,428
Lehigh,190105,South Whitehall 5th District,U.S. House,7,Susan Wild,Dem,821
Lehigh,190106,South Whitehall 6th District,U.S. House,7,Susan Wild,Dem,768
Lehigh,190107,South Whitehall 7th District,U.S. House,7,Susan Wild,Dem,355
Lehigh,190108,South Whitehall 8th District,U.S. House,7,Susan Wild,Dem,834
Lehigh,200101,Upper Macungie 1st District,U.S. House,7,Susan Wild,Dem,725
Lehigh,200102,Upper Macungie 2nd District,U.S. House,7,Susan Wild,Dem,1001
Lehigh,200103,Upper Macungie 3rd District,U.S. House,7,Susan Wild,Dem,582
Lehigh,200104,Upper Macungie 4th District,U.S. House,7,Susan Wild,Dem,456
Lehigh,200105,Upper Macungie 5th District,U.S. House,7,Susan Wild,Dem,1053
Lehigh,200106,Upper Macungie 6th District,U.S. House,7,Susan Wild,Dem,445
Lehigh,200107,Upper Macungie 7th District,U.S. House,7,Susan Wild,Dem,437
Lehigh,200108,Upper Macungie 8th District,U.S. House,7,Susan Wild,Dem,438
Lehigh,210101,Upper Milford Eastern District,U.S. House,7,Susan Wild,Dem,927
Lehigh,210102,Upper Milford Western District,U.S. House,7,Susan Wild,Dem,736
Lehigh,220101,Upper Saucon 1st District,U.S. House,7,Susan Wild,Dem,762
Lehigh,220102,Upper Saucon 2nd District,U.S. House,7,Susan Wild,Dem,473
Lehigh,220103,Upper Saucon 3rd District,U.S. House,7,Susan Wild,Dem,388
Lehigh,220104,Upper Saucon 4th District,U.S. House,7,Susan Wild,Dem,1052
Lehigh,220105,Upper Saucon 5th District,U.S. House,7,Susan Wild,Dem,472
Lehigh,220106,Upper Saucon 6th District,U.S. House,7,Susan Wild,Dem,505
Lehigh,230101,Washington Eastern District,U.S. House,7,Susan Wild,Dem,149
