candidate,office,district,party,county,precinct,total votes 
,Ballots Cast,,,Northumberland,Coal Township 1,239
,Straight Party,,DEM,Northumberland,Coal Township 1,49
,Straight Party,,REP,Northumberland,Coal Township 1,63
,Straight Party,,GRE,Northumberland,Coal Township 1,1
,Straight Party,,LIB,Northumberland,Coal Township 1,1
"Bob Casey, Jr. ",U.S. Senate,,DEM,Northumberland,Coal Township 1,98
Lou Barletta,U.S. Senate,,REP,Northumberland,Coal Township 1,133
Neal Gale,U.S. Senate,,GRE,Northumberland,Coal Township 1,1
"Dale R. Kerns, Jr. ",U. S. Senate,,LIB,Northumberland,Coal Township 1,4
Write In Votes,U.S. Senate,,,Northumberland,Coal Township 1,0
Tom Wolf,Governor,,DEM,Northumberland,Coal Township 1,121
Scott R. Wagner,Governor,,REP,Northumberland,Coal Township 1,111
Paul Glover,Governor,,GRE,Northumberland,Coal Township 1,2
Ken V. Krawchuk,Governor,,LIB,Northumberland,Coal Township 1,3
Write In Votes,Governor,,,Northumberland,Coal Township 1,0
Denny Wolff,U S House,9,DEM,Northumberland,Coal Township 1,95
Dan Meuser,U S House,9,REP,Northumberland,Coal Township 1,125
Write In Votes,U S House,9,,Northumberland,Coal Township 1,0
Sarah Donnelly,State House,107,DEM,Northumberland,Coal Township 1,92
Kurt A. Masser,State House,107,REP,Northumberland,Coal Township 1,137
Write In Votes,State House,107,,Northumberland,Coal Township 1,0
,Ballots Cast,,,Northumberland,Kulpmont Borough 2,283
,Straight Party,,DEM,Northumberland,Kulpmont Borough 2,52
,Straight Party,,REP,Northumberland,Kulpmont Borough 2,59
,Straight Party,,GRE,Northumberland,Kulpmont Borough 2,0
,Straight Party,,LIB,Northumberland,Kulpmont Borough 2,0
"Bob Casey, Jr. ",U.S. Senate,,DEM,Northumberland,Kulpmont Borough 2,127
Lou Barletta,U.S. Senate,,REP,Northumberland,Kulpmont Borough 2,141
Neal Gale,U.S. Senate,,GRE,Northumberland,Kulpmont Borough 2,3
"Dale R. Kerns, Jr. ",U. S. Senate,,LIB,Northumberland,Kulpmont Borough 2,2
Write In Votes,U.S. Senate,,,Northumberland,Kulpmont Borough 2,0
Tom Wolf,Governor,,DEM,Northumberland,Kulpmont Borough 2,159
Scott R. Wagner,Governor,,REP,Northumberland,Kulpmont Borough 2,114
Paul Glover,Governor,,GRE,Northumberland,Kulpmont Borough 2,0
Ken V. Krawchuk,Governor,,LIB,Northumberland,Kulpmont Borough 2,3
Write In Votes,Governor,,,Northumberland,Kulpmont Borough 2,2
Denny Wolff,U S House,9,DEM,Northumberland,Kulpmont Borough 2,125
Dan Meuser,U S House,9,REP,Northumberland,Kulpmont Borough 2,144
Write In Votes,U S House,9,,Northumberland,Kulpmont Borough 2,1
Sarah Donnelly,State House,107,DEM,Northumberland,Kulpmont Borough 2,109
Kurt A. Masser,State House,107,REP,Northumberland,Kulpmont Borough 2,165
Write In Votes,State House,107,,Northumberland,Kulpmont Borough 2,0
,Ballots Cast,,,Northumberland,Kulpmont Borough 3,317
,Straight Party,,DEM,Northumberland,Kulpmont Borough 3,56
,Straight Party,,REP,Northumberland,Kulpmont Borough 3,68
,Straight Party,,GRE,Northumberland,Kulpmont Borough 3,0
,Straight Party,,LIB,Northumberland,Kulpmont Borough 3,0
"Bob Casey, Jr. ",U.S. Senate,,DEM,Northumberland,Kulpmont Borough 3,157
Lou Barletta,U.S. Senate,,REP,Northumberland,Kulpmont Borough 3,156
Neal Gale,U.S. Senate,,GRE,Northumberland,Kulpmont Borough 3,0
"Dale R. Kerns, Jr. ",U. S. Senate,,LIB,Northumberland,Kulpmont Borough 3,3
Write In Votes,U.S. Senate,,,Northumberland,Kulpmont Borough 3,0
Tom Wolf,Governor,,DEM,Northumberland,Kulpmont Borough 3,171
Scott R. Wagner,Governor,,REP,Northumberland,Kulpmont Borough 3,137
Paul Glover,Governor,,GRE,Northumberland,Kulpmont Borough 3,3
Ken V. Krawchuk,Governor,,LIB,Northumberland,Kulpmont Borough 3,3
Write In Votes,Governor,,,Northumberland,Kulpmont Borough 3,0
Denny Wolff,U S House,9,DEM,Northumberland,Kulpmont Borough 3,159
Dan Meuser,U S House,9,REP,Northumberland,Kulpmont Borough 3,152
Write In Votes,U S House,9,,Northumberland,Kulpmont Borough 3,0
Sarah Donnelly,State House,107,DEM,Northumberland,Kulpmont Borough 3,128
Kurt A. Masser,State House,107,REP,Northumberland,Kulpmont Borough 3,183
Write In Votes,State House,107,,Northumberland,Kulpmont Borough 3,0
,Ballots Cast,,,Northumberland,Marion Heights Borough,197
,Straight Party,,DEM,Northumberland,Marion Heights Borough,36
,Straight Party,,REP,Northumberland,Marion Heights Borough,47
,Straight Party,,GRE,Northumberland,Marion Heights Borough,0
,Straight Party,,LIB,Northumberland,Marion Heights Borough,0
"Bob Casey, Jr. ",U.S. Senate,,DEM,Northumberland,Marion Heights Borough,91
Lou Barletta,U.S. Senate,,REP,Northumberland,Marion Heights Borough,104
Neal Gale,U.S. Senate,,GRE,Northumberland,Marion Heights Borough,0
"Dale R. Kerns, Jr. ",U. S. Senate,,LIB,Northumberland,Marion Heights Borough,1
Write In Votes,U.S. Senate,,,Northumberland,Marion Heights Borough,0
Tom Wolf,Governor,,DEM,Northumberland,Marion Heights Borough,113
Scott R. Wagner,Governor,,REP,Northumberland,Marion Heights Borough,76
Paul Glover,Governor,,GRE,Northumberland,Marion Heights Borough,2
Ken V. Krawchuk,Governor,,LIB,Northumberland,Marion Heights Borough,2
Write In Votes,Governor,,,Northumberland,Marion Heights Borough,0
Denny Wolff,U S House,9,DEM,Northumberland,Marion Heights Borough,88
Dan Meuser,U S House,9,REP,Northumberland,Marion Heights Borough,99
Write In Votes,U S House,9,,Northumberland,Marion Heights Borough,0
Sarah Donnelly,State House,107,DEM,Northumberland,Marion Heights Borough,76
Kurt A. Masser,State House,107,REP,Northumberland,Marion Heights Borough,115
Write In Votes,State House,107,,Northumberland,Marion Heights Borough,0
,Ballots Cast,,,Northumberland,Mount Carmel Borough 1,259
,Straight Party,,DEM,Northumberland,Mount Carmel Borough 1,58
,Straight Party,,REP,Northumberland,Mount Carmel Borough 1,59
,Straight Party,,GRE,Northumberland,Mount Carmel Borough 1,0
,Straight Party,,LIB,Northumberland,Mount Carmel Borough 1,1
"Bob Casey, Jr. ",U.S. Senate,,DEM,Northumberland,Mount Carmel Borough 1,128
Lou Barletta,U.S. Senate,,REP,Northumberland,Mount Carmel Borough 1,123
Neal Gale,U.S. Senate,,GRE,Northumberland,Mount Carmel Borough 1,0
"Dale R. Kerns, Jr. ",U. S. Senate,,LIB,Northumberland,Mount Carmel Borough 1,3
Write In Votes,U.S. Senate,,,Northumberland,Mount Carmel Borough 1,1
Tom Wolf,Governor,,DEM,Northumberland,Mount Carmel Borough 1,131
Scott R. Wagner,Governor,,REP,Northumberland,Mount Carmel Borough 1,111
Paul Glover,Governor,,GRE,Northumberland,Mount Carmel Borough 1,2
Ken V. Krawchuk,Governor,,LIB,Northumberland,Mount Carmel Borough 1,8
Write In Votes,Governor,,,Northumberland,Mount Carmel Borough 1,1
Denny Wolff,U S House,9,DEM,Northumberland,Mount Carmel Borough 1,121
Dan Meuser,U S House,9,REP,Northumberland,Mount Carmel Borough 1,127
Write In Votes,U S House,9,,Northumberland,Mount Carmel Borough 1,1
Sarah Donnelly,State House,107,DEM,Northumberland,Mount Carmel Borough 1,110
Kurt A. Masser,State House,107,REP,Northumberland,Mount Carmel Borough 1,141
Write In Votes,State House,107,,Northumberland,Mount Carmel Borough 1,1
,Ballots Cast,,,Northumberland,Mount Carmel Borough 2,349
,Straight Party,,DEM,Northumberland,Mount Carmel Borough 2,74
,Straight Party,,REP,Northumberland,Mount Carmel Borough 2,72
,Straight Party,,GRE,Northumberland,Mount Carmel Borough 2,1
,Straight Party,,LIB,Northumberland,Mount Carmel Borough 2,1
"Bob Casey, Jr. ",U.S. Senate,,DEM,Northumberland,Mount Carmel Borough 2,157
Lou Barletta,U.S. Senate,,REP,Northumberland,Mount Carmel Borough 2,181
Neal Gale,U.S. Senate,,GRE,Northumberland,Mount Carmel Borough 2,3
"Dale R. Kerns, Jr. ",U. S. Senate,,LIB,Northumberland,Mount Carmel Borough 2,1
Write In Votes,U.S. Senate,,,Northumberland,Mount Carmel Borough 2,0
Tom Wolf,Governor,,DEM,Northumberland,Mount Carmel Borough 2,198
Scott R. Wagner,Governor,,REP,Northumberland,Mount Carmel Borough 2,136
Paul Glover,Governor,,GRE,Northumberland,Mount Carmel Borough 2,4
Ken V. Krawchuk,Governor,,LIB,Northumberland,Mount Carmel Borough 2,5
Write In Votes,Governor,,,Northumberland,Mount Carmel Borough 2,0
Denny Wolff,U S House,9,DEM,Northumberland,Mount Carmel Borough 2,173
Dan Meuser,U S House,9,REP,Northumberland,Mount Carmel Borough 2,159
Write In Votes,U S House,9,,Northumberland,Mount Carmel Borough 2,0
