candidate,office,district,party,county,votes,winner
"TOPPER, JESSE",State House,78,REP,Bedford,3609,
"BARRON, BARBARA L.",State House,78,DEM,Bedford,618,
"TOPPER, JESSE",State House,78,REP,Fulton,859,
"BARRON, BARBARA L.",State House,78,DEM,Fulton,269,
"TOPPER, JESSE",State House,78,REP,Huntingdon,161,
"BARRON, BARBARA L.",State House,78,DEM,Huntingdon,38,
