county,precinct,office,district,party,candidate,votes,election_day,early_voting,provisional
Columbia,BEAVER TWP,Registered Voters,,,,609,,,
Columbia,BEAVER TWP,Ballots Cast,,,,441,404,37,0
Columbia,BENTON TWP,Registered Voters,,,,876,,,
Columbia,BENTON TWP,Ballots Cast,,,,612,523,86,3
Columbia,BENTON BOROUGH,Registered Voters,,,,473,,,
Columbia,BENTON BOROUGH,Ballots Cast,,,,310,284,25,1
Columbia,BERWICK 1ST WARD,Registered Voters,,,,1995,,,
Columbia,BERWICK 1ST WARD,Ballots Cast,,,,1114,953,158,3
Columbia,BERWICK 2ND WARD,Registered Voters,,,,730,,,
Columbia,BERWICK 2ND WARD,Ballots Cast,,,,364,281,81,2
Columbia,BERWICK 3RD WARD,Registered Voters,,,,1173,,,
Columbia,BERWICK 3RD WARD,Ballots Cast,,,,629,525,91,13
Columbia,BERWICK 4TH WARD,Registered Voters,,,,1570,,,
Columbia,BERWICK 4TH WARD,Ballots Cast,,,,958,802,155,1
Columbia,BLOOMSBURG 1ST WARD,Registered Voters,,,,952,,,
Columbia,BLOOMSBURG 1ST WARD,Ballots Cast,,,,391,324,64,3
Columbia,BLOOMSBURG 2ND WARD,Registered Voters,,,,1198,,,
Columbia,BLOOMSBURG 2ND WARD,Ballots Cast,,,,723,555,165,3
Columbia,BLOOMSBURG 3-1 WARD,Registered Voters,,,,1662,,,
Columbia,BLOOMSBURG 3-1 WARD,Ballots Cast,,,,795,582,213,0
Columbia,BLOOMSBURG 3-2 WARD,Registered Voters,,,,1179,,,
Columbia,BLOOMSBURG 3-2 WARD,Ballots Cast,,,,275,264,11,0
Columbia,BLOOMSBURG 4TH WARD,Registered Voters,,,,1337,,,
Columbia,BLOOMSBURG 4TH WARD,Ballots Cast,,,,777,622,150,5
Columbia,BRIARCREEK TWP NORTHEAST,Registered Voters,,,,1023,,,
Columbia,BRIARCREEK TWP NORTHEAST,Ballots Cast,,,,677,573,101,3
Columbia,BRIARCREEK TWP WEST,Registered Voters,,,,987,,,
Columbia,BRIARCREEK TWP WEST,Ballots Cast,,,,686,590,93,3
Columbia,BRIARCREEK BORO,Registered Voters,,,,298,,,
Columbia,BRIARCREEK BORO,Ballots Cast,,,,154,135,19,0
