county,precinct,office,district,party,candidate,votes,election_day,early_voting,provisional
Cumberland,CAMP HILL 1,Registered Voters,"","","",1091,"","",""
Cumberland,CAMP HILL 1,Ballots Cast,"","","",768,590,173,5
Cumberland,CAMP HILL 1,U.S. Senate,"",DEM,John Fetterman,468,327,138,3
Cumberland,CAMP HILL 1,U.S. Senate,"",REP,Mehmet Oz,276,244,31,1
Cumberland,CAMP HILL 1,U.S. Senate,"",LIB,Erik Gerhardt,8,8,0,0
Cumberland,CAMP HILL 1,U.S. Senate,"",GRN,Richard L. Weiss,1,1,0,0
Cumberland,CAMP HILL 1,U.S. Senate,"",KEY,Daniel Wassmer,5,2,2,1
Cumberland,CAMP HILL 1,U.S. Senate,"","",Write Ins,1,1,0,0
Cumberland,CAMP HILL 1,Governor,"",DEM,Josh Shapiro,506,360,143,3
Cumberland,CAMP HILL 1,Governor,"",REP,Douglas V. Mastriano,232,209,22,1
Cumberland,CAMP HILL 1,Governor,"",LIB,Matt Hackenburg,9,8,1,0
Cumberland,CAMP HILL 1,Governor,"",GRN,Christina DiGiulio,0,0,0,0
Cumberland,CAMP HILL 1,Governor,"",KEY,Joe Soloski,7,4,2,1
Cumberland,CAMP HILL 1,Governor,"","",Write Ins,1,0,1,0
Cumberland,CAMP HILL 1,U.S. House,10,DEM,Shamaine Daniels,453,317,133,3
Cumberland,CAMP HILL 1,U.S. House,10,REP,Scott Perry,307,269,36,2
Cumberland,CAMP HILL 1,U.S. House,10,"",Write Ins,0,0,0,0
Cumberland,CAMP HILL 1,State Senate,34,DEM,Jim Massey,421,291,126,4
Cumberland,CAMP HILL 1,State Senate,34,REP,Greg Rothman,337,291,45,1
Cumberland,CAMP HILL 1,State Senate,34,"",Write Ins,1,1,0,0
Cumberland,CAMP HILL 1,General Assembly,103,DEM,Patty Kim,468,329,135,4
Cumberland,CAMP HILL 1,General Assembly,103,REP,David D. Buell,290,255,35,0
Cumberland,CAMP HILL 1,General Assembly,103,"",Write Ins,1,0,1,0
