county,precinct,office,district,party,candidate,votes,election_day,early_voting,provisional
Berks,Reading 1-1,Registered Voters,"","","",1066,"","",""
Berks,Reading 1-1,Ballots Cast,"","","",298,250,46,2
Berks,Reading 1-1,U.S. Senate,"",DEM,John Fetterman,244,205,37,2
Berks,Reading 1-1,U.S. Senate,"",REP,Mehmet Oz,44,38,6,0
Berks,Reading 1-1,U.S. Senate,"",LIB,Erik Gerhardt,5,4,1,0
Berks,Reading 1-1,U.S. Senate,"",GRN,Richard L. Weiss,0,0,0,0
Berks,Reading 1-1,U.S. Senate,"",KEY,Daniel Wassmer,2,2,0,0
Berks,Reading 1-1,U.S. Senate,"","",Write Ins,1,0,1,0
Berks,Reading 1-1,Governor,"",DEM,Josh Shapiro,239,201,36,2
Berks,Reading 1-1,Governor,"",REP,Douglas V. Mastriano,45,39,6,0
Berks,Reading 1-1,Governor,"",LIB,Matt Hackenburg,4,4,0,0
Berks,Reading 1-1,Governor,"",GRN,Christina DiGiulio,1,0,1,0
Berks,Reading 1-1,Governor,"",KEY,Joe Soloski,5,3,2,0
Berks,Reading 1-1,Governor,"","",Write Ins,0,0,0,0
Berks,Reading 1-1,U.S. House,6,DEM,Chrissy Houlahan,219,178,39,2
Berks,Reading 1-1,U.S. House,6,REP,Guy Ciarrocchi,53,48,5,0
Berks,Reading 1-1,U.S. House,6,"",Write Ins,1,1,0,0
Berks,Reading 1-1,General Assembly,127,DEM,Manny Guzman,245,206,37,2
Berks,Reading 1-1,General Assembly,127,REP,"Vincent D. Gagliardo, Jr.",46,39,7,0
Berks,Reading 1-1,General Assembly,127,"",Write Ins,1,1,0,0
Berks,Reading 2-1,Registered Voters,"","","",695,"","",""
Berks,Reading 2-1,Ballots Cast,"","","",183,147,33,3
Berks,Reading 2-1,U.S. Senate,"",DEM,John Fetterman,140,107,30,3
Berks,Reading 2-1,U.S. Senate,"",REP,Mehmet Oz,33,30,3,0
Berks,Reading 2-1,U.S. Senate,"",LIB,Erik Gerhardt,3,3,0,0
