county,precinct,office,district,party,candidate,votes,election_day,early_voting,provisional
Fayette,Belle Vernon Borough - 02-01,Registered Voters,,,,627,,,
Fayette,Belle Vernon Borough - 02-01,Ballots Cast,,,,307,229,76,2
Fayette,Brownsville Township - 04-01,Registered Voters,,,,378,,,
Fayette,Brownsville Township - 04-01,Ballots Cast,,,,223,175,47,1
Fayette,"Brownsville Borough, Ward 1 - 06-01",Registered Voters,,,,373,,,
Fayette,"Brownsville Borough, Ward 1 - 06-01",Ballots Cast,,,,157,123,34,0
Fayette,"Brownsville Borough, Ward 2 - 06-02",Registered Voters,,,,391,,,
Fayette,"Brownsville Borough, Ward 2 - 06-02",Ballots Cast,,,,221,173,47,1
Fayette,"Brownsville Borough, Ward 3 - 06-03",Registered Voters,,,,505,,,
Fayette,"Brownsville Borough, Ward 3 - 06-03",Ballots Cast,,,,242,185,56,1
Fayette,"Bullskin Township, District 1 - 08-01",Registered Voters,,,,2705,,,
Fayette,"Bullskin Township, District 1 - 08-01",Ballots Cast,,,,1784,1498,280,6
Fayette,"Bullskin Township, District 2 - 08-02",Registered Voters,,,,955,,,
Fayette,"Bullskin Township, District 2 - 08-02",Ballots Cast,,,,630,554,76,0
Fayette,"Bullskin Township, District 3 - 08-03",Registered Voters,,,,933,,,
Fayette,"Bullskin Township, District 3 - 08-03",Ballots Cast,,,,676,559,115,2
Fayette,"Connellsville City, Ward 1 - 10-01",Registered Voters,,,,1289,,,
Fayette,"Connellsville City, Ward 1 - 10-01",Ballots Cast,,,,728,618,108,2
Fayette,"Connellsville City, Ward 2 - 10-02",Registered Voters,,,,1159,,,
Fayette,"Connellsville City, Ward 2 - 10-02",Ballots Cast,,,,614,489,117,8
Fayette,"Connellsville City, Ward 3 - 10-03",Registered Voters,,,,602,,,
Fayette,"Connellsville City, Ward 3 - 10-03",Ballots Cast,,,,333,285,46,2
Fayette,"Connellsville City, Ward 4 - 10-04",Registered Voters,,,,904,,,
Fayette,"Connellsville City, Ward 4 - 10-04",Ballots Cast,,,,501,412,83,6
Fayette,Connellsville Township - 12-01,Registered Voters,,,,1346,,,
Fayette,Connellsville Township - 12-01,Ballots Cast,,,,835,720,111,4
Fayette,Dawson Borough - 14-01,Registered Voters,,,,200,,,
Fayette,Dawson Borough - 14-01,Ballots Cast,,,,119,109,10,0
Fayette,Dunbar Township District 1 - 16-01,Registered Voters,,,,1647,,,
Fayette,Dunbar Township District 1 - 16-01,Ballots Cast,,,,1049,899,146,4
Fayette,Dunbar Township District 2 - 16-02,Registered Voters,,,,2581,,,
Fayette,Dunbar Township District 2 - 16-02,Ballots Cast,,,,1605,1257,345,3
Fayette,Dunbar Borough - 18-01,Registered Voters,,,,613,,,
Fayette,Dunbar Borough - 18-01,Ballots Cast,,,,364,323,41,0
Fayette,Everson Borough - 20-01,Registered Voters,,,,382,,,
Fayette,Everson Borough - 20-01,Ballots Cast,,,,202,175,27,0
Fayette,Fairchance Borough - 22-01,Registered Voters,,,,1121,,,
Fayette,Fairchance Borough - 22-01,Ballots Cast,,,,609,497,111,1
Fayette,Fayette City Borough - 24-01,Registered Voters,,,,343,,,
Fayette,Fayette City Borough - 24-01,Ballots Cast,,,,191,176,15,0
Fayette,"Franklin Township, District 1 - 26-01",Registered Voters,,,,869,,,
Fayette,"Franklin Township, District 1 - 26-01",Ballots Cast,,,,572,471,100,1
Fayette,"Franklin Township, District 2 - 26-02",Registered Voters,,,,632,,,
Fayette,"Franklin Township, District 2 - 26-02",Ballots Cast,,,,421,348,73,0
Fayette,"Georges Township, District 1 - 28-01",Registered Voters,,,,917,,,
Fayette,"Georges Township, District 1 - 28-01",Ballots Cast,,,,549,460,86,3
Fayette,"Georges Township, District 2 - 28-02",Registered Voters,,,,1373,,,
Fayette,"Georges Township, District 2 - 28-02",Ballots Cast,,,,836,657,176,3
Fayette,"Georges Township, District 3 - 28-03",Registered Voters,,,,1503,,,
Fayette,"Georges Township, District 3 - 28-03",Ballots Cast,,,,840,677,152,11
Fayette,"German Township, District 1 - 30-01",Registered Voters,,,,1338,,,
Fayette,"German Township, District 1 - 30-01",Ballots Cast,,,,806,678,123,5
Fayette,"German Township, District 2 - 30-02",Registered Voters,,,,688,,,
Fayette,"German Township, District 2 - 30-02",Ballots Cast,,,,358,302,56,0
Fayette,"German Township, District 3 - 30-03",Registered Voters,,,,628,,,
Fayette,"German Township, District 3 - 30-03",Ballots Cast,,,,368,321,45,2
Fayette,"German Township, District 4 - 30-04",Registered Voters,,,,287,,,
Fayette,"German Township, District 4 - 30-04",Ballots Cast,,,,172,154,18,0
Fayette,Henry Clay Township - 32-01,Registered Voters,,,,1118,,,
Fayette,Henry Clay Township - 32-01,Ballots Cast,,,,672,581,90,1
Fayette,Jefferson Township - 34-01,Registered Voters,,,,1325,,,
Fayette,Jefferson Township - 34-01,Ballots Cast,,,,918,784,129,5
Fayette,Lower Tyrone Township - 36-01,Registered Voters,,,,701,,,
Fayette,Lower Tyrone Township - 36-01,Ballots Cast,,,,480,416,63,1
Fayette,"Luzerne Township, District 1 - 38-01",Registered Voters,,,,850,,,
Fayette,"Luzerne Township, District 1 - 38-01",Ballots Cast,,,,498,398,99,1
Fayette,"Luzerne Township, District 2 - 38-02",Registered Voters,,,,928,,,
Fayette,"Luzerne Township, District 2 - 38-02",Ballots Cast,,,,606,478,127,1
Fayette,"Luzerne Township, District 3 - 38-03",Registered Voters,,,,365,,,
Fayette,"Luzerne Township, District 3 - 38-03",Ballots Cast,,,,226,193,33,0
Fayette,"Luzerne Township, District 4 - 38-04",Registered Voters,,,,268,,,
Fayette,"Luzerne Township, District 4 - 38-04",Ballots Cast,,,,171,141,29,1
Fayette,Markleysburg Borough - 40-01,Registered Voters,,,,136,,,
Fayette,Markleysburg Borough - 40-01,Ballots Cast,,,,74,63,11,0
Fayette,Masontown Borough - 42-01,Registered Voters,,,,1922,,,
Fayette,Masontown Borough - 42-01,Ballots Cast,,,,1043,804,234,5
Fayette,"Menallen Township, District 1 - 44-01",Registered Voters,,,,774,,,
Fayette,"Menallen Township, District 1 - 44-01",Ballots Cast,,,,494,404,87,3
Fayette,"Menallen Township, District 2 - 44-02",Registered Voters,,,,1207,,,
Fayette,"Menallen Township, District 2 - 44-02",Ballots Cast,,,,798,616,180,2
Fayette,"Menallen Township, District 3 - 44-03",Registered Voters,,,,610,,,
Fayette,"Menallen Township, District 3 - 44-03",Ballots Cast,,,,345,275,68,2
Fayette,Newell Borough - 46-01,Registered Voters,,,,331,,,
Fayette,Newell Borough - 46-01,Ballots Cast,,,,212,189,21,2
Fayette,Nicholson Township - 48-01,Registered Voters,,,,1145,,,
Fayette,Nicholson Township - 48-01,Ballots Cast,,,,637,526,110,1
Fayette,"North Union Township, District 1 - 50-01",Registered Voters,,,,1599,,,
Fayette,"North Union Township, District 1 - 50-01",Ballots Cast,,,,875,614,252,9
Fayette,"North Union Township, District 2 - 50-02",Registered Voters,,,,2428,,,
Fayette,"North Union Township, District 2 - 50-02",Ballots Cast,,,,1394,1083,299,12
Fayette,"North Union Township, District 3 - 50-03",Registered Voters,,,,735,,,
Fayette,"North Union Township, District 3 - 50-03",Ballots Cast,,,,452,362,89,1
Fayette,"North Union Township, District 4 - 50-04",Registered Voters,,,,2140,,,
Fayette,"North Union Township, District 4 - 50-04",Ballots Cast,,,,1141,816,323,2
Fayette,"North Union Township, District 5 - 50-05",Registered Voters,,,,446,,,
Fayette,"North Union Township, District 5 - 50-05",Ballots Cast,,,,276,223,53,0
Fayette,Ohiopyle Borough - 52-01,Registered Voters,,,,31,,,
Fayette,Ohiopyle Borough - 52-01,Ballots Cast,,,,19,17,2,0
Fayette,Perry Township - 54-01,Registered Voters,,,,1538,,,
Fayette,Perry Township - 54-01,Ballots Cast,,,,1001,785,213,3
Fayette,Perryopolis Borough - 56-01,Registered Voters,,,,1165,,,
Fayette,Perryopolis Borough - 56-01,Ballots Cast,,,,760,631,128,1
Fayette,Point Marion Borough - 58-01,Registered Voters,,,,633,,,
Fayette,Point Marion Borough - 58-01,Ballots Cast,,,,303,237,66,0
Fayette,"Redstone Township, District 1 - 60-01",Registered Voters,,,,1175,,,
Fayette,"Redstone Township, District 1 - 60-01",Ballots Cast,,,,621,510,108,3
Fayette,"Redstone Township, District 2 - 60-02",Registered Voters,,,,1220,,,
Fayette,"Redstone Township, District 2 - 60-02",Ballots Cast,,,,698,548,148,2
Fayette,"Redstone Township, District 3 - 60-03",Registered Voters,,,,312,,,
Fayette,"Redstone Township, District 3 - 60-03",Ballots Cast,,,,222,190,32,0
Fayette,"Redstone Township, District 4 - 60-04",Registered Voters,,,,364,,,
Fayette,"Redstone Township, District 4 - 60-04",Ballots Cast,,,,190,156,34,0
Fayette,Saltlick Township - 62-01,Registered Voters,,,,1928,,,
Fayette,Saltlick Township - 62-01,Ballots Cast,,,,1240,1035,200,5
Fayette,Smithfield Borough - 64-01,Registered Voters,,,,522,,,
Fayette,Smithfield Borough - 64-01,Ballots Cast,,,,307,277,28,2
Fayette,South Connellsville Borough - 66-01,Registered Voters,,,,1067,,,
Fayette,South Connellsville Borough - 66-01,Ballots Cast,,,,689,597,90,2
Fayette,"South Union Township, District 1 - 68-01",Registered Voters,,,,3489,,,
Fayette,"South Union Township, District 1 - 68-01",Ballots Cast,,,,2233,1644,577,12
Fayette,"South Union Township, District 2 - 68-02",Registered Voters,,,,1814,,,
Fayette,"South Union Township, District 2 - 68-02",Ballots Cast,,,,1178,880,294,4
Fayette,"South Union Township, District 3 - 68-03",Registered Voters,,,,1998,,,
Fayette,"South Union Township, District 3 - 68-03",Ballots Cast,,,,1213,900,302,11
Fayette,"Springfield Township, District 1 - 70-01",Registered Voters,,,,958,,,
Fayette,"Springfield Township, District 1 - 70-01",Ballots Cast,,,,556,509,45,2
