county,precinct,office,district,party,candidate,votes,election_day,early_voting,provisional
Tioga,Bloss Township,Registered,,,,232,,,
Tioga,Bloss Township,Ballots - cast,,,,167,153,11,3
Tioga,Bloss Township,Ballots - blank,,,,0,0,0,0
Tioga,Bloss Township,Turnout,,,,71.98%,,,
Tioga,Blossburg Borough,Registered,,,,953,,,
Tioga,Blossburg Borough,Ballots - cast,,,,598,527,71,0
Tioga,Blossburg Borough,Ballots - blank,,,,0,0,0,0
Tioga,Blossburg Borough,Turnout,,,,62.75%,,,
Tioga,Brookfield Township,Registered,,,,272,,,
Tioga,Brookfield Township,Ballots - cast,,,,173,157,16,0
Tioga,Brookfield Township,Ballots - blank,,,,0,0,0,0
Tioga,Brookfield Township,Turnout,,,,63.60%,,,
Tioga,Charleston Township,Registered,,,,"2,424",,,
Tioga,Charleston Township,Ballots - cast,,,,"1,592","1,230",359,3
Tioga,Charleston Township,Ballots - blank,,,,0,0,0,0
Tioga,Charleston Township,Turnout,,,,65.68%,,,
Tioga,Chatham Township,Registered,,,,455,,,
Tioga,Chatham Township,Ballots - cast,,,,309,276,33,0
Tioga,Chatham Township,Ballots - blank,,,,0,0,0,0
Tioga,Chatham Township,Turnout,,,,67.91%,,,
Tioga,Clymer Township,Registered,,,,425,,,
Tioga,Clymer Township,Ballots - cast,,,,287,260,26,1
Tioga,Clymer Township,Ballots - blank,,,,0,0,0,0
Tioga,Clymer Township,Turnout,,,,67.53%,,,
Tioga,Covington Township,Registered,,,,685,,,
Tioga,Covington Township,Ballots - cast,,,,448,399,49,0
Tioga,Covington Township,Ballots - blank,,,,0,0,0,0
Tioga,Covington Township,Turnout,,,,65.40%,,,
Tioga,Deerfield Township,Registered,,,,406,,,
Tioga,Deerfield Township,Ballots - cast,,,,275,243,32,0
Tioga,Deerfield Township,Ballots - blank,,,,0,0,0,0
Tioga,Deerfield Township,Turnout,,,,67.73%,,,
Tioga,Delmar Township North,Registered,,,,"1,275",,,
Tioga,Delmar Township North,Ballots - cast,,,,904,723,180,1
Tioga,Delmar Township North,Ballots - blank,,,,0,0,0,0
Tioga,Delmar Township North,Turnout,,,,70.90%,,,
Tioga,Delmar Township South,Registered,,,,662,,,
Tioga,Delmar Township South,Ballots - cast,,,,460,392,68,0
Tioga,Delmar Township South,Ballots - blank,,,,0,0,0,0
Tioga,Delmar Township South,Turnout,,,,69.49%,,,
Tioga,Duncan Township,Registered,,,,126,,,
Tioga,Duncan Township,Ballots - cast,,,,83,73,9,1
Tioga,Duncan Township,Ballots - blank,,,,0,0,0,0
Tioga,Duncan Township,Turnout,,,,65.87%,,,
Tioga,Elk Township,Registered,,,,32,,,
Tioga,Elk Township,Ballots - cast,,,,27,26,1,0
Tioga,Elk Township,Ballots - blank,,,,0,0,0,0
Tioga,Elk Township,Turnout,,,,84.38%,,,
Tioga,Elkland Borough,Registered,,,,"1,001",,,
Tioga,Elkland Borough,Ballots - cast,,,,518,442,76,0
Tioga,Elkland Borough,Ballots - blank,,,,0,0,0,0
Tioga,Elkland Borough,Turnout,,,,51.75%,,,
Tioga,Farmington Township,Registered,,,,446,,,
Tioga,Farmington Township,Ballots - cast,,,,309,283,26,0
Tioga,Farmington Township,Ballots - blank,,,,1,1,0,0
Tioga,Farmington Township,Turnout,,,,69.28%,,,
Tioga,Gaines Township,Registered,,,,371,,,
Tioga,Gaines Township,Ballots - cast,,,,259,229,30,0
Tioga,Gaines Township,Ballots - blank,,,,0,0,0,0
Tioga,Gaines Township,Turnout,,,,69.81%,,,
Tioga,Hamilton Township,Registered,,,,282,,,
Tioga,Hamilton Township,Ballots - cast,,,,163,142,21,0
Tioga,Hamilton Township,Ballots - blank,,,,0,0,0,0
Tioga,Hamilton Township,Turnout,,,,57.80%,,,
Tioga,Jackson Township,Registered,,,,"1,300",,,
Tioga,Jackson Township,Ballots - cast,,,,804,714,86,4
Tioga,Jackson Township,Ballots - blank,,,,0,0,0,0
Tioga,Jackson Township,Turnout,,,,61.85%,,,
Tioga,Knoxville Borough,Registered,,,,391,,,
Tioga,Knoxville Borough,Ballots - cast,,,,219,195,24,0
Tioga,Knoxville Borough,Ballots - blank,,,,0,0,0,0
Tioga,Knoxville Borough,Turnout,,,,56.01%,,,
Tioga,Lawrence Township,Registered,,,,"1,055",,,
Tioga,Lawrence Township,Ballots - cast,,,,633,559,73,1
Tioga,Lawrence Township,Ballots - blank,,,,0,0,0,0
Tioga,Lawrence Township,Turnout,,,,60.00%,,,
Tioga,Lawrenceville Borough,Registered,,,,444,,,
Tioga,Lawrenceville Borough,Ballots - cast,,,,229,209,19,1
Tioga,Lawrenceville Borough,Ballots - blank,,,,0,0,0,0
Tioga,Lawrenceville Borough,Turnout,,,,51.58%,,,
Tioga,Liberty Township,Registered,,,,674,,,
Tioga,Liberty Township,Ballots - cast,,,,471,422,48,1
Tioga,Liberty Township,Ballots - blank,,,,0,0,0,0
Tioga,Liberty Township,Turnout,,,,69.88%,,,
Tioga,Liberty Borough,Registered,,,,158,,,
Tioga,Liberty Borough,Ballots - cast,,,,99,91,8,0
Tioga,Liberty Borough,Ballots - blank,,,,0,0,0,0
Tioga,Liberty Borough,Turnout,,,,62.66%,,,
Tioga,Mansfield Borough,Registered,,,,"1,303",,,
Tioga,Mansfield Borough,Ballots - cast,,,,682,553,128,1
Tioga,Mansfield Borough,Ballots - blank,,,,0,0,0,0
Tioga,Mansfield Borough,Turnout,,,,52.34%,,,
Tioga,Middlebury Township,Registered,,,,843,,,
Tioga,Middlebury Township,Ballots - cast,,,,593,522,71,0
Tioga,Middlebury Township,Ballots - blank,,,,0,0,0,0
Tioga,Middlebury Township,Turnout,,,,70.34%,,,
Tioga,Morris Township,Registered,,,,415,,,
Tioga,Morris Township,Ballots - cast,,,,306,273,31,2
Tioga,Morris Township,Ballots - blank,,,,0,0,0,0
Tioga,Morris Township,Turnout,,,,73.73%,,,
Tioga,Nelson Township,Registered,,,,342,,,
Tioga,Nelson Township,Ballots - cast,,,,204,192,12,0
Tioga,Nelson Township,Ballots - blank,,,,0,0,0,0
Tioga,Nelson Township,Turnout,,,,59.65%,,,
Tioga,Osceola Township,Registered,,,,376,,,
Tioga,Osceola Township,Ballots - cast,,,,220,204,16,0
Tioga,Osceola Township,Ballots - blank,,,,0,0,0,0
Tioga,Osceola Township,Turnout,,,,58.51%,,,
Tioga,Putnam Township,Registered,,,,248,,,
Tioga,Putnam Township,Ballots - cast,,,,162,149,13,0
Tioga,Putnam Township,Ballots - blank,,,,0,0,0,0
Tioga,Putnam Township,Turnout,,,,65.32%,,,
Tioga,Richmond Township,Registered,,,,"1,529",,,
Tioga,Richmond Township,Ballots - cast,,,,"1,004",840,161,3
Tioga,Richmond Township,Ballots - blank,,,,0,0,0,0
Tioga,Richmond Township,Turnout,,,,65.66%,,,
Tioga,Roseville Borough,Registered,,,,104,,,
Tioga,Roseville Borough,Ballots - cast,,,,74,62,12,0
Tioga,Roseville Borough,Ballots - blank,,,,0,0,0,0
Tioga,Roseville Borough,Turnout,,,,71.15%,,,
Tioga,Rutland Township,Registered,,,,538,,,
Tioga,Rutland Township,Ballots - cast,,,,399,353,44,2
Tioga,Rutland Township,Ballots - blank,,,,0,0,0,0
Tioga,Rutland Township,Turnout,,,,74.16%,,,
Tioga,Shippen Township,Registered,,,,290,,,
