county,precinct,office,district,party,candidate,votes,election_day,early_voting,provisional
Allegheny,Aleppo,U.S. Senate,,DEM,John Fetterman,506,264,232,10
Allegheny,Aleppo,U.S. Senate,,REP,Mehmet Oz,461,356,102,3
Allegheny,Aleppo,U.S. Senate,,LIB,Erik Gerhardt,12,8,4,0
Allegheny,Aleppo,U.S. Senate,,GRN,Richard L. Weiss,2,1,1,0
Allegheny,Aleppo,U.S. Senate,,KEY,Daniel Wassmer,3,3,0,0
Allegheny,Aspinwall Dist 1,U.S. Senate,,DEM,John Fetterman,439,318,116,5
Allegheny,Aspinwall Dist 1,U.S. Senate,,REP,Mehmet Oz,171,160,11,0
Allegheny,Aspinwall Dist 1,U.S. Senate,,LIB,Erik Gerhardt,4,4,0,0
Allegheny,Aspinwall Dist 1,U.S. Senate,,GRN,Richard L. Weiss,2,2,0,0
Allegheny,Aspinwall Dist 1,U.S. Senate,,KEY,Daniel Wassmer,2,2,0,0
Allegheny,Aspinwall Dist 2,U.S. Senate,,DEM,John Fetterman,285,197,86,2
Allegheny,Aspinwall Dist 2,U.S. Senate,,REP,Mehmet Oz,98,87,9,2
Allegheny,Aspinwall Dist 2,U.S. Senate,,LIB,Erik Gerhardt,2,2,0,0
Allegheny,Aspinwall Dist 2,U.S. Senate,,,Write Ins,1,1,0,0
Allegheny,Aspinwall Dist 3,U.S. Senate,,DEM,John Fetterman,430,310,115,5
Allegheny,Aspinwall Dist 3,U.S. Senate,,REP,Mehmet Oz,166,143,22,1
Allegheny,Aspinwall Dist 3,U.S. Senate,,LIB,Erik Gerhardt,7,6,1,0
Allegheny,Aspinwall Dist 3,U.S. Senate,,GRN,Richard L. Weiss,2,2,0,0
Allegheny,Aspinwall Dist 3,U.S. Senate,,KEY,Daniel Wassmer,1,0,1,0
Allegheny,Aspinwall Dist 3,U.S. Senate,,,Write Ins,1,0,1,0
Allegheny,Avalon Ward 1,U.S. Senate,,DEM,John Fetterman,466,321,135,10
Allegheny,Avalon Ward 1,U.S. Senate,,REP,Mehmet Oz,138,125,12,1
Allegheny,Avalon Ward 1,U.S. Senate,,LIB,Erik Gerhardt,4,2,2,0
Allegheny,Avalon Ward 1,U.S. Senate,,GRN,Richard L. Weiss,3,2,1,0
Allegheny,Avalon Ward 1,U.S. Senate,,KEY,Daniel Wassmer,4,4,0,0
Allegheny,Avalon Ward 2 Dist 1,U.S. Senate,,DEM,John Fetterman,275,192,78,5
Allegheny,Avalon Ward 2 Dist 1,U.S. Senate,,REP,Mehmet Oz,115,100,13,2
Allegheny,Avalon Ward 2 Dist 1,U.S. Senate,,LIB,Erik Gerhardt,2,2,0,0
Allegheny,Avalon Ward 2 Dist 1,U.S. Senate,,KEY,Daniel Wassmer,4,3,1,0
Allegheny,Avalon Ward 2 Dist 1,U.S. Senate,,,Write Ins,1,1,0,0
Allegheny,Avalon Ward 2 Dist 2,U.S. Senate,,DEM,John Fetterman,190,125,60,5
Allegheny,Avalon Ward 2 Dist 2,U.S. Senate,,REP,Mehmet Oz,80,66,14,0
