county,precinct,office,district,party,candidate,votes,election_day,early_voting,provisional
Wayne,BERLIN TOWNSHIP #1,Registered Voters,,,,908,,,
Wayne,BERLIN TOWNSHIP #1,Ballots Cast,,,,591,,,
Wayne,BERLIN TOWNSHIP #2,Registered Voters,,,,891,,,
Wayne,BERLIN TOWNSHIP #2,Ballots Cast,,,,635,,,
Wayne,BETHANY BOROUGH,Registered Voters,,,,206,,,
Wayne,BETHANY BOROUGH,Ballots Cast,,,,145,,,
Wayne,BUCKINGHAM TOWNSHIP,Registered Voters,,,,384,,,
Wayne,BUCKINGHAM TOWNSHIP,Ballots Cast,,,,260,,,
Wayne,CANAAN TOWNSHIP,Registered Voters,,,,633,,,
Wayne,CANAAN TOWNSHIP,Ballots Cast,,,,436,,,
Wayne,CLINTON TOWNSHIP #1,Registered Voters,,,,928,,,
Wayne,CLINTON TOWNSHIP #1,Ballots Cast,,,,653,,,
Wayne,CLINTON TOWNSHIP #2,Registered Voters,,,,566,,,
Wayne,CLINTON TOWNSHIP #2,Ballots Cast,,,,392,,,
Wayne,DAMASCUS TOWNSHIP #1,Registered Voters,,,,1126,,,
Wayne,DAMASCUS TOWNSHIP #1,Ballots Cast,,,,802,,,
Wayne,DAMASCUS TOWNSHIP #2,Registered Voters,,,,1609,,,
Wayne,DAMASCUS TOWNSHIP #2,Ballots Cast,,,,1074,,,
Wayne,DREHER TOWNSHIP,Registered Voters,,,,959,,,
Wayne,DREHER TOWNSHIP,Ballots Cast,,,,605,,,
Wayne,DYBERRY TOWNSHIP,Registered Voters,,,,1049,,,
Wayne,DYBERRY TOWNSHIP,Ballots Cast,,,,746,,,
Wayne,HAWLEY BOROUGH,Registered Voters,,,,807,,,
Wayne,HAWLEY BOROUGH,Ballots Cast,,,,473,,,
Wayne,HONESDALE BOROUGH #1,Registered Voters,,,,900,,,
Wayne,HONESDALE BOROUGH #1,Ballots Cast,,,,497,,,
Wayne,HONESDALE BOROUGH #2,Registered Voters,,,,1069,,,
Wayne,HONESDALE BOROUGH #2,Ballots Cast,,,,637,,,
Wayne,HONESDALE BOROUGH #3,Registered Voters,,,,958,,,
Wayne,HONESDALE BOROUGH #3,Ballots Cast,,,,575,,,
Wayne,LAKE TOWNSHIP,Registered Voters,,,,3919,,,
Wayne,LAKE TOWNSHIP,Ballots Cast,,,,2319,,,
Wayne,LEBANON TOWNSHIP,Registered Voters,,,,510,,,
Wayne,LEBANON TOWNSHIP,Ballots Cast,,,,351,,,
Wayne,LEHIGH TOWNSHIP,Registered Voters,,,,1437,,,
Wayne,LEHIGH TOWNSHIP,Ballots Cast,,,,834,,,
Wayne,MANCHESTER TOWNSHIP,Registered Voters,,,,587,,,
Wayne,MANCHESTER TOWNSHIP,Ballots Cast,,,,390,,,
Wayne,MOUNT PLEASANT TOWNSHIP,Registered Voters,,,,1060,,,
Wayne,MOUNT PLEASANT TOWNSHIP,Ballots Cast,,,,759,,,
Wayne,OREGON TOWNSHIP,Registered Voters,,,,562,,,
Wayne,OREGON TOWNSHIP,Ballots Cast,,,,401,,,
Wayne,PALMYRA TOWNSHIP,Registered Voters,,,,919,,,
Wayne,PALMYRA TOWNSHIP,Ballots Cast,,,,610,,,
Wayne,PAUPACK TOWNSHIP,Registered Voters,,,,3001,,,
Wayne,PAUPACK TOWNSHIP,Ballots Cast,,,,1900,,,
Wayne,PROMPTON BOROUGH,Registered Voters,,,,173,,,
Wayne,PROMPTON BOROUGH,Ballots Cast,,,,122,,,
Wayne,SALEM TOWNSHIP,Registered Voters,,,,3045,,,
Wayne,SALEM TOWNSHIP,Ballots Cast,,,,1920,,,
Wayne,SCOTT TOWNSHIP,Registered Voters,,,,310,,,
Wayne,SCOTT TOWNSHIP,Ballots Cast,,,,201,,,
Wayne,SOUTH CANAAN TOWNSHIP,Registered Voters,,,,1258,,,
Wayne,SOUTH CANAAN TOWNSHIP,Ballots Cast,,,,843,,,
Wayne,STARRUCCA BOROUGH,Registered Voters,,,,144,,,
Wayne,STARRUCCA BOROUGH,Ballots Cast,,,,93,,,
Wayne,STERLING TOWNSHIP,Registered Voters,,,,1073,,,
Wayne,STERLING TOWNSHIP,Ballots Cast,,,,708,,,
Wayne,TEXAS TOWNSHIP #1,Registered Voters,,,,548,,,
Wayne,TEXAS TOWNSHIP #1,Ballots Cast,,,,365,,,
Wayne,TEXAS TOWNSHIP #2,Registered Voters,,,,562,,,
Wayne,TEXAS TOWNSHIP #2,Ballots Cast,,,,371,,,
Wayne,TEXAS TOWNSHIP #3,Registered Voters,,,,429,,,
Wayne,TEXAS TOWNSHIP #3,Ballots Cast,,,,250,,,
Wayne,WAYMART BOROUGH,Registered Voters,,,,858,,,
Wayne,WAYMART BOROUGH,Ballots Cast,,,,526,,,
Wayne,BERLIN TOWNSHIP #1,U.S. Senate,,DEM,John Fetterman,168,113,55,0
Wayne,BERLIN TOWNSHIP #1,U.S. Senate,,REP,Mehmet Oz,401,379,21,1
Wayne,BERLIN TOWNSHIP #1,U.S. Senate,,LIB,Erik Gerhardt,11,10,1,0
Wayne,BERLIN TOWNSHIP #1,U.S. Senate,,GRN,Richard L. Weiss,4,4,0,0
Wayne,BERLIN TOWNSHIP #1,U.S. Senate,,KEY,Daniel Wassmer,3,1,2,0
Wayne,BERLIN TOWNSHIP #1,U.S. Senate,,,Write Ins,0,0,0,0
Wayne,BERLIN TOWNSHIP #1,Governor,,DEM,Josh Shapiro,182,124,58,0
Wayne,BERLIN TOWNSHIP #1,Governor,,REP,Douglas V. Mastriano,398,375,22,1
Wayne,BERLIN TOWNSHIP #1,Governor,,LIB,Matt Hackenburg,5,5,0,0
Wayne,BERLIN TOWNSHIP #1,Governor,,GRN,Christina DiGiulio,1,1,0,0
Wayne,BERLIN TOWNSHIP #1,Governor,,KEY,Joe Soloski,1,1,0,0
Wayne,BERLIN TOWNSHIP #1,Governor,,,Write Ins,0,0,0,0
Wayne,BERLIN TOWNSHIP #1,U.S. House,8,DEM,Matt Cartwright,178,121,57,0
Wayne,BERLIN TOWNSHIP #1,U.S. House,8,REP,Jim Bognet,405,381,23,1
Wayne,BERLIN TOWNSHIP #1,U.S. House,8,,Write Ins,1,1,0,0
Wayne,BERLIN TOWNSHIP #1,State Senate,20,DEM,Jackie Baker,127,78,49,0
Wayne,BERLIN TOWNSHIP #1,State Senate,20,REP,Lisa Baker,461,429,31,1
Wayne,BERLIN TOWNSHIP #1,State Senate,20,,Write Ins,0,0,0,0
Wayne,BERLIN TOWNSHIP #1,State House,111,REP,Jonathan Fritz,486,443,42,1
Wayne,BERLIN TOWNSHIP #1,State House,111,,Write Ins,15,9,6,0
Wayne,BERLIN TOWNSHIP #2,U.S. Senate,,DEM,John Fetterman,141,93,48,0
Wayne,BERLIN TOWNSHIP #2,U.S. Senate,,REP,Mehmet Oz,465,407,58,0
Wayne,BERLIN TOWNSHIP #2,U.S. Senate,,LIB,Erik Gerhardt,6,5,1,0
Wayne,BERLIN TOWNSHIP #2,U.S. Senate,,GRN,Richard L. Weiss,7,5,2,0
Wayne,BERLIN TOWNSHIP #2,U.S. Senate,,KEY,Daniel Wassmer,4,4,0,0
Wayne,BERLIN TOWNSHIP #2,U.S. Senate,,,Write Ins,1,0,1,0
Wayne,BERLIN TOWNSHIP #2,Governor,,DEM,Josh Shapiro,161,109,52,0
Wayne,BERLIN TOWNSHIP #2,Governor,,REP,Douglas V. Mastriano,459,401,58,0
Wayne,BERLIN TOWNSHIP #2,Governor,,LIB,Matt Hackenburg,4,4,0,0
Wayne,BERLIN TOWNSHIP #2,Governor,,GRN,Christina DiGiulio,2,2,0,0
Wayne,BERLIN TOWNSHIP #2,Governor,,KEY,Joe Soloski,3,1,2,0
Wayne,BERLIN TOWNSHIP #2,Governor,,,Write Ins,1,1,0,0
Wayne,BERLIN TOWNSHIP #2,U.S. House,8,DEM,Matt Cartwright,152,100,52,0
Wayne,BERLIN TOWNSHIP #2,U.S. House,8,REP,Jim Bognet,470,411,59,0
Wayne,BERLIN TOWNSHIP #2,U.S. House,8,,Write Ins,0,0,0,0
Wayne,BERLIN TOWNSHIP #2,State Senate,20,DEM,Jackie Baker,100,64,36,0
Wayne,BERLIN TOWNSHIP #2,State Senate,20,REP,Lisa Baker,526,450,76,0
Wayne,BERLIN TOWNSHIP #2,State Senate,20,,Write Ins,1,1,0,0
Wayne,BERLIN TOWNSHIP #2,State House,111,REP,Jonathan Fritz,545,461,84,0
Wayne,BERLIN TOWNSHIP #2,State House,111,,Write Ins,12,8,4,0
Wayne,BETHANY BOROUGH,U.S. Senate,,DEM,John Fetterman,64,32,32,0
Wayne,BETHANY BOROUGH,U.S. Senate,,REP,Mehmet Oz,67,61,6,0
Wayne,BETHANY BOROUGH,U.S. Senate,,LIB,Erik Gerhardt,5,5,0,0
Wayne,BETHANY BOROUGH,U.S. Senate,,GRN,Richard L. Weiss,0,0,0,0
Wayne,BETHANY BOROUGH,U.S. Senate,,KEY,Daniel Wassmer,6,3,3,0
Wayne,BETHANY BOROUGH,U.S. Senate,,,Write Ins,0,0,0,0
Wayne,BETHANY BOROUGH,Governor,,DEM,Josh Shapiro,71,39,32,0
Wayne,BETHANY BOROUGH,Governor,,REP,Douglas V. Mastriano,67,62,5,0
Wayne,BETHANY BOROUGH,Governor,,LIB,Matt Hackenburg,1,1,0,0
Wayne,BETHANY BOROUGH,Governor,,GRN,Christina DiGiulio,2,0,2,0
Wayne,BETHANY BOROUGH,Governor,,KEY,Joe Soloski,1,0,1,0
Wayne,BETHANY BOROUGH,Governor,,,Write Ins,0,0,0,0
Wayne,BETHANY BOROUGH,U.S. House,8,DEM,Matt Cartwright,65,32,33,0
Wayne,BETHANY BOROUGH,U.S. House,8,REP,Jim Bognet,76,69,7,0
Wayne,BETHANY BOROUGH,U.S. House,8,,Write Ins,0,0,0,0
Wayne,BETHANY BOROUGH,State Senate,20,DEM,Jackie Baker,35,10,25,0
Wayne,BETHANY BOROUGH,State Senate,20,REP,Lisa Baker,105,90,15,0
Wayne,BETHANY BOROUGH,State Senate,20,,Write Ins,0,0,0,0
Wayne,BETHANY BOROUGH,State House,111,REP,Jonathan Fritz,116,95,21,0
Wayne,BETHANY BOROUGH,State House,111,,Write Ins,5,1,4,0
Wayne,BUCKINGHAM TOWNSHIP,U.S. Senate,,DEM,John Fetterman,92,56,36,0
Wayne,BUCKINGHAM TOWNSHIP,U.S. Senate,,REP,Mehmet Oz,157,137,20,0
Wayne,BUCKINGHAM TOWNSHIP,U.S. Senate,,LIB,Erik Gerhardt,3,2,1,0
Wayne,BUCKINGHAM TOWNSHIP,U.S. Senate,,GRN,Richard L. Weiss,2,1,1,0
Wayne,BUCKINGHAM TOWNSHIP,U.S. Senate,,KEY,Daniel Wassmer,2,2,0,0
Wayne,BUCKINGHAM TOWNSHIP,U.S. Senate,,,Write Ins,0,0,0,0
Wayne,BUCKINGHAM TOWNSHIP,Governor,,DEM,Josh Shapiro,103,64,39,0
Wayne,BUCKINGHAM TOWNSHIP,Governor,,REP,Douglas V. Mastriano,149,133,16,0
Wayne,BUCKINGHAM TOWNSHIP,Governor,,LIB,Matt Hackenburg,3,3,0,0
Wayne,BUCKINGHAM TOWNSHIP,Governor,,GRN,Christina DiGiulio,0,0,0,0
Wayne,BUCKINGHAM TOWNSHIP,Governor,,KEY,Joe Soloski,3,1,2,0
Wayne,BUCKINGHAM TOWNSHIP,Governor,,,Write Ins,0,0,0,0
Wayne,BUCKINGHAM TOWNSHIP,U.S. House,8,DEM,Matt Cartwright,103,64,39,0
Wayne,BUCKINGHAM TOWNSHIP,U.S. House,8,REP,Jim Bognet,153,134,19,0
Wayne,BUCKINGHAM TOWNSHIP,U.S. House,8,,Write Ins,0,0,0,0
Wayne,BUCKINGHAM TOWNSHIP,State Senate,20,DEM,Jackie Baker,79,44,35,0
Wayne,BUCKINGHAM TOWNSHIP,State Senate,20,REP,Lisa Baker,175,154,21,0
Wayne,BUCKINGHAM TOWNSHIP,State Senate,20,,Write Ins,0,0,0,0
Wayne,BUCKINGHAM TOWNSHIP,State House,111,REP,Jonathan Fritz,200,168,32,0
Wayne,BUCKINGHAM TOWNSHIP,State House,111,,Write Ins,9,6,3,0
Wayne,CANAAN TOWNSHIP,U.S. Senate,,DEM,John Fetterman,133,71,61,1
Wayne,CANAAN TOWNSHIP,U.S. Senate,,REP,Mehmet Oz,293,281,12,0
Wayne,CANAAN TOWNSHIP,U.S. Senate,,LIB,Erik Gerhardt,3,3,0,0
Wayne,CANAAN TOWNSHIP,U.S. Senate,,GRN,Richard L. Weiss,1,1,0,0
Wayne,CANAAN TOWNSHIP,U.S. Senate,,KEY,Daniel Wassmer,2,1,1,0
Wayne,CANAAN TOWNSHIP,U.S. Senate,,,Write Ins,1,1,0,0
Wayne,CANAAN TOWNSHIP,Governor,,DEM,Josh Shapiro,148,86,61,1
Wayne,CANAAN TOWNSHIP,Governor,,REP,Douglas V. Mastriano,279,265,14,0
Wayne,CANAAN TOWNSHIP,Governor,,LIB,Matt Hackenburg,6,5,1,0
Wayne,CANAAN TOWNSHIP,Governor,,GRN,Christina DiGiulio,2,1,1,0
Wayne,CANAAN TOWNSHIP,Governor,,KEY,Joe Soloski,0,0,0,0
Wayne,CANAAN TOWNSHIP,Governor,,,Write Ins,0,0,0,0
Wayne,CANAAN TOWNSHIP,State Senate,40,DEM,Jennifer Shukaitis,112,63,48,1
Wayne,CANAAN TOWNSHIP,State Senate,40,REP,Rosemary Brown,317,288,29,0
Wayne,CANAAN TOWNSHIP,State Senate,40,,Write Ins,0,0,0,0
Wayne,CANAAN TOWNSHIP,State House,111,REP,Jonathan Fritz,371,316,54,1
Wayne,CANAAN TOWNSHIP,State House,111,,Write Ins,11,9,2,0
Wayne,CHERRY RIDGE TOWNSHIP,Registered Voters,,,,1361,,,
Wayne,CHERRY RIDGE TOWNSHIP,Ballots Cast,,,,960,,,
Wayne,CHERRY RIDGE TOWNSHIP,U.S. Senate,,DEM,John Fetterman,327,199,127,1
Wayne,CHERRY RIDGE TOWNSHIP,U.S. Senate,,REP,Mehmet Oz,601,548,53,0
Wayne,CHERRY RIDGE TOWNSHIP,U.S. Senate,,LIB,Erik Gerhardt,15,13,2,0
Wayne,CHERRY RIDGE TOWNSHIP,U.S. Senate,,GRN,Richard L. Weiss,9,6,2,1
Wayne,CHERRY RIDGE TOWNSHIP,U.S. Senate,,KEY,Daniel Wassmer,3,2,1,0
Wayne,CHERRY RIDGE TOWNSHIP,U.S. Senate,,,Write Ins,1,0,1,0
Wayne,CHERRY RIDGE TOWNSHIP,Governor,,DEM,Josh Shapiro,360,224,135,1
Wayne,CHERRY RIDGE TOWNSHIP,Governor,,REP,Douglas V. Mastriano,575,532,43,0
Wayne,CHERRY RIDGE TOWNSHIP,Governor,,LIB,Matt Hackenburg,7,7,0,0
Wayne,CHERRY RIDGE TOWNSHIP,Governor,,GRN,Christina DiGiulio,7,4,2,1
Wayne,CHERRY RIDGE TOWNSHIP,Governor,,KEY,Joe Soloski,2,1,1,0
Wayne,CHERRY RIDGE TOWNSHIP,Governor,,,Write Ins,1,0,1,0
Wayne,CHERRY RIDGE TOWNSHIP,U.S. House,8,DEM,Matt Cartwright,330,202,126,2
Wayne,CHERRY RIDGE TOWNSHIP,U.S. House,8,REP,Jim Bognet,616,563,53,0
Wayne,CHERRY RIDGE TOWNSHIP,U.S. House,8,,Write Ins,2,1,1,0
Wayne,CHERRY RIDGE TOWNSHIP,State Senate,40,DEM,Jennifer Shukaitis,284,163,119,2
Wayne,CHERRY RIDGE TOWNSHIP,State Senate,40,REP,Rosemary Brown,664,601,63,0
Wayne,CHERRY RIDGE TOWNSHIP,State Senate,40,,Write Ins,2,1,1,0
Wayne,CLINTON TOWNSHIP #1,U.S. Senate,,DEM,John Fetterman,208,130,78,0
Wayne,CLINTON TOWNSHIP #1,U.S. Senate,,REP,Mehmet Oz,424,388,36,0
Wayne,CLINTON TOWNSHIP #1,U.S. Senate,,LIB,Erik Gerhardt,8,7,1,0
Wayne,CLINTON TOWNSHIP #1,U.S. Senate,,GRN,Richard L. Weiss,2,2,0,0
Wayne,CLINTON TOWNSHIP #1,U.S. Senate,,KEY,Daniel Wassmer,4,2,2,0
Wayne,CLINTON TOWNSHIP #1,U.S. Senate,,,Write Ins,1,1,0,0
Wayne,CLINTON TOWNSHIP #1,Governor,,DEM,Josh Shapiro,228,145,83,0
Wayne,CLINTON TOWNSHIP #1,Governor,,REP,Douglas V. Mastriano,413,380,33,0
Wayne,CLINTON TOWNSHIP #1,Governor,,LIB,Matt Hackenburg,4,3,1,0
Wayne,CLINTON TOWNSHIP #1,Governor,,GRN,Christina DiGiulio,3,3,0,0
Wayne,CLINTON TOWNSHIP #1,Governor,,KEY,Joe Soloski,2,2,0,0
Wayne,CLINTON TOWNSHIP #1,Governor,,,Write Ins,0,0,0,0
Wayne,CLINTON TOWNSHIP #1,U.S. House,8,DEM,Matt Cartwright,210,132,78,0
Wayne,CLINTON TOWNSHIP #1,U.S. House,8,REP,Jim Bognet,439,399,40,0
Wayne,CLINTON TOWNSHIP #1,U.S. House,8,,Write Ins,0,0,0,0
Wayne,CLINTON TOWNSHIP #1,State Senate,20,DEM,Jackie Baker,139,78,61,0
Wayne,CLINTON TOWNSHIP #1,State Senate,20,REP,Lisa Baker,507,451,56,0
Wayne,CLINTON TOWNSHIP #1,State Senate,20,,Write Ins,2,2,0,0
Wayne,CLINTON TOWNSHIP #2,U.S. Senate,,DEM,John Fetterman,150,111,39,0
Wayne,CLINTON TOWNSHIP #2,U.S. Senate,,REP,Mehmet Oz,230,207,23,0
Wayne,CLINTON TOWNSHIP #2,U.S. Senate,,LIB,Erik Gerhardt,3,1,2,0
Wayne,CLINTON TOWNSHIP #2,U.S. Senate,,GRN,Richard L. Weiss,3,2,1,0
Wayne,CLINTON TOWNSHIP #2,U.S. Senate,,KEY,Daniel Wassmer,2,2,0,0
Wayne,CLINTON TOWNSHIP #2,U.S. Senate,,,Write Ins,1,1,0,0
Wayne,CLINTON TOWNSHIP #2,Governor,,DEM,Josh Shapiro,164,119,45,0
Wayne,CLINTON TOWNSHIP #2,Governor,,REP,Douglas V. Mastriano,222,203,19,0
Wayne,CLINTON TOWNSHIP #2,Governor,,LIB,Matt Hackenburg,0,0,0,0
Wayne,CLINTON TOWNSHIP #2,Governor,,GRN,Christina DiGiulio,3,2,1,0
Wayne,CLINTON TOWNSHIP #2,Governor,,KEY,Joe Soloski,0,0,0,0
Wayne,CLINTON TOWNSHIP #2,Governor,,,Write Ins,0,0,0,0
Wayne,CLINTON TOWNSHIP #2,U.S. House,8,DEM,Matt Cartwright,153,110,43,0
Wayne,CLINTON TOWNSHIP #2,U.S. House,8,REP,Jim Bognet,233,211,22,0
Wayne,CLINTON TOWNSHIP #2,U.S. House,8,,Write Ins,1,1,0,0
Wayne,CLINTON TOWNSHIP #2,State Senate,20,DEM,Jackie Baker,134,97,37,0
Wayne,CLINTON TOWNSHIP #2,State Senate,20,REP,Lisa Baker,254,227,27,0
Wayne,CLINTON TOWNSHIP #2,State Senate,20,,Write Ins,1,1,0,0
Wayne,CLINTON TOWNSHIP #2,State House,111,REP,Jonathan Fritz,300,257,43,0
Wayne,CLINTON TOWNSHIP #2,State House,111,,Write Ins,15,8,7,0
Wayne,DAMASCUS TOWNSHIP #1,U.S. Senate,,DEM,John Fetterman,254,149,103,2
Wayne,DAMASCUS TOWNSHIP #1,U.S. Senate,,REP,Mehmet Oz,523,477,44,2
Wayne,DAMASCUS TOWNSHIP #1,U.S. Senate,,LIB,Erik Gerhardt,8,8,0,0
Wayne,DAMASCUS TOWNSHIP #1,U.S. Senate,,GRN,Richard L. Weiss,5,5,0,0
Wayne,DAMASCUS TOWNSHIP #1,U.S. Senate,,KEY,Daniel Wassmer,7,6,1,0
Wayne,DAMASCUS TOWNSHIP #1,U.S. Senate,,,Write Ins,1,1,0,0
Wayne,DAMASCUS TOWNSHIP #1,Governor,,DEM,Josh Shapiro,271,166,103,2
Wayne,DAMASCUS TOWNSHIP #1,Governor,,REP,Douglas V. Mastriano,516,468,46,2
Wayne,DAMASCUS TOWNSHIP #1,Governor,,LIB,Matt Hackenburg,6,6,0,0
Wayne,DAMASCUS TOWNSHIP #1,Governor,,GRN,Christina DiGiulio,3,3,0,0
Wayne,DAMASCUS TOWNSHIP #1,Governor,,KEY,Joe Soloski,2,1,1,0
Wayne,DAMASCUS TOWNSHIP #1,Governor,,,Write Ins,0,0,0,0
Wayne,DAMASCUS TOWNSHIP #1,U.S. House,8,DEM,Matt Cartwright,261,158,101,2
Wayne,DAMASCUS TOWNSHIP #1,U.S. House,8,REP,Jim Bognet,527,477,48,2
Wayne,DAMASCUS TOWNSHIP #1,U.S. House,8,,Write Ins,0,0,0,0
Wayne,DAMASCUS TOWNSHIP #1,State Senate,20,DEM,Jackie Baker,209,121,87,1
Wayne,DAMASCUS TOWNSHIP #1,State Senate,20,REP,Lisa Baker,584,521,60,3
Wayne,DAMASCUS TOWNSHIP #1,State Senate,20,,Write Ins,0,0,0,0
Wayne,DAMASCUS TOWNSHIP #1,State House,111,REP,Jonathan Fritz,615,538,74,3
Wayne,DAMASCUS TOWNSHIP #1,State House,111,,Write Ins,32,19,13,0
Wayne,DAMASCUS TOWNSHIP #2,U.S. Senate,,DEM,John Fetterman,377,192,184,1
Wayne,DAMASCUS TOWNSHIP #2,U.S. Senate,,REP,Mehmet Oz,677,598,77,2
Wayne,DAMASCUS TOWNSHIP #2,U.S. Senate,,LIB,Erik Gerhardt,7,6,1,0
Wayne,DAMASCUS TOWNSHIP #2,U.S. Senate,,GRN,Richard L. Weiss,6,5,1,0
Wayne,DAMASCUS TOWNSHIP #2,U.S. Senate,,KEY,Daniel Wassmer,3,2,1,0
Wayne,DAMASCUS TOWNSHIP #2,U.S. Senate,,,Write Ins,0,0,0,0
