county,precinct,office,district,party,candidate,votes,election_day,early_voting,provisional
Northampton,010001-1 ALLEN TWSP NORTHERN,Registered Voters,"","","",1902,"","",""
Northampton,010001-1 ALLEN TWSP NORTHERN,Ballots Cast,"","","",1292,937,355,0
Northampton,010001-1 ALLEN TWSP NORTHERN,U.S. Senate,"",DEM,John Fetterman,530,245,285,0
Northampton,010001-1 ALLEN TWSP NORTHERN,U.S. Senate,"",REP,Mehmet Oz,710,653,57,0
Northampton,010001-1 ALLEN TWSP NORTHERN,U.S. Senate,"",LIB,Erik Gerhardt,22,16,6,0
Northampton,010001-1 ALLEN TWSP NORTHERN,U.S. Senate,"",GRN,Richard L. Weiss,5,3,2,0
Northampton,010001-1 ALLEN TWSP NORTHERN,U.S. Senate,"",KEY,Daniel Wassmer,8,6,2,0
Northampton,010001-1 ALLEN TWSP NORTHERN,U.S. Senate,"","",Write Ins,1,1,0,0
Northampton,010001-1 ALLEN TWSP NORTHERN,Governor,"",DEM,Josh Shapiro,595,290,305,0
Northampton,010001-1 ALLEN TWSP NORTHERN,Governor,"",REP,Douglas V. Mastriano,659,616,43,0
Northampton,010001-1 ALLEN TWSP NORTHERN,Governor,"",LIB,Matt Hackenburg,16,13,3,0
Northampton,010001-1 ALLEN TWSP NORTHERN,Governor,"",GRN,Christina DiGiulio,6,4,2,0
Northampton,010001-1 ALLEN TWSP NORTHERN,Governor,"",KEY,Joe Soloski,7,7,0,0
Northampton,010001-1 ALLEN TWSP NORTHERN,Governor,"","",Write Ins,1,1,0,0
Northampton,010001-1 ALLEN TWSP NORTHERN,U.S. House,7,DEM,Susan Wild,526,236,290,0
Northampton,010001-1 ALLEN TWSP NORTHERN,U.S. House,7,REP,Lisa Scheller,747,684,63,0
Northampton,010001-1 ALLEN TWSP NORTHERN,U.S. House,7,"",Write Ins,4,3,1,0
Northampton,010001-1 ALLEN TWSP NORTHERN,State Senate,14,DEM,Nick Miller,518,237,281,0
Northampton,010001-1 ALLEN TWSP NORTHERN,State Senate,14,REP,Dean N. Browning,746,679,67,0
