county,precinct,office,district,party,candidate,votes,election_day,early_voting,provisional
Beaver,ALIQUIPPA 1,Registered Voters,"","","",289,"","",""
Beaver,ALIQUIPPA 1,Ballots Cast,"","","",152,124,27,1
Beaver,ALIQUIPPA 1,U.S. Senate,"",DEM,John Fetterman,85,64,21,0
Beaver,ALIQUIPPA 1,U.S. Senate,"",REP,Mehmet Oz,60,54,5,1
Beaver,ALIQUIPPA 1,U.S. Senate,"",LIB,Erik Gerhardt,3,3,0,0
Beaver,ALIQUIPPA 1,U.S. Senate,"",GRN,Richard L. Weiss,0,0,0,0
Beaver,ALIQUIPPA 1,U.S. Senate,"",KEY,Daniel Wassmer,0,0,0,0
Beaver,ALIQUIPPA 1,U.S. Senate,"","",Write Ins,0,0,0,0
Beaver,ALIQUIPPA 1,Governor,"",DEM,Josh Shapiro,95,73,22,0
Beaver,ALIQUIPPA 1,Governor,"",LIB,Matt Hackenburg,0,0,0,0
Beaver,ALIQUIPPA 1,Governor,"",KEY,Joe Soloski,2,2,0,0
Beaver,ALIQUIPPA 1,Governor,"","",Write Ins,0,0,0,0
Beaver,ALIQUIPPA 1,U.S. House,17,DEM,Chris Deluzio,84,61,23,0
Beaver,ALIQUIPPA 1,U.S. House,17,REP,Jeremy Shaffer,66,61,4,1
Beaver,ALIQUIPPA 1,U.S. House,17,"",Write Ins,0,0,0,0
Beaver,ALIQUIPPA 1,General Assembly,16,DEM,Robert F. Matzie,93,70,23,0
Beaver,ALIQUIPPA 1,General Assembly,16,REP,Rico Elmore,58,53,4,1
Beaver,ALIQUIPPA 1,General Assembly,16,"",Write Ins,1,1,0,0
Beaver,ALIQUIPPA 2,Registered Voters,"","","",799,"","",""
Beaver,ALIQUIPPA 2,Ballots Cast,"","","",300,208,87,5
Beaver,ALIQUIPPA 2,U.S. Senate,"",DEM,John Fetterman,278,191,82,5
Beaver,ALIQUIPPA 2,U.S. Senate,"",REP,Mehmet Oz,18,15,3,0
Beaver,ALIQUIPPA 2,U.S. Senate,"",LIB,Erik Gerhardt,0,0,0,0
Beaver,ALIQUIPPA 2,U.S. Senate,"",GRN,Richard L. Weiss,2,1,1,0
Beaver,ALIQUIPPA 2,U.S. Senate,"",KEY,Daniel Wassmer,1,0,1,0
Beaver,ALIQUIPPA 2,U.S. Senate,"","",Write Ins,0,0,0,0
Beaver,ALIQUIPPA 2,Governor,"",DEM,Josh Shapiro,278,190,83,5
Beaver,ALIQUIPPA 2,Governor,"",LIB,Matt Hackenburg,0,0,0,0
Beaver,ALIQUIPPA 2,Governor,"",KEY,Joe Soloski,1,1,0,0
Beaver,ALIQUIPPA 2,Governor,"","",Write Ins,0,0,0,0
Beaver,ALIQUIPPA 2,U.S. House,17,DEM,Chris Deluzio,265,180,80,5
Beaver,ALIQUIPPA 2,U.S. House,17,REP,Jeremy Shaffer,30,23,7,0
Beaver,ALIQUIPPA 2,U.S. House,17,"",Write Ins,0,0,0,0
Beaver,ALIQUIPPA 2,General Assembly,16,DEM,Robert F. Matzie,257,174,79,4
Beaver,ALIQUIPPA 2,General Assembly,16,REP,Rico Elmore,36,29,6,1
Beaver,ALIQUIPPA 2,General Assembly,16,"",Write Ins,0,0,0,0
Beaver,ALIQUIPPA 3,Registered Voters,"","","",342,"","",""
Beaver,ALIQUIPPA 3,Ballots Cast,"","","",155,126,26,3
Beaver,ALIQUIPPA 3,U.S. Senate,"",DEM,John Fetterman,149,122,24,3
Beaver,ALIQUIPPA 3,U.S. Senate,"",REP,Mehmet Oz,5,3,2,0
Beaver,ALIQUIPPA 3,U.S. Senate,"",LIB,Erik Gerhardt,0,0,0,0
Beaver,ALIQUIPPA 3,U.S. Senate,"",GRN,Richard L. Weiss,1,1,0,0
Beaver,ALIQUIPPA 3,U.S. Senate,"",KEY,Daniel Wassmer,0,0,0,0
Beaver,ALIQUIPPA 3,U.S. Senate,"","",Write Ins,0,0,0,0
Beaver,ALIQUIPPA 3,Governor,"",DEM,Josh Shapiro,144,118,23,3
Beaver,ALIQUIPPA 3,Governor,"",LIB,Matt Hackenburg,0,0,0,0
Beaver,ALIQUIPPA 3,Governor,"",KEY,Joe Soloski,1,1,0,0
Beaver,ALIQUIPPA 3,Governor,"","",Write Ins,0,0,0,0
Beaver,ALIQUIPPA 3,U.S. House,17,DEM,Chris Deluzio,146,119,24,3
Beaver,ALIQUIPPA 3,U.S. House,17,REP,Jeremy Shaffer,6,4,2,0
Beaver,ALIQUIPPA 3,U.S. House,17,"",Write Ins,1,1,0,0
Beaver,ALIQUIPPA 3,General Assembly,16,DEM,Robert F. Matzie,144,117,24,3
Beaver,ALIQUIPPA 3,General Assembly,16,REP,Rico Elmore,11,9,2,0
Beaver,ALIQUIPPA 3,General Assembly,16,"",Write Ins,0,0,0,0
Beaver,ALIQUIPPA 4,Registered Voters,"","","",283,"","",""
Beaver,ALIQUIPPA 4,Ballots Cast,"","","",130,97,33,0
Beaver,ALIQUIPPA 4,U.S. Senate,"",DEM,John Fetterman,106,77,29,0
Beaver,ALIQUIPPA 4,U.S. Senate,"",REP,Mehmet Oz,20,16,4,0
Beaver,ALIQUIPPA 4,U.S. Senate,"",LIB,Erik Gerhardt,1,1,0,0
Beaver,ALIQUIPPA 4,U.S. Senate,"",GRN,Richard L. Weiss,0,0,0,0
Beaver,ALIQUIPPA 4,U.S. Senate,"",KEY,Daniel Wassmer,1,1,0,0
Beaver,ALIQUIPPA 4,U.S. Senate,"","",Write Ins,0,0,0,0
Beaver,ALIQUIPPA 4,Governor,"",DEM,Josh Shapiro,111,82,29,0
Beaver,ALIQUIPPA 4,Governor,"",LIB,Matt Hackenburg,0,0,0,0
Beaver,ALIQUIPPA 4,Governor,"",KEY,Joe Soloski,0,0,0,0
Beaver,ALIQUIPPA 4,Governor,"","",Write Ins,0,0,0,0
Beaver,ALIQUIPPA 4,U.S. House,17,DEM,Chris Deluzio,103,74,29,0
Beaver,ALIQUIPPA 4,U.S. House,17,REP,Jeremy Shaffer,26,22,4,0
Beaver,ALIQUIPPA 4,U.S. House,17,"",Write Ins,0,0,0,0
Beaver,ALIQUIPPA 4,General Assembly,16,DEM,Robert F. Matzie,104,75,29,0
Beaver,ALIQUIPPA 4,General Assembly,16,REP,Rico Elmore,24,21,3,0
Beaver,ALIQUIPPA 4,General Assembly,16,"",Write Ins,0,0,0,0
Beaver,ALIQUIPPA 5,Registered Voters,"","","",556,"","",""
Beaver,ALIQUIPPA 5,Ballots Cast,"","","",282,199,80,3
Beaver,ALIQUIPPA 5,U.S. Senate,"",DEM,John Fetterman,192,129,62,1
Beaver,ALIQUIPPA 5,U.S. Senate,"",REP,Mehmet Oz,77,64,12,1
Beaver,ALIQUIPPA 5,U.S. Senate,"",LIB,Erik Gerhardt,4,2,2,0
Beaver,ALIQUIPPA 5,U.S. Senate,"",GRN,Richard L. Weiss,1,1,0,0
Beaver,ALIQUIPPA 5,U.S. Senate,"",KEY,Daniel Wassmer,2,1,1,0
Beaver,ALIQUIPPA 5,U.S. Senate,"","",Write Ins,0,0,0,0
Beaver,ALIQUIPPA 5,Governor,"",DEM,Josh Shapiro,203,135,67,1
Beaver,ALIQUIPPA 5,Governor,"",LIB,Matt Hackenburg,2,2,0,0
Beaver,ALIQUIPPA 5,Governor,"",KEY,Joe Soloski,1,1,0,0
Beaver,ALIQUIPPA 5,Governor,"","",Write Ins,0,0,0,0
Beaver,ALIQUIPPA 5,U.S. House,17,DEM,Chris Deluzio,185,120,63,2
Beaver,ALIQUIPPA 5,U.S. House,17,REP,Jeremy Shaffer,90,74,15,1
Beaver,ALIQUIPPA 5,U.S. House,17,"",Write Ins,0,0,0,0
Beaver,ALIQUIPPA 5,General Assembly,16,DEM,Robert F. Matzie,204,136,66,2
Beaver,ALIQUIPPA 5,General Assembly,16,REP,Rico Elmore,74,60,14,0
Beaver,ALIQUIPPA 5,General Assembly,16,"",Write Ins,0,0,0,0
Beaver,ALIQUIPPA 6,Registered Voters,"","","",1399,"","",""
Beaver,ALIQUIPPA 6,Ballots Cast,"","","",675,499,172,4
Beaver,ALIQUIPPA 6,U.S. Senate,"",DEM,John Fetterman,491,353,134,4
Beaver,ALIQUIPPA 6,U.S. Senate,"",REP,Mehmet Oz,164,133,31,0
Beaver,ALIQUIPPA 6,U.S. Senate,"",LIB,Erik Gerhardt,11,8,3,0
Beaver,ALIQUIPPA 6,U.S. Senate,"",GRN,Richard L. Weiss,2,1,1,0
Beaver,ALIQUIPPA 6,U.S. Senate,"",KEY,Daniel Wassmer,3,3,0,0
Beaver,ALIQUIPPA 6,U.S. Senate,"","",Write Ins,0,0,0,0
Beaver,ALIQUIPPA 6,Governor,"",DEM,Josh Shapiro,514,367,143,4
Beaver,ALIQUIPPA 6,Governor,"",LIB,Matt Hackenburg,7,5,2,0
Beaver,ALIQUIPPA 6,Governor,"",KEY,Joe Soloski,4,3,1,0
Beaver,ALIQUIPPA 6,Governor,"","",Write Ins,0,0,0,0
Beaver,ALIQUIPPA 6,U.S. House,17,DEM,Chris Deluzio,482,338,140,4
Beaver,ALIQUIPPA 6,U.S. House,17,REP,Jeremy Shaffer,182,151,31,0
Beaver,ALIQUIPPA 6,U.S. House,17,"",Write Ins,1,1,0,0
Beaver,ALIQUIPPA 6,General Assembly,16,DEM,Robert F. Matzie,505,357,144,4
Beaver,ALIQUIPPA 6,General Assembly,16,REP,Rico Elmore,158,134,24,0
Beaver,ALIQUIPPA 6,General Assembly,16,"",Write Ins,0,0,0,0
Beaver,ALIQUIPPA 7,Registered Voters,"","","",998,"","",""
Beaver,ALIQUIPPA 7,Ballots Cast,"","","",680,480,199,1
Beaver,ALIQUIPPA 7,U.S. Senate,"",DEM,John Fetterman,393,233,159,1
Beaver,ALIQUIPPA 7,U.S. Senate,"",REP,Mehmet Oz,271,238,33,0
Beaver,ALIQUIPPA 7,U.S. Senate,"",LIB,Erik Gerhardt,8,6,2,0
Beaver,ALIQUIPPA 7,U.S. Senate,"",GRN,Richard L. Weiss,2,2,0,0
Beaver,ALIQUIPPA 7,U.S. Senate,"",KEY,Daniel Wassmer,1,1,0,0
Beaver,ALIQUIPPA 7,U.S. Senate,"","",Write Ins,4,0,4,0
Beaver,ALIQUIPPA 7,Governor,"",DEM,Josh Shapiro,412,246,165,1
Beaver,ALIQUIPPA 7,Governor,"",LIB,Matt Hackenburg,5,3,2,0
Beaver,ALIQUIPPA 7,Governor,"",KEY,Joe Soloski,3,2,1,0
Beaver,ALIQUIPPA 7,Governor,"","",Write Ins,0,0,0,0
Beaver,ALIQUIPPA 7,U.S. House,17,DEM,Chris Deluzio,377,217,159,1
Beaver,ALIQUIPPA 7,U.S. House,17,REP,Jeremy Shaffer,290,255,35,0
Beaver,ALIQUIPPA 7,U.S. House,17,"",Write Ins,1,0,1,0
Beaver,ALIQUIPPA 7,General Assembly,16,DEM,Robert F. Matzie,437,263,173,1
Beaver,ALIQUIPPA 7,General Assembly,16,REP,Rico Elmore,230,209,21,0
Beaver,ALIQUIPPA 7,General Assembly,16,"",Write Ins,1,0,1,0
Beaver,ALIQUIPPA 8,Registered Voters,"","","",827,"","",""
Beaver,ALIQUIPPA 8,Ballots Cast,"","","",517,381,133,3
Beaver,ALIQUIPPA 8,U.S. Senate,"",DEM,John Fetterman,296,182,111,3
Beaver,ALIQUIPPA 8,U.S. Senate,"",REP,Mehmet Oz,207,189,18,0
Beaver,ALIQUIPPA 8,U.S. Senate,"",LIB,Erik Gerhardt,11,8,3,0
Beaver,ALIQUIPPA 8,U.S. Senate,"",GRN,Richard L. Weiss,0,0,0,0
Beaver,ALIQUIPPA 8,U.S. Senate,"",KEY,Daniel Wassmer,2,1,1,0
Beaver,ALIQUIPPA 8,U.S. Senate,"","",Write Ins,1,1,0,0
Beaver,ALIQUIPPA 8,Governor,"",DEM,Josh Shapiro,320,201,116,3
Beaver,ALIQUIPPA 8,Governor,"",LIB,Matt Hackenburg,6,5,1,0
Beaver,ALIQUIPPA 8,Governor,"",KEY,Joe Soloski,1,1,0,0
Beaver,ALIQUIPPA 8,Governor,"","",Write Ins,0,0,0,0
Beaver,ALIQUIPPA 8,U.S. House,17,DEM,Chris Deluzio,275,162,110,3
Beaver,ALIQUIPPA 8,U.S. House,17,REP,Jeremy Shaffer,234,212,22,0
Beaver,ALIQUIPPA 8,U.S. House,17,"",Write Ins,2,2,0,0
Beaver,ALIQUIPPA 8,General Assembly,16,DEM,Robert F. Matzie,313,196,114,3
Beaver,ALIQUIPPA 8,General Assembly,16,REP,Rico Elmore,198,181,17,0
Beaver,ALIQUIPPA 8,General Assembly,16,"",Write Ins,1,1,0,0
Beaver,ALIQUIPPA 9,Registered Voters,"","","",412,"","",""
Beaver,ALIQUIPPA 9,Ballots Cast,"","","",170,126,44,0
Beaver,ALIQUIPPA 9,U.S. Senate,"",DEM,John Fetterman,150,111,39,0
Beaver,ALIQUIPPA 9,U.S. Senate,"",REP,Mehmet Oz,12,10,2,0
Beaver,ALIQUIPPA 9,U.S. Senate,"",LIB,Erik Gerhardt,2,1,1,0
Beaver,ALIQUIPPA 9,U.S. Senate,"",GRN,Richard L. Weiss,1,1,0,0
Beaver,ALIQUIPPA 9,U.S. Senate,"",KEY,Daniel Wassmer,0,0,0,0
Beaver,ALIQUIPPA 9,U.S. Senate,"","",Write Ins,2,2,0,0
Beaver,ALIQUIPPA 9,Governor,"",DEM,Josh Shapiro,150,111,39,0
Beaver,ALIQUIPPA 9,Governor,"",LIB,Matt Hackenburg,3,1,2,0
Beaver,ALIQUIPPA 9,Governor,"",KEY,Joe Soloski,0,0,0,0
Beaver,ALIQUIPPA 9,Governor,"","",Write Ins,2,2,0,0
