county,precinct,office,district,party,candidate,votes,election_day,early_voting,provisional
Erie,ERIE WARD 01 DISTRICT 01,U.S. Senate,,DEM,John Fetterman,212,140,69,3
Erie,ERIE WARD 01 DISTRICT 01,U.S. Senate,,REP,Mehmet Oz,59,48,10,1
Erie,ERIE WARD 01 DISTRICT 01,U.S. Senate,,LIB,Erik Gerhardt,4,3,1,0
Erie,ERIE WARD 01 DISTRICT 01,U.S. Senate,,GRN,Richard L Weiss,4,2,2,0
Erie,ERIE WARD 01 DISTRICT 01,U.S. Senate,,KEY,Daniel Wassmer,8,6,2,0
Erie,ERIE WARD 01 DISTRICT 03,U.S. Senate,,DEM,John Fetterman,285,196,89,0
Erie,ERIE WARD 01 DISTRICT 03,U.S. Senate,,REP,Mehmet Oz,98,84,13,1
Erie,ERIE WARD 01 DISTRICT 03,U.S. Senate,,LIB,Erik Gerhardt,7,6,1,0
Erie,ERIE WARD 01 DISTRICT 03,U.S. Senate,,GRN,Richard L Weiss,5,4,1,0
Erie,ERIE WARD 01 DISTRICT 03,U.S. Senate,,KEY,Daniel Wassmer,0,0,0,0
Erie,ERIE WARD 01 DISTRICT 03,U.S. Senate,,,Write Ins,2,2,0,0
Erie,ERIE WARD 01 DISTRICT 05,U.S. Senate,,DEM,John Fetterman,322,231,79,12
Erie,ERIE WARD 01 DISTRICT 05,U.S. Senate,,REP,Mehmet Oz,105,90,14,1
Erie,ERIE WARD 01 DISTRICT 05,U.S. Senate,,LIB,Erik Gerhardt,9,5,4,0
Erie,ERIE WARD 01 DISTRICT 05,U.S. Senate,,GRN,Richard L Weiss,2,1,1,0
Erie,ERIE WARD 01 DISTRICT 05,U.S. Senate,,KEY,Daniel Wassmer,1,0,1,0
Erie,ERIE WARD 01 DISTRICT 05,U.S. Senate,,,Write Ins,1,1,0,0
Erie,ERIE WARD 01 DISTRICT 07,U.S. Senate,,DEM,John Fetterman,204,126,72,6
Erie,ERIE WARD 01 DISTRICT 07,U.S. Senate,,REP,Mehmet Oz,99,84,13,2
Erie,ERIE WARD 01 DISTRICT 07,U.S. Senate,,LIB,Erik Gerhardt,6,4,0,2
Erie,ERIE WARD 01 DISTRICT 07,U.S. Senate,,GRN,Richard L Weiss,2,0,1,1
Erie,ERIE WARD 01 DISTRICT 07,U.S. Senate,,KEY,Daniel Wassmer,0,0,0,0
Erie,ERIE WARD 01 DISTRICT 07,U.S. Senate,,,Write Ins,2,2,0,0
Erie,ERIE WARD 01 DISTRICT 08,U.S. Senate,,DEM,John Fetterman,330,206,122,2
Erie,ERIE WARD 01 DISTRICT 08,U.S. Senate,,REP,Mehmet Oz,198,173,25,0
Erie,ERIE WARD 01 DISTRICT 08,U.S. Senate,,LIB,Erik Gerhardt,9,7,2,0
Erie,ERIE WARD 01 DISTRICT 08,U.S. Senate,,GRN,Richard L Weiss,3,2,1,0
Erie,ERIE WARD 01 DISTRICT 08,U.S. Senate,,KEY,Daniel Wassmer,4,3,1,0
Erie,ERIE WARD 01 DISTRICT 08,U.S. Senate,,,Write Ins,1,0,1,0
Erie,ERIE WARD 02 DISTRICT 01,U.S. Senate,,DEM,John Fetterman,221,139,71,11
Erie,ERIE WARD 02 DISTRICT 01,U.S. Senate,,REP,Mehmet Oz,52,43,8,1
Erie,ERIE WARD 02 DISTRICT 01,U.S. Senate,,LIB,Erik Gerhardt,1,0,1,0
Erie,ERIE WARD 02 DISTRICT 01,U.S. Senate,,GRN,Richard L Weiss,2,1,1,0
Erie,ERIE WARD 02 DISTRICT 01,U.S. Senate,,KEY,Daniel Wassmer,1,1,0,0
Erie,ERIE WARD 02 DISTRICT 04,U.S. Senate,,DEM,John Fetterman,178,107,66,5
Erie,ERIE WARD 02 DISTRICT 04,U.S. Senate,,REP,Mehmet Oz,59,48,10,1
Erie,ERIE WARD 02 DISTRICT 04,U.S. Senate,,LIB,Erik Gerhardt,4,3,1,0
Erie,ERIE WARD 02 DISTRICT 04,U.S. Senate,,GRN,Richard L Weiss,4,3,1,0
Erie,ERIE WARD 02 DISTRICT 04,U.S. Senate,,KEY,Daniel Wassmer,0,0,0,0
Erie,ERIE WARD 02 DISTRICT 05,U.S. Senate,,DEM,John Fetterman,62,41,21,0
Erie,ERIE WARD 02 DISTRICT 05,U.S. Senate,,REP,Mehmet Oz,13,12,0,1
Erie,ERIE WARD 02 DISTRICT 05,U.S. Senate,,LIB,Erik Gerhardt,2,0,2,0
Erie,ERIE WARD 02 DISTRICT 05,U.S. Senate,,GRN,Richard L Weiss,3,3,0,0
Erie,ERIE WARD 02 DISTRICT 05,U.S. Senate,,KEY,Daniel Wassmer,2,1,1,0
Erie,ERIE WARD 02 DISTRICT 06,U.S. Senate,,DEM,John Fetterman,153,103,47,3
Erie,ERIE WARD 02 DISTRICT 06,U.S. Senate,,REP,Mehmet Oz,52,43,6,3
Erie,ERIE WARD 02 DISTRICT 06,U.S. Senate,,LIB,Erik Gerhardt,7,4,3,0
Erie,ERIE WARD 02 DISTRICT 06,U.S. Senate,,GRN,Richard L Weiss,1,1,0,0
Erie,ERIE WARD 02 DISTRICT 06,U.S. Senate,,KEY,Daniel Wassmer,1,1,0,0
Erie,ERIE WARD 02 DISTRICT 07,U.S. Senate,,DEM,John Fetterman,269,210,52,7
Erie,ERIE WARD 02 DISTRICT 07,U.S. Senate,,REP,Mehmet Oz,40,36,4,0
Erie,ERIE WARD 02 DISTRICT 07,U.S. Senate,,LIB,Erik Gerhardt,4,3,1,0
Erie,ERIE WARD 02 DISTRICT 07,U.S. Senate,,GRN,Richard L Weiss,3,2,1,0
Erie,ERIE WARD 02 DISTRICT 07,U.S. Senate,,KEY,Daniel Wassmer,0,0,0,0
Erie,ERIE WARD 02 DISTRICT 08,U.S. Senate,,DEM,John Fetterman,119,62,57,0
Erie,ERIE WARD 02 DISTRICT 08,U.S. Senate,,REP,Mehmet Oz,21,19,2,0
Erie,ERIE WARD 02 DISTRICT 08,U.S. Senate,,LIB,Erik Gerhardt,3,1,2,0
Erie,ERIE WARD 02 DISTRICT 08,U.S. Senate,,GRN,Richard L Weiss,2,2,0,0
Erie,ERIE WARD 02 DISTRICT 08,U.S. Senate,,KEY,Daniel Wassmer,0,0,0,0
Erie,ERIE WARD 03 DISTRICT 01,U.S. Senate,,DEM,John Fetterman,149,101,47,1
Erie,ERIE WARD 03 DISTRICT 01,U.S. Senate,,REP,Mehmet Oz,46,40,6,0
Erie,ERIE WARD 03 DISTRICT 01,U.S. Senate,,LIB,Erik Gerhardt,2,1,1,0
Erie,ERIE WARD 03 DISTRICT 01,U.S. Senate,,GRN,Richard L Weiss,2,1,1,0
Erie,ERIE WARD 03 DISTRICT 01,U.S. Senate,,KEY,Daniel Wassmer,2,1,1,0
Erie,ERIE WARD 03 DISTRICT 02,U.S. Senate,,DEM,John Fetterman,210,133,75,2
Erie,ERIE WARD 03 DISTRICT 02,U.S. Senate,,REP,Mehmet Oz,76,67,9,0
Erie,ERIE WARD 03 DISTRICT 02,U.S. Senate,,LIB,Erik Gerhardt,4,3,1,0
Erie,ERIE WARD 03 DISTRICT 02,U.S. Senate,,GRN,Richard L Weiss,3,2,1,0
Erie,ERIE WARD 03 DISTRICT 02,U.S. Senate,,KEY,Daniel Wassmer,1,1,0,0
Erie,ERIE WARD 03 DISTRICT 02,U.S. Senate,,,Write Ins,2,2,0,0
Erie,ERIE WARD 03 DISTRICT 03,U.S. Senate,,DEM,John Fetterman,274,198,76,0
Erie,ERIE WARD 03 DISTRICT 03,U.S. Senate,,REP,Mehmet Oz,94,87,7,0
Erie,ERIE WARD 03 DISTRICT 03,U.S. Senate,,LIB,Erik Gerhardt,3,3,0,0
Erie,ERIE WARD 03 DISTRICT 03,U.S. Senate,,GRN,Richard L Weiss,3,2,1,0
Erie,ERIE WARD 03 DISTRICT 03,U.S. Senate,,KEY,Daniel Wassmer,1,1,0,0
Erie,ERIE WARD 03 DISTRICT 03,U.S. Senate,,,Write Ins,1,1,0,0
Erie,ERIE WARD 03 DISTRICT 04,U.S. Senate,,DEM,John Fetterman,275,216,53,6
Erie,ERIE WARD 03 DISTRICT 04,U.S. Senate,,REP,Mehmet Oz,76,66,10,0
Erie,ERIE WARD 03 DISTRICT 04,U.S. Senate,,LIB,Erik Gerhardt,5,4,1,0
Erie,ERIE WARD 03 DISTRICT 04,U.S. Senate,,GRN,Richard L Weiss,2,1,1,0
Erie,ERIE WARD 03 DISTRICT 04,U.S. Senate,,KEY,Daniel Wassmer,0,0,0,0
Erie,ERIE WARD 03 DISTRICT 04,U.S. Senate,,,Write Ins,1,1,0,0
Erie,ERIE WARD 03 DISTRICT 05,U.S. Senate,,DEM,John Fetterman,279,183,95,1
Erie,ERIE WARD 03 DISTRICT 05,U.S. Senate,,REP,Mehmet Oz,111,99,12,0
Erie,ERIE WARD 03 DISTRICT 05,U.S. Senate,,LIB,Erik Gerhardt,3,3,0,0
Erie,ERIE WARD 03 DISTRICT 05,U.S. Senate,,GRN,Richard L Weiss,3,2,1,0
Erie,ERIE WARD 03 DISTRICT 05,U.S. Senate,,KEY,Daniel Wassmer,1,0,1,0
Erie,ERIE WARD 03 DISTRICT 06,U.S. Senate,,DEM,John Fetterman,72,55,16,1
Erie,ERIE WARD 03 DISTRICT 06,U.S. Senate,,REP,Mehmet Oz,20,19,1,0
Erie,ERIE WARD 03 DISTRICT 06,U.S. Senate,,LIB,Erik Gerhardt,1,1,0,0
Erie,ERIE WARD 03 DISTRICT 06,U.S. Senate,,GRN,Richard L Weiss,1,1,0,0
Erie,ERIE WARD 03 DISTRICT 06,U.S. Senate,,KEY,Daniel Wassmer,1,0,1,0
Erie,ERIE WARD 03 DISTRICT 07,U.S. Senate,,DEM,John Fetterman,120,86,34,0
Erie,ERIE WARD 03 DISTRICT 07,U.S. Senate,,REP,Mehmet Oz,45,42,3,0
Erie,ERIE WARD 03 DISTRICT 07,U.S. Senate,,LIB,Erik Gerhardt,7,6,1,0
Erie,ERIE WARD 03 DISTRICT 07,U.S. Senate,,GRN,Richard L Weiss,1,1,0,0
Erie,ERIE WARD 03 DISTRICT 07,U.S. Senate,,KEY,Daniel Wassmer,4,4,0,0
Erie,ERIE WARD 04 DISTRICT 01,U.S. Senate,,DEM,John Fetterman,228,157,68,3
Erie,ERIE WARD 04 DISTRICT 01,U.S. Senate,,REP,Mehmet Oz,39,32,7,0
Erie,ERIE WARD 04 DISTRICT 01,U.S. Senate,,LIB,Erik Gerhardt,3,1,2,0
Erie,ERIE WARD 04 DISTRICT 01,U.S. Senate,,GRN,Richard L Weiss,1,1,0,0
Erie,ERIE WARD 04 DISTRICT 01,U.S. Senate,,KEY,Daniel Wassmer,0,0,0,0
Erie,ERIE WARD 04 DISTRICT 02,U.S. Senate,,DEM,John Fetterman,146,105,36,5
Erie,ERIE WARD 04 DISTRICT 02,U.S. Senate,,REP,Mehmet Oz,47,39,7,1
Erie,ERIE WARD 04 DISTRICT 02,U.S. Senate,,LIB,Erik Gerhardt,4,3,1,0
Erie,ERIE WARD 04 DISTRICT 02,U.S. Senate,,GRN,Richard L Weiss,3,0,3,0
Erie,ERIE WARD 04 DISTRICT 02,U.S. Senate,,KEY,Daniel Wassmer,0,0,0,0
Erie,ERIE WARD 04 DISTRICT 03,U.S. Senate,,DEM,John Fetterman,146,102,44,0
Erie,ERIE WARD 04 DISTRICT 03,U.S. Senate,,REP,Mehmet Oz,33,28,5,0
Erie,ERIE WARD 04 DISTRICT 03,U.S. Senate,,LIB,Erik Gerhardt,1,0,1,0
Erie,ERIE WARD 04 DISTRICT 03,U.S. Senate,,GRN,Richard L Weiss,1,0,1,0
Erie,ERIE WARD 04 DISTRICT 03,U.S. Senate,,KEY,Daniel Wassmer,1,1,0,0
Erie,ERIE WARD 04 DISTRICT 03,U.S. Senate,,,Write Ins,1,1,0,0
Erie,ERIE WARD 04 DISTRICT 04,U.S. Senate,,DEM,John Fetterman,312,216,94,2
Erie,ERIE WARD 04 DISTRICT 04,U.S. Senate,,REP,Mehmet Oz,58,53,4,1
Erie,ERIE WARD 04 DISTRICT 04,U.S. Senate,,LIB,Erik Gerhardt,6,6,0,0
Erie,ERIE WARD 04 DISTRICT 04,U.S. Senate,,GRN,Richard L Weiss,5,2,3,0
Erie,ERIE WARD 04 DISTRICT 04,U.S. Senate,,KEY,Daniel Wassmer,1,0,1,0
Erie,ERIE WARD 04 DISTRICT 06,U.S. Senate,,DEM,John Fetterman,149,87,61,1
Erie,ERIE WARD 04 DISTRICT 06,U.S. Senate,,REP,Mehmet Oz,69,56,13,0
Erie,ERIE WARD 04 DISTRICT 06,U.S. Senate,,LIB,Erik Gerhardt,2,2,0,0
Erie,ERIE WARD 04 DISTRICT 06,U.S. Senate,,GRN,Richard L Weiss,1,1,0,0
Erie,ERIE WARD 04 DISTRICT 06,U.S. Senate,,KEY,Daniel Wassmer,1,1,0,0
Erie,ERIE WARD 04 DISTRICT 07,U.S. Senate,,DEM,John Fetterman,330,235,90,5
Erie,ERIE WARD 04 DISTRICT 07,U.S. Senate,,REP,Mehmet Oz,137,124,12,1
Erie,ERIE WARD 04 DISTRICT 07,U.S. Senate,,LIB,Erik Gerhardt,13,10,3,0
Erie,ERIE WARD 04 DISTRICT 07,U.S. Senate,,GRN,Richard L Weiss,0,0,0,0
Erie,ERIE WARD 04 DISTRICT 07,U.S. Senate,,KEY,Daniel Wassmer,3,2,1,0
Erie,ERIE WARD 04 DISTRICT 07,U.S. Senate,,,Write Ins,3,3,0,0
Erie,ERIE WARD 04 DISTRICT 08,U.S. Senate,,DEM,John Fetterman,531,271,254,6
Erie,ERIE WARD 04 DISTRICT 08,U.S. Senate,,REP,Mehmet Oz,361,285,74,2
Erie,ERIE WARD 04 DISTRICT 08,U.S. Senate,,LIB,Erik Gerhardt,5,3,2,0
Erie,ERIE WARD 04 DISTRICT 08,U.S. Senate,,GRN,Richard L Weiss,5,4,1,0
