county,precinct,office,district,party,candidate,votes,election_day,early_voting,provisional
Armstrong,Apollo Boro,Registered Voters,,,,857,,,
Armstrong,Apollo Boro,Ballots Cast,,,,474,408,64,2
Armstrong,Applewold Boro,Registered Voters,,,,183,,,
Armstrong,Applewold Boro,Ballots Cast,,,,125,113,12,0
Armstrong,Atwood Borough,Registered Voters,,,,73,,,
Armstrong,Atwood Borough,Ballots Cast,,,,54,47,6,1
Armstrong,Bethel Township,Registered Voters,,,,786,,,
Armstrong,Bethel Township,Ballots Cast,,,,593,515,78,0
Armstrong,Boggs Township,Registered Voters,,,,614,,,
Armstrong,Boggs Township,Ballots Cast,,,,431,384,45,2
Armstrong,Bradys Bend Township,Registered Voters,,,,524,,,
Armstrong,Bradys Bend Township,Ballots Cast,,,,370,330,40,0
Armstrong,Burrell Township,Registered Voters,,,,450,,,
Armstrong,Burrell Township,Ballots Cast,,,,345,317,28,0
Armstrong,Cadogan Township,Registered Voters,,,,223,,,
Armstrong,Cadogan Township,Ballots Cast,,,,143,133,10,0
Armstrong,Cowanshannock Township-East,Registered Voters,,,,913,,,
Armstrong,Cowanshannock Township-East,Ballots Cast,,,,586,512,73,1
Armstrong,Cowanshannock Township-West,Registered Voters,,,,805,,,
Armstrong,Cowanshannock Township-West,Ballots Cast,,,,548,484,63,1
Armstrong,Dayton Borough,Registered Voters,,,,345,,,
Armstrong,Dayton Borough,Ballots Cast,,,,232,219,12,1
Armstrong,East Franklin Township-North,Registered Voters,,,,764,,,
Armstrong,East Franklin Township-North,Ballots Cast,,,,540,474,65,1
Armstrong,East Franklin Township-East,Registered Voters,,,,988,,,
Armstrong,East Franklin Township-East,Ballots Cast,,,,689,570,116,3
Armstrong,East Franklin Township-West,Registered Voters,,,,924,,,
Armstrong,East Franklin Township-West,Ballots Cast,,,,662,558,101,3
Armstrong,Elderton Borough,Registered Voters,,,,215,,,
Armstrong,Elderton Borough,Ballots Cast,,,,148,135,13,0
Armstrong,Ford City Borough-1st Ward,Registered Voters,,,,929,,,
Armstrong,Ford City Borough-1st Ward,Ballots Cast,,,,536,454,76,6
Armstrong,Ford City Borough-2nd Ward,Registered Voters,,,,869,,,
Armstrong,Ford City Borough-2nd Ward,Ballots Cast,,,,539,428,111,0
Armstrong,Ford Cliff Borough,Registered Voters,,,,235,,,
Armstrong,Ford Cliff Borough,Ballots Cast,,,,157,138,19,0
Armstrong,Freeport Borough,Registered Voters,,,,1114,,,
Armstrong,Freeport Borough,Ballots Cast,,,,684,576,106,2
