county,precinct,office,district,party,candidate,votes,election_day,early_voting,provisional
Wyoming,Braintrim Township,Registered Voters,,,,287,,,
Wyoming,Braintrim Township,Ballots Cast,,,,194,,,
Wyoming,Clinton Township,Registered Voters,,,,917,,,
Wyoming,Clinton Township,Ballots Cast,,,,619,,,
Wyoming,Eaton Township,Registered Voters,,,,1046,,,
Wyoming,Eaton Township,Ballots Cast,,,,730,,,
Wyoming,Exeter Township,Registered Voters,,,,473,,,
Wyoming,Exeter Township,Ballots Cast,,,,327,,,
Wyoming,Factoryville Borough Ward 1,Registered Voters,,,,306,,,
Wyoming,Factoryville Borough Ward 1,Ballots Cast,,,,179,,,
Wyoming,Factoryville Borough Ward 2,Registered Voters,,,,262,,,
Wyoming,Factoryville Borough Ward 2,Ballots Cast,,,,184,,,
Wyoming,Falls Township,Registered Voters,,,,1242,,,
Wyoming,Falls Township,Ballots Cast,,,,860,,,
Wyoming,Forkston Township,Registered Voters,,,,234,,,
Wyoming,Forkston Township,Ballots Cast,,,,163,,,
Wyoming,Laceyville Borough,Registered Voters,,,,188,,,
Wyoming,Laceyville Borough,Ballots Cast,,,,115,,,
Wyoming,Lemon Township,Registered Voters,,,,807,,,
Wyoming,Lemon Township,Ballots Cast,,,,571,,,
Wyoming,Mehoopany Township,Registered Voters,,,,565,,,
Wyoming,Mehoopany Township,Ballots Cast,,,,370,,,
Wyoming,Meshoppen Borough,Registered Voters,,,,196,,,
Wyoming,Meshoppen Borough,Ballots Cast,,,,100,,,
Wyoming,Meshoppen Township,Registered Voters,,,,529,,,
Wyoming,Meshoppen Township,Ballots Cast,,,,350,,,
Wyoming,Monroe Township,Registered Voters,,,,1120,,,
Wyoming,Monroe Township,Ballots Cast,,,,742,,,
Wyoming,Nicholson Borough,Registered Voters,,,,452,,,
Wyoming,Nicholson Borough,Ballots Cast,,,,305,,,
Wyoming,Nicholson Township,Registered Voters,,,,854,,,
Wyoming,Nicholson Township,Ballots Cast,,,,581,,,
Wyoming,Nor Branch Township,Registered Voters,,,,172,,,
Wyoming,Nor Branch Township,Ballots Cast,,,,121,,,
Wyoming,Northmoreland Township,Registered Voters,,,,1022,,,
Wyoming,Northmoreland Township,Ballots Cast,,,,721,,,
Wyoming,Noxen Township,Registered Voters,,,,550,,,
