county,precinct,office,district,party,candidate,votes,election_day,early_voting,provisional
Huntingdon,ALEXANDRIA BOROUGH,Registered Voters,"","","",259,"","",""
Huntingdon,ALEXANDRIA BOROUGH,Ballots Cast,"","","",174,160,14,0
Huntingdon,ALEXANDRIA BOROUGH,U.S. Senate,"",DEM,John Fetterman,68,54,14,0
Huntingdon,ALEXANDRIA BOROUGH,U.S. Senate,"",REP,Mehmet Oz,100,100,0,0
Huntingdon,ALEXANDRIA BOROUGH,U.S. Senate,"",LIB,Erik Gerhardt,4,4,0,0
Huntingdon,ALEXANDRIA BOROUGH,U.S. Senate,"",GRN,Richard L. Weiss,0,0,0,0
Huntingdon,ALEXANDRIA BOROUGH,U.S. Senate,"",KEY,Daniel Wassmer,0,0,0,0
Huntingdon,ALEXANDRIA BOROUGH,U.S. Senate,"","",Write Ins,0,0,0,0
Huntingdon,ALEXANDRIA BOROUGH,Governor,"",DEM,Josh Shapiro,77,63,14,0
Huntingdon,ALEXANDRIA BOROUGH,Governor,"",REP,Douglas V. Mastriano,93,93,0,0
Huntingdon,ALEXANDRIA BOROUGH,Governor,"",LIB,Matt Hackenburg,2,2,0,0
Huntingdon,ALEXANDRIA BOROUGH,Governor,"",GRN,Christina DiGiulio,2,2,0,0
Huntingdon,ALEXANDRIA BOROUGH,Governor,"",KEY,Joe Soloski,0,0,0,0
Huntingdon,ALEXANDRIA BOROUGH,Governor,"","",Write Ins,0,0,0,0
Huntingdon,ALEXANDRIA BOROUGH,U.S. House,13,REP,John Joyce,132,130,2,0
Huntingdon,ALEXANDRIA BOROUGH,U.S. House,13,"",Write Ins,9,8,1,0
Huntingdon,ALEXANDRIA BOROUGH,State Senate,30,DEM,Carol Taylor,64,50,14,0
Huntingdon,ALEXANDRIA BOROUGH,State Senate,30,REP,Judy Ward,108,108,0,0
Huntingdon,ALEXANDRIA BOROUGH,State Senate,30,"",Write Ins,0,0,0,0
Huntingdon,ALEXANDRIA BOROUGH,General Assembly,81,DEM,Ian Kidd,66,52,14,0
Huntingdon,ALEXANDRIA BOROUGH,General Assembly,81,REP,Rich Irvin,108,108,0,0
Huntingdon,ALEXANDRIA BOROUGH,General Assembly,81,"",Write Ins,0,0,0,0
Huntingdon,BARREE TOWNSHIP,Registered Voters,"","","",322,"","",""
Huntingdon,BARREE TOWNSHIP,Ballots Cast,"","","",241,209,32,0
Huntingdon,BARREE TOWNSHIP,U.S. Senate,"",DEM,John Fetterman,56,33,23,0
Huntingdon,BARREE TOWNSHIP,U.S. Senate,"",REP,Mehmet Oz,175,168,7,0
Huntingdon,BARREE TOWNSHIP,U.S. Senate,"",LIB,Erik Gerhardt,6,5,1,0
Huntingdon,BARREE TOWNSHIP,U.S. Senate,"",GRN,Richard L. Weiss,1,1,0,0
Huntingdon,BARREE TOWNSHIP,U.S. Senate,"",KEY,Daniel Wassmer,2,1,1,0
Huntingdon,BARREE TOWNSHIP,U.S. Senate,"","",Write Ins,1,1,0,0
Huntingdon,BARREE TOWNSHIP,Governor,"",DEM,Josh Shapiro,64,38,26,0
Huntingdon,BARREE TOWNSHIP,Governor,"",REP,Douglas V. Mastriano,167,162,5,0
Huntingdon,BARREE TOWNSHIP,Governor,"",LIB,Matt Hackenburg,5,4,1,0
Huntingdon,BARREE TOWNSHIP,Governor,"",GRN,Christina DiGiulio,3,3,0,0
Huntingdon,BARREE TOWNSHIP,Governor,"",KEY,Joe Soloski,2,2,0,0
Huntingdon,BARREE TOWNSHIP,Governor,"","",Write Ins,0,0,0,0
Huntingdon,BARREE TOWNSHIP,U.S. House,13,REP,John Joyce,201,188,13,0
Huntingdon,BARREE TOWNSHIP,U.S. House,13,"",Write Ins,4,1,3,0
Huntingdon,BARREE TOWNSHIP,State Senate,30,DEM,Carol Taylor,52,29,23,0
Huntingdon,BARREE TOWNSHIP,State Senate,30,REP,Judy Ward,185,177,8,0
Huntingdon,BARREE TOWNSHIP,State Senate,30,"",Write Ins,1,1,0,0
Huntingdon,BARREE TOWNSHIP,General Assembly,81,DEM,Ian Kidd,50,27,23,0
Huntingdon,BARREE TOWNSHIP,General Assembly,81,REP,Rich Irvin,187,179,8,0
Huntingdon,BARREE TOWNSHIP,General Assembly,81,"",Write Ins,0,0,0,0
Huntingdon,BIRMINGHAM BOROUGH,Registered Voters,"","","",83,"","",""
