county,precinct,office,district,party,candidate,votes,election_day,early_voting,provisional
Centre,Philipsburg 1,State Assembly,77,DEM,H SCOTT CONKLIN,226,182,44,0
Centre,Philipsburg 2,State Assembly,77,DEM,H SCOTT CONKLIN,174,121,50,3
Centre,Philipsburg 3,State Assembly,77,DEM,H SCOTT CONKLIN,142,114,27,1
Centre,Port Matilda Borough,State Assembly,77,DEM,H SCOTT CONKLIN,96,78,17,1
Centre,Rush North Central,State Assembly,77,DEM,H SCOTT CONKLIN,76,61,15,0
Centre,State College Northwest,State Assembly,77,DEM,H SCOTT CONKLIN,304,234,64,6
Centre,State College South 1,State Assembly,77,DEM,H SCOTT CONKLIN,754,480,257,17
Centre,State College East Central 2,State Assembly,77,DEM,H SCOTT CONKLIN,264,205,53,6
Centre,State College West 1,State Assembly,77,DEM,H SCOTT CONKLIN,411,256,153,2
Centre,State College West 2,State Assembly,77,DEM,H SCOTT CONKLIN,493,331,156,6
Centre,State College West Central 2,State Assembly,77,DEM,H SCOTT CONKLIN,270,203,65,2
Centre,Ferguson North 1,State Assembly,77,DEM,H SCOTT CONKLIN,765,444,317,4
Centre,Ferguson North 2,State Assembly,77,DEM,H SCOTT CONKLIN,506,292,213,1
Centre,Ferguson Northeast 1,State Assembly,77,DEM,H SCOTT CONKLIN,800,467,329,4
Centre,Ferguson Northeast 2,State Assembly,77,DEM,H SCOTT CONKLIN,424,280,137,7
Centre,Ferguson East,State Assembly,77,DEM,H SCOTT CONKLIN,687,454,229,4
Centre,Ferguson West,State Assembly,77,DEM,H SCOTT CONKLIN,454,298,156,0
Centre,Halfmoon Proper,State Assembly,77,DEM,H SCOTT CONKLIN,329,213,114,2
Centre,Huston Township,State Assembly,77,DEM,H SCOTT CONKLIN,214,143,70,1
Centre,Patton North 1,State Assembly,77,DEM,H SCOTT CONKLIN,1054,517,529,8
Centre,Patton North 2,State Assembly,77,DEM,H SCOTT CONKLIN,1098,620,470,8
Centre,Patton South 1,State Assembly,77,DEM,H SCOTT CONKLIN,491,316,172,3
Centre,Patton South 2,State Assembly,77,DEM,H SCOTT CONKLIN,706,457,231,18
Centre,Patton South 3,State Assembly,77,DEM,H SCOTT CONKLIN,1055,603,448,4
Centre,Rush North,State Assembly,77,DEM,H SCOTT CONKLIN,410,279,129,2
Centre,Rush South,State Assembly,77,DEM,H SCOTT CONKLIN,78,60,17,1
