county,precinct,office,district,party,candidate,votes,election_day,early_voting,provisional
Warren,WARREN CENTRAL,Registered Voters,,,,789,,,
Warren,WARREN CENTRAL,Ballots Cast,,,,386,315,67,4
Warren,WARREN CENTRAL,U.S. Senate,,DEM,John Fetterman,171,,,
Warren,WARREN CENTRAL,U.S. Senate,,REP,Mehmet Oz,198,,,
Warren,WARREN CENTRAL,U.S. Senate,,LIB,Erik Gerhardt,6,,,
Warren,WARREN CENTRAL,U.S. Senate,,GRN,Richard L Weiss,4,,,
Warren,WARREN CENTRAL,U.S. Senate,,KEY,Daniel Wassmer,2,,,
Warren,WARREN CENTRAL,U.S. Senate,,,Write Ins,2,,,
Warren,WARREN CENTRAL,Governor,,DEM,Josh Shapiro,184,,,
Warren,WARREN CENTRAL,Governor,,REP,Douglas V Mastriano,190,,,
Warren,WARREN CENTRAL,Governor,,LIB,Matt Hackenburg,3,,,
Warren,WARREN CENTRAL,Governor,,GRN,Christina Digiulio,2,,,
Warren,WARREN CENTRAL,Governor,,KEY,Joe Soloski,5,,,
Warren,WARREN CENTRAL,Governor,,,Write Ins,1,,,
Warren,WARREN CENTRAL,U.S. House,15,DEM,Mike Molesevich,149,,,
Warren,WARREN CENTRAL,U.S. House,15,REP,Glenn GT Thompson,227,,,
Warren,WARREN CENTRAL,U.S. House,15,,Write Ins,2,,,
Warren,WARREN CENTRAL,State House,65,REP,Kathy L Rapp,257,,,
Warren,WARREN CENTRAL,State House,65,,Write Ins,38,,,
Warren,WARREN NORTH,Registered Voters,,,,869,,,
Warren,WARREN NORTH,Ballots Cast,,,,554,437,115,2
Warren,WARREN NORTH,U.S. Senate,,DEM,John Fetterman,238,,,
Warren,WARREN NORTH,U.S. Senate,,REP,Mehmet Oz,299,,,
Warren,WARREN NORTH,U.S. Senate,,LIB,Erik Gerhardt,7,,,
Warren,WARREN NORTH,U.S. Senate,,GRN,Richard L Weiss,3,,,
Warren,WARREN NORTH,U.S. Senate,,KEY,Daniel Wassmer,4,,,
Warren,WARREN NORTH,U.S. Senate,,,Write Ins,1,,,
Warren,WARREN NORTH,Governor,,DEM,Josh Shapiro,264,,,
Warren,WARREN NORTH,Governor,,REP,Douglas V Mastriano,276,,,
Warren,WARREN NORTH,Governor,,LIB,Matt Hackenburg,8,,,
Warren,WARREN NORTH,Governor,,GRN,Christina Digiulio,0,,,
Warren,WARREN NORTH,Governor,,KEY,Joe Soloski,3,,,
Warren,WARREN NORTH,Governor,,,Write Ins,0,,,
Warren,WARREN NORTH,U.S. House,15,DEM,Mike Molesevich,213,,,
Warren,WARREN NORTH,U.S. House,15,REP,Glenn GT Thompson,335,,,
Warren,WARREN NORTH,U.S. House,15,,Write Ins,2,,,
Warren,WARREN NORTH,State House,65,REP,Kathy L Rapp,377,,,
Warren,WARREN NORTH,State House,65,,Write Ins,54,,,
Warren,WARREN SOUTH,Registered Voters,,,,434,,,
Warren,WARREN SOUTH,Ballots Cast,,,,244,190,54,0
Warren,WARREN SOUTH,U.S. Senate,,DEM,John Fetterman,106,69,37,0
Warren,WARREN SOUTH,U.S. Senate,,REP,Mehmet Oz,126,111,15,0
Warren,WARREN SOUTH,U.S. Senate,,LIB,Erik Gerhardt,5,4,1,0
Warren,WARREN SOUTH,U.S. Senate,,GRN,Richard L Weiss,4,3,1,0
Warren,WARREN SOUTH,U.S. Senate,,KEY,Daniel Wassmer,3,3,0,0
Warren,WARREN SOUTH,U.S. Senate,,,Write Ins,0,0,0,0
Warren,WARREN SOUTH,Governor,,DEM,Josh Shapiro,118,79,39,0
Warren,WARREN SOUTH,Governor,,REP,Douglas V Mastriano,118,105,13,0
Warren,WARREN SOUTH,Governor,,LIB,Matt Hackenburg,3,2,1,0
Warren,WARREN SOUTH,Governor,,GRN,Christina Digiulio,2,1,1,0
Warren,WARREN SOUTH,Governor,,KEY,Joe Soloski,2,2,0,0
Warren,WARREN SOUTH,Governor,,,Write Ins,0,0,0,0
Warren,WARREN SOUTH,U.S. House,15,DEM,Mike Molesevich,98,64,34,0
Warren,WARREN SOUTH,U.S. House,15,REP,Glenn GT Thompson,142,122,20,0
Warren,WARREN SOUTH,U.S. House,15,,Write Ins,1,1,0,0
Warren,WARREN SOUTH,State House,65,REP,Kathy L Rapp,184,157,27,0
Warren,WARREN SOUTH,State House,65,,Write Ins,13,8,5,0
Warren,WARREN EAST,Registered Voters,,,,1628,,,
Warren,WARREN EAST,Ballots Cast,,,,891,669,214,8
Warren,WARREN EAST,U.S. Senate,,DEM,John Fetterman,413,,,
Warren,WARREN EAST,U.S. Senate,,REP,Mehmet Oz,441,,,
Warren,WARREN EAST,U.S. Senate,,LIB,Erik Gerhardt,15,,,
Warren,WARREN EAST,U.S. Senate,,GRN,Richard L Weiss,5,,,
Warren,WARREN EAST,U.S. Senate,,KEY,Daniel Wassmer,8,,,
Warren,WARREN EAST,U.S. Senate,,,Write Ins,1,,,
Warren,WARREN EAST,Governor,,DEM,Josh Shapiro,440,,,
Warren,WARREN EAST,Governor,,REP,Douglas V Mastriano,424,,,
Warren,WARREN EAST,Governor,,LIB,Matt Hackenburg,10,,,
Warren,WARREN EAST,Governor,,GRN,Christina Digiulio,4,,,
Warren,WARREN EAST,Governor,,KEY,Joe Soloski,7,,,
Warren,WARREN EAST,Governor,,,Write Ins,0,,,
Warren,WARREN EAST,U.S. House,15,DEM,Mike Molesevich,366,,,
Warren,WARREN EAST,U.S. House,15,REP,Glenn GT Thompson,509,,,
Warren,WARREN EAST,U.S. House,15,,Write Ins,3,,,
Warren,WARREN EAST,State House,65,REP,Kathy L Rapp,597,,,
Warren,WARREN EAST,State House,65,,Write Ins,105,,,
Warren,WARREN WEST,Registered Voters,,,,1051,,,
Warren,WARREN WEST,Ballots Cast,,,,481,367,109,5
Warren,WARREN WEST,U.S. Senate,,DEM,John Fetterman,201,,,
Warren,WARREN WEST,U.S. Senate,,REP,Mehmet Oz,254,,,
