county,precinct,office,district,party,candidate,votes,election_day,early_voting,provisional
Juniata,BEALE,Registered Voters,"","","",459,"","",""
Juniata,BEALE,Ballots Cast,"","","",326,308,18,0
Juniata,BEALE,U.S. Senate,"",DEM,John Fetterman,63,53,10,0
Juniata,BEALE,U.S. Senate,"",REP,Mehmet Oz,237,230,7,0
Juniata,BEALE,U.S. Senate,"",LIB,Erik Gerhardt,11,11,0,0
Juniata,BEALE,U.S. Senate,"",GRN,Richard L. Weiss,3,3,0,0
Juniata,BEALE,U.S. Senate,"",KEY,Daniel Wassmer,3,3,0,0
Juniata,BEALE,U.S. Senate,"","",Write Ins,3,2,1,0
Juniata,BEALE,Governor,"",DEM,Josh Shapiro,77,66,11,0
Juniata,BEALE,Governor,"",REP,Douglas V. Mastriano,236,229,7,0
Juniata,BEALE,Governor,"",LIB,Matt Hackenburg,4,4,0,0
Juniata,BEALE,Governor,"",GRN,Christina DiGiulio,2,2,0,0
Juniata,BEALE,Governor,"",KEY,Joe Soloski,0,0,0,0
Juniata,BEALE,Governor,"","",Write Ins,0,0,0,0
Juniata,BEALE,U.S. House,13,REP,John Joyce,281,270,11,0
Juniata,BEALE,U.S. House,13,"",Write Ins,6,4,2,0
Juniata,BEALE,State Senate,30,DEM,Carol Taylor,58,48,10,0
Juniata,BEALE,State Senate,30,REP,Judy Ward,263,256,7,0
Juniata,BEALE,State Senate,30,"",Write Ins,1,0,1,0
Juniata,BEALE,General Assembly,86,REP,Perry Stambaugh,236,225,11,0
Juniata,BEALE,General Assembly,86,"",Write Ins,48,46,2,0
Juniata,DELAWARE,Registered Voters,"","","",944,"","",""
Juniata,DELAWARE,Ballots Cast,"","","",690,614,76,0
Juniata,DELAWARE,U.S. Senate,"",DEM,John Fetterman,138,97,41,0
Juniata,DELAWARE,U.S. Senate,"",REP,Mehmet Oz,525,496,29,0
Juniata,DELAWARE,U.S. Senate,"",LIB,Erik Gerhardt,10,9,1,0
Juniata,DELAWARE,U.S. Senate,"",GRN,Richard L. Weiss,4,3,1,0
Juniata,DELAWARE,U.S. Senate,"",KEY,Daniel Wassmer,8,6,2,0
Juniata,DELAWARE,U.S. Senate,"","",Write Ins,0,0,0,0
Juniata,DELAWARE,Governor,"",DEM,Josh Shapiro,179,132,47,0
Juniata,DELAWARE,Governor,"",REP,Douglas V. Mastriano,492,467,25,0
Juniata,DELAWARE,Governor,"",LIB,Matt Hackenburg,7,6,1,0
Juniata,DELAWARE,Governor,"",GRN,Christina DiGiulio,4,2,2,0
Juniata,DELAWARE,Governor,"",KEY,Joe Soloski,2,2,0,0
Juniata,DELAWARE,Governor,"","",Write Ins,0,0,0,0
Juniata,DELAWARE,U.S. House,13,REP,John Joyce,582,538,44,0
Juniata,DELAWARE,U.S. House,13,"",Write Ins,20,14,6,0
Juniata,DELAWARE,State Senate,30,DEM,Carol Taylor,114,78,36,0
Juniata,DELAWARE,State Senate,30,REP,Judy Ward,552,516,36,0
Juniata,DELAWARE,State Senate,30,"",Write Ins,0,0,0,0
Juniata,DELAWARE,General Assembly,86,REP,Perry Stambaugh,539,497,42,0
Juniata,DELAWARE,General Assembly,86,"",Write Ins,68,60,8,0
Juniata,FAYETTE,Registered Voters,"","","",2059,"","",""
Juniata,FAYETTE,Ballots Cast,"","","",1519,1360,159,0
Juniata,FAYETTE,U.S. Senate,"",DEM,John Fetterman,253,174,79,0
Juniata,FAYETTE,U.S. Senate,"",REP,Mehmet Oz,1205,1136,69,0
Juniata,FAYETTE,U.S. Senate,"",LIB,Erik Gerhardt,23,22,1,0
Juniata,FAYETTE,U.S. Senate,"",GRN,Richard L. Weiss,6,3,3,0
Juniata,FAYETTE,U.S. Senate,"",KEY,Daniel Wassmer,14,12,2,0
Juniata,FAYETTE,U.S. Senate,"","",Write Ins,9,7,2,0
Juniata,FAYETTE,Governor,"",DEM,Josh Shapiro,344,244,100,0
Juniata,FAYETTE,Governor,"",REP,Douglas V. Mastriano,1142,1084,58,0
Juniata,FAYETTE,Governor,"",LIB,Matt Hackenburg,16,16,0,0
Juniata,FAYETTE,Governor,"",GRN,Christina DiGiulio,4,4,0,0
Juniata,FAYETTE,Governor,"",KEY,Joe Soloski,1,1,0,0
Juniata,FAYETTE,Governor,"","",Write Ins,2,2,0,0
Juniata,FAYETTE,U.S. House,13,REP,John Joyce,1331,1228,103,0
Juniata,FAYETTE,U.S. House,13,"",Write Ins,45,29,16,0
Juniata,FAYETTE,State Senate,30,DEM,Carol Taylor,232,158,74,0
Juniata,FAYETTE,State Senate,30,REP,Judy Ward,1242,1161,81,0
Juniata,FAYETTE,State Senate,30,"",Write Ins,3,3,0,0
Juniata,FAYETTE,General Assembly,85,REP,David H. Rowe,1323,1219,104,0
Juniata,FAYETTE,General Assembly,85,"",Write Ins,67,54,13,0
Juniata,FERMANAGH,Registered Voters,"","","",1825,"","",""
Juniata,FERMANAGH,Ballots Cast,"","","",1267,1018,244,5
Juniata,FERMANAGH,U.S. Senate,"",DEM,John Fetterman,324,172,150,2
Juniata,FERMANAGH,U.S. Senate,"",REP,Mehmet Oz,879,796,80,3
Juniata,FERMANAGH,U.S. Senate,"",LIB,Erik Gerhardt,26,21,5,0
Juniata,FERMANAGH,U.S. Senate,"",GRN,Richard L. Weiss,5,5,0,0
Juniata,FERMANAGH,U.S. Senate,"",KEY,Daniel Wassmer,16,11,5,0
Juniata,FERMANAGH,U.S. Senate,"","",Write Ins,1,1,0,0
Juniata,FERMANAGH,Governor,"",DEM,Josh Shapiro,431,255,174,2
Juniata,FERMANAGH,Governor,"",REP,Douglas V. Mastriano,813,744,66,3
Juniata,FERMANAGH,Governor,"",LIB,Matt Hackenburg,13,9,4,0
Juniata,FERMANAGH,Governor,"",GRN,Christina DiGiulio,1,1,0,0
Juniata,FERMANAGH,Governor,"",KEY,Joe Soloski,3,3,0,0
Juniata,FERMANAGH,Governor,"","",Write Ins,2,2,0,0
Juniata,FERMANAGH,U.S. House,13,REP,John Joyce,1035,897,134,4
Juniata,FERMANAGH,U.S. House,13,"",Write Ins,55,34,21,0
Juniata,FERMANAGH,State Senate,30,DEM,Carol Taylor,297,147,148,2
Juniata,FERMANAGH,State Senate,30,REP,Judy Ward,942,850,89,3
Juniata,FERMANAGH,State Senate,30,"",Write Ins,0,0,0,0
Juniata,FERMANAGH,General Assembly,86,REP,Perry Stambaugh,906,775,128,3
Juniata,FERMANAGH,General Assembly,86,"",Write Ins,180,150,29,1
Juniata,GREENWOOD,Registered Voters,"","","",367,"","",""
Juniata,GREENWOOD,Ballots Cast,"","","",264,240,24,0
Juniata,GREENWOOD,U.S. Senate,"",DEM,John Fetterman,37,25,12,0
Juniata,GREENWOOD,U.S. Senate,"",REP,Mehmet Oz,213,207,6,0
Juniata,GREENWOOD,U.S. Senate,"",LIB,Erik Gerhardt,3,2,1,0
Juniata,GREENWOOD,U.S. Senate,"",GRN,Richard L. Weiss,0,0,0,0
Juniata,GREENWOOD,U.S. Senate,"",KEY,Daniel Wassmer,2,2,0,0
Juniata,GREENWOOD,U.S. Senate,"","",Write Ins,2,0,2,0
Juniata,GREENWOOD,Governor,"",DEM,Josh Shapiro,62,45,17,0
Juniata,GREENWOOD,Governor,"",REP,Douglas V. Mastriano,199,192,7,0
Juniata,GREENWOOD,Governor,"",LIB,Matt Hackenburg,1,1,0,0
Juniata,GREENWOOD,Governor,"",GRN,Christina DiGiulio,0,0,0,0
Juniata,GREENWOOD,Governor,"",KEY,Joe Soloski,0,0,0,0
Juniata,GREENWOOD,Governor,"","",Write Ins,0,0,0,0
Juniata,GREENWOOD,U.S. House,13,REP,John Joyce,222,208,14,0
Juniata,GREENWOOD,U.S. House,13,"",Write Ins,7,4,3,0
Juniata,GREENWOOD,State Senate,30,DEM,Carol Taylor,36,26,10,0
Juniata,GREENWOOD,State Senate,30,REP,Judy Ward,217,206,11,0
Juniata,GREENWOOD,State Senate,30,"",Write Ins,0,0,0,0
Juniata,GREENWOOD,General Assembly,86,REP,Perry Stambaugh,218,204,14,0
Juniata,GREENWOOD,General Assembly,86,"",Write Ins,13,10,3,0
Juniata,LACK,Registered Voters,"","","",369,"","",""
Juniata,LACK,Ballots Cast,"","","",246,212,34,0
Juniata,LACK,U.S. Senate,"",DEM,John Fetterman,37,23,14,0
Juniata,LACK,U.S. Senate,"",REP,Mehmet Oz,197,181,16,0
Juniata,LACK,U.S. Senate,"",LIB,Erik Gerhardt,3,2,1,0
