county,precinct,office,district,party,candidate,votes,election_day,early_voting,provisional
Lackawanna,Waverly Township W-00 P-00,Registered Voters,,,,1541,,,
Lackawanna,Waverly Township W-00 P-00,Ballots Cast,,,,1146,866,275,5
Lackawanna,Waverly Township W-00 P-00,Ballots - blank,,,,0,0,0,0
Lackawanna,Waverly Township W-00 P-00,U.S. Senate,,DEM,John Fetterman,646,438,204,4
Lackawanna,Waverly Township W-00 P-00,U.S. Senate,,REP,Mehmet Oz,480,410,69,1
Lackawanna,Waverly Township W-00 P-00,U.S. Senate,,LIB,Erik Gerhardt,6,5,1,0
Lackawanna,Waverly Township W-00 P-00,U.S. Senate,,GRN,Richard L. Weiss,2,2,0,0
Lackawanna,Waverly Township W-00 P-00,U.S. Senate,,KEY,Daniel Wassmer,2,2,0,0
Lackawanna,Waverly Township W-00 P-00,U.S. Senate,,,Write-ins,2,2,0,0
Lackawanna,Waverly Township W-00 P-00,Governor,,DEM,Josh Shapiro,706,521,181,4
Lackawanna,Waverly Township W-00 P-00,Governor,,REP,Douglas V. Mastriano,382,326,55,1
Lackawanna,Waverly Township W-00 P-00,Governor,,LIB,Matt Hackenburg,6,6,0,0
Lackawanna,Waverly Township W-00 P-00,Governor,,GRN,Christina DiGiulio,3,3,0,0
Lackawanna,Waverly Township W-00 P-00,Governor,,KEY,Joe Soloski,0,0,0,0
Lackawanna,Waverly Township W-00 P-00,Governor,,,Write-ins,1,1,0,0
Lackawanna,Waverly Township W-00 P-00,U.S. House,8,DEM,Matt Cartwright,692,481,207,4
Lackawanna,Waverly Township W-00 P-00,U.S. House,8,REP,Jim Bognet,448,380,67,1
Lackawanna,Waverly Township W-00 P-00,U.S. House,8,,Write-ins,1,1,0,0
Lackawanna,Waverly Township W-00 P-00,State Senate,22,DEM,Marty Flynn,646,476,166,4
Lackawanna,Waverly Township W-00 P-00,State Senate,22,REP,Tom Bassett,443,379,63,1
Lackawanna,Waverly Township W-00 P-00,State Senate,22,,Write-ins,4,2,2,0
Lackawanna,Waverly Township W-00 P-00,State Assembly,114,DEM,Bridget Malloy Kosierowski,741,557,180,4
Lackawanna,Waverly Township W-00 P-00,State Assembly,114,REP,David Burgerhoff,356,300,56,0
Lackawanna,Waverly Township W-00 P-00,State Assembly,114,,Write-ins,1,0,1,0
Lackawanna,Archbald W-01 P-01,Registered Voters,,,,1372,,,
Lackawanna,Archbald W-01 P-01,Ballots Cast,,,,954,721,227,6
Lackawanna,Archbald W-01 P-01,Ballots - blank,,,,0,0,0,0
Lackawanna,Archbald W-01 P-01,U.S. Senate,,DEM,John Fetterman,537,363,170,4
Lackawanna,Archbald W-01 P-01,U.S. Senate,,REP,Mehmet Oz,393,345,46,2
Lackawanna,Archbald W-01 P-01,U.S. Senate,,LIB,Erik Gerhardt,11,7,4,0
Lackawanna,Archbald W-01 P-01,U.S. Senate,,GRN,Richard L. Weiss,2,0,2,0
Lackawanna,Archbald W-01 P-01,U.S. Senate,,KEY,Daniel Wassmer,2,0,2,0
Lackawanna,Archbald W-01 P-01,U.S. Senate,,,Write-ins,2,2,0,0
Lackawanna,Archbald W-01 P-01,Governor,,DEM,Josh Shapiro,595,410,181,4
Lackawanna,Archbald W-01 P-01,Governor,,REP,Douglas V. Mastriano,335,293,40,2
Lackawanna,Archbald W-01 P-01,Governor,,LIB,Matt Hackenburg,8,6,2,0
Lackawanna,Archbald W-01 P-01,Governor,,GRN,Christina DiGiulio,5,4,1,0
Lackawanna,Archbald W-01 P-01,Governor,,KEY,Joe Soloski,2,1,1,0
Lackawanna,Archbald W-01 P-01,Governor,,,Write-ins,2,2,0,0
Lackawanna,Archbald W-01 P-01,U.S. House,8,DEM,Matt Cartwright,566,383,179,4
Lackawanna,Archbald W-01 P-01,U.S. House,8,REP,Jim Bognet,378,332,44,2
Lackawanna,Archbald W-01 P-01,U.S. House,8,,Write-ins,2,1,1,0
Lackawanna,Archbald W-01 P-01,State Senate,40,DEM,Jennifer Shukaitis,514,344,165,5
Lackawanna,Archbald W-01 P-01,State Senate,40,REP,Rosemary Brown,411,361,49,1
Lackawanna,Archbald W-01 P-01,State Senate,40,,Write-ins,3,1,2,0
Lackawanna,Archbald W-01 P-01,State Assembly,112,DEM,Kyle J. Mullins,658,471,184,3
Lackawanna,Archbald W-01 P-01,State Assembly,112,REP,William Torbeck,280,238,39,3
Lackawanna,Archbald W-01 P-01,State Assembly,112,,Write-ins,2,1,1,0
Lackawanna,Archbald W-01 P-02,Registered Voters,,,,1379,,,
Lackawanna,Archbald W-01 P-02,Ballots Cast,,,,917,669,246,2
Lackawanna,Archbald W-01 P-02,Ballots - blank,,,,0,0,0,0
Lackawanna,Archbald W-01 P-02,U.S. Senate,,DEM,John Fetterman,518,319,197,2
Lackawanna,Archbald W-01 P-02,U.S. Senate,,REP,Mehmet Oz,359,321,38,0
Lackawanna,Archbald W-01 P-02,U.S. Senate,,LIB,Erik Gerhardt,11,7,4,0
Lackawanna,Archbald W-01 P-02,U.S. Senate,,GRN,Richard L. Weiss,8,6,2,0
Lackawanna,Archbald W-01 P-02,U.S. Senate,,KEY,Daniel Wassmer,9,7,2,0
Lackawanna,Archbald W-01 P-02,U.S. Senate,,,Write-ins,1,0,1,0
Lackawanna,Archbald W-01 P-02,Governor,,DEM,Josh Shapiro,585,369,214,2
Lackawanna,Archbald W-01 P-02,Governor,,REP,Douglas V. Mastriano,308,281,27,0
Lackawanna,Archbald W-01 P-02,Governor,,LIB,Matt Hackenburg,5,5,0,0
Lackawanna,Archbald W-01 P-02,Governor,,GRN,Christina DiGiulio,1,0,1,0
Lackawanna,Archbald W-01 P-02,Governor,,KEY,Joe Soloski,4,3,1,0
Lackawanna,Archbald W-01 P-02,Governor,,,Write-ins,1,1,0,0
Lackawanna,Archbald W-01 P-02,U.S. House,8,DEM,Matt Cartwright,557,344,211,2
Lackawanna,Archbald W-01 P-02,U.S. House,8,REP,Jim Bognet,351,318,33,0
Lackawanna,Archbald W-01 P-02,U.S. House,8,,Write-ins,0,0,0,0
Lackawanna,Archbald W-01 P-02,State Senate,40,DEM,Jennifer Shukaitis,502,301,199,2
Lackawanna,Archbald W-01 P-02,State Senate,40,REP,Rosemary Brown,391,348,43,0
Lackawanna,Archbald W-01 P-02,State Senate,40,,Write-ins,0,0,0,0
Lackawanna,Archbald W-01 P-02,State Assembly,112,DEM,Kyle J. Mullins,615,396,217,2
Lackawanna,Archbald W-01 P-02,State Assembly,112,REP,William Torbeck,285,259,26,0
Lackawanna,Archbald W-01 P-02,State Assembly,112,,Write-ins,1,1,0,0
Lackawanna,Archbald W-02 P-01,Registered Voters,,,,774,,,
Lackawanna,Archbald W-02 P-01,Ballots Cast,,,,512,377,130,5
Lackawanna,Archbald W-02 P-01,Ballots - blank,,,,1,1,0,0
Lackawanna,Archbald W-02 P-01,U.S. Senate,,DEM,John Fetterman,310,199,106,5
Lackawanna,Archbald W-02 P-01,U.S. Senate,,REP,Mehmet Oz,181,163,18,0
Lackawanna,Archbald W-02 P-01,U.S. Senate,,LIB,Erik Gerhardt,8,6,2,0
Lackawanna,Archbald W-02 P-01,U.S. Senate,,GRN,Richard L. Weiss,6,3,3,0
Lackawanna,Archbald W-02 P-01,U.S. Senate,,KEY,Daniel Wassmer,1,1,0,0
Lackawanna,Archbald W-02 P-01,U.S. Senate,,,Write-ins,0,0,0,0
Lackawanna,Archbald W-02 P-01,Governor,,DEM,Josh Shapiro,321,207,110,4
Lackawanna,Archbald W-02 P-01,Governor,,REP,Douglas V. Mastriano,167,155,12,0
Lackawanna,Archbald W-02 P-01,Governor,,LIB,Matt Hackenburg,5,4,1,0
Lackawanna,Archbald W-02 P-01,Governor,,GRN,Christina DiGiulio,9,4,5,0
Lackawanna,Archbald W-02 P-01,Governor,,KEY,Joe Soloski,0,0,0,0
Lackawanna,Archbald W-02 P-01,Governor,,,Write-ins,1,1,0,0
Lackawanna,Archbald W-02 P-01,U.S. House,8,DEM,Matt Cartwright,335,216,114,5
Lackawanna,Archbald W-02 P-01,U.S. House,8,REP,Jim Bognet,169,156,13,0
Lackawanna,Archbald W-02 P-01,U.S. House,8,,Write-ins,1,0,1,0
Lackawanna,Archbald W-02 P-01,State Senate,40,DEM,Jennifer Shukaitis,295,186,104,5
Lackawanna,Archbald W-02 P-01,State Senate,40,REP,Rosemary Brown,198,179,19,0
Lackawanna,Archbald W-02 P-01,State Senate,40,,Write-ins,1,0,1,0
Lackawanna,Archbald W-02 P-01,State Assembly,112,DEM,Kyle J. Mullins,358,235,118,5
Lackawanna,Archbald W-02 P-01,State Assembly,112,REP,William Torbeck,148,138,10,0
Lackawanna,Archbald W-02 P-01,State Assembly,112,,Write-ins,1,0,1,0
Lackawanna,Archbald W-03 P-00,Registered Voters,,,,465,,,
Lackawanna,Archbald W-03 P-00,Ballots Cast,,,,300,237,62,1
Lackawanna,Archbald W-03 P-00,Ballots - blank,,,,0,0,0,0
Lackawanna,Archbald W-03 P-00,U.S. Senate,,DEM,John Fetterman,165,119,45,1
Lackawanna,Archbald W-03 P-00,U.S. Senate,,REP,Mehmet Oz,122,108,14,0
Lackawanna,Archbald W-03 P-00,U.S. Senate,,LIB,Erik Gerhardt,7,6,1,0
Lackawanna,Archbald W-03 P-00,U.S. Senate,,GRN,Richard L. Weiss,2,2,0,0
Lackawanna,Archbald W-03 P-00,U.S. Senate,,KEY,Daniel Wassmer,3,1,2,0
Lackawanna,Archbald W-03 P-00,U.S. Senate,,,Write-ins,0,0,0,0
Lackawanna,Archbald W-03 P-00,Governor,,DEM,Josh Shapiro,174,126,47,1
Lackawanna,Archbald W-03 P-00,Governor,,REP,Douglas V. Mastriano,114,101,13,0
Lackawanna,Archbald W-03 P-00,Governor,,LIB,Matt Hackenburg,4,4,0,0
Lackawanna,Archbald W-03 P-00,Governor,,GRN,Christina DiGiulio,1,1,0,0
Lackawanna,Archbald W-03 P-00,Governor,,KEY,Joe Soloski,4,2,2,0
Lackawanna,Archbald W-03 P-00,Governor,,,Write-ins,0,0,0,0
Lackawanna,Archbald W-03 P-00,U.S. House,8,DEM,Matt Cartwright,176,125,50,1
Lackawanna,Archbald W-03 P-00,U.S. House,8,REP,Jim Bognet,122,110,12,0
Lackawanna,Archbald W-03 P-00,U.S. House,8,,Write-ins,0,0,0,0
Lackawanna,Archbald W-03 P-00,State Senate,40,DEM,Jennifer Shukaitis,159,112,46,1
Lackawanna,Archbald W-03 P-00,State Senate,40,REP,Rosemary Brown,131,115,16,0
Lackawanna,Archbald W-03 P-00,State Senate,40,,Write-ins,0,0,0,0
Lackawanna,Archbald W-03 P-00,State Assembly,112,DEM,Kyle J. Mullins,201,146,54,1
Lackawanna,Archbald W-03 P-00,State Assembly,112,REP,William Torbeck,93,85,8,0
Lackawanna,Archbald W-03 P-00,State Assembly,112,,Write-ins,2,2,0,0
Lackawanna,Archbald W-04 P-01,Registered Voters,,,,1445,,,
Lackawanna,Archbald W-04 P-01,Ballots Cast,,,,1000,742,250,8
Lackawanna,Archbald W-04 P-01,Ballots - blank,,,,0,0,0,0
Lackawanna,Archbald W-04 P-01,U.S. Senate,,DEM,John Fetterman,580,377,199,4
Lackawanna,Archbald W-04 P-01,U.S. Senate,,REP,Mehmet Oz,391,339,48,4
Lackawanna,Archbald W-04 P-01,U.S. Senate,,LIB,Erik Gerhardt,8,8,0,0
Lackawanna,Archbald W-04 P-01,U.S. Senate,,GRN,Richard L. Weiss,2,1,1,0
Lackawanna,Archbald W-04 P-01,U.S. Senate,,KEY,Daniel Wassmer,2,1,1,0
Lackawanna,Archbald W-04 P-01,U.S. Senate,,,Write-ins,1,1,0,0
