county,precinct,office,district,party,candidate,votes,election_day,early_voting,provisional
Cambria,ADAMS TOWNSHIP NO.1,Registered Voters,"","","",1115,"","",""
Cambria,ADAMS TOWNSHIP NO.1,Ballots Cast,"","","",768,682,85,1
Cambria,ADAMS TOWNSHIP NO.1,U.S. Senate,"",DEM,John Fetterman,226,170,55,1
Cambria,ADAMS TOWNSHIP NO.1,U.S. Senate,"",REP,Mehmet Oz,513,489,24,0
Cambria,ADAMS TOWNSHIP NO.1,U.S. Senate,"",LIB,Erik Gerhardt,14,12,2,0
Cambria,ADAMS TOWNSHIP NO.1,U.S. Senate,"",GRN,Richard L. Weiss,6,5,1,0
Cambria,ADAMS TOWNSHIP NO.1,U.S. Senate,"",KEY,Daniel Wassmer,4,2,2,0
Cambria,ADAMS TOWNSHIP NO.1,U.S. Senate,"","",Write Ins,1,1,0,0
Cambria,ADAMS TOWNSHIP NO.1,Governor,"",DEM,Josh Shapiro,279,219,59,1
Cambria,ADAMS TOWNSHIP NO.1,Governor,"",REP,Douglas V. Mastriano,474,451,23,0
Cambria,ADAMS TOWNSHIP NO.1,Governor,"",LIB,Matt Hackenburg,6,5,1,0
Cambria,ADAMS TOWNSHIP NO.1,Governor,"",GRN,Christina DiGiulio,5,4,1,0
Cambria,ADAMS TOWNSHIP NO.1,Governor,"",KEY,Joe Soloski,3,2,1,0
Cambria,ADAMS TOWNSHIP NO.1,Governor,"","",Write Ins,0,0,0,0
Cambria,ADAMS TOWNSHIP NO.1,U.S. House,13,REP,John Joyce,657,597,60,0
Cambria,ADAMS TOWNSHIP NO.1,U.S. House,13,"",Write Ins,23,15,8,0
Cambria,ADAMS TOWNSHIP NO.1,General Assembly,71,REP,Jim Rigby,684,616,67,1
Cambria,ADAMS TOWNSHIP NO.1,General Assembly,71,"",Write Ins,21,16,5,0
Cambria,ADAMS TOWNSHIP - DUNLO,Registered Voters,"","","",518,"","",""
Cambria,ADAMS TOWNSHIP - DUNLO,Ballots Cast,"","","",352,316,36,0
Cambria,ADAMS TOWNSHIP - DUNLO,U.S. Senate,"",DEM,John Fetterman,113,90,23,0
Cambria,ADAMS TOWNSHIP - DUNLO,U.S. Senate,"",REP,Mehmet Oz,229,218,11,0
Cambria,ADAMS TOWNSHIP - DUNLO,U.S. Senate,"",LIB,Erik Gerhardt,5,5,0,0
Cambria,ADAMS TOWNSHIP - DUNLO,U.S. Senate,"",GRN,Richard L. Weiss,0,0,0,0
Cambria,ADAMS TOWNSHIP - DUNLO,U.S. Senate,"",KEY,Daniel Wassmer,3,1,2,0
Cambria,ADAMS TOWNSHIP - DUNLO,U.S. Senate,"","",Write Ins,0,0,0,0
Cambria,ADAMS TOWNSHIP - DUNLO,Governor,"",DEM,Josh Shapiro,132,107,25,0
Cambria,ADAMS TOWNSHIP - DUNLO,Governor,"",REP,Douglas V. Mastriano,207,196,11,0
Cambria,ADAMS TOWNSHIP - DUNLO,Governor,"",LIB,Matt Hackenburg,3,3,0,0
Cambria,ADAMS TOWNSHIP - DUNLO,Governor,"",GRN,Christina DiGiulio,4,4,0,0
Cambria,ADAMS TOWNSHIP - DUNLO,Governor,"",KEY,Joe Soloski,1,1,0,0
Cambria,ADAMS TOWNSHIP - DUNLO,Governor,"","",Write Ins,0,0,0,0
Cambria,ADAMS TOWNSHIP - DUNLO,U.S. House,13,REP,John Joyce,298,274,24,0
Cambria,ADAMS TOWNSHIP - DUNLO,U.S. House,13,"",Write Ins,10,6,4,0
Cambria,ADAMS TOWNSHIP - DUNLO,General Assembly,71,REP,Jim Rigby,311,283,28,0
Cambria,ADAMS TOWNSHIP - DUNLO,General Assembly,71,"",Write Ins,5,3,2,0
Cambria,ADAMS TOWNSHIP - ELTON,Registered Voters,"","","",1120,"","",""
Cambria,ADAMS TOWNSHIP - ELTON,Ballots Cast,"","","",829,711,117,1
Cambria,ADAMS TOWNSHIP - ELTON,U.S. Senate,"",DEM,John Fetterman,212,157,54,1
