candidate,office,district,party,county,votes,winner
"SIPTROTH, JOHN J.",State House,189,DEM,Monroe,2932,
"HANNAN, DIANE l.",State House,189,REP,Monroe,2255,
"SIPTROTH, JOHN J.",State House,189,DEM,Pike,989,
"HANNAN, DIANE l.",State House,189,REP,Pike,523,
"SIPTROTH, JOHN J.",State House,189,DEM,,3455,TRUE
"HANNAN, DIANE l.",State House,189,REP,,3244,
