county,precinct,office,district,party,candidate,votes,election_day,mail,provisional
Adams,Abbottstown,Registered Voters,,,,507,,,
Adams,Abbottstown,Ballots Cast,,,,72,59,13,0
Adams,Abbottstown,Ballots Cast - Blank,,,,0,0,0,0
Adams,Abbottstown,Justice of the Supreme Court,,DEM,DANIEL MCCAFFERY,7,3,4,0
Adams,Abbottstown,Justice of the Supreme Court,,DEM,DEBBIE KUNSELMAN,9,4,5,0
Adams,Abbottstown,Justice of the Supreme Court,,DEM,Write-ins,0,0,0,0
Adams,Abbottstown,Judge of the Superior Court,,DEM,PAT DUGAN,10,5,5,0
Adams,Abbottstown,Judge of the Superior Court,,DEM,TIMIKA LANE,10,3,7,0
Adams,Abbottstown,Judge of the Superior Court,,DEM,JILL BECK,10,5,5,0
Adams,Abbottstown,Judge of the Superior Court,,DEM,Write-ins,0,0,0,0
Adams,Abbottstown,Judge of the Commonwealth Court,,DEM,MATT WOLF,8,4,4,0
Adams,Abbottstown,Judge of the Commonwealth Court,,DEM,BRYAN NEFT,8,3,5,0
Adams,Abbottstown,Judge of the Commonwealth Court,,DEM,Write-ins,0,0,0,0
Adams,Abbottstown,County Commissioner,,DEM,MARTY QUALLY,15,8,7,0
Adams,Abbottstown,County Commissioner,,DEM,ROBERT ALBERT SMITH,11,6,5,0
Adams,Abbottstown,County Commissioner,,DEM,Write-ins,0,0,0,0
Adams,Abbottstown,Prothonotary,,DEM,Write-ins,2,2,0,0
Adams,Abbottstown,Register and Recorder,,DEM,Write-ins,2,2,0,0
Adams,Abbottstown,District Attorney,,DEM,Write-ins,2,2,0,0
Adams,Abbottstown,Coroner,,DEM,Write-ins,2,2,0,0
Adams,Abbottstown,Controller,,DEM,Write-ins,2,2,0,0
Adams,Abbottstown,Magisterial District Judge,District 51-3-03,DEM,TONY J LITTLE,15,6,9,0
Adams,Abbottstown,Magisterial District Judge,District 51-3-03,DEM,Write-ins,0,0,0,0
Adams,Abbottstown,Council Member,Abbottstown,DEM,Write-ins,5,4,1,0
