county,precinct,office,district,party,candidate,votes,election_day,mail,provisional
Lycoming,Anthony Township,Justice of the Supreme Court,,,Daniel McCaffery,46,29,17,0
Lycoming,Anthony Township,Justice of the Supreme Court,,,Carolyn Carluccio,223,210,13,0
Lycoming,Anthony Township,Justice of the Supreme Court,,,Write-ins,0,0,0,0
Lycoming,Anthony Township,Judge of the Superior Court,,,Jill Beck,49,33,16,0
Lycoming,Anthony Township,Judge of the Superior Court,,,Timika Lane,31,18,13,0
Lycoming,Anthony Township,Judge of the Superior Court,,,Maria Battista,193,183,10,0
Lycoming,Anthony Township,Judge of the Superior Court,,,"Harry F. Smail, Jr.",182,172,10,0
Lycoming,Anthony Township,Judge of the Superior Court,,,Write-ins,0,0,0,0
Lycoming,Anthony Township,Judge of the Commonwealth Court,,,Matt Wolf,49,33,16,0
Lycoming,Anthony Township,Judge of the Commonwealth Court,,,Megan Martin,219,207,12,0
Lycoming,Anthony Township,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0
Lycoming,Anthony Township,Judge of the Court of Common Pleas,,,Andrea Pulizzi,44,31,13,0
Lycoming,Anthony Township,Judge of the Court of Common Pleas,,,William P. Carlucci,114,94,20,0
Lycoming,Anthony Township,Judge of the Court of Common Pleas,,,Ryan C. Gardner,216,201,15,0
Lycoming,Anthony Township,Judge of the Court of Common Pleas,,,Write-ins,0,0,0,0
Lycoming,Anthony Township,County Commissioner,,,Mark Mussina,47,34,13,0
Lycoming,Anthony Township,County Commissioner,,,Denitra Moffett,30,19,11,0
Lycoming,Anthony Township,County Commissioner,,,Scott L. Metzger,213,197,16,0
Lycoming,Anthony Township,County Commissioner,,,Marc Sortman,167,153,14,0
Lycoming,Anthony Township,County Commissioner,,,Write-ins,0,0,0,0
Lycoming,Anthony Township,County Controller,,,Krista B. Rogers,242,219,23,0
Lycoming,Anthony Township,County Controller,,,Write-ins,0,0,0,0
Lycoming,Anthony Township,Coroner,,,Charles Kiessling,258,229,29,0
Lycoming,Anthony Township,Coroner,,,Write-ins,2,2,0,0
Lycoming,Anthony Township,District Attorney,,,Tom Marino,236,214,22,0
Lycoming,Anthony Township,District Attorney,,,Write-ins,2,0,2,0
Lycoming,Anthony Township,Prothonotary,,,Thomas D. Heap,236,209,27,0
Lycoming,Anthony Township,Prothonotary,,,Write-ins,1,1,0,0
Lycoming,Anthony Township,Register and Recorder,,,Dave Huffman,239,213,26,0
Lycoming,Anthony Township,Register and Recorder,,,Write-ins,1,1,0,0
Lycoming,Anthony Township,County Treasurer,,,Cindy S. Newcomer,245,219,26,0
Lycoming,Anthony Township,County Treasurer,,,Write-ins,0,0,0,0
Lycoming,Anthony Township,School Director,Jersey Shore 1,,Nancy C. Petrosky,164,148,16,0
Lycoming,Anthony Township,School Director,Jersey Shore 1,,Lillie Langlois,67,53,14,0
Lycoming,Anthony Township,School Director,Jersey Shore 1,,Cheri Peters,130,120,10,0
Lycoming,Anthony Township,School Director,Jersey Shore 1,,Bill Pfirman,97,85,12,0
Lycoming,Anthony Township,School Director,Jersey Shore 1,,Write-ins,4,4,0,0
Lycoming,Anthony Township,Supervisor,Anthony,,Jonathan Mark Ertel,245,221,24,0
Lycoming,Anthony Township,Supervisor,Anthony,,Write-ins,1,0,1,0
Lycoming,Anthony Township,Auditor,Anthony,,Write-ins,9,9,0,0
Lycoming,Anthony Township,Auditor 4 Year Term,Anthony,,Write-ins,8,8,0,0
Lycoming,Anthony Township,Auditor 2 Year Term,Anthony,,Write-ins,6,6,0,0
Lycoming,Anthony Township,Superior Court Retention 1,,,Yes,110,92,18,0
Lycoming,Anthony Township,Superior Court Retention 1,,,No,97,88,9,0
Lycoming,Anthony Township,Superior Court Retention 2,,,Yes,134,121,13,0
Lycoming,Anthony Township,Superior Court Retention 2,,,No,70,58,12,0
Lycoming,Armstrong Township,Justice of the Supreme Court,,,Daniel McCaffery,33,21,12,0
Lycoming,Armstrong Township,Justice of the Supreme Court,,,Carolyn Carluccio,107,98,9,0
Lycoming,Armstrong Township,Justice of the Supreme Court,,,Write-ins,1,1,0,0
Lycoming,Armstrong Township,Judge of the Superior Court,,,Jill Beck,32,21,11,0
Lycoming,Armstrong Township,Judge of the Superior Court,,,Timika Lane,28,16,12,0
Lycoming,Armstrong Township,Judge of the Superior Court,,,Maria Battista,92,84,8,0
Lycoming,Armstrong Township,Judge of the Superior Court,,,"Harry F. Smail, Jr.",85,78,7,0
Lycoming,Armstrong Township,Judge of the Superior Court,,,Write-ins,0,0,0,0
Lycoming,Armstrong Township,Judge of the Commonwealth Court,,,Matt Wolf,32,20,12,0
Lycoming,Armstrong Township,Judge of the Commonwealth Court,,,Megan Martin,104,95,9,0
Lycoming,Armstrong Township,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0
Lycoming,Armstrong Township,Judge of the Court of Common Pleas,,,Andrea Pulizzi,32,23,9,0
Lycoming,Armstrong Township,Judge of the Court of Common Pleas,,,William P. Carlucci,56,41,15,0
Lycoming,Armstrong Township,Judge of the Court of Common Pleas,,,Ryan C. Gardner,103,93,10,0
Lycoming,Armstrong Township,Judge of the Court of Common Pleas,,,Write-ins,1,0,1,0
Lycoming,Armstrong Township,County Commissioner,,,Mark Mussina,34,24,10,0
Lycoming,Armstrong Township,County Commissioner,,,Denitra Moffett,22,13,9,0
Lycoming,Armstrong Township,County Commissioner,,,Scott L. Metzger,92,84,8,0
Lycoming,Armstrong Township,County Commissioner,,,Marc Sortman,100,90,10,0
