county,precinct,office,district,party,candidate,votes,election_day,mail,provisional
Washington,Allenport,Registered Voters,,,,293,,,
Washington,Allenport,Ballots Cast,,,,96,85,11,0
Washington,Allenport,Ballots Cast - Blank,,,,0,0,0,0
Washington,Allenport,Justice of the Supreme Court,,DEM,DANIEL MCCAFFERY,47,37,10,0
Washington,Allenport,Justice of the Supreme Court,,REP,CAROLYN CARLUCCIO,43,42,1,0
Washington,Allenport,Justice of the Supreme Court,,,Write-ins,0,0,0,0
Washington,Allenport,Justice of the Supreme Court,,,Overvotes,0,0,0,0
Washington,Allenport,Justice of the Supreme Court,,,Undervotes,6,6,0,0
Washington,Allenport,Judge of the Superior Court,,DEM,JILL BECK,44,34,10,0
Washington,Allenport,Judge of the Superior Court,,DEM,TIMIKA LANE,43,33,10,0
Washington,Allenport,Judge of the Superior Court,,REP,MARIA BATTISTA,36,35,1,0
Washington,Allenport,Judge of the Superior Court,,REP,"HARRY F SMAIL, JR.",42,41,1,0
Washington,Allenport,Judge of the Superior Court,,,Write-ins,0,0,0,0
Washington,Allenport,Judge of the Superior Court,,,Overvotes,0,0,0,0
Washington,Allenport,Judge of the Superior Court,,,Undervotes,27,27,0,0
Washington,Allenport,Judge of the Commonwealth Court,,DEM,MATT WOLF,48,38,10,0
Washington,Allenport,Judge of the Commonwealth Court,,REP,MEGAN MARTIN,43,42,1,0
Washington,Allenport,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0
Washington,Allenport,Judge of the Commonwealth Court,,,Overvotes,0,0,0,0
Washington,Allenport,Judge of the Commonwealth Court,,,Undervotes,5,5,0,0
Washington,Allenport,County Commissioner,,DEM,LARRY MAGGI,55,45,10,0
Washington,Allenport,County Commissioner,,DEM,CINDY FISHER,44,35,9,0
Washington,Allenport,County Commissioner,,REP,NICK SHERMAN,38,37,1,0
Washington,Allenport,County Commissioner,,REP,ELECTRA JANIS,37,35,2,0
Washington,Allenport,County Commissioner,,,Write-ins,0,0,0,0
Washington,Allenport,County Commissioner,,,Overvotes,0,0,0,0
Washington,Allenport,County Commissioner,,,Undervotes,18,18,0,0
Washington,Allenport,District Attorney,,DEM,CHRISTINA DEMARCO-BREEDEN,39,32,7,0
Washington,Allenport,District Attorney,,REP,JASON WALSH,55,51,4,0
Washington,Allenport,District Attorney,,,Write-ins,0,0,0,0
Washington,Allenport,District Attorney,,,Overvotes,0,0,0,0
Washington,Allenport,District Attorney,,,Undervotes,2,2,0,0
Washington,Allenport,County Treasurer,,DEM,JOE MANNING,47,40,7,0
Washington,Allenport,County Treasurer,,REP,TOM FLICKINGER,41,37,4,0
Washington,Allenport,County Treasurer,,,Write-ins,0,0,0,0
Washington,Allenport,County Treasurer,,,Overvotes,0,0,0,0
Washington,Allenport,County Treasurer,,,Undervotes,8,8,0,0
Washington,Allenport,Coroner,,D/R,S TIMOTHY WARCO,84,74,10,0
Washington,Allenport,Coroner,,,Write-ins,2,2,0,0
Washington,Allenport,Coroner,,,Overvotes,0,0,0,0
Washington,Allenport,Coroner,,,Undervotes,10,9,1,0
Washington,Allenport,Clerk of Courts,,DEM,BOBBY DELLORSO,46,36,10,0
Washington,Allenport,Clerk of Courts,,REP,RAY PHILLIPS,44,43,1,0
Washington,Allenport,Clerk of Courts,,,Write-ins,0,0,0,0
Washington,Allenport,Clerk of Courts,,,Overvotes,0,0,0,0
Washington,Allenport,Clerk of Courts,,,Undervotes,6,6,0,0
Washington,Allenport,Prothonotary,,DEM,SANDY SABOT,50,40,10,0
Washington,Allenport,Prothonotary,,REP,LAURA HOUGH,41,40,1,0
Washington,Allenport,Prothonotary,,,Write-ins,0,0,0,0
Washington,Allenport,Prothonotary,,,Overvotes,0,0,0,0
Washington,Allenport,Prothonotary,,,Undervotes,5,5,0,0
Washington,Allenport,Register of Wills & Clerk of Orphans' Court,,DEM,ALEX TAYLOR,45,35,10,0
Washington,Allenport,Register of Wills & Clerk of Orphans' Court,,REP,JAMES ROMAN,44,43,1,0
Washington,Allenport,Register of Wills & Clerk of Orphans' Court,,,Write-ins,0,0,0,0
Washington,Allenport,Register of Wills & Clerk of Orphans' Court,,,Overvotes,0,0,0,0
Washington,Allenport,Register of Wills & Clerk of Orphans' Court,,,Undervotes,7,7,0,0
Washington,Allenport,Borough Council,Allenport,DEM,KRISTIE ABERCROMBIE,58,48,10,0
Washington,Allenport,Borough Council,Allenport,,Write-ins,57,54,3,0
Washington,Allenport,Borough Council,Allenport,,Overvotes,0,0,0,0
Washington,Allenport,Borough Council,Allenport,,Undervotes,173,153,20,0
Washington,Allenport,School Director Region III,California Area,D/R,DIANE ZIELENSKY,69,58,11,0
Washington,Allenport,School Director Region III,California Area,D/R,JOHN BITONTI,76,65,11,0
Washington,Allenport,School Director Region III,California Area,,Write-ins,2,2,0,0
Washington,Allenport,School Director Region III,California Area,,Overvotes,0,0,0,0
Washington,Allenport,School Director Region III,California Area,,Undervotes,45,45,0,0
