county,precinct,office,district,party,candidate,votes,election_day,mail,provisional
Lycoming,Anthony,Justice of the Supreme Court,,DEM,Daniel McCaffery,8,5,3,0
Lycoming,Anthony,Justice of the Supreme Court,,DEM,Debbie Kunselman,13,6,7,0
Lycoming,Anthony,Justice of the Supreme Court,,DEM,Write-ins,2,2,0,0
Lycoming,Anthony,Judge of the Superior Court,,DEM,Pat Dugan,9,5,4,0
Lycoming,Anthony,Judge of the Superior Court,,DEM,Timika Lane,11,7,4,0
Lycoming,Anthony,Judge of the Superior Court,,DEM,Jill Beck,16,9,7,0
Lycoming,Anthony,Judge of the Superior Court,,DEM,Write-ins,1,1,0,0
Lycoming,Anthony,Judge of the Commonwealth Court,,DEM,Matt Wolf,11,6,5,0
Lycoming,Anthony,Judge of the Commonwealth Court,,DEM,Bryan Neft,10,5,5,0
Lycoming,Anthony,Judge of the Commonwealth Court,,DEM,Write-ins,2,2,0,0
Lycoming,Anthony,Judge of the Court of Common Pleas,,DEM,Andrea Pulizzi,17,11,6,0
Lycoming,Anthony,Judge of the Court of Common Pleas,,DEM,William P. Carlucci,9,7,2,0
Lycoming,Anthony,Judge of the Court of Common Pleas,,DEM,Ryan C. Gardner,9,3,6,0
Lycoming,Anthony,Judge of the Court of Common Pleas,,DEM,Write-ins,0,0,0,0
Lycoming,Anthony,County Commissioner,,DEM,Denitra Moffett,7,4,3,0
Lycoming,Anthony,County Commissioner,,DEM,Victoria Marks,7,3,4,0
Lycoming,Anthony,County Commissioner,,DEM,Sean M. Simcox,14,9,5,0
Lycoming,Anthony,County Commissioner,,DEM,Mark Mussina,9,6,3,0
Lycoming,Anthony,County Commissioner,,DEM,Write-ins,2,2,0,0
Lycoming,Anthony,County Controller,,DEM,Write-ins,2,2,0,0
Lycoming,Anthony,Coroner,,DEM,Write-ins,4,2,2,0
Lycoming,Anthony,District Attorney,,DEM,Write-ins,2,0,2,0
Lycoming,Anthony,Prothonotary,,DEM,Write-ins,1,1,0,0
Lycoming,Anthony,Register and Recorder,,DEM,Write-ins,5,4,1,0
Lycoming,Anthony,County Treasurer,,DEM,Write-ins,2,2,0,0
Lycoming,Anthony,School Director,Jersey Shore 1,DEM,Bill Pfirman,5,3,2,0
Lycoming,Anthony,School Director,Jersey Shore 1,DEM,Nancy C. Petrosky,22,13,9,0
Lycoming,Anthony,School Director,Jersey Shore 1,DEM,Lillie Langlois,15,11,4,0
Lycoming,Anthony,School Director,Jersey Shore 1,DEM,Cheri Peters,1,1,0,0
Lycoming,Anthony,School Director,Jersey Shore 1,DEM,Write-ins,0,0,0,0
Lycoming,Anthony,Supervisor,Anthony,DEM,Write-ins,1,1,0,0
Lycoming,Anthony,Auditor,Anthony,DEM,Write-ins,0,0,0,0
Lycoming,Anthony,Auditor 4 Year Term,Anthony,DEM,Write-ins,0,0,0,0
Lycoming,Anthony,Auditor 2 Year Term,Anthony,DEM,Write-ins,0,0,0,0
Lycoming,Anthony,Justice of the Supreme Court,,REP,Patricia A. McCullough,93,88,5,0
Lycoming,Anthony,Justice of the Supreme Court,,REP,Carolyn Carluccio,72,66,6,0
Lycoming,Anthony,Justice of the Supreme Court,,REP,Write-ins,1,0,1,0
Lycoming,Anthony,Judge of the Superior Court,,REP,Maria Battista,114,109,5,0
Lycoming,Anthony,Judge of the Superior Court,,REP,"Harry F. Smail, Jr.",71,63,8,0
Lycoming,Anthony,Judge of the Superior Court,,REP,Write-ins,2,1,1,0
Lycoming,Anthony,Judge of the Commonwealth Court,,REP,Josh Prince,78,73,5,0
Lycoming,Anthony,Judge of the Commonwealth Court,,REP,Megan Martin,78,72,6,0
Lycoming,Anthony,Judge of the Commonwealth Court,,REP,Write-ins,1,0,1,0
Lycoming,Anthony,Judge of the Court of Common Pleas,,REP,Andrea Pulizzi,42,38,4,0
Lycoming,Anthony,Judge of the Court of Common Pleas,,REP,William P. Carlucci,102,93,9,0
Lycoming,Anthony,Judge of the Court of Common Pleas,,REP,Ryan C. Gardner,130,120,10,0
Lycoming,Anthony,Judge of the Court of Common Pleas,,REP,Write-ins,1,0,1,0
Lycoming,Anthony,County Commissioner,,REP,Adam C. Welteroth,42,42,0,0
Lycoming,Anthony,County Commissioner,,REP,Scott L. Metzger,153,140,13,0
Lycoming,Anthony,County Commissioner,,REP,Evan R. Painton,4,4,0,0
Lycoming,Anthony,County Commissioner,,REP,Marc Sortman,100,91,9,0
Lycoming,Anthony,County Commissioner,,REP,Write-ins,3,1,2,0
Lycoming,Anthony,County Controller,,REP,Krista B. Rogers,162,148,14,0
Lycoming,Anthony,County Controller,,REP,Write-ins,0,0,0,0
Lycoming,Anthony,Coroner,,REP,Charles Kiessling,180,166,14,0
Lycoming,Anthony,Coroner,,REP,Write-ins,1,1,0,0
Lycoming,Anthony,District Attorney,,REP,Tom Marino,165,151,14,0
Lycoming,Anthony,District Attorney,,REP,Write-ins,1,1,0,0
Lycoming,Anthony,Prothonotary,,REP,Thomas D. Heap,163,149,14,0
Lycoming,Anthony,Prothonotary,,REP,Write-ins,0,0,0,0
Lycoming,Anthony,Register and Recorder,,REP,Holly L. Thorne,45,42,3,0
Lycoming,Anthony,Register and Recorder,,REP,Dave Huffman,129,118,11,0
Lycoming,Anthony,Register and Recorder,,REP,Write-ins,0,0,0,0
Lycoming,Anthony,County Treasurer,,REP,Cindy S. Newcomer,172,158,14,0
Lycoming,Anthony,County Treasurer,,REP,Write-ins,0,0,0,0
Lycoming,Anthony,School Director,Jersey Shore 1,REP,Lillie Langlois,83,81,2,0
Lycoming,Anthony,School Director,Jersey Shore 1,REP,Cheri Peters,87,81,6,0
Lycoming,Anthony,School Director,Jersey Shore 1,REP,Nancy C. Petrosky,92,85,7,0
Lycoming,Anthony,School Director,Jersey Shore 1,REP,Bill Pfirman,77,71,6,0
Lycoming,Anthony,School Director,Jersey Shore 1,REP,Write-ins,2,1,1,0
Lycoming,Anthony,Supervisor,Anthony,REP,Jonathan Mark Ertel,172,159,13,0
Lycoming,Anthony,Supervisor,Anthony,REP,Write-ins,4,3,1,0
Lycoming,Anthony,Auditor,Anthony,REP,Write-ins,5,4,1,0
Lycoming,Anthony,Auditor 4 Year Term,Anthony,REP,Write-ins,5,4,1,0
Lycoming,Anthony,Auditor 2 Year Term,Anthony,REP,Write-ins,7,6,1,0
Lycoming,Armstrong,Justice of the Supreme Court,,DEM,Daniel McCaffery,10,6,4,0
Lycoming,Armstrong,Justice of the Supreme Court,,DEM,Debbie Kunselman,10,8,2,0
Lycoming,Armstrong,Justice of the Supreme Court,,DEM,Write-ins,0,0,0,0
Lycoming,Armstrong,Judge of the Superior Court,,DEM,Pat Dugan,9,6,3,0
Lycoming,Armstrong,Judge of the Superior Court,,DEM,Timika Lane,9,6,3,0
Lycoming,Armstrong,Judge of the Superior Court,,DEM,Jill Beck,15,10,5,0
Lycoming,Armstrong,Judge of the Superior Court,,DEM,Write-ins,0,0,0,0
Lycoming,Armstrong,Judge of the Commonwealth Court,,DEM,Matt Wolf,8,5,3,0
Lycoming,Armstrong,Judge of the Commonwealth Court,,DEM,Bryan Neft,10,7,3,0
Lycoming,Armstrong,Judge of the Commonwealth Court,,DEM,Write-ins,0,0,0,0
Lycoming,Armstrong,Judge of the Court of Common Pleas,,DEM,Andrea Pulizzi,12,9,3,0
Lycoming,Armstrong,Judge of the Court of Common Pleas,,DEM,William P. Carlucci,15,9,6,0
Lycoming,Armstrong,Judge of the Court of Common Pleas,,DEM,Ryan C. Gardner,7,6,1,0
Lycoming,Armstrong,Judge of the Court of Common Pleas,,DEM,Write-ins,0,0,0,0
Lycoming,Armstrong,County Commissioner,,DEM,Denitra Moffett,7,4,3,0
Lycoming,Armstrong,County Commissioner,,DEM,Victoria Marks,7,5,2,0
Lycoming,Armstrong,County Commissioner,,DEM,Sean M. Simcox,4,3,1,0
Lycoming,Armstrong,County Commissioner,,DEM,Mark Mussina,12,8,4,0
Lycoming,Armstrong,County Commissioner,,DEM,Write-ins,0,0,0,0
Lycoming,Armstrong,County Controller,,DEM,Write-ins,2,2,0,0
Lycoming,Armstrong,Coroner,,DEM,Write-ins,0,0,0,0
Lycoming,Armstrong,District Attorney,,DEM,Write-ins,1,0,1,0
Lycoming,Armstrong,Prothonotary,,DEM,Write-ins,0,0,0,0
Lycoming,Armstrong,Register and Recorder,,DEM,Write-ins,0,0,0,0
Lycoming,Armstrong,County Treasurer,,DEM,Write-ins,0,0,0,0
Lycoming,Armstrong,School Director,South Wmspt 3,DEM,Write-ins,0,0,0,0
Lycoming,Armstrong,Supervisor,Armstrong,DEM,Write-ins,4,3,1,0
Lycoming,Armstrong,Auditor,Armstrong,DEM,Write-ins,0,0,0,0
Lycoming,Armstrong,Auditor 2 Year Term,Armstrong,DEM,Write-ins,0,0,0,0
Lycoming,Armstrong,Tax Collector 2 Year Term,Armstrong,DEM,Write-ins,0,0,0,0
Lycoming,Armstrong,Justice of the Supreme Court,,REP,Patricia A. McCullough,38,33,5,0
Lycoming,Armstrong,Justice of the Supreme Court,,REP,Carolyn Carluccio,34,30,4,0
Lycoming,Armstrong,Justice of the Supreme Court,,REP,Write-ins,0,0,0,0
Lycoming,Armstrong,Judge of the Superior Court,,REP,Maria Battista,58,51,7,0
Lycoming,Armstrong,Judge of the Superior Court,,REP,"Harry F. Smail, Jr.",37,30,7,0
Lycoming,Armstrong,Judge of the Superior Court,,REP,Write-ins,0,0,0,0
Lycoming,Armstrong,Judge of the Commonwealth Court,,REP,Josh Prince,36,31,5,0
Lycoming,Armstrong,Judge of the Commonwealth Court,,REP,Megan Martin,33,30,3,0
Lycoming,Armstrong,Judge of the Commonwealth Court,,REP,Write-ins,0,0,0,0
Lycoming,Armstrong,Judge of the Court of Common Pleas,,REP,Andrea Pulizzi,28,27,1,0
Lycoming,Armstrong,Judge of the Court of Common Pleas,,REP,William P. Carlucci,42,37,5,0
Lycoming,Armstrong,Judge of the Court of Common Pleas,,REP,Ryan C. Gardner,47,41,6,0
Lycoming,Armstrong,Judge of the Court of Common Pleas,,REP,Write-ins,0,0,0,0
Lycoming,Armstrong,County Commissioner,,REP,Adam C. Welteroth,37,35,2,0
Lycoming,Armstrong,County Commissioner,,REP,Scott L. Metzger,55,46,9,0
Lycoming,Armstrong,County Commissioner,,REP,Evan R. Painton,4,3,1,0
Lycoming,Armstrong,County Commissioner,,REP,Marc Sortman,46,41,5,0
Lycoming,Armstrong,County Commissioner,,REP,Write-ins,0,0,0,0
Lycoming,Armstrong,County Controller,,REP,Krista B. Rogers,67,61,6,0
Lycoming,Armstrong,County Controller,,REP,Write-ins,1,1,0,0
Lycoming,Armstrong,Coroner,,REP,Charles Kiessling,77,68,9,0
Lycoming,Armstrong,Coroner,,REP,Write-ins,0,0,0,0
Lycoming,Armstrong,District Attorney,,REP,Tom Marino,70,62,8,0
Lycoming,Armstrong,District Attorney,,REP,Write-ins,1,1,0,0
Lycoming,Armstrong,Prothonotary,,REP,Thomas D. Heap,71,64,7,0
Lycoming,Armstrong,Prothonotary,,REP,Write-ins,1,1,0,0
Lycoming,Armstrong,Register and Recorder,,REP,Holly L. Thorne,36,34,2,0
Lycoming,Armstrong,Register and Recorder,,REP,Dave Huffman,43,36,7,0
Lycoming,Armstrong,Register and Recorder,,REP,Write-ins,0,0,0,0
Lycoming,Armstrong,County Treasurer,,REP,Cindy S. Newcomer,70,63,7,0
Lycoming,Armstrong,County Treasurer,,REP,Write-ins,0,0,0,0
Lycoming,Armstrong,School Director,South Wmspt 3,REP,Todd Engel,71,62,9,0
Lycoming,Armstrong,School Director,South Wmspt 3,REP,Write-ins,0,0,0,0
Lycoming,Armstrong,Supervisor,Armstrong,REP,Write-ins,10,9,1,0
Lycoming,Armstrong,Auditor,Armstrong,REP,Write-ins,2,1,1,0
Lycoming,Armstrong,Auditor 2 Year Term,Armstrong,REP,Write-ins,0,0,0,0
Lycoming,Armstrong,Tax Collector 2 Year Term,Armstrong,REP,Write-ins,0,0,0,0
Lycoming,Bastress,Justice of the Supreme Court,,DEM,Daniel McCaffery,8,4,4,0
Lycoming,Bastress,Justice of the Supreme Court,,DEM,Debbie Kunselman,6,6,0,0
Lycoming,Bastress,Justice of the Supreme Court,,DEM,Write-ins,1,1,0,0
Lycoming,Bastress,Judge of the Superior Court,,DEM,Pat Dugan,4,4,0,0
Lycoming,Bastress,Judge of the Superior Court,,DEM,Timika Lane,6,2,4,0
Lycoming,Bastress,Judge of the Superior Court,,DEM,Jill Beck,9,5,4,0
Lycoming,Bastress,Judge of the Superior Court,,DEM,Write-ins,1,1,0,0
Lycoming,Bastress,Judge of the Commonwealth Court,,DEM,Matt Wolf,3,3,0,0
