county,precinct,office,district,party,candidate,votes,election_day,mail,provisional
Jefferson,Barnett Township,Registered Voters,,,,183,,,
Jefferson,Barnett Township,Ballots Cast,,,,60,,,
Jefferson,Beaver Township,Registered Voters,,,,292,,,
Jefferson,Beaver Township,Ballots Cast,,,,113,,,
Jefferson,Bell Township,Registered Voters,,,,1242,,,
Jefferson,Bell Township,Ballots Cast,,,,387,,,
Jefferson,Big Run Borough,Registered Voters,,,,285,,,
Jefferson,Big Run Borough,Ballots Cast,,,,88,,,
Jefferson,Brockway Borough,Registered Voters,,,,1078,,,
Jefferson,Brockway Borough,Ballots Cast,,,,271,,,
Jefferson,Brookville Borough 1,Registered Voters,,,,1078,,,
Jefferson,Brookville Borough 1,Ballots Cast,,,,361,,,
Jefferson,Brookville Borough 2,Registered Voters,,,,1027,,,
Jefferson,Brookville Borough 2,Ballots Cast,,,,355,,,
Jefferson,Clover Township,Registered Voters,,,,286,,,
Jefferson,Clover Township,Ballots Cast,,,,106,,,
Jefferson,Corsica Borough,Registered Voters,,,,179,,,
Jefferson,Corsica Borough,Ballots Cast,,,,68,,,
Jefferson,Eldred Township,Registered Voters,,,,888,,,
Jefferson,Eldred Township,Ballots Cast,,,,319,,,
Jefferson,Falls Creek Borough,Registered Voters,,,,543,,,
Jefferson,Falls Creek Borough,Ballots Cast,,,,142,,,
Jefferson,Gaskill Township,Registered Voters,,,,405,,,
Jefferson,Gaskill Township,Ballots Cast,,,,124,,,
Jefferson,Heath Township,Registered Voters,,,,110,,,
Jefferson,Heath Township,Ballots Cast,,,,38,,,
Jefferson,Henderson Township,Registered Voters,,,,789,,,
Jefferson,Henderson Township,Ballots Cast,,,,156,,,
Jefferson,Knox Township,Registered Voters,,,,618,,,
Jefferson,Knox Township,Ballots Cast,,,,219,,,
Jefferson,McCalmont Township,Registered Voters,,,,514,,,
Jefferson,McCalmont Township,Ballots Cast,,,,141,,,
Jefferson,Oliver Township,Registered Voters,,,,691,,,
Jefferson,Oliver Township,Ballots Cast,,,,271,,,
Jefferson,Perry Township,Registered Voters,,,,705,,,
Jefferson,Perry Township,Ballots Cast,,,,219,,,
Jefferson,Pinecreek Township,Registered Voters,,,,598,,,
Jefferson,Pinecreek Township,Ballots Cast,,,,212,,,
Jefferson,Polk Township,Registered Voters,,,,174,,,
Jefferson,Polk Township,Ballots Cast,,,,53,,,
Jefferson,Porter Township,Registered Voters,,,,156,,,
Jefferson,Porter Township,Ballots Cast,,,,58,,,
Jefferson,Punxsutawney Borough 1,Registered Voters,,,,1196,,,
Jefferson,Punxsutawney Borough 1,Ballots Cast,,,,447,,,
Jefferson,Punxsutawney Borough 2,Registered Voters,,,,899,,,
Jefferson,Punxsutawney Borough 2,Ballots Cast,,,,255,,,
