county,precinct,office,district,party,candidate,votes,election_day,mail,provisional
Centre,1 Bellefonte North,Registered Voters,,,,499,,,
Centre,1 Bellefonte North,Ballots Cast,,,,263,,,
Centre,1 Bellefonte North,Ballots Cast - Blank,,,,0,,,
Centre,1 Bellefonte North,Justice of the Supreme Court,,DEM,DANIEL MCCAFFERY,154,,,
Centre,1 Bellefonte North,Justice of the Supreme Court,,REP,CAROLYN CARLUCCIO,107,,,
Centre,1 Bellefonte North,Justice of the Supreme Court,,,Write-ins,0,,,
Centre,1 Bellefonte North,Judge of the Superior Court,,DEM,JILL BECK,147,,,
Centre,1 Bellefonte North,Judge of the Superior Court,,DEM,TIMIKA LANE,144,,,
Centre,1 Bellefonte North,Judge of the Superior Court,,REP,MARIA BATTISTA,100,,,
Centre,1 Bellefonte North,Judge of the Superior Court,,REP,HARRY F SMAIL JR,86,,,
Centre,1 Bellefonte North,Judge of the Superior Court,,,Write-ins,0,,,
Centre,1 Bellefonte North,Judge of the Commonwealth Court,,DEM,MATT WOLF,153,,,
Centre,1 Bellefonte North,Judge of the Commonwealth Court,,REP,MEGAN MARTIN,104,,,
Centre,1 Bellefonte North,Judge of the Commonwealth Court,,,Write-ins,0,,,
Centre,1 Bellefonte North,Judge of the Court of Common Pleas,,D/R,JULIA RATER,225,,,
Centre,1 Bellefonte North,Judge of the Court of Common Pleas,,,Write-ins,2,,,
Centre,1 Bellefonte North,County Commissioner,,DEM,MARK HIGGINS,157,,,
Centre,1 Bellefonte North,County Commissioner,,DEM,AMBER CISTARO,148,,,
Centre,1 Bellefonte North,County Commissioner,,REP,STEVEN DERSHEM,109,,,
Centre,1 Bellefonte North,County Commissioner,,REP,MARIE LIBRIZZI,85,,,
Centre,1 Bellefonte North,County Commissioner,,,Write-ins,1,,,
Centre,1 Bellefonte North,Controller,,DEM,JASON MOSER,165,,,
Centre,1 Bellefonte North,Controller,,REP,TREVOR STAUFFER,97,,,
Centre,1 Bellefonte North,Controller,,,Write-ins,0,,,
Centre,1 Bellefonte North,Sheriff,,REP,BRYAN SAMPSEL,199,,,
Centre,1 Bellefonte North,Sheriff,,,Write-ins,8,,,
Centre,1 Bellefonte North,Treasurer,,DEM,COLLEEN KENNEDY,158,,,
Centre,1 Bellefonte North,Treasurer,,REP,JUSTIN BEHRENS,103,,,
Centre,1 Bellefonte North,Treasurer,,,Write-ins,0,,,
Centre,1 Bellefonte North,Prothonotary,,DEM,JEREMY S BREON,211,,,
Centre,1 Bellefonte North,Prothonotary,,,Write-ins,3,,,
Centre,1 Bellefonte North,Recorder of Deeds,,DEM,ROBERT ZEIGLER,151,,,
Centre,1 Bellefonte North,Recorder of Deeds,,REP,JOSEPH L DAVIDSON,108,,,
