county,precinct,office,district,party,candidate,votes,election_day,mail,provisional
Tioga,Bloss Township,Registered Voters,,,,234,,,
Tioga,Bloss Township,Ballots Cast,,,,137,128,9,0
Tioga,Bloss Township,Ballots Cast - Blank,,,,0,0,0,0
Tioga,Bloss Township,Justice of the Supreme Court,,DEM,Debbie Kunselman,13,10,3,0
Tioga,Bloss Township,Justice of the Supreme Court,,DEM,Daniel McCaffery,4,4,0,0
Tioga,Bloss Township,Justice of the Supreme Court,,DEM,Write-ins,1,1,0,0
Tioga,Bloss Township,Judge of the Superior Court,,DEM,Jill Beck,16,13,3,0
Tioga,Bloss Township,Judge of the Superior Court,,DEM,Pat Dugan,4,2,2,0
Tioga,Bloss Township,Judge of the Superior Court,,DEM,Timika Lane,3,3,0,0
Tioga,Bloss Township,Judge of the Superior Court,,DEM,Write-ins,1,1,0,0
Tioga,Bloss Township,Judge of the Commonwealth Court,,DEM,Matt Wolf,9,6,3,0
Tioga,Bloss Township,Judge of the Commonwealth Court,,DEM,Bryan Neft,7,7,0,0
Tioga,Bloss Township,Judge of the Commonwealth Court,,DEM,Write-ins,0,0,0,0
Tioga,Bloss Township,County Commissioner,,DEM,Shane Nickerson,19,16,3,0
Tioga,Bloss Township,County Commissioner,,DEM,Joseph Druetto,3,3,0,0
Tioga,Bloss Township,County Commissioner,,DEM,Write-ins,8,7,1,0
Tioga,Bloss Township,County Auditor,,DEM,Write-ins,3,1,2,0
Tioga,Bloss Township,Register and Recorder,,DEM,Write-ins,2,1,1,0
Tioga,Bloss Township,District Attorney,,DEM,Write-ins,2,1,1,0
Tioga,Bloss Township,Coroner,,DEM,Write-ins,3,2,1,0
Tioga,Bloss Township,Township Supervisor (6 Year),Bloss Township,DEM,Write-ins,14,11,3,0
Tioga,Bloss Township,Tax Collector,Bloss Township,DEM,Write-ins,1,1,0,0
Tioga,Bloss Township,Township Auditor (6 Year),Bloss Township,DEM,Write-ins,1,1,0,0
Tioga,Bloss Township,Township Auditor (4 Year),Bloss Township,DEM,Write-ins,1,1,0,0
Tioga,Bloss Township,Township Auditor (2 Year),Bloss Township,DEM,Write-ins,2,2,0,0
Tioga,Bloss Township,School Director Region 2,Southern Tioga,DEM,Write-ins,6,5,1,0
Tioga,Bloss Township,Justice of the Supreme Court,,REP,Patricia A. McCullough,48,44,4,0
Tioga,Bloss Township,Justice of the Supreme Court,,REP,Carolyn Carluccio,37,36,1,0
Tioga,Bloss Township,Justice of the Supreme Court,,REP,Write-ins,0,0,0,0
Tioga,Bloss Township,Judge of the Superior Court,,REP,Maria Battista,58,55,3,0
Tioga,Bloss Township,Judge of the Superior Court,,REP,Harry F. Smail Jr.,41,37,4,0
Tioga,Bloss Township,Judge of the Superior Court,,REP,Write-ins,1,1,0,0
Tioga,Bloss Township,Judge of the Commonwealth Court,,REP,Megan Martin,54,52,2,0
Tioga,Bloss Township,Judge of the Commonwealth Court,,REP,Josh Prince,27,24,3,0
Tioga,Bloss Township,Judge of the Commonwealth Court,,REP,Write-ins,0,0,0,0
Tioga,Bloss Township,County Commissioner,,REP,Sam VanLoon,51,49,2,0
Tioga,Bloss Township,County Commissioner,,REP,Marc Rice,36,35,1,0
Tioga,Bloss Township,County Commissioner,,REP,Mark Hamilton,36,32,4,0
Tioga,Bloss Township,County Commissioner,,REP,Marie Y. Seymour,22,21,1,0
Tioga,Bloss Township,County Commissioner,,REP,Gary J. Wilson,15,13,2,0
Tioga,Bloss Township,County Commissioner,,REP,David Wilcox,11,11,0,0
Tioga,Bloss Township,County Commissioner,,REP,Robin Adams,9,9,0,0
Tioga,Bloss Township,County Commissioner,,REP,William Meachem,5,5,0,0
Tioga,Bloss Township,County Commissioner,,REP,Write-ins,5,5,0,0
Tioga,Bloss Township,County Auditor,,REP,Elizabeth T. Craig,67,62,5,0
Tioga,Bloss Township,County Auditor,,REP,Christine S. Perry,54,51,3,0
Tioga,Bloss Township,County Auditor,,REP,Write-ins,0,0,0,0
Tioga,Bloss Township,Register and Recorder,,REP,Keriane Chaborek,87,82,5,0
Tioga,Bloss Township,Register and Recorder,,REP,Write-ins,0,0,0,0
Tioga,Bloss Township,District Attorney,,REP,Sandra K. Olson,79,75,4,0
Tioga,Bloss Township,District Attorney,,REP,Krista L. Deats,25,23,2,0
Tioga,Bloss Township,District Attorney,,REP,Write-ins,0,0,0,0
Tioga,Bloss Township,Coroner,,REP,Shaun L. Johnson,59,57,2,0
Tioga,Bloss Township,Coroner,,REP,James Daugherty,40,36,4,0
Tioga,Bloss Township,Coroner,,REP,Write-ins,0,0,0,0
Tioga,Bloss Township,Township Supervisor (6 Year),Bloss Township,REP,Mark Strange,71,67,4,0
Tioga,Bloss Township,Township Supervisor (6 Year),Bloss Township,REP,Jason Kline,40,38,2,0
Tioga,Bloss Township,Township Supervisor (6 Year),Bloss Township,REP,Write-ins,0,0,0,0
Tioga,Bloss Township,Tax Collector,Bloss Township,REP,Write-ins,3,2,1,0
Tioga,Bloss Township,Township Auditor (6 Year),Bloss Township,REP,Write-ins,4,3,1,0
Tioga,Bloss Township,Township Auditor (4 Year),Bloss Township,REP,Write-ins,2,1,1,0
Tioga,Bloss Township,Township Auditor (2 Year),Bloss Township,REP,Write-ins,2,1,1,0
Tioga,Bloss Township,School Director Region 2,Southern Tioga,REP,Ivan J. Erway,46,42,4,0
Tioga,Bloss Township,School Director Region 2,Southern Tioga,REP,Matt Harold,30,29,1,0
Tioga,Bloss Township,School Director Region 2,Southern Tioga,REP,Write-ins,0,0,0,0
Tioga,Blossburg Borough,Registered Voters,,,,931,,,
Tioga,Blossburg Borough,Ballots Cast,,,,338,289,49,0
Tioga,Blossburg Borough,Ballots Cast - Blank,,,,0,0,0,0
Tioga,Blossburg Borough,Justice of the Supreme Court,,DEM,Debbie Kunselman,51,37,14,0
Tioga,Blossburg Borough,Justice of the Supreme Court,,DEM,Daniel McCaffery,28,20,8,0
Tioga,Blossburg Borough,Justice of the Supreme Court,,DEM,Write-ins,2,2,0,0
Tioga,Blossburg Borough,Judge of the Superior Court,,DEM,Jill Beck,69,54,15,0
Tioga,Blossburg Borough,Judge of the Superior Court,,DEM,Timika Lane,46,33,13,0
Tioga,Blossburg Borough,Judge of the Superior Court,,DEM,Pat Dugan,21,11,10,0
Tioga,Blossburg Borough,Judge of the Superior Court,,DEM,Write-ins,1,1,0,0
Tioga,Blossburg Borough,Judge of the Commonwealth Court,,DEM,Bryan Neft,48,37,11,0
