county,precinct,office,district,party,candidate,votes,election_day,mail,provisional
Beaver,Aliquippa 1,Registered Voters,,,,274,,,
Beaver,Aliquippa 1,Ballots Cast,,,,49,37,12,0
Beaver,Aliquippa 1,Justice of the Supreme Court,,DEM,DEBBIE KUNSELMAN,31,21,10,0
Beaver,Aliquippa 1,Justice of the Supreme Court,,DEM,DANIEL MCCAFFERY,2,1,1,0
Beaver,Aliquippa 1,Justice of the Supreme Court,,DEM,Write-ins,0,0,0,0
Beaver,Aliquippa 1,Judge of the Superior Court,,DEM,JILL BECK,26,17,9,0
Beaver,Aliquippa 1,Judge of the Superior Court,,DEM,PAT DUGAN,13,8,5,0
Beaver,Aliquippa 1,Judge of the Superior Court,,DEM,TIMIKA LANE,4,2,2,0
Beaver,Aliquippa 1,Judge of the Superior Court,,DEM,Write-ins,0,0,0,0
Beaver,Aliquippa 1,Judge of the Commonwealth Court,,DEM,BRYAN NEFT,26,18,8,0
Beaver,Aliquippa 1,Judge of the Commonwealth Court,,DEM,MATT WOLF,7,4,3,0
Beaver,Aliquippa 1,Judge of the Commonwealth Court,,DEM,Write-ins,0,0,0,0
Beaver,Aliquippa 1,County Commissioner,,DEM,TONY AMADIO,33,25,8,0
Beaver,Aliquippa 1,County Commissioner,,DEM,JULIAN TAYLOR,13,8,5,0
Beaver,Aliquippa 1,County Commissioner,,DEM,Write-ins,0,0,0,0
Beaver,Aliquippa 1,Controller,,DEM,TINA PRICE GENES,29,18,11,0
Beaver,Aliquippa 1,Controller,,DEM,Write-ins,2,2,0,0
Beaver,Aliquippa 1,Clerk of Courts,,DEM,JUDY R ENSLEN,33,22,11,0
Beaver,Aliquippa 1,Clerk of Courts,,DEM,Write-ins,1,1,0,0
Beaver,Aliquippa 1,District Attorney,,DEM,NATE BIBLE,33,22,11,0
Beaver,Aliquippa 1,District Attorney,,DEM,Write-ins,1,1,0,0
Beaver,Aliquippa 1,Prothonotary,,DEM,MICHAEL ROSSI,36,25,11,0
Beaver,Aliquippa 1,Prothonotary,,DEM,Write-ins,1,1,0,0
Beaver,Aliquippa 1,Recorder of Deeds,,DEM,SANDRA D GILL,30,19,11,0
Beaver,Aliquippa 1,Recorder of Deeds,,DEM,MICHAEL J JACKSON,7,7,0,0
Beaver,Aliquippa 1,Recorder of Deeds,,DEM,Write-ins,1,1,0,0
Beaver,Aliquippa 1,Register of Wills,,DEM,TRACEY ANTOLINE PATTON,32,21,11,0
Beaver,Aliquippa 1,Register of Wills,,DEM,Write-ins,3,3,0,0
