county,precinct,office,district,party,candidate,votes,election_day,mail,provisional
Union,Buffalo 1,Registered Voters,,,,1493,,,
Union,Buffalo 1,Ballots Cast,,,,634,,,
Union,Buffalo 1,Justice of the Supreme Court,,DEM,Daniel McCaffery,194,,,
Union,Buffalo 1,Justice of the Supreme Court,,REP,Carolyn Carluccio,433,,,
Union,Buffalo 1,Justice of the Supreme Court,,,Write-ins,0,,,
Union,Buffalo 1,Judge of the Superior Court,,DEM,Jill Beck,204,,,
Union,Buffalo 1,Judge of the Superior Court,,DEM,Timika Lane,170,,,
Union,Buffalo 1,Judge of the Superior Court,,REP,Maria Battista,404,,,
Union,Buffalo 1,Judge of the Superior Court,,REP,"Harry F. Smail, Jr.",342,,,
Union,Buffalo 1,Judge of the Superior Court,,,Write-ins,0,,,
Union,Buffalo 1,Judge of the Commonwealth Court,,DEM,Matt Wolf,184,,,
Union,Buffalo 1,Judge of the Commonwealth Court,,REP,Megan Martin,435,,,
Union,Buffalo 1,Judge of the Commonwealth Court,,,Write-ins,0,,,
Union,Buffalo 1,Judge of the Court of Common Pleas,,,Mike Piecuch,506,,,
Union,Buffalo 1,Judge of the Court of Common Pleas,,,Write-ins,4,,,
Union,Buffalo 1,Magisterial District Judge,17-3-02,,Jeffrey L. Mensch,563,,,
Union,Buffalo 1,Magisterial District Judge,17-3-02,,Write-ins,2,,,
Union,Buffalo 1,Township Supervisor (6 Year),Buffalo Township,REP,Glenn Troup,493,,,
Union,Buffalo 1,Township Supervisor (6 Year),Buffalo Township,,Write-ins,40,,,
Union,Buffalo 1,Township Supervisor (4 Year Unexpired),Buffalo Township,,Write-ins,193,,,
Union,Buffalo 1,Township Auditor (6 Year),Buffalo Township,,Write-ins,25,,,
Union,Buffalo 1,Township Auditor (4 Year Unexpired),Buffalo Township,,Write-ins,23,,,
Union,Buffalo 1,County Commissioner,,DEM,Stacy Richards,211,,,
Union,Buffalo 1,County Commissioner,,DEM,Sharon Koppel,122,,,
Union,Buffalo 1,County Commissioner,,REP,Preston Boop,377,,,
Union,Buffalo 1,County Commissioner,,REP,Jeff Reber,415,,,
Union,Buffalo 1,County Commissioner,,,Write-ins,3,,,
Union,Buffalo 1,Register and Recorder,,REP,Lisa A. Seward,543,,,
Union,Buffalo 1,Register and Recorder,,,Write-ins,3,,,
Union,Buffalo 1,District Attorney,,DEM,Brian L. Kerstetter,274,,,
Union,Buffalo 1,District Attorney,,REP,Robyn Zenzinger,353,,,
Union,Buffalo 1,District Attorney,,,Write-ins,0,,,
Union,Buffalo 1,County Treasurer,,REP,Diane K. Reigle,548,,,
Union,Buffalo 1,County Treasurer,,,Write-ins,1,,,
Union,Buffalo 1,County Auditor,,DEM,Robert M.Sundin,176,,,
Union,Buffalo 1,County Auditor,,REP,Carol Manbeck,418,,,
Union,Buffalo 1,County Auditor,,REP,Donna Kahley Gemberling,413,,,
Union,Buffalo 1,County Auditor,,,Write-ins,1,,,
Union,Buffalo 1,School Director,Mifflinburg Area School District Region 1,DEM,Janell Weaver,212,,,
Union,Buffalo 1,School Director,Mifflinburg Area School District Region 1,REP,Joshua D. Moser,398,,,
Union,Buffalo 1,School Director,Mifflinburg Area School District Region 1,REP,Mindy Benfer,369,,,
Union,Buffalo 1,School Director,Mifflinburg Area School District Region 1,,Write-ins,5,,,
Union,Buffalo 1,Judge of the Superior Court Retention - Panella,,,Yes,343,,,
Union,Buffalo 1,Judge of the Superior Court Retention - Panella,,,No,181,,,
Union,Buffalo 1,Judge of the Superior Court Retention - Stabile,,,Yes,338,,,
Union,Buffalo 1,Judge of the Superior Court Retention - Stabile,,,No,173,,,
Union,Buffalo 2,Registered Voters,,,,523,,,
Union,Buffalo 2,Ballots Cast,,,,200,,,
Union,Buffalo 2,Justice of the Supreme Court,,DEM,Daniel McCaffery,50,,,
Union,Buffalo 2,Justice of the Supreme Court,,REP,Carolyn Carluccio,148,,,
Union,Buffalo 2,Justice of the Supreme Court,,,Write-ins,0,,,
Union,Buffalo 2,Judge of the Superior Court,,DEM,Jill Beck,54,,,
Union,Buffalo 2,Judge of the Superior Court,,DEM,Timika Lane,39,,,
Union,Buffalo 2,Judge of the Superior Court,,REP,Maria Battista,141,,,
Union,Buffalo 2,Judge of the Superior Court,,REP,"Harry F. Smail, Jr.",125,,,
Union,Buffalo 2,Judge of the Superior Court,,,Write-ins,0,,,
Union,Buffalo 2,Judge of the Commonwealth Court,,DEM,Matt Wolf,44,,,
Union,Buffalo 2,Judge of the Commonwealth Court,,REP,Megan Martin,154,,,
Union,Buffalo 2,Judge of the Commonwealth Court,,,Write-ins,0,,,
Union,Buffalo 2,Judge of the Court of Common Pleas,,,Mike Piecuch,169,,,
Union,Buffalo 2,Judge of the Court of Common Pleas,,,Write-ins,2,,,
Union,Buffalo 2,Magisterial District Judge,17-3-02,,Jeffrey L. Mensch,179,,,
Union,Buffalo 2,Magisterial District Judge,17-3-02,,Write-ins,3,,,
Union,Buffalo 2,Township Supervisor (6 Year),Buffalo Township,REP,Glenn Troup,179,,,
Union,Buffalo 2,Township Supervisor (6 Year),Buffalo Township,,Write-ins,4,,,
Union,Buffalo 2,Township Supervisor (4 Year Unexpired),Buffalo Township,,Write-ins,23,,,
Union,Buffalo 2,Township Auditor (6 Year),Buffalo Township,,Write-ins,9,,,
Union,Buffalo 2,Township Auditor (4 Year Unexpired),Buffalo Township,,Write-ins,10,,,
Union,Buffalo 2,County Commissioner,,DEM,Stacy Richards,50,,,
Union,Buffalo 2,County Commissioner,,DEM,Sharon Koppel,34,,,
Union,Buffalo 2,County Commissioner,,REP,Preston Boop,138,,,
Union,Buffalo 2,County Commissioner,,REP,Jeff Reber,143,,,
Union,Buffalo 2,County Commissioner,,,Write-ins,0,,,
Union,Buffalo 2,Register and Recorder,,REP,Lisa A. Seward,178,,,
Union,Buffalo 2,Register and Recorder,,,Write-ins,5,,,
Union,Buffalo 2,District Attorney,,DEM,Brian L. Kerstetter,78,,,
